,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
149,150,149,Todd Hamilton,30,"$605,225"
150,151,151,Shingo Katayama,7,"$595,500"
151,152,152,Carl Pettersson,29,"$564,605"
152,153,153,Brendon de Jonge,30,"$562,946"
153,154,154,Spencer Levin,26,"$556,240"
154,155,155,Matt Weibring,23,"$547,066"
155,156,156,Tom Pernice Jr.,27,"$541,598"
156,157,157,Tom Lehman,16,"$515,450"
157,158,158,Tommy Armour III,19,"$503,306"
158,159,159,Trevor Immelman,14,"$495,244"
159,160,160,Miguel Angel Jiménez,8,"$493,683"
160,161,161,Aron Price,28,"$487,454"
161,162,162,Rocco Mediate,22,"$484,757"
162,163,163,Chez Reavie,27,"$477,766"
163,164,164,Charles Warren,21,"$475,726"
164,165,165,Corey Pavin,23,"$474,526"
165,166,166,Danny Lee,14,"$464,596"
166,167,167,Cliff Kresge,29,"$464,401"
167,168,168,Ryan Palmer,26,"$454,510"
168,169,169,Jamie Lovemark,5,"$453,872"
169,170,170,Glen Day,27,"$450,720"
170,171,171,Alvaro Quiros,10,"$446,347"
171,172,172,Dean Wilson,29,"$442,600"
172,173,173,Johnson Wagner,26,"$434,571"
173,174,174,Chris Wood,2,"$428,442"
174,175,175,Jason Gore,25,"$413,811"
175,176,176,Peter Hanson,6,"$413,459"
176,177,177,Leif Olson,21,"$412,966"
177,178,178,Billy Mayfair,28,"$392,068"
178,179,179,Ken Duke,30,"$387,826"
179,180,180,Brad Adamonis,26,"$387,721"
180,181,181,Casey Wittenberg,26,"$381,076"
181,182,182,Thomas Aiken,4,"$369,422"
182,183,183,David Mathis,28,"$364,959"
183,184,184,Tag Ridings,16,"$363,597"
184,185,185,Mathias Grönberg,14,"$354,163"
185,186,186,Peter Lonard,30,"$333,825"
186,187,187,Jonathan Kaye,18,"$332,408"
187,188,188,Kris Blanks,21,"$332,130"
188,189,189,Steve Lowery,27,"$329,114"
189,190,190,Bart Bryant,17,"$326,590"
190,191,191,J.P. Hayes,16,"$325,102"
191,192,192,Scott Sterling,16,"$318,597"
192,193,193,Bob Heintz,20,"$312,699"
193,194,194,Kent Jones,24,"$301,879"
194,195,211,Nick Price,3,"$300,000"
195,196,195,Tim Wilkinson,14,"$297,008"
196,197,196,Patrick Sheehan,16,"$283,119"
197,198,197,Richard Sterne,10,"$283,018"
198,199,198,Jarrod Lyle,21,"$275,195"
199,200,199,Parker McLachlin,25,"$275,033"
200,201,200,Prayad Marksaeng,8,"$271,143"
201,202,201,Brandt Jobe,9,"$270,841"
202,203,202,Jay Williamson,23,"$265,574"
203,204,203,Aaron Watkins,19,"$263,969"
204,205,204,Mark Brooks,17,"$263,074"
205,206,205,Shaun Micheel,17,"$262,590"
206,207,206,Thongchai Jaidee,6,"$260,351"
207,208,207,Shigeki Maruyama,5,"$256,331"
208,209,208,Joe Durant,20,"$250,720"
209,210,209,Steve Elkington,23,"$243,404"
210,211,210,José María Olazábal,4,"$239,629"
211,212,212,Darren Clarke,8,"$210,907"
212,213,213,Dicky Pride,11,"$207,580"
213,214,214,Brendon Todd,21,"$203,841"
214,215,215,Darron Stiles,21,"$199,385"
215,216,216,Brian Vranesh,20,"$198,567"
216,217,217,Kevin Chappell,3,"$197,488"
217,218,218,Marc Turnesa,30,"$197,069"
218,219,246,Brad Faxon,25,"$193,463"
219,220,219,Omar Uresti,10,"$191,649"
220,221,220,Scott Gutschewski,20,"$188,375"
221,222,221,Frank Lickliter II,14,"$183,419"
222,223,222,Natalie Gulbis,2,"$183,333"
223,224,223,Colt Knost,25,"$180,754"
224,225,224,James Kingston,3,"$178,936"
225,226,225,Charl Schwartzel,6,"$171,741"
226,227,226,Gonzalo Fernandez-Castaño,7,"$170,200"
227,228,227,Garrett Willis,6,"$164,905"
228,229,228,Wen-Tang Lin,5,"$159,125"
229,230,229,Dudley Hart,13,"$158,399"
230,231,230,Greg Kraft,21,"$156,686"
231,232,231,Kirk Triplett,20,"$155,480"
232,233,232,Thomas Levet,5,"$143,255"
233,234,233,Todd Fischer,4,"$141,701"
234,235,234,Louis Oosthuizen,6,"$137,803"
235,236,235,John Huston,13,"$135,476"
236,237,236,Tommy Gainey,16,"$133,347"
237,T238,T237,Cristie Kerr,1,"$133,333"
238,T238,T237,Suzann Pettersen,1,"$133,333"
239,240,239,Kyle Stanley,7,"$132,039"
240,241,240,Hiroyuki Fujita,2,"$130,525"
241,242,241,Michael Sim,3,"$130,188"
242,243,242,Peter Tomasulo,25,"$128,706"
243,244,243,Chris Baryla,4,"$128,038"
244,245,244,Derek Fathauer,25,"$125,305"
245,246,245,Gary Woodland,18,"$121,031"
246,247,305,Jeff Sluman,3,"$120,400"
247,248,247,"David Berganio, Jr.",15,"$115,517"
248,249,248,Fred Funk,7,"$114,426"
249,250,249,Christian Cévaër,3,"$110,500"
250,251,250,Mark Brown,3,"$107,500"
251,252,251,Azuma Yano,4,"$107,485"
252,253,252,Jyoti Randhawa,2,"$106,000"
253,254,253,Ryo Ishikawa,8,"$104,217"
254,255,254,Nick Dougherty,4,"$104,176"
255,256,255,Chih-Bing Lam,3,"$101,000"
256,T257,T256,Laura Diaz,1,"$100,000"
257,T257,T256,Mark McNulty,1,"$100,000"
258,259,258,Daisuke Maruyama,1,"$99,571"
259,260,259,Brendan Jones,2,"$98,113"
260,261,260,Garth Mulroy,2,"$97,000"
261,262,261,Anders Hansen,4,"$96,500"
262,263,262,Neal Lancaster,7,"$96,024"
263,264,263,Shane Lowry,2,"$94,000"
264,265,264,Paul Stankowski,10,"$90,445"
265,266,265,Anthony Kang,2,"$89,750"
266,267,266,Wil Collins,18,"$84,569"
267,268,267,Eric Axley,30,"$83,152"
268,269,268,Billy Andrade,18,"$78,404"
269,270,269,Koumei Oda,2,"$78,000"
270,271,270,Arjun Atwal,13,"$76,676"
271,272,271,Guy Boros,7,"$74,440"
272,273,272,Johan Edfors,3,"$74,336"
273,274,273,Ronnie Black,3,"$72,478"
274,T275,T274,José Manuel Lara,2,"$72,000"
275,T275,T274,Alex Noren,1,"$72,000"
276,277,276,Rick Price,22,"$71,689"
277,278,277,Chris Smith,3,"$71,425"
278,279,278,Sandy Lyle,2,"$71,400"
279,T280,T279,WC Liang,3,"$70,000"
280,T280,T279,Dana Quigley,1,"$70,000"
281,282,281,John Daly,6,"$68,815"
282,283,282,Mark O'Meara,3,"$65,547"
283,T284,T283,Stephen Dodd,1,"$64,000"
284,T284,T283,Jamie Donaldson,1,"$64,000"
285,286,285,Skip Kendall,4,"$62,700"
286,287,286,Tadd Fujikawa,4,"$61,892"
287,288,287,Graham DeLaet,3,"$61,872"
288,289,288,Carlos Franco,11,"$60,261"
289,T290,T289,Helen Alfredsson,1,"$58,750"
290,T290,T289,Juli Inkster,1,"$58,750"
291,292,291,Jesper Parnevik,15,"$58,712"
292,293,292,Richard Finch,2,"$58,500"
293,294,293,Derek Lamely,2,"$58,188"
294,295,294,Simon Dyson,2,"$58,000"
295,296,295,James Oh,21,"$57,271"
296,297,296,Chris Couch,8,"$56,665"
297,298,297,Lian-Wei Zhang,2,"$55,750"
298,299,298,Notah Begay III,15,"$54,645"
299,300,299,Bob Tway,13,"$54,358"
300,T301,T300,Brittany Lincicome,1,"$53,750"
301,T301,T300,Morgan Pressel,1,"$53,750"
302,303,302,Loren Roberts,3,"$51,257"
303,T304,T303,Chapchai Nirat,1,"$51,000"
304,T304,T303,Scott Strange,1,"$51,000"
305,T306,T306,John Cook,1,"$50,000"
306,T306,T306,Peter Jacobsen,1,"$50,000"
307,T306,T306,Troy Merritt,1,"$50,000"
308,309,309,Jay Delsing,7,"$49,860"
309,310,310,Len Mattiace,1,"$49,743"
310,311,311,Arron Oberholser,4,"$48,017"
311,312,312,Kenichi Kuboya,1,"$47,794"
312,313,313,Andrew McLardy,3,"$47,501"
313,314,314,Larry Mize,1,"$46,575"
314,315,315,David Peoples,6,"$45,122"
315,316,316,Brian Bateman,25,"$43,611"
316,317,317,David Smail,4,"$41,550"
317,318,318,Ricardo Gonzalez,1,"$40,333"
318,T319,T319,Alfredo Adrián,1,"$40,000"
319,T319,T319,Hugo León,3,"$40,000"
320,T319,T319,Martín Ureta,1,"$40,000"
321,T319,T319,Jhonattan Vegas,1,"$40,000"
322,323,323,Matthew Borchert,20,"$39,324"
323,324,324,Tano Goya,2,"$38,364"
324,325,325,Yuta Ikeda,2,"$38,000"
325,326,326,Mark Hensby,6,"$37,250"
326,327,327,David Drysdale,2,"$37,013"
327,328,328,Grégory Havret,1,"$36,625"
328,329,329,Yuji Igarashi,1,"$35,750"
329,330,330,Pablo Larrazabal,3,"$35,250"
330,331,331,Michael Jonzon,1,"$35,000"
331,332,332,Alastair Forsyth,2,"$33,100"
332,T333,T333,Jeppe Huldahl,1,"$31,750"
333,T333,T333,Mark Murless,1,"$31,750"
334,335,335,Scott Hoch,1,"$31,657"
335,336,336,Robert Damron,6,"$31,150"
336,T337,T337,Mardan Mamat,1,"$31,000"
337,T337,T337,Marc Pucay,1,"$31,000"
338,T337,T337,Angelo Que,2,"$31,000"
339,340,340,Martin Flores,1,"$30,000"
340,341,341,Rafael Echenique,2,"$29,000"
341,T342,T342,Ashun Wu,1,"$28,500"
342,T342,T342,Peter Hedblom,2,"$28,500"
343,T342,T342,Daniel Alfredo Vancsik,1,"$28,500"
344,345,345,Erik Compton,5,"$27,524"
345,346,346,Jean Hugo,1,"$27,500"
346,T347,T347,Gaganjeet Bhullar,2,"$26,500"
347,T347,T347,C Muniyappa,1,"$26,500"
348,349,349,Troy Kelly,18,"$25,828"
349,350,350,Jeff Brehaut,2,"$25,630"
350,T351,T351,Branden Grace,1,"$25,539"
351,T351,T351,Paul McGinley,2,"$25,539"
352,T351,T351,Anthony Wall,2,"$25,539"
353,354,354,Weihuang Wu,1,"$25,500"
354,T355,T355,Shane Bertsch,3,"$25,000"
355,T355,T355,Michael Connell,1,"$25,000"
356,T355,T355,Brent Delahoussaye,1,"$25,000"
357,T355,T355,Billy Horschel,3,"$25,000"
358,T355,T355,David Lutterus,1,"$25,000"
359,T355,T355,Muhammad Munir,1,"$25,000"
360,T355,T355,Brenden Pappas,1,"$25,000"
361,T355,T355,Muhammad Shabbir,1,"$25,000"
362,T355,T355,Brian Stuard,1,"$25,000"
363,T355,T355,Cameron Tringale,2,"$25,000"
364,T355,T355,Lu Wei-chih,1,"$25,000"
365,T355,T355,Chris Wilson,2,"$25,000"
366,367,367,Tyler Aldridge,18,"$24,370"
367,368,368,Stuart Anderson,2,"$23,000"
368,T369,T369,Marco Dawson,7,"$22,570"
369,T369,T369,Martin Piller,2,"$22,570"
370,371,371,Jean-Francois Lucquin,1,"$22,501"
371,T372,T372,Rafael Barcellos,1,"$22,000"
372,T372,T372,Ronaldo Francisco,1,"$22,000"
373,374,374,Stephen Leaney,11,"$21,993"
374,375,375,Hideto Tanihara,1,"$21,600"
375,376,376,Paul Lawrie,1,"$21,571"
376,377,377,Trevor Murphy,2,"$20,630"
377,378,378,Bobby Gates,2,"$20,177"
378,379,379,Steve Wheatcroft,2,"$19,907"
379,380,380,Vance Veazey,2,"$19,600"
380,T381,T381,David Howell,1,"$18,295"
381,T381,T381,Graeme Storm,1,"$18,295"
382,383,383,Olin Browne,9,"$17,712"
383,384,384,Luke List,2,"$17,600"
384,385,385,Paul Broadhurst,1,"$17,013"
385,386,386,Chris Kirk,3,"$16,651"
386,387,387,Fredrik Andersson Hed,1,"$16,199"
387,388,388,Daniel Gaunt,1,"$15,140"
388,389,389,Richard Green,2,"$15,000"
389,390,390,Alan Wagner,1,"$14,700"
390,391,391,José de Jesús Rodríguez,1,"$14,400"
391,392,392,José Coceres,6,"$14,036"
392,393,393,Tom Byrum,4,"$13,872"
393,394,394,Steve Allan,17,"$13,671"
394,395,395,Gregory Bisconti,1,"$13,600"
395,396,396,Grant Sturgeon,1,"$13,300"
396,397,397,Matt Harmon,1,"$11,893"
397,398,398,Matthew Loving,1,"$11,712"
398,399,399,John Ellis,1,"$11,651"
399,400,400,David Gossett,5,"$11,480"
400,T401,T401,Craig Barlow,5,"$11,271"
401,T401,T401,Fernando Mechereffe,1,"$11,271"
402,403,403,Greg Norman,3,"$11,229"
403,404,404,Mike Grob,1,"$11,118"
404,405,405,Andres Gonzales,1,"$10,965"
405,406,406,Paul Azinger,8,"$10,800"
406,407,407,Rod Perry,1,"$10,798"
407,408,408,Ernie Gonzalez,1,"$10,788"
408,T409,T409,Rich Barcelo,1,"$10,500"
409,T409,T409,Spike McRoy,1,"$10,500"
410,411,411,Lucas Lee,1,"$10,251"
411,412,412,Junpei Takayama,1,"$9,936"
412,413,413,Cortland Lowe,2,"$9,434"
413,T414,T414,Felipe Aguilar,1,"$9,364"
414,T414,T414,Tom Scherrer,3,"$9,364"
415,T414,T414,Manuel Villegas,1,"$9,364"
416,417,417,Andrew Ruthkoski,2,"$8,428"
417,418,418,Andy Matthews,1,"$7,700"
418,419,419,Ryan Helminen,1,"$7,360"
419,T420,T420,Esteban Toledo,3,"$7,344"
420,T420,T420,James Vargas,1,"$7,344"
421,422,422,Robin Freeman,5,"$6,930"
422,423,423,Grant Waite,2,"$6,756"
423,424,424,Steve Pate,4,"$6,030"
424,425,425,J.L. Lewis,4,"$5,820"
425,T426,T426,Joe Affrunti,1,"$5,000"
426,T426,T426,Mark Anderson,2,"$5,000"
427,T426,T426,Keegan Bradley,1,"$5,000"
428,T426,T426,Josh Broadaway,1,"$5,000"
429,T426,T426,Ted Brown,1,"$5,000"
430,T426,T426,Scott Brown,1,"$5,000"
431,T426,T426,Dan Buchner,1,"$5,000"
432,T426,T426,Andrew Buckle,1,"$5,000"
433,T426,T426,Gary Christian,1,"$5,000"
434,T426,T426,Jess Daley,1,"$5,000"
435,T426,T426,James Hahn,1,"$5,000"
436,T426,T426,Ty Harris,1,"$5,000"
437,T426,T426,Barrett Jarosch,1,"$5,000"
438,T426,T426,J.J. Killeen,1,"$5,000"
439,T426,T426,Kevin Kisner,1,"$5,000"
440,T426,T426,Bronson La'Cassie,1,"$5,000"
441,T426,T426,Bobby MacWhinnie,1,"$5,000"
442,T426,T426,Major Manning,1,"$5,000"
443,T426,T426,David McKenzie,1,"$5,000"
444,T426,T426,Adam Meyer,1,"$5,000"
445,T426,T426,Rob Oppenheim,1,"$5,000"
446,T426,T426,Garrett Osborn,1,"$5,000"
447,T426,T426,Stephen Poole,1,"$5,000"
448,T426,T426,Dave Schultz,2,"$5,000"
449,T426,T426,Nate Smith,1,"$5,000"
450,T426,T426,Scott Stallings,1,"$5,000"
451,T426,T426,Brendan Steele,1,"$5,000"
452,T426,T426,Andrew Svoboda,2,"$5,000"
453,T426,T426,Julien Trudeau,1,"$5,000"
