,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
33,34,34,Rory McIlroy,11,8.7,"$1,239,111","$14,241,005"
34,35,35,Ross Fisher,10,8.51,"$1,142,546","$13,431,005"
35,36,36,Luke Donald,21,8.4,"$2,174,947","$25,887,005"
36,37,37,Tim Clark,23,8.23,"$2,235,104","$27,147,005"
37,38,38,Mike Weir,24,8.12,"$2,379,421","$29,289,005"
38,39,39,Stephen Ames,23,7.96,"$2,131,538","$26,791,005"
39,40,40,Jason Dufner,26,7.8,"$2,190,792","$28,080,000"
40,41,41,John Rollins,27,7.79,"$2,269,475","$29,138,000"
41,42,42,Scott Verplank,24,7.75,"$2,092,113","$26,996,000"
42,43,43,Ryan Moore,27,7.64,"$2,222,870","$29,106,000"
43,44,44,Anthony Kim,22,7.35,"$1,972,155","$26,845,005"
44,45,45,Justin Leonard,26,7.28,"$2,232,377","$30,679,005"
45,46,46,Robert Allenby,21,7.25,"$1,890,945","$26,067,005"
46,47,47,John Senden,29,7.16,"$2,305,492","$32,217,005"
47,48,48,Camilo Villegas,21,7.04,"$1,804,980","$25,621,005"
48,49,49,Heath Slocum,30,7.01,"$2,195,565","$31,338,000"
49,50,50,Shingo Katayama,6,6.89,"$544,500","$7,908,000"
50,T51,T51,Steve Marino,29,6.82,"$2,161,539","$31,695,005"
51,T51,T51,Francesco Molinari,4,6.82,"$304,368","$4,461,005"
52,53,53,Jason Day,18,6.74,"$1,251,218","$18,558,000"
53,54,54,Pat Perez,22,6.66,"$1,720,360","$25,818,000"
54,55,55,Bryce Molder,21,6.54,"$1,381,211","$21,111,005"
55,56,56,Fred Couples,16,6.49,"$1,197,970","$18,468,000"
56,57,57,Oliver Wilson,9,6.48,"$756,772","$11,685,005"
57,58,58,Charley Hoffman,27,6.41,"$1,894,925","$29,585,005"
58,59,59,Mark Wilson,28,6.3,"$1,838,414","$29,196,000"
59,60,60,Marc Leishman,28,6.17,"$1,742,242","$28,260,000"
60,61,61,Bo Van Pelt,30,6.16,"$1,945,306","$31,572,000"
61,T62,T62,Kevin Chappell,3,5.96,"$197,487","$3,312,000"
62,T62,T62,Paul Goydos,25,5.96,"$1,619,918","$27,195,005"
63,64,64,John Mallinger,27,5.93,"$1,717,139","$28,980,000"
64,65,65,Soren Hansen,8,5.82,"$617,537","$10,605,005"
65,66,66,Chad Campbell,26,5.81,"$1,725,237","$29,671,005"
66,67,67,Charles Howell III,29,5.75,"$1,804,460","$31,367,005"
67,68,68,Søren Kjeldsen,7,5.67,"$557,668","$9,831,005"
68,69,69,Sergio Garcia,17,5.66,"$1,212,522","$21,441,005"
69,70,70,Ben Crane,27,5.55,"$1,667,084","$30,057,005"
70,71,71,Brian Davis,32,5.53,"$1,874,318","$33,912,000"
71,72,72,Martin Laird,24,5.48,"$1,349,354","$24,639,005"
72,T73,T73,Graeme McDowell,11,5.42,"$780,141","$14,403,005"
73,T73,T73,George McNeill,26,5.42,"$1,439,219","$26,568,000"
74,75,75,José María Olazábal,4,5.37,"$239,629","$4,464,000"
75,76,76,Brandt Snedeker,26,5.36,"$1,483,557","$27,681,005"
76,77,77,Peter Hanson,5,5.33,"$357,958","$6,721,005"
77,78,78,Davis Love III,27,5.27,"$1,622,401","$30,805,005"
78,79,79,Bubba Watson,24,5.14,"$1,430,243","$27,821,005"
79,80,80,Shigeki Maruyama,5,5.1,"$256,330","$5,022,000"
80,81,81,Jonathan Byrd,25,5.05,"$1,316,770","$26,064,000"
81,82,82,Todd Fischer,3,5.0,"$136,701","$2,736,000"
82,83,83,Brett Quigley,28,4.91,"$1,412,780","$28,764,000"
83,84,84,Vijay Singh,21,4.9,"$1,276,814","$26,035,005"
84,85,85,James Kingston,2,4.88,"$127,936","$2,621,005"
85,86,86,John Merrick,28,4.81,"$1,438,891","$29,916,000"
86,87,87,Tim Petrovic,31,4.8,"$1,551,866","$32,328,000"
87,88,88,Troy Matteson,30,4.78,"$1,466,070","$30,690,000"
88,89,89,Kevin Stadler,20,4.75,"$925,514","$19,494,000"
89,90,90,Bill Haas,29,4.73,"$1,425,417","$30,114,000"
90,91,91,Miguel Angel Jiménez,8,4.71,"$493,682","$10,479,005"
91,92,92,James Driscoll,17,4.67,"$807,577","$17,295,005"
92,93,93,D.A. Points,29,4.62,"$1,320,020","$28,584,000"
93,94,94,Derek Lamely,2,4.55,"$58,187","$1,278,000"
94,T95,T95,Martin Kaymer,11,4.54,"$656,407","$14,457,005"
95,T95,T95,Jeev Milkha Singh,15,4.54,"$824,436","$18,150,000"
96,T97,T97,Len Mattiace,1,4.53,"$49,742","$1,098,000"
97,T97,T97,Charlie Wi,28,4.53,"$1,375,096","$30,330,000"
98,99,99,Nathan Green,30,4.48,"$1,436,342","$32,054,000"
99,100,100,Freddie Jacobson,25,4.43,"$1,189,994","$26,871,005"
100,101,101,Scott Hoch,1,4.4,"$31,657","$720,000"
101,102,102,Roland Thatcher,16,4.32,"$681,630","$15,768,000"
102,103,103,Michael Bradley,17,4.3,"$727,787","$16,920,000"
103,104,104,Anthony Kang,1,4.29,"$60,000","$1,400,000"
104,105,105,Jason Bohn,25,4.28,"$1,159,935","$27,072,000"
105,106,106,J.B. Holmes,25,4.27,"$1,219,534","$28,545,005"
106,107,107,Justin Rose,22,4.25,"$1,125,518","$26,499,005"
107,108,108,Woody Austin,24,4.24,"$1,137,331","$26,798,000"
108,109,109,Bob Estes,23,4.23,"$1,079,928","$25,560,000"
109,110,110,Greg Chalmers,26,4.21,"$1,058,286","$25,110,000"
110,T111,T111,Chris Baryla,3,4.19,"$123,037","$2,934,000"
111,T111,T111,Boo Weekley,22,4.19,"$1,107,448","$26,449,005"
112,113,113,Jeff Klauk,29,4.16,"$1,243,696","$29,862,000"
113,114,114,Vaughn Taylor,28,4.13,"$1,178,282","$28,548,000"
114,115,115,Kevin Sutherland,27,3.94,"$1,218,604","$30,895,005"
115,116,116,Webb Simpson,30,3.92,"$1,249,674","$31,842,000"
116,T117,T117,Briny Baird,28,3.91,"$1,186,981","$30,395,005"
117,T117,T117,Kenichi Kuboya,1,3.91,"$47,793","$1,221,005"
118,T117,T117,Jeff Overton,28,3.91,"$1,193,346","$30,543,005"
119,120,120,J.J. Henry,28,3.9,"$1,161,641","$29,772,000"
120,121,121,Lee Janzen,23,3.84,"$871,186","$22,716,000"
121,122,122,Matt Jones,17,3.82,"$593,312","$15,534,000"
122,123,123,Nick O'Hern,27,3.77,"$1,074,215","$28,526,000"
123,124,124,Mathew Goggin,26,3.76,"$1,118,844","$29,743,005"
124,125,125,Alex Cejka,25,3.75,"$953,664","$25,398,000"
125,126,126,Garth Mulroy,1,3.71,"$52,000","$1,400,000"
126,127,127,K.J. Choi,22,3.69,"$968,505","$26,233,005"
127,128,128,Scott Piercy,28,3.65,"$1,032,715","$28,314,000"
128,129,129,Rod Pampling,23,3.62,"$956,897","$26,449,005"
129,T130,T130,Ben Curtis,18,3.6,"$799,523","$22,215,005"
130,T130,T130,José Manuel Lara,2,3.6,"$72,000","$1,998,000"
131,132,132,Brendan Jones,2,3.57,"$98,112","$2,750,000"
132,133,133,Andres Romero,20,3.5,"$789,304","$22,547,005"
133,134,134,Larry Mize,1,3.45,"$46,575","$1,350,000"
134,T135,T135,Scott McCarron,27,3.44,"$980,818","$28,494,000"
135,T135,T135,Michael Sim,3,3.44,"$130,188","$3,780,000"
136,137,137,Adam Scott,19,3.37,"$783,138","$23,209,005"
137,138,138,Mark Calcavecchia,23,3.33,"$787,345","$23,667,005"
138,T139,T139,Aaron Baddeley,23,3.32,"$837,064","$25,246,000"
139,T139,T139,Christian Cévaër,1,3.32,"$46,500","$1,400,000"
140,T139,T139,James Nitties,27,3.32,"$931,531","$28,080,000"
141,T139,T139,Garrett Willis,6,3.32,"$164,905","$4,968,000"
142,143,143,Kevin Streelman,29,3.31,"$1,007,443","$30,474,000"
143,144,144,Brandt Jobe,8,3.25,"$265,840","$8,190,000"
144,145,145,Michael Allen,22,3.24,"$741,065","$22,878,000"
145,146,146,D.J. Trahan,30,3.22,"$1,078,255","$33,477,005"
146,T147,T147,Ricky Barnes,23,3.1,"$684,863","$22,122,000"
147,T147,T147,Tom Lehman,16,3.1,"$515,449","$16,629,005"
148,T147,T147,Bill Lunde,27,3.1,"$825,691","$26,622,000"
149,T150,T150,Danny Lee,12,3.08,"$406,345","$13,190,000"
150,T150,T150,Michael Letzig,28,3.08,"$896,478","$29,070,000"
151,152,152,Ronnie Black,3,3.07,"$72,478","$2,358,000"
152,153,153,Chris Riley,22,3.04,"$630,416","$20,736,000"
153,154,154,Robert Karlsson,6,3.03,"$243,736","$8,056,000"
154,155,155,Jeff Sluman,2,2.98,"$50,400","$1,692,000"
155,156,156,Jimmy Walker,24,2.97,"$662,682","$22,302,000"
156,157,157,Mathias Grönberg,13,2.86,"$354,162","$12,402,000"
157,158,158,Ted Purdy,30,2.81,"$838,707","$29,862,000"
158,159,159,Daniel Chopra,28,2.79,"$814,331","$29,146,000"
159,160,160,Sandy Lyle,2,2.78,"$71,400","$2,571,005"
160,161,161,Thongchai Jaidee,4,2.77,"$157,351","$5,681,005"
161,162,162,David Duval,22,2.76,"$623,824","$22,569,005"
162,163,163,Jeff Quinney,26,2.72,"$718,949","$26,442,000"
163,164,164,Robert Garrigus,25,2.71,"$657,203","$24,246,000"
164,165,165,Rich Beem,26,2.7,"$676,898","$25,092,000"
165,166,166,Harrison Frazar,28,2.69,"$738,615","$27,450,000"
166,167,167,Matt Weibring,22,2.67,"$542,066","$20,340,000"
167,T168,T168,Will MacKenzie,24,2.63,"$659,686","$25,096,000"
168,T168,T168,Chris Stroud,28,2.63,"$735,018","$27,990,000"
169,170,170,Grégory Havret,1,2.62,"$36,625","$1,400,000"
170,T171,T171,Alvaro Quiros,9,2.61,"$298,846","$11,469,005"
171,T171,T171,Chris Smith,3,2.61,"$71,424","$2,736,000"
172,T173,T173,Cameron Beckman,26,2.59,"$726,705","$28,008,000"
173,T173,T173,Chih-Bing Lam,1,2.59,"$36,250","$1,400,000"
174,175,175,Greg Owen,30,2.58,"$763,517","$29,610,000"
175,T176,T176,Tommy Armour III,19,2.57,"$503,306","$19,548,000"
176,T176,T176,Shane Lowry,1,2.57,"$36,000","$1,400,000"
177,T176,T176,Tag Ridings,16,2.57,"$363,597","$14,166,000"
178,179,179,Yuji Igarashi,1,2.55,"$35,750","$1,400,000"
179,180,180,Charles Warren,20,2.54,"$475,725","$18,720,000"
180,181,181,Trevor Immelman,13,2.5,"$395,244","$15,796,000"
181,T182,T182,Richard Johnson,26,2.49,"$687,077","$27,541,005"
182,T182,T182,Prayad Marksaeng,6,2.49,"$202,142","$8,121,005"
183,T184,T184,Ryuji Imada,25,2.47,"$706,393","$28,581,005"
184,T184,T184,Charl Schwartzel,6,2.47,"$171,741","$6,941,005"
185,186,186,Dicky Pride,10,2.43,"$202,580","$8,352,000"
186,187,187,Steve Flesch,27,2.35,"$668,051","$28,368,000"
187,188,188,Jeff Maggert,28,2.34,"$651,383","$27,810,000"
188,189,189,Alan Wagner,1,2.33,"$14,700","$630,000"
189,190,190,Matt Bettencourt,31,2.32,"$740,037","$31,896,000"
190,191,191,Spencer Levin,25,2.27,"$531,240","$23,364,000"
191,192,192,Richard Finch,2,2.23,"$58,500","$2,621,005"
192,T193,T193,José de Jesús Rodríguez,1,2.22,"$14,400","$648,000"
193,T193,T193,Scott Sterling,16,2.22,"$318,597","$14,382,000"
194,T193,T193,Hideto Tanihara,1,2.22,"$21,600","$972,000"
195,196,196,Tim Herron,27,2.21,"$619,842","$28,062,000"
196,197,197,Omar Uresti,9,2.2,"$166,649","$7,578,000"
197,198,198,Nicholas Thompson,31,2.18,"$675,177","$30,906,000"
198,199,199,Azuma Yano,4,2.17,"$107,485","$4,943,005"
199,T200,T200,J.P. Hayes,15,2.16,"$300,101","$13,878,000"
200,T200,T200,Skip Kendall,3,2.16,"$62,700","$2,898,000"
201,T202,T202,Rocco Mediate,22,2.15,"$484,757","$22,536,000"
202,T202,T202,Leif Olson,21,2.15,"$412,965","$19,170,000"
203,204,204,Patrick Sheehan,15,2.13,"$283,119","$13,284,000"
204,205,205,Joe Ogilvie,29,2.1,"$613,700","$29,160,000"
205,206,206,Branden Grace,1,2.09,"$25,539","$1,221,005"
206,T207,T207,Thomas Levet,3,2.06,"$80,755","$3,921,005"
207,T207,T207,Martin Piller,1,2.06,"$22,570","$1,098,000"
208,209,209,Tom Pernice Jr.,26,2.05,"$536,598","$26,172,000"
209,210,210,Tim Wilkinson,14,2.04,"$297,008","$14,562,000"
210,211,211,Chris DiMarco,29,2.03,"$584,075","$28,818,000"
211,212,212,Corey Pavin,23,2.02,"$474,525","$23,436,000"
212,213,213,Wen-Tang Lin,3,2.0,"$83,125","$4,150,000"
213,214,214,Jonathan Kaye,17,1.99,"$327,407","$16,452,000"
214,T215,T215,Mark Brown,2,1.98,"$52,000","$2,621,005"
215,T215,T215,Kyle Stanley,7,1.98,"$132,038","$6,678,000"
216,T217,T217,Stuart Appleby,25,1.97,"$562,836","$28,587,005"
217,T217,T217,Todd Hamilton,29,1.97,"$605,224","$30,741,005"
218,219,219,Nick Dougherty,3,1.96,"$77,676","$3,971,005"
219,T220,T220,Rich Barcelo,1,1.94,"$10,500","$540,000"
220,T220,T220,Spike McRoy,1,1.94,"$10,500","$540,000"
221,T220,T220,Vance Veazey,1,1.94,"$19,600","$1,008,000"
222,T223,T223,Brendon de Jonge,29,1.91,"$536,696","$28,026,000"
223,T223,T223,Aron Price,27,1.91,"$487,454","$25,560,000"
224,T225,T225,Johan Edfors,3,1.9,"$74,335","$3,921,005"
225,T225,T225,Loren Roberts,3,1.9,"$51,257","$2,700,000"
226,T227,T227,Bart Bryant,17,1.84,"$326,590","$17,730,000"
227,T227,T227,Darren Clarke,7,1.84,"$160,907","$8,755,005"
228,T227,T227,Glen Day,26,1.84,"$445,720","$24,282,000"
229,230,230,Gonzalo Fernandez-Castaño,5,1.82,"$108,866","$5,969,005"
230,T231,T231,Jason Gore,24,1.8,"$408,810","$22,752,000"
231,T231,T231,Anders Hansen,4,1.8,"$96,500","$5,371,005"
232,T231,T231,Richard Sterne,8,1.8,"$185,268","$10,281,005"
233,T234,T234,Paul Lawrie,1,1.77,"$21,571","$1,221,005"
234,T234,T234,Louis Oosthuizen,6,1.77,"$137,802","$7,801,005"
235,236,236,Carl Pettersson,29,1.76,"$564,604","$31,997,005"
236,237,237,Chez Reavie,27,1.75,"$477,765","$27,310,000"
237,238,238,Bob Heintz,20,1.72,"$312,699","$18,162,000"
238,239,239,Cliff Kresge,28,1.7,"$464,401","$27,306,000"
239,240,240,Ryan Palmer,26,1.69,"$454,509","$26,932,000"
240,241,241,Kris Blanks,20,1.68,"$307,129","$18,324,000"
241,T242,T242,Tadd Fujikawa,4,1.67,"$61,892","$3,708,000"
242,T242,T242,Jean-Francois Lucquin,1,1.67,"$22,501","$1,350,000"
243,244,244,Shaun Micheel,16,1.65,"$257,589","$15,624,000"
244,T245,T245,Mark Brooks,17,1.64,"$263,073","$16,056,000"
245,T245,T245,Johnson Wagner,26,1.64,"$434,570","$26,518,000"
246,247,247,Casey Wittenberg,25,1.59,"$376,075","$23,634,000"
247,248,248,Aaron Watkins,18,1.58,"$263,969","$16,668,000"
248,249,249,Dean Wilson,29,1.54,"$442,599","$28,764,000"
249,T250,T250,Jeff Brehaut,1,1.53,"$20,630","$1,350,000"
250,T250,T250,Trevor Murphy,1,1.53,"$20,630","$1,350,000"
251,252,252,Graham DeLaet,1,1.51,"$13,872","$918,000"
252,T253,T253,David Howell,1,1.5,"$18,294","$1,221,005"
253,T253,T253,Graeme Storm,1,1.5,"$18,294","$1,221,005"
254,T255,T255,Felipe Aguilar,1,1.49,"$9,363","$630,000"
255,T255,T255,Tano Goya,1,1.49,"$9,363","$630,000"
256,T255,T255,Manuel Villegas,1,1.49,"$9,363","$630,000"
257,258,258,Frank Lickliter II,14,1.47,"$183,419","$12,438,000"
258,259,259,Ernie Gonzalez,1,1.43,"$10,788","$756,000"
259,T260,T260,Neal Lancaster,6,1.42,"$69,774","$4,914,000"
260,T260,T260,David Mathis,27,1.42,"$364,958","$25,686,000"
261,T262,T262,Paul Broadhurst,1,1.39,"$17,012","$1,221,005"
262,T262,T262,David Drysdale,1,1.39,"$17,012","$1,221,005"
263,264,264,Bobby Gates,1,1.38,"$15,176","$1,098,000"
264,265,265,Kent Jones,24,1.35,"$301,878","$22,392,000"
265,T266,T266,Joe Durant,20,1.34,"$250,720","$18,738,000"
266,T266,T266,Jarrod Lyle,21,1.34,"$275,194","$20,574,000"
267,T268,T268,Brad Adamonis,25,1.33,"$333,970","$25,110,000"
268,T268,T268,Fredrik Andersson Hed,1,1.33,"$16,198","$1,221,005"
269,T270,T270,Guy Boros,7,1.31,"$74,440","$5,688,000"
270,T270,T270,Billy Mayfair,28,1.31,"$392,067","$29,819,005"
271,272,272,Matt Harmon,1,1.3,"$11,893","$918,000"
272,273,273,Rod Perry,1,1.28,"$10,798","$846,000"
273,274,274,Steve Wheatcroft,1,1.27,"$14,906","$1,170,000"
274,275,275,Daniel Gaunt,1,1.24,"$15,140","$1,221,005"
275,T276,T276,Ken Duke,29,1.23,"$382,826","$31,097,005"
276,T276,T276,Fernando Mechereffe,1,1.23,"$11,271","$918,000"
277,T276,T276,Arron Oberholser,4,1.23,"$48,016","$3,906,000"
278,279,279,Andy Matthews,1,1.22,"$7,700","$630,000"
279,280,280,Mike Grob,1,1.21,"$11,118","$918,000"
280,281,281,Steve Lowery,27,1.2,"$329,114","$27,418,000"
281,282,282,Andres Gonzales,1,1.19,"$10,965","$918,000"
282,283,283,Jay Williamson,22,1.18,"$240,574","$20,394,000"
283,T284,T284,Luke List,1,1.17,"$12,600","$1,080,000"
284,T284,T284,Paul Stankowski,9,1.17,"$90,444","$7,740,000"
285,286,286,Hiroyuki Fujita,1,1.15,"$15,525","$1,350,000"
286,287,287,James Vargas,1,1.13,"$7,344","$648,000"
287,T288,T288,Lucas Lee,1,1.12,"$10,251","$918,000"
288,T288,T288,Peter Lonard,30,1.12,"$333,824","$29,736,000"
289,290,290,Paul McGinley,2,1.1,"$25,539","$2,319,005"
290,T291,T291,John Daly,6,1.09,"$68,814","$6,333,005"
291,T291,T291,Dudley Hart,13,1.09,"$158,398","$14,522,000"
292,T293,T293,Pablo Larrazabal,3,1.08,"$35,250","$3,269,005"
293,T293,T293,Parker McLachlin,25,1.08,"$275,032","$25,438,000"
294,T293,T293,Brian Vranesh,20,1.08,"$198,567","$18,414,000"
295,296,296,Matthew Loving,1,1.07,"$11,712","$1,098,000"
296,T297,T297,John Ellis,1,1.06,"$11,651","$1,098,000"
297,T297,T297,John Huston,13,1.06,"$135,476","$12,798,000"
298,T297,T297,Darron Stiles,20,1.06,"$199,384","$18,756,000"
299,300,300,Steve Elkington,23,1.04,"$243,404","$23,400,000"
300,T301,T301,Scott Gutschewski,19,1.02,"$183,374","$17,946,000"
301,T301,T301,Ryan Helminen,1,1.02,"$7,360","$720,000"
302,T301,T301,Junpei Takayama,1,1.02,"$9,936","$972,000"
303,T301,T301,Brendon Todd,21,1.02,"$203,840","$19,980,000"
304,305,305,Gregory Bisconti,1,1.01,"$13,600","$1,350,000"
305,T306,T306,Andrew McLardy,2,0.99,"$22,501","$2,268,000"
306,T306,T306,Grant Sturgeon,1,0.99,"$13,300","$1,350,000"
307,T306,T306,Anthony Wall,2,0.99,"$25,539","$2,571,005"
308,309,309,Alastair Forsyth,1,0.97,"$13,100","$1,350,000"
309,310,310,Tommy Gainey,15,0.96,"$128,347","$13,302,000"
310,311,311,David Peoples,6,0.94,"$45,122","$4,824,000"
311,312,312,Robert Damron,5,0.86,"$31,150","$3,636,000"
312,313,313,Jay Delsing,7,0.83,"$49,860","$6,012,000"
313,T314,T314,Mark Hensby,5,0.8,"$32,250","$4,050,000"
314,T314,T314,Colt Knost,24,0.8,"$180,753","$22,554,000"
315,T314,T314,Kirk Triplett,20,0.8,"$155,480","$19,494,000"
316,317,317,"David Berganio, Jr.",15,0.78,"$115,517","$14,778,000"
317,318,318,Arjun Atwal,12,0.74,"$76,675","$10,386,000"
318,319,319,Greg Kraft,21,0.72,"$156,686","$21,622,000"
319,320,320,Chris Couch,8,0.7,"$56,665","$8,136,000"
320,321,321,Carlos Franco,10,0.69,"$60,261","$8,748,000"
321,322,322,Gary Woodland,18,0.68,"$121,031","$17,838,000"
322,323,323,Marc Turnesa,30,0.62,"$197,069","$31,680,000"
323,324,324,Mark O'Meara,2,0.6,"$15,547","$2,571,005"
324,325,325,Erik Compton,5,0.59,"$27,524","$4,644,000"
325,326,326,Richard Green,2,0.58,"$15,000","$2,571,005"
326,327,327,Esteban Toledo,2,0.57,"$7,344","$1,278,000"
327,T328,T328,Fred Funk,6,0.54,"$36,926","$6,858,000"
328,T328,T328,Tom Scherrer,2,0.54,"$9,363","$1,728,000"
329,T328,T328,Peter Tomasulo,25,0.54,"$128,705","$23,850,000"
330,331,331,Derek Fathauer,25,0.53,"$125,304","$23,742,000"
331,332,332,Wil Collins,18,0.51,"$84,569","$16,506,000"
332,333,333,Andrew Ruthkoski,2,0.5,"$8,428","$1,692,000"
333,334,334,Chris Kirk,2,0.48,"$11,651","$2,448,000"
334,335,335,Bob Tway,13,0.45,"$54,358","$12,168,000"
335,T336,T336,Tom Byrum,4,0.44,"$13,872","$3,186,000"
336,T336,T336,Marco Dawson,6,0.44,"$22,570","$5,148,000"
337,T336,T336,Jesper Parnevik,14,0.44,"$58,711","$13,392,000"
338,T339,T339,Cortland Lowe,2,0.41,"$9,434","$2,304,000"
339,T339,T339,Grant Waite,2,0.41,"$6,756","$1,638,000"
340,T341,T341,Notah Begay III,15,0.37,"$54,645","$14,706,000"
341,T341,T341,Ryo Ishikawa,6,0.37,"$26,217","$7,107,005"
342,343,343,David Smail,3,0.36,"$14,050","$3,921,005"
343,344,344,Rick Price,21,0.34,"$66,689","$19,458,000"
344,345,345,Greg Norman,3,0.31,"$11,229","$3,597,005"
345,346,346,James Oh,21,0.29,"$57,270","$19,458,000"
346,T347,T347,Eric Axley,30,0.28,"$83,151","$29,988,000"
347,T347,T347,David Gossett,5,0.28,"$11,480","$4,104,000"
348,349,349,Craig Barlow,5,0.27,"$11,271","$4,230,000"
349,350,350,Brad Faxon,23,0.25,"$57,212","$22,572,000"
350,351,351,José Coceres,6,0.23,"$14,036","$6,084,000"
351,352,352,Olin Browne,9,0.22,"$17,712","$7,974,000"
352,T353,T353,Matthew Borchert,19,0.2,"$34,324","$17,424,000"
353,T353,T353,Stephen Leaney,11,0.2,"$21,992","$11,070,000"
354,355,355,J.L. Lewis,4,0.19,"$5,820","$3,042,000"
355,T356,T356,Brian Bateman,25,0.18,"$43,610","$24,246,000"
356,T356,T356,Steve Pate,4,0.18,"$6,030","$3,402,000"
357,358,358,Robin Freeman,5,0.17,"$6,930","$3,996,000"
358,T359,T359,Tyler Aldridge,17,0.16,"$24,370","$15,426,000"
359,T359,T359,Troy Kelly,17,0.16,"$25,828","$15,714,000"
360,361,361,Paul Azinger,8,0.13,"$10,800","$8,208,000"
361,362,362,Billy Andrade,17,0.12,"$19,654","$16,200,000"
362,363,363,Steve Allan,17,0.09,"$13,671","$15,984,000"
