,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
0,1,1,Tiger Woods,17,14,6.0,3.0,
1,T2,T2,Jim Furyk,23,11,,2.0,1.0
2,T2,T2,Steve Stricker,22,11,3.0,2.0,1.0
3,T4,T4,Zach Johnson,26,9,2.0,1.0,1.0
4,T4,T4,Kevin Na,26,9,,,2.0
5,T4,T4,Sean O'Hair,23,9,1.0,1.0,1.0
6,7,7,Kenny Perry,24,8,2.0,1.0,
7,T8,T8,Ernie Els,19,7,,1.0,
8,T8,T8,Phil Mickelson,18,7,3.0,1.0,
9,T8,T8,John Senden,29,7,,1.0,
10,T8,T8,David Toms,27,7,,3.0,
11,T12,T12,Luke Donald,21,6,,1.0,
12,T12,T12,Jason Dufner,26,6,,1.0,1.0
13,T12,T12,Lucas Glover,26,6,1.0,1.0,1.0
14,T12,T12,Padraig Harrington,20,6,,2.0,
15,T12,T12,Jerry Kelly,26,6,1.0,,1.0
16,T12,T12,Justin Leonard,26,6,,1.0,
17,T12,T12,Hunter Mahan,25,6,,1.0,
18,T12,T12,Ryan Moore,27,6,1.0,,
19,T12,T12,Tim Petrovic,31,6,,,1.0
20,T12,T12,Scott Verplank,24,6,,1.0,
21,T12,T12,Mike Weir,24,6,,1.0,1.0
22,T23,T23,Stephen Ames,23,5,1.0,,
23,T23,T23,Tim Clark,23,5,,1.0,
24,T23,T23,Retief Goosen,20,5,1.0,1.0,1.0
25,T23,T23,Dustin Johnson,25,5,1.0,,
26,T23,T23,Matt Kuchar,24,5,1.0,,
27,T23,T23,Steve Marino,29,5,,1.0,
28,T23,T23,Geoff Ogilvy,20,5,2.0,,
29,T23,T23,Ian Poulter,17,5,,1.0,
30,T23,T23,Brandt Snedeker,26,5,,1.0,
31,T23,T23,Bo Van Pelt,30,5,1.0,,
32,T33,T33,Stewart Cink,22,4,1.0,,1.0
33,T33,T33,Fred Couples,16,4,,,2.0
34,T33,T33,Ben Crane,27,4,,,1.0
35,T33,T33,Brian Davis,32,4,,1.0,
36,T33,T33,Brian Gay,27,4,2.0,,
37,T33,T33,Paul Goydos,25,4,,1.0,1.0
38,T33,T33,Bill Haas,29,4,,,1.0
39,T33,T33,Charley Hoffman,27,4,,1.0,
40,T33,T33,John Mallinger,27,4,,1.0,1.0
41,T33,T33,John Merrick,28,4,,1.0,
42,T33,T33,D.A. Points,29,4,,,1.0
43,T33,T33,John Rollins,27,4,1.0,2.0,
44,T33,T33,Rory Sabbatini,25,4,1.0,1.0,
45,T33,T33,Webb Simpson,30,4,,,
46,T33,T33,Heath Slocum,30,4,1.0,,1.0
47,T33,T33,Henrik Stenson,10,4,1.0,,1.0
48,T33,T33,Camilo Villegas,21,4,,,1.0
49,T33,T33,Nick Watney,24,4,1.0,1.0,
50,T33,T33,Y.E. Yang,23,4,2.0,,
51,T52,T52,Robert Allenby,21,3,,1.0,
52,T52,T52,Woody Austin,24,3,,,
53,T52,T52,Briny Baird,28,3,,1.0,
54,T52,T52,Ángel Cabrera,17,3,1.0,,
55,T52,T52,Mark Calcavecchia,23,3,,,
56,T52,T52,Chad Campbell,26,3,,2.0,
57,T52,T52,Paul Casey,12,3,1.0,1.0,
58,T52,T52,Alex Cejka,25,3,,,
59,T52,T52,Sergio Garcia,17,3,,,
60,T52,T52,Mathew Goggin,26,3,,,
61,T52,T52,J.J. Henry,28,3,,1.0,
62,T52,T52,Charles Howell III,29,3,,2.0,
63,T52,T52,Freddie Jacobson,25,3,,,
64,T52,T52,Anthony Kim,22,3,,1.0,2.0
65,T52,T52,Jeff Klauk,29,3,,,
66,T52,T52,Marc Leishman,28,3,,1.0,
67,T52,T52,Scott McCarron,27,3,,,
68,T52,T52,Rory McIlroy,11,3,,,1.0
69,T52,T52,George McNeill,26,3,,2.0,
70,T52,T52,Bryce Molder,21,3,,1.0,
71,T52,T52,Jeff Overton,28,3,,,
72,T52,T52,Rod Pampling,23,3,,,
73,T52,T52,Brett Quigley,28,3,,3.0,
74,T52,T52,Vijay Singh,21,3,,,
75,T52,T52,D.J. Trahan,30,3,,,
76,T52,T52,Lee Westwood,8,3,,,2.0
77,T52,T52,Charlie Wi,28,3,,1.0,
78,T52,T52,Mark Wilson,28,3,1.0,,1.0
79,T80,T80,Thomas Aiken,3,2,,,
80,T80,T80,Aaron Baddeley,23,2,,,
81,T80,T80,Cameron Beckman,26,2,,,
82,T80,T80,Matt Bettencourt,31,2,,,
83,T80,T80,Jason Bohn,25,2,,1.0,
84,T80,T80,Jonathan Byrd,25,2,,,1.0
85,T80,T80,Greg Chalmers,26,2,,1.0,
86,T80,T80,Daniel Chopra,28,2,,,
87,T80,T80,Jason Day,18,2,,1.0,
88,T80,T80,Brendon de Jonge,29,2,,,
89,T80,T80,Bob Estes,23,2,,,
90,T80,T80,Ross Fisher,10,2,,,
91,T80,T80,Steve Flesch,27,2,,,
92,T80,T80,Rickie Fowler,6,2,,1.0,
93,T80,T80,Jason Gore,24,2,,,
94,T80,T80,Soren Hansen,8,2,,,
95,T80,T80,J.B. Holmes,25,2,,1.0,
96,T80,T80,Lee Janzen,23,2,,,
97,T80,T80,Richard Johnson,26,2,,,
98,T80,T80,Matt Jones,17,2,,,
