,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
173,174,174,James Kingston,2,"$23,896","$47,793"
174,175,175,Matt Bettencourt,31,"$23,872","$740,037"
175,176,176,Chris Smith,3,"$23,808","$71,424"
176,177,177,Charles Warren,20,"$23,786","$475,725"
177,178,178,Jeff Maggert,28,"$23,263","$651,383"
178,179,179,Tim Herron,27,"$22,957","$619,842"
179,180,180,Tag Ridings,16,"$22,724","$363,597"
180,181,181,Martin Piller,1,"$22,570","$22,570"
181,182,182,Stuart Appleby,25,"$22,513","$562,836"
182,183,183,Jean-Francois Lucquin,1,"$22,501","$22,501"
183,184,184,Rocco Mediate,22,"$22,034","$484,757"
184,185,185,Nicholas Thompson,31,"$21,779","$675,177"
185,186,186,Robert Karlsson,6,"$21,706","$130,236"
186,187,187,Hideto Tanihara,1,"$21,600","$21,600"
187,188,188,Paul Lawrie,1,"$21,571","$21,571"
188,189,189,Spencer Levin,25,"$21,249","$531,240"
189,190,190,Tim Wilkinson,14,"$21,214","$297,008"
190,191,191,Joe Ogilvie,29,"$21,162","$613,700"
191,192,192,Skip Kendall,3,"$20,900","$62,700"
192,193,193,Todd Hamilton,29,"$20,869","$605,224"
193,194,194,Tom Pernice Jr.,26,"$20,638","$536,598"
194,195,195,Corey Pavin,23,"$20,631","$474,525"
195,T196,T196,Jeff Brehaut,1,"$20,630","$20,630"
196,T196,T196,Trevor Murphy,1,"$20,630","$20,630"
197,198,198,Dicky Pride,10,"$20,258","$202,580"
198,199,199,Chris DiMarco,29,"$20,140","$584,075"
199,200,200,J.P. Hayes,15,"$20,006","$300,101"
200,201,201,Scott Sterling,16,"$19,912","$318,597"
201,202,202,Leif Olson,21,"$19,665","$412,965"
202,203,203,Vance Veazey,1,"$19,600","$19,600"
203,204,204,Carl Pettersson,29,"$19,469","$564,604"
204,205,205,Jonathan Kaye,17,"$19,259","$327,407"
205,206,206,Bart Bryant,17,"$19,211","$326,590"
206,207,207,Patrick Sheehan,15,"$18,874","$283,119"
207,208,208,Kyle Stanley,7,"$18,862","$132,038"
208,209,209,Omar Uresti,9,"$18,516","$166,649"
209,210,210,Miguel Angel Jiménez,8,"$18,512","$148,099"
210,211,211,Brendon de Jonge,29,"$18,506","$536,696"
211,T212,T212,David Howell,1,"$18,294","$18,294"
212,T212,T212,Graeme Storm,1,"$18,294","$18,294"
213,214,214,Aron Price,27,"$18,053","$487,454"
214,215,215,Azuma Yano,4,"$17,871","$71,485"
215,216,216,Chez Reavie,27,"$17,695","$477,765"
216,217,217,Ryan Palmer,26,"$17,481","$454,509"
217,218,218,Glen Day,26,"$17,143","$445,720"
218,219,219,Loren Roberts,3,"$17,085","$51,257"
219,220,220,Jason Gore,24,"$17,033","$408,810"
220,T221,T221,Paul Broadhurst,1,"$17,012","$17,012"
221,T221,T221,David Drysdale,1,"$17,012","$17,012"
222,223,223,Johnson Wagner,26,"$16,714","$434,570"
223,224,224,Cliff Kresge,28,"$16,585","$464,401"
224,225,225,Fredrik Andersson Hed,1,"$16,198","$16,198"
225,226,226,Shaun Micheel,16,"$16,099","$257,589"
226,227,227,Bob Heintz,20,"$15,634","$312,699"
227,228,228,Hiroyuki Fujita,1,"$15,525","$15,525"
228,229,229,Mark Brooks,17,"$15,474","$263,073"
229,230,230,Tadd Fujikawa,4,"$15,473","$61,892"
230,231,231,Kris Blanks,20,"$15,356","$307,129"
231,232,232,Dean Wilson,29,"$15,262","$442,599"
232,233,233,Bobby Gates,1,"$15,176","$15,176"
233,234,234,Daniel Gaunt,1,"$15,140","$15,140"
234,235,235,Casey Wittenberg,25,"$15,043","$376,075"
235,236,236,Steve Wheatcroft,1,"$14,906","$14,906"
236,237,237,Alan Wagner,1,"$14,700","$14,700"
237,238,238,Aaron Watkins,18,"$14,664","$263,969"
238,239,239,José de Jesús Rodríguez,1,"$14,400","$14,400"
239,240,240,Gonzalo Fernandez-Castaño,5,"$14,123","$70,616"
240,241,241,Billy Mayfair,28,"$14,002","$392,067"
241,242,242,Graham DeLaet,1,"$13,872","$13,872"
242,243,243,Gregory Bisconti,1,"$13,600","$13,600"
243,244,244,David Mathis,27,"$13,516","$364,958"
244,245,245,Brad Adamonis,25,"$13,358","$333,970"
245,246,246,Grant Sturgeon,1,"$13,300","$13,300"
246,247,247,Ken Duke,29,"$13,200","$382,826"
247,248,248,Jarrod Lyle,21,"$13,104","$275,194"
248,249,249,Frank Lickliter II,14,"$13,101","$183,419"
249,250,250,Alastair Forsyth,1,"$13,100","$13,100"
250,251,251,Charl Schwartzel,6,"$12,790","$76,741"
251,T252,T252,Paul McGinley,2,"$12,769","$25,539"
252,T252,T252,Anthony Wall,2,"$12,769","$25,539"
253,254,254,Luke List,1,"$12,600","$12,600"
254,255,255,Kent Jones,24,"$12,578","$301,878"
255,256,256,Joe Durant,20,"$12,536","$250,720"
256,257,257,Steve Lowery,27,"$12,189","$329,114"
257,258,258,Dudley Hart,13,"$12,184","$158,398"
258,259,259,Arron Oberholser,4,"$12,004","$48,016"
259,260,260,Matt Harmon,1,"$11,893","$11,893"
260,261,261,Matthew Loving,1,"$11,712","$11,712"
261,262,262,John Ellis,1,"$11,651","$11,651"
262,263,263,Neal Lancaster,6,"$11,629","$69,774"
263,264,264,John Daly,6,"$11,469","$68,814"
264,265,265,Fernando Mechereffe,1,"$11,271","$11,271"
265,266,266,Andrew McLardy,2,"$11,250","$22,501"
266,267,267,Peter Lonard,30,"$11,127","$333,824"
267,268,268,Mike Grob,1,"$11,118","$11,118"
268,269,269,Parker McLachlin,25,"$11,001","$275,032"
269,270,270,Andres Gonzales,1,"$10,965","$10,965"
270,271,271,Jay Williamson,22,"$10,935","$240,574"
271,272,272,Rod Perry,1,"$10,798","$10,798"
272,273,273,Ernie Gonzalez,1,"$10,788","$10,788"
273,274,274,Guy Boros,7,"$10,634","$74,440"
274,275,275,Steve Elkington,23,"$10,582","$243,404"
275,T276,T276,Rich Barcelo,1,"$10,500","$10,500"
276,T276,T276,Spike McRoy,1,"$10,500","$10,500"
277,278,278,John Huston,13,"$10,421","$135,476"
278,279,279,Nick Dougherty,3,"$10,392","$31,176"
279,280,280,Lucas Lee,1,"$10,251","$10,251"
280,281,281,Paul Stankowski,9,"$10,049","$90,444"
281,282,282,Darron Stiles,20,"$9,969","$199,384"
282,283,283,Junpei Takayama,1,"$9,936","$9,936"
283,284,284,Brian Vranesh,20,"$9,928","$198,567"
284,285,285,Brendon Todd,21,"$9,706","$203,840"
285,286,286,Scott Gutschewski,19,"$9,651","$183,374"
286,T287,T287,Felipe Aguilar,1,"$9,363","$9,363"
287,T287,T287,Tano Goya,1,"$9,363","$9,363"
288,T287,T287,Manuel Villegas,1,"$9,363","$9,363"
289,290,290,Tommy Gainey,15,"$8,556","$128,347"
290,291,291,Richard Sterne,8,"$8,314","$66,518"
291,292,292,Kirk Triplett,20,"$7,774","$155,480"
292,293,293,Mark O'Meara,2,"$7,773","$15,547"
293,294,294,"David Berganio, Jr.",15,"$7,701","$115,517"
294,295,295,Andy Matthews,1,"$7,700","$7,700"
295,296,296,Colt Knost,24,"$7,531","$180,753"
296,297,297,David Peoples,6,"$7,520","$45,122"
297,298,298,Richard Green,2,"$7,500","$15,000"
298,299,299,Greg Kraft,21,"$7,461","$156,686"
299,300,300,Ryan Helminen,1,"$7,360","$7,360"
300,301,301,James Vargas,1,"$7,344","$7,344"
301,302,302,Alvaro Quiros,9,"$7,286","$65,578"
302,303,303,Jay Delsing,7,"$7,122","$49,860"
303,304,304,Chris Couch,8,"$7,083","$56,665"
304,305,305,Gary Woodland,18,"$6,723","$121,031"
305,306,306,Marc Turnesa,30,"$6,568","$197,069"
306,307,307,Mark Hensby,5,"$6,450","$32,250"
307,308,308,Arjun Atwal,12,"$6,389","$76,675"
308,309,309,Robert Damron,5,"$6,230","$31,150"
309,310,310,Fred Funk,6,"$6,154","$36,926"
310,311,311,Carlos Franco,10,"$6,026","$60,261"
311,312,312,Chris Kirk,2,"$5,825","$11,651"
312,313,313,Erik Compton,5,"$5,504","$27,524"
313,314,314,Peter Tomasulo,25,"$5,148","$128,705"
314,315,315,Derek Fathauer,25,"$5,012","$125,304"
315,316,316,Darren Clarke,7,"$4,925","$34,478"
316,317,317,Cortland Lowe,2,"$4,717","$9,434"
317,318,318,Wil Collins,18,"$4,698","$84,569"
318,319,319,David Smail,3,"$4,683","$14,050"
319,320,320,Tom Scherrer,2,"$4,681","$9,363"
320,321,321,Ryo Ishikawa,6,"$4,369","$26,217"
321,322,322,Andrew Ruthkoski,2,"$4,214","$8,428"
322,323,323,Jesper Parnevik,14,"$4,193","$58,711"
323,324,324,Bob Tway,13,"$4,181","$54,358"
324,325,325,Marco Dawson,6,"$3,761","$22,570"
325,326,326,Greg Norman,3,"$3,743","$11,229"
326,327,327,Esteban Toledo,2,"$3,672","$7,344"
327,328,328,Notah Begay III,15,"$3,643","$54,645"
328,329,329,Tom Byrum,4,"$3,468","$13,872"
329,330,330,Grant Waite,2,"$3,378","$6,756"
330,331,331,Rick Price,21,"$3,175","$66,689"
331,332,332,Eric Axley,30,"$2,771","$83,151"
332,333,333,James Oh,21,"$2,727","$57,270"
333,334,334,Brad Faxon,23,"$2,487","$57,212"
334,335,335,José Coceres,6,"$2,339","$14,036"
335,336,336,David Gossett,5,"$2,296","$11,480"
336,337,337,Craig Barlow,5,"$2,254","$11,271"
337,338,338,Louis Oosthuizen,6,"$2,110","$12,660"
338,339,339,Stephen Leaney,11,"$1,999","$21,992"
339,340,340,Olin Browne,9,"$1,968","$17,712"
340,341,341,Matthew Borchert,19,"$1,806","$34,324"
341,342,342,Brian Bateman,25,"$1,744","$43,610"
342,343,343,Troy Kelly,17,"$1,519","$25,828"
343,344,344,Steve Pate,4,"$1,507","$6,030"
344,345,345,J.L. Lewis,4,"$1,455","$5,820"
345,346,346,Tyler Aldridge,17,"$1,433","$24,370"
346,347,347,Robin Freeman,5,"$1,386","$6,930"
347,348,348,Paul Azinger,8,"$1,350","$10,800"
348,349,349,Billy Andrade,17,"$1,156","$19,654"
349,350,350,Steve Allan,17,$804,"$13,671"
