,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Billy Horschel,63,-.432
1,2,2,Mathew Goggin,65,-.415
2,3,3,Lee Westwood,60,-.372
3,4,4,Keegan Bradley,90,-.368
4,5,5,Brendon de Jonge,115,-.367
5,6,6,Phil Mickelson,79,-.358
6,7,7,Henrik Stenson,51,-.356
7,8,8,Graham DeLaet,79,-.345
8,9,9,Seung-Yul Noh,105,-.344
9,10,10,Dustin Johnson,70,-.340
10,T11,T11,Kris Blanks,65,-.333
11,T11,T11,Steve Stricker,73,-.333
12,13,13,Chris Couch,61,-.319
13,14,14,Scott Brown,65,-.317
14,15,15,Stewart Cink,71,-.316
15,16,16,Kyle Stanley,86,-.315
16,17,17,Luke Donald,63,-.311
17,18,18,Robert Garrigus,89,-.306
18,T19,T19,Jeff Maggert,83,-.297
19,T19,T19,John Rollins,81,-.297
20,21,21,Cameron Tringale,88,-.294
21,T22,T22,Ryan Palmer,81,-.293
22,T22,T22,Justin Rose,69,-.293
23,T24,T24,Kevin Na,80,-.291
24,T24,T24,Scott Stallings,78,-.291
25,26,26,Bo Van Pelt,84,-.288
26,27,27,Michael Thompson,80,-.286
27,28,28,Charley Hoffman,88,-.284
28,29,29,Brandt Snedeker,81,-.283
29,30,30,Gary Woodland,70,-.280
30,31,31,Zach Johnson,95,-.279
31,32,32,Tom Gillis,75,-.276
32,T33,T33,Bill Lunde,83,-.273
33,T33,T33,Dicky Pride,62,-.273
34,T35,T35,Matt Kuchar,86,-.272
35,T35,T35,Ryan Moore,89,-.272
36,T37,T37,Jason Dufner,83,-.271
37,T37,T37,Tiger Woods,69,-.271
38,39,39,Charles Howell III,98,-.270
39,T40,T40,Jonas Blixt,72,-.269
40,T40,T40,Sean O'Hair,84,-.269
41,42,42,Boo Weekley,74,-.267
42,43,43,Davis Love III,64,-.262
43,T44,T44,Geoff Ogilvy,73,-.261
44,T44,T44,Scott Piercy,95,-.261
45,46,46,Brian Harman,101,-.260
46,47,47,Martin Flores,95,-.255
47,T48,T48,Billy Mayfair,90,-.254
48,T48,T48,Webb Simpson,77,-.254
49,50,50,Martin Laird,77,-.250
50,51,51,Bud Cauley,99,-.247
51,T52,T52,Chris Kirk,93,-.246
52,T52,T52,George McNeill,85,-.246
53,54,54,Ben Curtis,62,-.244
54,T55,T55,Kevin Kisner,69,-.243
55,T55,T55,D.A. Points,88,-.243
56,57,57,Carl Pettersson,92,-.242
57,58,58,Jim Furyk,85,-.241
58,59,59,Kevin Streelman,89,-.238
59,T60,T60,Trevor Immelman,76,-.237
60,T60,T60,Adam Scott,59,-.237
61,T60,T60,Charlie Wi,86,-.237
62,T60,T60,Mark Wilson,84,-.237
63,64,64,Gary Christian,91,-.235
64,65,65,Jhonattan Vegas,77,-.230
65,T66,T66,Stuart Appleby,75,-.229
66,T66,T66,David Toms,60,-.229
67,68,68,Rickie Fowler,84,-.227
68,69,69,Miguel Angel Carballo,73,-.226
69,70,70,Nick Watney,97,-.225
70,71,71,Jimmy Walker,101,-.224
71,72,72,Jerry Kelly,84,-.222
72,73,73,Charl Schwartzel,56,-.220
73,74,74,Vijay Singh,99,-.215
74,75,75,Cameron Beckman,81,-.213
75,76,76,Padraig Harrington,67,-.211
76,T77,T77,Garth Mulroy,59,-.205
77,T77,T77,Josh Teater,97,-.205
78,79,79,Tom Pernice Jr.,62,-.204
79,80,80,Bill Haas,79,-.203
80,81,81,Ken Duke,104,-.200
81,T82,T82,Roberto Castro,92,-.197
82,T82,T82,Will Claxton,99,-.197
83,84,84,D.J. Trahan,73,-.196
84,T85,T85,K.J. Choi,71,-.195
85,T85,T85,Troy Matteson,100,-.195
86,T85,T85,Jeff Overton,101,-.195
87,T88,T88,Charlie Beljan,61,-.194
88,T88,T88,David Hearn,95,-.194
89,T88,T88,Matt Jones,53,-.194
90,T88,T88,Kevin Stadler,85,-.194
91,T92,T92,Ernie Els,80,-.192
92,T92,T92,Heath Slocum,93,-.192
93,T94,T94,Scott Dunlap,57,-.190
94,T94,T94,J.B. Holmes,90,-.190
95,T96,T96,Marc Leishman,84,-.188
96,T96,T96,Rocco Mediate,70,-.188
97,T96,T96,John Senden,81,-.188
98,99,99,Roland Thatcher,55,-.184
99,T100,T100,Gavin Coles,72,-.182
100,T100,T100,Troy Kelly,68,-.182
101,102,102,Harris English,98,-.181
102,103,103,Greg Owen,90,-.178
103,104,104,Rory McIlroy,60,-.176
104,105,105,Chad Campbell,84,-.175
105,106,106,Mark Anderson,75,-.174
106,107,107,Bobby Gates,87,-.173
107,T108,T108,Stephen Gangluff,57,-.172
108,T108,T108,Rory Sabbatini,84,-.172
109,T108,T108,Chris Stroud,86,-.172
110,T111,T111,Ben Crane,73,-.169
111,T111,T111,Brian Davis,91,-.169
112,T111,T111,Pat Perez,81,-.169
113,T111,T111,Camilo Villegas,79,-.169
114,115,115,Ricky Barnes,92,-.164
115,116,116,Richard Lee,71,-.163
116,117,117,John Huh,99,-.160
117,T118,T118,Russell Knox,72,-.159
118,T118,T118,John Merrick,83,-.159
119,120,120,Robert Karlsson,54,-.158
120,T121,T121,Tommy Biershenk,74,-.156
121,T121,T121,Greg Chalmers,88,-.156
122,123,123,Brian Gay,91,-.155
123,124,124,Nathan Green,73,-.149
124,125,125,James Driscoll,83,-.148
125,126,126,Alexandre Rocha,62,-.146
126,127,127,Colt Knost,79,-.143
127,128,128,Patrick Sheehan,58,-.139
128,129,129,Brendan Steele,77,-.138
129,130,130,Hunter Mahan,88,-.136
130,131,131,Louis Oosthuizen,65,-.133
131,132,132,Rod Pampling,88,-.131
132,133,133,J.J. Henry,93,-.130
133,T134,T134,Blake Adams,107,-.125
134,T134,T134,Y.E. Yang,64,-.125
135,136,136,Kyle Reifers,86,-.121
136,T137,T137,Ian Poulter,57,-.119
137,T137,T137,Daniel Summerhays,81,-.119
138,T137,T137,Brendon Todd,78,-.119
139,140,140,Andres Romero,68,-.114
