,Approaches_75-100_yards-Rgh_RTP_RANK THIS WEEK,Approaches_75-100_yards-Rgh_RTP_RANK LAST WEEK,Approaches_75-100_yards-Rgh_RTP_PLAYER NAME,Approaches_75-100_yards-Rgh_RTP_ROUNDS,Approaches_75-100_yards-Rgh_RTP_AVG RTP
0,1,1,Mark Anderson,75,-.333
1,2,2,Steve Stricker,73,-.286
2,3,3,Justin Leonard,79,-.267
3,T4,T4,Luke Donald,63,-.250
4,T4,T4,Ken Duke,104,-.250
5,T4,T4,Matt Jones,53,-.250
6,T4,T4,Bill Lunde,83,-.250
7,T4,T4,Geoff Ogilvy,73,-.250
8,9,9,Charles Howell III,98,-.238
9,10,10,Robert Karlsson,54,-.231
10,11,11,Charl Schwartzel,56,-.222
11,T12,T12,Matt Kuchar,86,-.200
12,T12,T12,Roland Thatcher,55,-.200
13,14,14,Marc Leishman,84,-.192
14,15,15,Brian Gay,91,-.182
15,T16,T16,Stewart Cink,71,-.167
16,T16,T16,Jerry Kelly,84,-.167
17,T16,T16,John Rollins,81,-.167
18,T16,T16,Adam Scott,59,-.167
19,T20,T20,David Hearn,95,-.154
20,T20,T20,Spencer Levin,81,-.154
21,T20,T20,D.A. Points,88,-.154
22,T20,T20,D.J. Trahan,73,-.154
23,24,24,Dicky Pride,62,-.143
24,25,25,Chez Reavie,83,-.125
25,T26,T26,Blake Adams,107,-.111
26,T26,T26,Arjun Atwal,79,-.111
27,T26,T26,Charlie Beljan,61,-.111
28,T26,T26,Billy Horschel,63,-.111
29,T26,T26,Rory McIlroy,60,-.111
30,T26,T26,Henrik Stenson,51,-.111
31,32,32,Bubba Watson,68,-.103
32,T33,T33,Brendon de Jonge,115,-.100
33,T33,T33,Brandt Jobe,57,-.100
34,35,35,Chris DiMarco,83,-.095
35,T36,T36,Tim Clark,60,-.091
36,T36,T36,Jim Furyk,85,-.091
37,T36,T36,"Ted Potter, Jr.",77,-.091
38,39,39,J.B. Holmes,90,-.083
39,T40,T40,Mathew Goggin,65,-.077
40,T40,T40,Garth Mulroy,59,-.077
41,T42,T42,George McNeill,85,-.071
