,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
50,T50,T50,Padraig Harrington,67,"35' 1""",28292.333,806,161
51,T50,T50,Zach Johnson,95,"35' 1""",46543.833,1327,101
52,T50,T50,Bryce Molder,83,"35' 1""",44491.25,1269,103
53,T50,T50,Michael Thompson,80,"35' 1""",40902.583,1165,144
54,T50,T50,Camilo Villegas,79,"35' 1""",45935.917,1310,4
55,T50,T50,Lee Westwood,60,"35' 1""",25180.917,718,3
56,T57,T57,Robert Allenby,76,"35' 2""",41622.917,1184,80
57,T57,T57,Keegan Bradley,90,"35' 2""",44697.917,1271,52
58,T57,T57,Bob Estes,78,"35' 2""",40931.333,1165,156
59,T57,T57,William McGirt,96,"35' 2""",49670.083,1414,65
60,T57,T57,Carl Pettersson,92,"35' 2""",50358.083,1433,128
61,T62,T62,Gary Christian,91,"35' 3""",47528.417,1348,42
62,T62,T62,Brian Davis,91,"35' 3""",49840.833,1415,138
63,T62,T62,Ken Duke,104,"35' 3""",56843.5,1614,111
64,T62,T62,Rickie Fowler,84,"35' 3""",41677.5,1181,98
65,T62,T62,Chris Kirk,93,"35' 3""",53701.333,1525,48
66,T62,T62,John Merrick,83,"35' 3""",45373.833,1288,10
67,T62,T62,Geoff Ogilvy,73,"35' 3""",34760.917,987,133
68,T62,T62,Greg Owen,90,"35' 3""",48630.083,1380,17
69,T62,T62,Dicky Pride,62,"35' 3""",30977.0,878,113
70,T71,T71,Will Claxton,99,"35' 4""",54398.75,1541,11
71,T71,T71,J.J. Henry,93,"35' 4""",45014.417,1273,22
72,T71,T71,Webb Simpson,77,"35' 4""",41640.083,1178,32
73,T74,T74,Hunter Mahan,88,"35' 5""",40648.5,1148,12
74,T74,T74,Scott Piercy,95,"35' 5""",54468.667,1538,82
75,T74,T74,Brandt Snedeker,81,"35' 5""",41216.75,1165,132
76,T77,T77,Nick O'Hern,78,"35' 6""",43402.833,1222,143
77,T77,T77,Ryan Palmer,81,"35' 6""",44975.333,1267,94
78,T79,T79,Ricky Barnes,92,"35' 7""",52245.083,1468,35
79,T79,T79,Adam Scott,59,"35' 7""",26203.667,737,50
80,T79,T79,Chris Stroud,86,"35' 7""",47853.5,1344,140
81,T82,T82,Ernie Els,80,"35' 8""",41549.917,1164,53
82,T82,T82,Tommy Gainey,98,"35' 8""",57240.167,1606,158
83,T82,T82,Freddie Jacobson,61,"35' 8""",28120.083,789,166
84,T82,T82,Justin Leonard,79,"35' 8""",43562.75,1220,176
85,T82,T82,Garth Mulroy,59,"35' 8""",29168.917,817,95
86,T82,T82,Ian Poulter,57,"35' 8""",24147.0,677,168
87,T82,T82,Kevin Streelman,89,"35' 8""",49056.833,1377,69
88,T82,T82,Mark Wilson,84,"35' 8""",43334.917,1215,122
89,T90,T90,Jonas Blixt,72,"35' 9""",40870.833,1144,134
90,T90,T90,David Hearn,95,"35' 9""",56417.083,1579,63
91,T90,T90,Richard Lee,71,"35' 9""",36537.0,1022,20
92,T90,T90,D.A. Points,88,"35' 9""",51078.417,1430,55
93,T94,T94,Kris Blanks,65,"35' 10""",38572.75,1077,45
94,T94,T94,Roberto Castro,92,"35' 10""",48149.083,1343,18
95,T94,T94,Chris DiMarco,83,"35' 10""",46285.25,1292,175
96,T97,T97,K.J. Choi,71,"35' 11""",35840.083,999,137
97,T97,T97,Chris Couch,61,"35' 11""",34352.333,957,134
98,T97,T97,Patrick Sheehan,58,"35' 11""",28189.5,785,149
99,T100,T100,Scott Brown,65,"36' 0""",32776.5,910,114
100,T100,T100,Tim Herron,88,"36' 0""",49097.583,1365,35
101,T100,T100,Ryo Ishikawa,54,"36' 0""",23890.75,664,185
102,T100,T100,Rory Sabbatini,84,"36' 0""",46433.417,1289,159
103,T100,T100,Scott Stallings,78,"36' 0""",43700.75,1215,59
104,T100,T100,D.J. Trahan,73,"36' 0""",39946.083,1109,77
105,T100,T100,Bubba Watson,68,"36' 0""",32779.917,910,2
106,T107,T107,Rocco Mediate,70,"36' 1""",37516.75,1039,104
107,T107,T107,Pat Perez,81,"36' 1""",44580.75,1235,96
108,T107,T107,Charlie Wi,86,"36' 1""",47259.083,1310,184
109,T110,T110,Stuart Appleby,75,"36' 2""",41990.25,1162,106
110,T110,T110,Kevin Na,80,"36' 2""",41988.5,1161,165
111,T110,T110,Rod Pampling,88,"36' 2""",44709.167,1235,102
112,T110,T110,Josh Teater,97,"36' 2""",53690.0,1485,31
113,114,114,Danny Lee,74,"36' 3""",38209.0,1053,92
114,115,115,Jeff Overton,101,"36' 4""",59846.5,1649,63
115,T116,T116,Arjun Atwal,79,"36' 5""",43227.5,1186,129
116,T116,T116,Michael Bradley,63,"36' 5""",35972.917,987,88
117,T116,T116,John Huh,99,"36' 5""",55447.0,1522,57
118,T116,T116,Trevor Immelman,76,"36' 5""",37208.833,1022,139
119,T116,T116,Brandt Jobe,57,"36' 5""",29290.0,804,110
120,T116,T116,David Mathis,83,"36' 5""",45022.833,1237,172
121,T116,T116,Daniel Summerhays,81,"36' 5""",44361.75,1219,28
122,T116,T116,Johnson Wagner,88,"36' 5""",49638.417,1364,78
123,T124,T124,John Daly,50,"36' 6""",24747.0,678,163
124,T124,T124,Charley Hoffman,88,"36' 6""",49665.75,1360,61
125,T124,T124,Jerry Kelly,84,"36' 6""",47897.333,1312,84
126,T124,T124,Sean O'Hair,84,"36' 6""",49734.0,1363,21
127,T128,T128,Blake Adams,107,"36' 7""",57644.5,1576,78
128,T128,T128,Colt Knost,79,"36' 7""",43959.0,1202,162
129,T130,T130,Kevin Kisner,69,"36' 8""",34755.583,947,154
130,T130,T130,Jason Kokrak,79,"36' 8""",45254.75,1234,76
131,T130,T130,"Ted Potter, Jr.",77,"36' 8""",40108.917,1094,142
132,T130,T130,Steve Wheatcroft,56,"36' 8""",27574.75,752,69
133,134,134,Sergio Garcia,57,"36' 9""",28998.75,789,99
134,T135,T135,Tommy Biershenk,74,"36' 10""",37969.833,1030,180
135,T135,T135,Stewart Cink,71,"36' 10""",35672.083,969,117
136,T135,T135,Jason Day,57,"36' 10""",30908.833,840,169
137,T138,T138,Ángel Cabrera,54,"36' 11""",24412.333,661,141
138,T138,T138,Harris English,98,"36' 11""",57406.0,1555,27
139,T138,T138,Bobby Gates,87,"36' 11""",50284.5,1361,85
140,T138,T138,Robert Karlsson,54,"36' 11""",26901.25,729,145
141,T142,T142,Jonathan Byrd,69,"37' 0""",37233.333,1006,136
142,T142,T142,Ben Crane,73,"37' 0""",40886.167,1105,105
143,T142,T142,J.B. Holmes,90,"37' 0""",51663.25,1397,114
144,T142,T142,Billy Hurley III,70,"37' 0""",37628.083,1018,191
145,T142,T142,Troy Kelly,68,"37' 0""",33763.0,912,146
146,T142,T142,Seung-Yul Noh,105,"37' 0""",56182.833,1519,33
147,T148,T148,Martin Flores,95,"37' 1""",54342.75,1467,126
148,T148,T148,Tom Gillis,75,"37' 1""",45670.75,1232,129
149,T148,T148,Tom Pernice Jr.,62,"37' 1""",34510.667,931,167
150,T148,T148,John Rollins,81,"37' 1""",47143.5,1271,72
151,T152,T152,Miguel Angel Carballo,73,"37' 2""",37831.75,1019,106
152,T152,T152,Harrison Frazar,56,"37' 2""",31818.667,857,171
153,T152,T152,Charles Howell III,98,"37' 2""",51368.167,1381,47
154,T152,T152,George McNeill,85,"37' 2""",47093.25,1266,148
155,T152,T152,Brendon Todd,78,"37' 2""",41702.417,1122,179
156,T152,T152,Cameron Tringale,88,"37' 2""",51422.5,1383,48
157,T158,T158,Hunter Haas,69,"37' 3""",34569.333,928,147
158,T158,T158,John Senden,81,"37' 3""",41355.917,1110,16
159,T158,T158,Brendan Steele,77,"37' 3""",42612.667,1143,89
160,161,161,Marc Leishman,84,"37' 5""",50996.417,1362,150
161,T162,T162,Matt Bettencourt,80,"37' 6""",40190.5,1071,188
162,T162,T162,Kevin Chappell,91,"37' 6""",48338.25,1290,121
163,T162,T162,Mathew Goggin,65,"37' 6""",36862.667,982,37
164,T162,T162,Phil Mickelson,79,"37' 6""",40196.167,1073,120
165,T166,T166,Greg Chalmers,88,"37' 7""",50501.0,1343,181
166,T166,T166,Gary Woodland,70,"37' 7""",35572.25,947,124
167,168,168,Sangmoon Bae,81,"37' 9""",38501.0,1019,182
168,169,169,Billy Mayfair,90,"37' 10""",52938.75,1398,123
169,T170,T170,Troy Matteson,100,"37' 11""",56552.167,1490,124
170,T170,T170,Jimmy Walker,101,"37' 11""",61701.167,1626,116
171,T172,T172,Daniel Chopra,55,"38' 0""",29190.167,768,183
172,T172,T172,Erik Compton,81,"38' 0""",43284.417,1138,154
173,T172,T172,Y.E. Yang,64,"38' 0""",32573.0,858,189
174,T175,T175,Mark Anderson,75,"38' 1""",41634.917,1094,129
175,T175,T175,Ryuji Imada,78,"38' 1""",46996.667,1233,174
176,T175,T175,Edward Loar,59,"38' 1""",29317.75,770,164
177,T178,T178,Nathan Green,73,"38' 2""",38971.083,1020,43
178,T178,T178,Andres Romero,68,"38' 2""",36798.833,965,170
179,180,180,Aaron Baddeley,73,"38' 3""",37531.667,981,190
180,181,181,J.J. Killeen,101,"38' 4""",57670.333,1503,178
181,182,182,Spencer Levin,81,"38' 5""",45425.917,1182,173
182,183,183,Stephen Gangluff,57,"38' 6""",29665.167,770,186
183,T184,T184,Bill Haas,79,"38' 7""",42193.583,1093,93
184,T184,T184,Matt Jones,53,"38' 7""",30483.0,790,109
185,T186,T186,Sung Kang,75,"38' 10""",43101.083,1111,186
186,T186,T186,Martin Laird,77,"38' 10""",37541.333,967,89
187,T188,T188,James Driscoll,83,"39' 4""",49492.0,1257,157
188,T188,T188,Henrik Stenson,51,"39' 4""",29558.75,751,87
189,190,190,Jhonattan Vegas,77,"39' 6""",48753.333,1234,75
190,191,191,Derek Lamely,64,"39' 11""",39746.833,995,177
