,Approaches_from_100-125_yards_RANK THIS WEEK,Approaches_from_100-125_yards_RANK LAST WEEK,Approaches_from_100-125_yards_PLAYER NAME,Approaches_from_100-125_yards_ROUNDS,Approaches_from_100-125_yards_AVG,Approaches_from_100-125_yards_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_# OF ATTEMPTS,Approaches_from_100-125_yards_RELATIVE TO PAR
0,1,1,Jason Bohn,81,"15' 9""",1782.6670000000001,113,-23
1,2,2,Charlie Wi,86,"16' 5""",1641.25,100,-26
2,3,3,Padraig Harrington,67,"16' 6""",843.0,51,-8
3,4,4,Charley Hoffman,88,"16' 8""",1863.9170000000001,112,-20
4,T5,T5,Marco Dawson,60,"16' 10""",1344.0829999999999,80,-10
5,T5,T5,Vijay Singh,99,"16' 10""",2089.5,124,-23
6,7,7,Steve Stricker,73,"16' 11""",1402.5,83,-8
7,8,8,Ben Curtis,62,"17' 1""",1420.0,83,-22
8,T9,T9,Jason Dufner,83,"17' 2""",1926.75,112,-27
9,T9,T9,John Mallinger,74,"17' 2""",1668.1670000000001,97,-18
10,11,11,Robert Garrigus,89,"17' 3""",2108.333,122,-14
11,12,12,Daniel Chopra,55,"17' 4""",1143.167,66,-21
12,13,13,Greg Owen,90,"17' 5""",1777.8329999999999,102,-19
13,T14,T14,Tim Clark,60,"17' 6""",1262.25,72,-12
14,T14,T14,Heath Slocum,93,"17' 6""",2204.25,126,-17
15,T16,T16,Rickie Fowler,84,"17' 8""",1640.25,93,-17
16,T16,T16,Justin Leonard,79,"17' 8""",1746.8329999999999,99,-13
17,T16,T16,Rocco Mediate,70,"17' 8""",1397.75,79,-16
18,T19,T19,Trevor Immelman,76,"17' 9""",1333.6670000000001,75,-6
19,T19,T19,Jeff Overton,101,"17' 9""",2347.333,132,-27
20,T19,T19,Lee Westwood,60,"17' 9""",1065.833,60,-11
21,T19,T19,Y.E. Yang,64,"17' 9""",1119.333,63,-10
22,23,23,Matt Bettencourt,80,"17' 10""",1568.4170000000001,88,-16
23,24,24,Vaughn Taylor,81,"18' 0""",2092.583,116,-26
24,T25,T25,K.J. Choi,71,"18' 1""",1573.0829999999999,87,-16
25,T25,T25,Graeme McDowell,55,"18' 1""",851.6669999999999,47,-7
26,T25,T25,Rory McIlroy,60,"18' 1""",1083.167,60,-12
27,T28,T28,Brandt Snedeker,81,"18' 2""",1560.8329999999999,86,-23
28,T28,T28,Steve Wheatcroft,56,"18' 2""",946.5830000000001,52,-13
29,T30,T30,Gary Christian,91,"18' 3""",2298.75,126,-25
30,T30,T30,Russell Knox,72,"18' 3""",1897.8329999999999,104,-15
31,T30,T30,Kyle Thompson,51,"18' 3""",1059.167,58,E
32,T33,T33,John Daly,50,"18' 4""",1190.25,65,-10
33,T33,T33,Rod Pampling,88,"18' 4""",2259.583,123,-12
