,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
31,T31,T31,Robert Garrigus,89,158.8,1229475.0,215
32,T31,T31,Boo Weekley,74,158.8,1035034.0,181
33,34,34,Derek Lamely,64,158.9,1046758.0,183
34,35,35,Brendon Todd,78,159.1,1288370.0,225
35,36,36,Adam Scott,59,159.2,716380.0,125
36,37,37,Davis Love III,64,159.3,837414.0,146
37,T38,T38,Harrison Frazar,56,159.4,992971.0,173
38,T38,T38,Dustin Johnson,70,159.4,780235.0,136
39,T40,T40,Stephen Ames,54,159.5,746537.0,130
40,T40,T40,Charlie Beljan,61,159.5,763865.0,133
41,42,42,Scott Brown,65,159.6,1005560.0,175
42,T43,T43,Miguel Angel Carballo,73,159.7,1236064.0,215
43,T43,T43,Gary Christian,91,159.7,1345418.0,234
44,T43,T43,Martin Flores,95,159.7,1339310.0,233
45,T43,T43,David Hearn,95,159.7,1402868.0,244
46,T43,T43,Colt Knost,79,159.7,1339756.0,233
47,48,48,Kyle Reifers,86,159.9,1214407.0,211
48,T49,T49,Aaron Baddeley,73,160.0,962042.0,167
49,T49,T49,Chad Campbell,84,160.0,1330411.0,231
50,T49,T49,Ernie Els,80,160.0,984727.0,171
51,T49,T49,Tom Gillis,75,160.0,1261148.0,219
52,T49,T49,Kyle Stanley,86,160.0,1203732.0,209
53,54,54,Jason Day,57,160.2,772583.0,134
54,T55,T55,Bill Lunde,83,160.3,1056204.0,183
55,T55,T55,Troy Matteson,100,160.3,1477264.0,256
56,T55,T55,Rod Pampling,88,160.3,1171695.0,203
57,T58,T58,Harris English,98,160.4,1518466.0,263
58,T58,T58,Seung-Yul Noh,105,160.4,1328348.0,230
59,T58,T58,Rory Sabbatini,84,160.4,1316250.0,228
60,T61,T61,Graeme McDowell,55,160.5,658834.0,114
61,T61,T61,George McNeill,85,160.5,1294353.0,224
62,T61,T61,Greg Owen,90,160.5,1415203.0,245
63,T61,T61,Ryan Palmer,81,160.5,1190025.0,206
64,T61,T61,Kevin Streelman,89,160.5,1236273.0,214
65,T66,T66,Tommy Gainey,98,160.6,1757654.0,304
66,T66,T66,Chris Kirk,93,160.6,1462608.0,253
67,T66,T66,David Toms,60,160.6,687833.0,119
68,69,69,Graham DeLaet,79,160.7,1249230.0,216
69,T70,T70,Padraig Harrington,67,160.8,781445.0,135
70,T70,T70,Steve Stricker,73,160.8,706029.0,122
71,T72,T72,Blake Adams,107,160.9,1575901.0,272
72,T72,T72,Matt Bettencourt,80,160.9,1378627.0,238
73,T72,T72,Tiger Woods,69,160.9,660490.0,114
74,T75,T75,Kevin Kisner,69,161.0,886776.0,153
75,T75,T75,Bryce Molder,83,161.0,1095627.0,189
76,T77,T77,Roberto Castro,92,161.1,1177075.0,203
77,T77,T77,Bubba Watson,68,161.1,730754.0,126
78,T79,T79,Jason Dufner,83,161.2,847436.0,146
79,T79,T79,Kevin Stadler,85,161.2,1125954.0,194
80,T81,T81,Chris Stroud,86,161.3,1196569.0,206
81,T81,T81,Gary Woodland,70,161.3,1051225.0,181
82,T83,T83,Billy Mayfair,90,161.4,1353948.0,233
83,T83,T83,Garth Mulroy,59,161.4,813254.0,140
84,T85,T85,Brian Gay,91,161.5,1168837.0,201
85,T85,T85,Sean O'Hair,84,161.5,1313613.0,226
86,T85,T85,Scott Piercy,95,161.5,1372001.0,236
87,T88,T88,Jonas Blixt,72,161.8,984332.0,169
88,T88,T88,Sung Kang,75,161.8,1450131.0,249
89,T88,T88,Richard Lee,71,161.8,943524.0,162
90,T88,T88,Kevin Na,80,161.8,1031068.0,177
91,T88,T88,Lee Westwood,60,161.8,722472.0,124
92,93,93,Hunter Haas,69,161.9,961714.0,165
93,T94,T94,Michael Bradley,63,162.0,1032351.0,177
94,T94,T94,Charles Howell III,98,162.0,1306087.0,224
95,T94,T94,Jeff Overton,101,162.0,1434284.0,246
96,T94,T94,Nick Watney,97,162.0,1352883.0,232
97,98,98,Charlie Wi,86,162.1,1342494.0,230
98,99,99,Will Claxton,99,162.2,1424686.0,244
99,100,100,Luke Donald,63,162.3,625313.0,107
100,T101,T101,Rickie Fowler,84,162.4,1157263.0,198
101,T101,T101,Bo Van Pelt,84,162.4,1075837.0,184
102,T103,T103,Daniel Chopra,55,162.5,854282.0,146
103,T103,T103,John Huh,99,162.5,1532461.0,262
104,105,105,Cameron Beckman,81,162.6,1451911.0,248
105,106,106,Phil Mickelson,79,162.8,920342.0,157
106,T107,T107,Robert Allenby,76,162.9,1390224.0,237
107,T107,T107,Ben Crane,73,162.9,1067210.0,182
108,T107,T107,Ryo Ishikawa,54,162.9,756376.0,129
109,T110,T110,Tim Herron,88,163.0,1250094.0,213
110,T110,T110,Billy Hurley III,70,163.0,1226215.0,209
111,T110,T110,Jeff Maggert,83,163.0,1350050.0,230
112,T110,T110,Brendan Steele,77,163.0,1214422.0,207
113,114,114,Gavin Coles,72,163.1,986494.0,168
114,T115,T115,Stewart Cink,71,163.2,1075294.0,183
115,T115,T115,Carl Pettersson,92,163.2,1286742.0,219
116,T115,T115,Y.E. Yang,64,163.2,904890.0,154
117,118,118,Brandt Snedeker,81,163.4,1011501.0,172
118,T119,T119,Sangmoon Bae,81,163.5,1330137.0,226
119,T119,T119,Roland Thatcher,55,163.5,894711.0,152
120,121,121,Brian Davis,91,163.6,1330676.0,226
121,T122,T122,Arjun Atwal,79,163.7,1296658.0,220
122,T122,T122,Jonathan Byrd,69,163.7,919609.0,156
123,T122,T122,Chris Couch,61,163.7,913436.0,155
124,125,125,Michael Thompson,80,163.8,1232371.0,209
125,126,126,Martin Laird,77,163.9,955826.0,162
126,T127,T127,Stuart Appleby,75,164.2,1064106.0,180
127,T127,T127,Keegan Bradley,90,164.2,1129203.0,191
128,T127,T127,Billy Horschel,63,164.2,774328.0,131
129,T127,T127,D.J. Trahan,73,164.2,1276975.0,216
130,131,131,Justin Rose,69,164.3,733625.0,124
131,T132,T132,James Driscoll,83,164.4,1378587.0,233
132,T132,T132,J.J. Killeen,101,164.4,1574259.0,266
133,T132,T132,Webb Simpson,77,164.4,988265.0,167
134,T132,T132,Jhonattan Vegas,77,164.4,1414164.0,239
135,136,136,Steve Wheatcroft,56,164.6,752512.0,127
136,137,137,Scott Dunlap,57,164.8,854270.0,144
137,138,138,Kevin Chappell,91,165.0,1395757.0,235
138,T139,T139,Stephen Gangluff,57,165.1,974768.0,164
139,T139,T139,Russell Knox,72,165.1,867986.0,146
140,T141,T141,Ángel Cabrera,54,165.2,707749.0,119
141,T141,T141,Charley Hoffman,88,165.2,1510254.0,254
142,T143,T143,Kris Blanks,65,165.3,1213737.0,204
143,T143,T143,Bobby Gates,87,165.3,1529536.0,257
144,T143,T143,Zach Johnson,95,165.3,1112742.0,187
145,146,146,Mark Wilson,84,165.4,1208569.0,203
146,T147,T147,Danny Lee,74,165.5,1060212.0,178
147,T147,T147,Ian Poulter,57,165.5,613680.0,103
148,T149,T149,Bill Haas,79,165.7,966365.0,162
149,T149,T149,Tom Pernice Jr.,62,165.7,1103395.0,185
150,151,151,Vijay Singh,99,165.9,1367284.0,229
151,T152,T152,David Mathis,83,166.0,1254697.0,210
152,T152,T152,William McGirt,96,166.0,1314438.0,220
153,T152,T152,Chez Reavie,83,166.0,1171065.0,196
154,155,155,John Merrick,83,166.1,1279326.0,214
155,T156,T156,Chris DiMarco,83,166.2,1507726.0,252
156,T156,T156,Johnson Wagner,88,166.2,1345927.0,225
157,T156,T156,Jimmy Walker,101,166.2,1567843.0,262
158,159,159,Justin Leonard,79,166.5,1390884.0,232
159,160,160,Bob Estes,78,166.6,1133266.0,189
160,161,161,Camilo Villegas,79,166.8,1302774.0,217
161,162,162,Andres Romero,68,167.1,1155222.0,192
162,T163,T163,Ken Duke,104,167.3,1572195.0,261
163,T163,T163,Heath Slocum,93,167.3,1301055.0,216
164,165,165,Rocco Mediate,70,167.9,979093.0,162
165,T166,T166,Erik Compton,81,168.0,1348369.0,223
166,T166,T166,John Mallinger,74,168.0,1161512.0,192
167,168,168,Spencer Levin,81,168.1,1282691.0,212
168,T169,T169,Brendon de Jonge,115,168.3,1654500.0,273
169,T169,T169,Alexandre Rocha,62,168.3,890581.0,147
170,T171,T171,Ryuji Imada,78,168.4,1418778.0,234
171,T171,T171,Jerry Kelly,84,168.4,1340007.0,221
172,T171,T171,John Rollins,81,168.4,1261302.0,208
173,T174,T174,Ricky Barnes,92,168.5,1686668.0,278
174,T174,T174,Pat Perez,81,168.5,1170971.0,193
175,176,176,Mathew Goggin,65,168.7,947668.0,156
176,177,177,John Senden,81,168.9,954738.0,157
177,178,178,Patrick Sheehan,58,169.0,924548.0,152
178,179,179,Jim Furyk,85,169.1,846078.0,139
179,180,180,Nathan Green,73,169.2,1035658.0,170
180,181,181,Kyle Thompson,51,169.4,823388.0,135
181,182,182,Tim Clark,60,169.6,830454.0,136
182,183,183,K.J. Choi,71,169.8,1057436.0,173
183,T184,T184,Sergio Garcia,57,170.1,691789.0,113
184,T184,T184,Daniel Summerhays,81,170.1,1249446.0,204
185,186,186,D.A. Points,88,170.4,1435257.0,234
186,187,187,Jason Bohn,81,170.6,1240912.0,202
187,188,188,Marc Leishman,84,171.8,1565114.0,253
188,189,189,Ben Curtis,62,172.3,762817.0,123
189,190,190,"Ted Potter, Jr.",77,172.9,1232198.0,198
190,191,191,Nick O'Hern,78,174.3,1392872.0,222
