,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
65,66,66,Chad Campbell,84,47.34,80,169,-0.19
66,67,67,D.J. Trahan,73,47.3,70,148,E
67,68,68,J.B. Holmes,90,47.19,84,178,E
68,69,69,Billy Mayfair,90,47.15,91,193,-0.14
69,70,70,Heath Slocum,93,46.99,86,183,+0.06
70,71,71,Jim Furyk,85,46.93,84,179,-0.05
71,72,72,Mark Wilson,84,46.7,92,197,-0.05
72,73,73,Rory McIlroy,60,46.67,35,75,-0.14
73,74,74,George McNeill,85,46.6,89,191,-0.07
74,75,75,Troy Matteson,100,46.33,82,177,-0.13
75,76,76,Hunter Mahan,88,46.2,79,171,-0.10
76,T77,T77,Martin Laird,77,46.15,54,117,-0.17
77,T77,T77,Kyle Reifers,86,46.15,78,169,-0.04
78,T79,T79,Kyle Stanley,86,46.1,65,141,-0.05
79,T79,T79,David Toms,60,46.1,65,141,-0.11
80,81,81,Brendan Steele,77,46.04,64,139,-0.06
81,82,82,K.J. Choi,71,46.0,69,150,E
82,83,83,Luke Donald,63,45.9,56,122,-0.13
83,84,84,D.A. Points,88,45.77,92,201,-0.05
84,85,85,Zach Johnson,95,45.73,91,199,-0.09
85,86,86,Ricky Barnes,92,45.67,95,208,-0.02
86,T87,T87,Martin Flores,95,45.64,89,195,-0.13
87,T87,T87,John Rollins,81,45.64,68,149,E
88,89,89,Will Claxton,99,45.56,82,180,-0.11
89,90,90,David Hearn,95,45.54,97,213,-0.08
90,91,91,Ryan Palmer,81,45.52,66,145,-0.14
91,T92,T92,Ken Duke,104,45.45,105,231,-0.12
92,T92,T92,Bobby Gates,87,45.45,80,176,E
93,T94,T94,Ben Curtis,62,45.39,69,152,-0.09
94,T94,T94,Graham DeLaet,79,45.39,69,152,-0.04
95,96,96,Charles Howell III,98,45.3,82,181,-0.05
96,97,97,Pat Perez,81,45.28,72,159,-0.06
97,98,98,Mathew Goggin,65,45.16,56,124,-0.07
98,99,99,John Merrick,83,45.0,81,180,-0.09
99,100,100,Jeff Overton,101,44.7,97,217,-0.13
100,101,101,Jason Bohn,81,44.65,71,159,-0.03
101,102,102,Cameron Beckman,81,44.58,74,166,-0.15
102,103,103,Bryce Molder,83,44.44,92,207,-0.03
103,104,104,Jeff Maggert,83,44.21,84,190,-0.04
104,105,105,Rickie Fowler,84,44.14,64,145,-0.16
105,106,106,Colt Knost,79,44.02,92,209,-0.14
106,107,107,Sergio Garcia,57,43.93,47,107,-0.04
107,108,108,Chez Reavie,83,43.75,70,160,+0.01
108,109,109,Nathan Green,73,43.64,72,165,-0.07
109,T110,T110,Robert Karlsson,54,43.59,34,78,-0.03
110,T110,T110,Kevin Kisner,69,43.59,51,117,-0.18
111,112,112,Kevin Na,80,43.58,78,179,-0.23
112,T113,T113,Tom Gillis,75,43.43,76,175,-0.13
113,T113,T113,Johnson Wagner,88,43.43,86,198,-0.13
114,115,115,Camilo Villegas,79,43.09,78,181,-0.17
115,T116,T116,Bud Cauley,99,43.08,84,195,-0.11
116,T116,T116,Tommy Gainey,98,43.08,84,195,-0.06
117,118,118,John Mallinger,74,43.02,77,179,-0.06
118,119,119,Freddie Jacobson,61,43.0,43,100,+0.02
119,120,120,Scott Stallings,78,42.96,61,142,-0.07
120,121,121,Trevor Immelman,76,42.76,65,152,-0.05
121,122,122,Danny Lee,74,42.75,59,138,-0.08
122,123,123,Ian Poulter,57,42.71,41,96,-0.17
123,124,124,Ernie Els,80,42.7,76,178,-0.09
124,125,125,Miguel Angel Carballo,73,42.65,58,136,-0.07
125,126,126,Brian Harman,101,42.64,84,197,-0.08
126,127,127,Harrison Frazar,56,42.57,43,101,-0.21
127,128,128,Richard Lee,71,42.47,62,146,-0.10
128,129,129,William McGirt,96,42.42,84,198,-0.11
129,130,130,Stuart Appleby,75,42.36,61,144,-0.08
130,131,131,Jason Day,57,42.34,47,111,-0.15
131,132,132,Rocco Mediate,70,42.31,66,156,-0.05
132,133,133,Stewart Cink,71,42.22,57,135,-0.04
133,134,134,Vaughn Taylor,81,42.21,65,154,-0.11
134,135,135,Bill Haas,79,42.14,59,140,-0.05
135,136,136,Brandt Snedeker,81,41.94,78,186,-0.17
136,137,137,J.J. Henry,93,41.82,69,165,-0.06
137,138,138,Chris Kirk,93,41.8,79,189,-0.04
138,139,139,Ben Crane,73,41.77,66,158,-0.08
139,140,140,Matt Jones,53,41.67,40,96,-0.13
140,141,141,Charlie Wi,86,41.62,77,185,-0.09
141,142,142,Jimmy Walker,101,41.38,96,232,-0.11
142,143,143,Arjun Atwal,79,41.32,69,167,-0.06
143,144,144,Troy Kelly,68,41.07,46,112,-0.11
144,145,145,Greg Chalmers,88,40.83,89,218,-0.17
145,146,146,Carl Pettersson,92,40.8,71,174,-0.11
146,147,147,Blake Adams,107,40.72,90,221,-0.04
147,T148,T148,Gavin Coles,72,40.64,76,187,-0.07
148,T148,T148,Ryuji Imada,78,40.64,89,219,-0.08
149,150,150,Marco Dawson,60,40.57,43,106,-0.09
150,151,151,Vijay Singh,99,40.11,75,187,-0.12
151,152,152,Rory Sabbatini,84,40.0,66,165,-0.17
152,153,153,Dicky Pride,62,39.84,51,128,-0.29
153,154,154,Daniel Chopra,55,39.81,41,103,-0.05
154,155,155,James Driscoll,83,39.77,68,171,-0.13
155,156,156,Brian Gay,91,39.47,90,228,-0.10
156,157,157,Stephen Gangluff,57,39.42,41,104,-0.15
157,158,158,Kyle Thompson,51,39.39,39,99,+0.05
158,159,159,Marc Leishman,84,39.32,81,206,-0.12
159,160,160,David Mathis,83,39.27,75,191,-0.08
160,161,161,Chris Stroud,86,39.22,80,204,-0.05
161,162,162,Padraig Harrington,67,39.18,38,97,-0.05
162,T163,T163,Robert Allenby,76,39.08,68,174,-0.13
163,T163,T163,"Ted Potter, Jr.",77,39.08,68,174,-0.03
164,165,165,Stephen Ames,54,38.95,37,95,-0.05
165,166,166,Tim Clark,60,38.85,54,139,-0.13
166,167,167,Michael Bradley,63,38.71,60,155,-0.10
167,168,168,Tom Pernice Jr.,62,38.55,69,179,-0.13
168,169,169,Lee Westwood,60,38.46,35,91,-0.09
169,170,170,Edward Loar,59,38.37,33,86,-0.03
170,171,171,Derek Lamely,64,38.24,52,136,-0.12
171,172,172,Chris DiMarco,83,38.12,85,223,-0.07
172,173,173,Brian Davis,91,37.96,93,245,-0.25
173,174,174,Tommy Biershenk,74,37.86,53,140,-0.08
174,T175,T175,Jonas Blixt,72,37.8,62,164,-0.11
175,T175,T175,Hunter Haas,69,37.8,48,127,+0.04
176,177,177,Erik Compton,81,37.5,57,152,-0.09
177,178,178,Bob Estes,78,36.63,63,172,-0.17
178,179,179,Billy Hurley III,70,36.46,66,181,+0.02
179,180,180,Mark Anderson,75,36.36,52,143,-0.12
180,181,181,J.J. Killeen,101,35.86,71,198,-0.06
181,182,182,Aaron Baddeley,73,35.25,43,122,-0.05
182,183,183,Justin Leonard,79,35.16,64,182,-0.05
183,T184,T184,Spencer Levin,81,34.36,56,163,-0.11
184,T184,T184,Nick O'Hern,78,34.36,78,227,E
185,186,186,Brendon Todd,78,34.3,59,172,-0.05
186,187,187,Sung Kang,75,33.94,56,165,E
187,T188,T188,Sangmoon Bae,81,33.33,49,147,-0.22
188,T188,T188,Matt Bettencourt,80,33.33,48,144,-0.04
189,190,190,Patrick Sheehan,58,33.05,39,118,-0.05
190,191,191,Y.E. Yang,64,31.78,41,129,-0.10
