,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Miguel Angel Carballo,73,-0.289
1,2,2,Jim Furyk,85,-0.233
2,3,3,Ken Duke,104,-0.231
3,T4,T4,Matt Kuchar,86,-0.21600000000000003
4,T4,T4,Graeme McDowell,55,-0.21600000000000003
5,T4,T4,Rory McIlroy,60,-0.21600000000000003
6,7,7,Scott Dunlap,57,-0.21100000000000002
7,T8,T8,Brian Gay,91,-0.20800000000000002
8,T8,T8,Steve Stricker,73,-0.20800000000000002
9,10,10,Tim Clark,60,-0.207
10,11,11,Kevin Na,80,-0.2
11,12,12,David Toms,60,-0.19399999999999998
12,13,13,Ben Curtis,62,-0.19
13,14,14,Carl Pettersson,92,-0.17800000000000002
14,T15,T15,Richard Lee,71,-0.175
15,T15,T15,Camilo Villegas,79,-0.175
16,17,17,Dustin Johnson,70,-0.17300000000000001
17,T18,T18,Ryan Moore,89,-0.17
18,T18,T18,Bo Van Pelt,84,-0.17
19,20,20,Hunter Mahan,88,-0.168
20,21,21,Phil Mickelson,79,-0.165
21,22,22,Lee Westwood,60,-0.163
22,23,23,Kyle Thompson,51,-0.16
23,T24,T24,Jason Bohn,81,-0.159
24,T24,T24,Gary Christian,91,-0.159
25,26,26,Jonas Blixt,72,-0.158
26,T27,T27,Jason Day,57,-0.155
27,T27,T27,Chez Reavie,83,-0.155
28,29,29,Jason Dufner,83,-0.153
29,30,30,Gavin Coles,72,-0.151
30,31,31,Freddie Jacobson,61,-0.14800000000000002
31,T32,T32,Bud Cauley,99,-0.147
32,T32,T32,K.J. Choi,71,-0.147
33,34,34,Alexandre Rocha,62,-0.145
34,T35,T35,Kevin Chappell,91,-0.14400000000000002
35,T35,T35,Davis Love III,64,-0.14400000000000002
36,T35,T35,Kevin Streelman,89,-0.14400000000000002
37,38,38,Bob Estes,78,-0.142
38,39,39,Bubba Watson,68,-0.141
39,T40,T40,Martin Laird,77,-0.14
40,T40,T40,Bryce Molder,83,-0.14
41,T42,T42,Erik Compton,81,-0.139
42,T42,T42,Harris English,98,-0.139
43,T42,T42,John Mallinger,74,-0.139
44,45,45,Keegan Bradley,90,-0.138
45,T46,T46,Ricky Barnes,92,-0.136
46,T46,T46,Roberto Castro,92,-0.136
47,T46,T46,Hunter Haas,69,-0.136
48,T46,T46,Zach Johnson,95,-0.136
49,T46,T46,Nick O'Hern,78,-0.136
50,51,51,Chris Stroud,86,-0.135
51,T52,T52,Chad Campbell,84,-0.134
52,T52,T52,Dicky Pride,62,-0.134
53,T54,T54,Sangmoon Bae,81,-0.133
54,T54,T54,Bill Haas,79,-0.133
55,56,56,Scott Brown,65,-0.132
56,57,57,Luke Donald,63,-0.131
57,T58,T58,John Daly,50,-0.13
58,T58,T58,Stephen Gangluff,57,-0.13
59,T58,T58,Marc Leishman,84,-0.13
60,T58,T58,Kyle Reifers,86,-0.13
61,62,62,Brian Harman,101,-0.129
62,T63,T63,Harrison Frazar,56,-0.128
63,T63,T63,David Hearn,95,-0.128
64,65,65,Bobby Gates,87,-0.127
65,66,66,Marco Dawson,60,-0.126
66,67,67,J.J. Henry,93,-0.125
67,68,68,Brendon de Jonge,115,-0.124
68,69,69,Heath Slocum,93,-0.12300000000000001
69,70,70,Ryo Ishikawa,54,-0.122
70,T71,T71,Garth Mulroy,59,-0.12
71,T71,T71,Nick Watney,97,-0.12
72,T73,T73,Greg Chalmers,88,-0.11900000000000001
73,T73,T73,Nathan Green,73,-0.11900000000000001
74,T73,T73,Spencer Levin,81,-0.11900000000000001
75,T73,T73,"Ted Potter, Jr.",77,-0.11900000000000001
76,T73,T73,Charl Schwartzel,56,-0.11900000000000001
