,Approaches_from_225-250_yards_Rgh_RANK THIS WEEK,Approaches_from_225-250_yards_Rgh_RANK LAST WEEK,Approaches_from_225-250_yards_Rgh_PLAYER NAME,Approaches_from_225-250_yards_Rgh_ROUNDS,Approaches_from_225-250_yards_Rgh_AVG,Approaches_from_225-250_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_225-250_yards_Rgh_# OF ATTEMPTS,Approaches_from_225-250_yards_Rgh_RELATIVE TO PAR
0,1,1,Robert Allenby,76,"34' 5""",137.667,4,-2
1,2,2,Ryo Ishikawa,54,"37' 8""",301.08299999999997,8,-7
2,3,3,Stephen Ames,54,"40' 0""",40.0,1,E
3,4,4,Graeme McDowell,55,"48' 5""",193.5,4,-2
4,5,5,Troy Kelly,68,"49' 2""",294.91700000000003,6,-1
5,6,6,Nick Watney,97,"50' 1""",451.0,9,-7
6,7,7,Tom Pernice Jr.,62,"51' 0""",611.6669999999999,12,+1
7,8,8,Greg Owen,90,"53' 8""",429.417,8,-5
8,9,9,Ben Crane,73,"55' 4""",553.0,10,-6
9,10,10,Bill Lunde,83,"55' 7""",666.5,12,-6
10,11,11,Matt Jones,53,"56' 0""",560.25,10,-2
11,12,12,Kyle Stanley,86,"56' 7""",791.75,14,-9
12,13,13,Jonas Blixt,72,"57' 6""",402.667,7,+1
13,14,14,Adam Scott,59,"58' 2""",465.083,8,-4
14,15,15,Kevin Na,80,"58' 9""",705.1669999999999,12,-2
15,16,16,Troy Matteson,100,"58' 10""",1294.25,22,-5
16,17,17,Ben Curtis,62,"59' 0""",590.25,10,+1
17,18,18,Ian Poulter,57,"59' 2""",295.91700000000003,5,-1
18,19,19,Sean O'Hair,84,"59' 5""",832.3330000000001,14,-7
19,T20,T20,Kevin Kisner,69,"59' 6""",416.75,7,-2
20,T20,T20,Brendan Steele,77,"59' 6""",475.833,8,-4
21,22,22,Tim Herron,88,"59' 8""",417.417,7,-2
22,23,23,Chad Campbell,84,"59' 11""",659.0,11,-3
23,24,24,Lee Westwood,60,"60' 1""",661.3330000000001,11,-7
24,25,25,Bobby Gates,87,"60' 3""",602.5830000000001,10,-6
25,T26,T26,Jonathan Byrd,69,"61' 1""",244.417,4,+1
26,T26,T26,Johnson Wagner,88,"61' 1""",793.75,13,E
27,28,28,Vijay Singh,99,"61' 3""",856.9169999999999,14,-5
28,29,29,Vaughn Taylor,81,"61' 4""",490.75,8,+4
29,30,30,Bubba Watson,68,"61' 5""",491.083,8,-2
30,31,31,Boo Weekley,74,"61' 7""",431.0,7,-3
31,32,32,Graham DeLaet,79,"62' 0""",743.75,12,-7
32,33,33,Bud Cauley,99,"62' 4""",622.9169999999999,10,E
33,34,34,Ángel Cabrera,54,"62' 9""",564.75,9,-4
34,35,35,Brendon Todd,78,"63' 1""",756.9169999999999,12,E
35,36,36,John Merrick,83,"63' 4""",443.417,7,-1
36,37,37,Erik Compton,81,"63' 7""",699.3330000000001,11,+1
37,38,38,Chris Couch,61,"63' 8""",636.4169999999999,10,-6
38,39,39,Stewart Cink,71,"63' 11""",830.5830000000001,13,-3
39,40,40,Ken Duke,104,"64' 1""",960.8330000000001,15,-2
40,T41,T41,Tommy Biershenk,74,"64' 2""",513.3330000000001,8,-2
41,T41,T41,Roland Thatcher,55,"64' 2""",256.5,4,-2
42,43,43,Jason Dufner,83,"64' 4""",643.4169999999999,10,-1
43,44,44,Justin Rose,69,"65' 3""",326.41700000000003,5,+1
44,45,45,Camilo Villegas,79,"65' 6""",720.3330000000001,11,+3
