,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
0,1,1,Ben Crane,73,-.073
1,2,2,Bubba Watson,68,-.039
2,3,3,Webb Simpson,77,-.026
3,4,4,Dustin Johnson,70,E
4,5,5,Phil Mickelson,79,+.005
5,6,6,Sergio Garcia,57,+.006
6,7,7,Kyle Stanley,86,+.012
7,8,8,Steve Stricker,73,+.013
8,9,9,Rory McIlroy,60,+.017
9,10,10,Justin Rose,69,+.019
10,11,11,Charlie Beljan,61,+.020
11,12,12,Bo Van Pelt,84,+.021
12,13,13,Charl Schwartzel,56,+.025
13,T14,T14,Davis Love III,64,+.026
14,T14,T14,Louis Oosthuizen,65,+.026
15,T14,T14,Tiger Woods,69,+.026
16,17,17,Chris Couch,61,+.027
17,18,18,Seung-Yul Noh,105,+.028
18,19,19,D.A. Points,88,+.031
19,T20,T20,Garth Mulroy,59,+.042
20,T20,T20,Ian Poulter,57,+.042
21,T22,T22,Jason Day,57,+.045
22,T22,T22,Danny Lee,74,+.045
23,T24,T24,Luke Donald,63,+.046
24,T24,T24,Robert Garrigus,89,+.046
25,26,26,Bud Cauley,99,+.048
26,T27,T27,Troy Kelly,68,+.055
27,T27,T27,Boo Weekley,74,+.055
28,T29,T29,Jonas Blixt,72,+.056
29,T29,T29,Kyle Reifers,86,+.056
30,31,31,Kevin Na,80,+.058
31,32,32,Matt Every,80,+.059
32,33,33,David Toms,60,+.060
33,34,34,Jim Furyk,85,+.062
34,T35,T35,Russell Knox,72,+.064
35,T35,T35,Lee Westwood,60,+.064
36,37,37,Ángel Cabrera,54,+.068
37,38,38,Scott Piercy,95,+.069
38,T39,T39,Aaron Baddeley,73,+.071
39,T39,T39,Scott Stallings,78,+.071
40,41,41,Ernie Els,80,+.073
41,42,42,John Huh,99,+.082
42,T43,T43,Martin Flores,95,+.083
43,T43,T43,Padraig Harrington,67,+.083
44,T43,T43,Pat Perez,81,+.083
45,46,46,Vijay Singh,99,+.084
46,T47,T47,Jonathan Byrd,69,+.085
47,T47,T47,Charles Howell III,98,+.085
48,T47,T47,William McGirt,96,+.085
49,50,50,Jason Kokrak,79,+.087
50,51,51,Hunter Mahan,88,+.088
51,52,52,Graham DeLaet,79,+.089
52,T53,T53,Chris Kirk,93,+.096
53,T53,T53,Jimmy Walker,101,+.096
54,T55,T55,Jason Dufner,83,+.099
55,T55,T55,Trevor Immelman,76,+.099
56,57,57,Troy Matteson,100,+.100
57,T58,T58,Keegan Bradley,90,+.101
58,T58,T58,Daniel Chopra,55,+.101
59,T58,T58,John Senden,81,+.101
60,T61,T61,Ben Curtis,62,+.106
61,T61,T61,J.B. Holmes,90,+.106
62,T61,T61,Josh Teater,97,+.106
63,T64,T64,Bill Lunde,83,+.107
64,T64,T64,Mark Wilson,84,+.107
65,66,66,Bryce Molder,83,+.109
66,67,67,Brendon de Jonge,115,+.111
67,T68,T68,Carl Pettersson,92,+.112
68,T68,T68,Chris Stroud,86,+.112
69,T70,T70,Scott Dunlap,57,+.113
70,T70,T70,Rickie Fowler,84,+.113
71,T70,T70,Greg Owen,90,+.113
72,T70,T70,Johnson Wagner,88,+.113
73,74,74,Hunter Haas,69,+.115
74,75,75,Billy Mayfair,90,+.117
75,76,76,Jeff Overton,101,+.118
76,T77,T77,Nathan Green,73,+.119
77,T77,T77,Brandt Jobe,57,+.119
78,79,79,Ryan Palmer,81,+.122
79,80,80,Will Claxton,99,+.123
80,T81,T81,Gavin Coles,72,+.124
81,T81,T81,Alexandre Rocha,62,+.124
82,83,83,Martin Laird,77,+.125
83,84,84,Stewart Cink,71,+.126
84,85,85,Nick Watney,97,+.128
85,T86,T86,Bob Estes,78,+.129
86,T86,T86,Derek Lamely,64,+.129
87,T86,T86,Steve Wheatcroft,56,+.129
88,89,89,Greg Chalmers,88,+.130
89,T90,T90,Zach Johnson,95,+.132
90,T90,T90,John Merrick,83,+.132
91,T92,T92,Jason Bohn,81,+.135
92,T92,T92,Adam Scott,59,+.135
93,T94,T94,Roberto Castro,92,+.138
94,T94,T94,Ryo Ishikawa,54,+.138
95,T94,T94,Matt Kuchar,86,+.138
96,T94,T94,Kevin Streelman,89,+.138
97,98,98,Andres Romero,68,+.139
