,Approaches_from_150-175_yards_Rgh_RANK THIS WEEK,Approaches_from_150-175_yards_Rgh_RANK LAST WEEK,Approaches_from_150-175_yards_Rgh_PLAYER NAME,Approaches_from_150-175_yards_Rgh_ROUNDS,Approaches_from_150-175_yards_Rgh_AVG,Approaches_from_150-175_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_150-175_yards_Rgh_# OF ATTEMPTS,Approaches_from_150-175_yards_Rgh_RELATIVE TO PAR
0,1,1,Chris Kirk,93,"33' 8""",2391.833,71,+2
1,2,2,Charlie Beljan,61,"35' 0""",1223.583,35,+7
2,T3,T3,Alexandre Rocha,62,"35' 8""",1246.917,35,+2
3,T3,T3,Patrick Sheehan,58,"35' 8""",1535.1670000000001,43,+1
4,5,5,Russell Knox,72,"36' 2""",1410.5,39,+3
5,6,6,Cameron Beckman,81,"36' 7""",2193.25,60,+8
6,7,7,Bo Van Pelt,84,"36' 8""",2055.167,56,+7
7,8,8,Mark Wilson,84,"36' 9""",2316.75,63,+6
8,9,9,Padraig Harrington,67,"36' 10""",1546.3329999999999,42,+2
9,10,10,Jason Dufner,83,"36' 11""",1881.6670000000001,51,+1
10,11,11,Jhonattan Vegas,77,"37' 2""",2753.083,74,+19
11,12,12,Steve Stricker,73,"37' 3""",1713.75,46,+1
12,13,13,Justin Leonard,79,"37' 5""",1946.1670000000001,52,+12
13,14,14,Ian Poulter,57,"37' 7""",939.25,25,+3
14,15,15,John Huh,99,"37' 8""",2221.667,59,+10
15,T16,T16,Seung-Yul Noh,105,"37' 9""",2681.25,71,+10
16,T16,T16,Jeff Overton,101,"37' 9""",2831.25,75,+4
17,T16,T16,Brandt Snedeker,81,"37' 9""",2153.75,57,+3
18,T19,T19,Mathew Goggin,65,"38' 1""",2054.833,54,+11
19,T19,T19,David Mathis,83,"38' 1""",2247.667,59,+8
20,T19,T19,Vaughn Taylor,81,"38' 1""",2019.4170000000001,53,+10
21,22,22,Martin Flores,95,"38' 2""",2710.833,71,+12
22,T23,T23,Robert Allenby,76,"38' 3""",2714.083,71,+5
23,T23,T23,Geoff Ogilvy,73,"38' 3""",1760.5829999999999,46,+10
24,T23,T23,"Ted Potter, Jr.",77,"38' 3""",1723.0,45,+3
