,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
98,T99,T99,Cameron Beckman,81,+.010
99,T99,T99,Spencer Levin,81,+.010
100,101,101,Vaughn Taylor,81,+.011
101,T102,T102,Troy Kelly,68,+.012
102,T102,T102,Derek Lamely,64,+.012
103,104,104,Sergio Garcia,57,+.014
104,105,105,Steve Wheatcroft,56,+.015
105,106,106,Scott Stallings,78,+.016
106,107,107,Ernie Els,80,+.018
107,108,108,Sangmoon Bae,81,+.021
108,109,109,Jonathan Byrd,69,+.022
109,T110,T110,Chris Kirk,93,+.023
110,T110,T110,Johnson Wagner,88,+.023
111,T112,T112,Tim Clark,60,+.024
112,T112,T112,Bryce Molder,83,+.024
113,T112,T112,Boo Weekley,74,+.024
114,115,115,Garth Mulroy,59,+.025
115,T116,T116,Will Claxton,99,+.031
116,T116,T116,Billy Mayfair,90,+.031
117,T118,T118,Matt Jones,53,+.033
118,T118,T118,Andres Romero,68,+.033
119,T120,T120,Mark Anderson,75,+.036
120,T120,T120,Freddie Jacobson,61,+.036
121,T122,T122,Robert Allenby,76,+.038
122,T122,T122,Alexandre Rocha,62,+.038
123,T124,T124,Luke Donald,63,+.040
124,T124,T124,Zach Johnson,95,+.040
125,126,126,Carl Pettersson,92,+.041
126,T127,T127,Ryuji Imada,78,+.043
127,T127,T127,Seung-Yul Noh,105,+.043
128,129,129,Davis Love III,64,+.045
129,130,130,K.J. Choi,71,+.047
130,T131,T131,Pat Perez,81,+.051
131,T131,T131,Vijay Singh,99,+.051
132,133,133,Kris Blanks,65,+.052
133,134,134,Charley Hoffman,88,+.053
134,T135,T135,Richard Lee,71,+.054
135,T135,T135,Kyle Reifers,86,+.054
136,137,137,David Toms,60,+.055
137,T138,T138,Tommy Gainey,98,+.056
138,T138,T138,D.J. Trahan,73,+.056
139,140,140,Chez Reavie,83,+.058
140,T141,T141,Stephen Ames,54,+.059
141,T141,T141,Arjun Atwal,79,+.059
142,T141,T141,Rocco Mediate,70,+.059
143,T144,T144,Blake Adams,107,+.060
144,T144,T144,Matt Bettencourt,80,+.060
145,T144,T144,Jerry Kelly,84,+.060
146,147,147,Matt Every,80,+.065
147,T148,T148,Bobby Gates,87,+.066
148,T148,T148,Charlie Wi,86,+.066
149,150,150,Y.E. Yang,64,+.072
150,151,151,Chris Stroud,86,+.076
151,T152,T152,Michael Bradley,63,+.077
152,T152,T152,Marco Dawson,60,+.077
153,T152,T152,Stephen Gangluff,57,+.077
154,T152,T152,Billy Horschel,63,+.077
155,156,156,David Mathis,83,+.081
156,157,157,Lee Westwood,60,+.082
157,T158,T158,Graham DeLaet,79,+.083
158,T158,T158,D.A. Points,88,+.083
159,T160,T160,Scott Brown,65,+.085
160,T160,T160,Mark Wilson,84,+.085
161,T162,T162,Danny Lee,74,+.086
162,T162,T162,Greg Owen,90,+.086
163,T162,T162,Roland Thatcher,55,+.086
164,T165,T165,William McGirt,96,+.090
165,T165,T165,Patrick Sheehan,58,+.090
166,T167,T167,Jason Bohn,81,+.091
167,T167,T167,Scott Dunlap,57,+.091
168,T167,T167,Jeff Maggert,83,+.091
169,T170,T170,Miguel Angel Carballo,73,+.095
170,T170,T170,Ben Curtis,62,+.095
171,172,172,John Mallinger,74,+.099
172,173,173,Gavin Coles,72,+.102
173,174,174,Marc Leishman,84,+.103
174,175,175,Tom Pernice Jr.,62,+.107
175,176,176,Brendon Todd,78,+.110
176,177,177,Brian Gay,91,+.118
177,178,178,Stewart Cink,71,+.128
178,179,179,Tommy Biershenk,74,+.136
179,180,180,Billy Hurley III,70,+.140
180,181,181,Edward Loar,59,+.145
181,182,182,Justin Leonard,79,+.148
182,183,183,"Ted Potter, Jr.",77,+.154
183,184,184,Daniel Chopra,55,+.156
184,185,185,Chris DiMarco,83,+.157
185,186,186,J.J. Killeen,101,+.162
186,187,187,Sung Kang,75,+.167
187,188,188,Hunter Haas,69,+.188
188,189,189,Nick O'Hern,78,+.203
189,190,190,Heath Slocum,93,+.213
190,191,191,Kyle Thompson,51,+.281
