,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
51,T51,T51,Bud Cauley,99,-.556
52,T51,T51,Tommy Gainey,98,-.556
53,T51,T51,Rory McIlroy,60,-.556
54,T51,T51,Brendon Todd,78,-.556
55,T51,T51,Bo Van Pelt,84,-.556
56,T57,T57,Blake Adams,107,-.545
57,T57,T57,Tim Herron,88,-.545
58,T57,T57,Billy Horschel,63,-.545
59,T60,T60,Ernie Els,80,-.538
60,T60,T60,Derek Lamely,64,-.538
61,T62,T62,Jonathan Byrd,69,-.533
62,T62,T62,Greg Owen,90,-.533
63,T62,T62,Carl Pettersson,92,-.533
64,T62,T62,Nick Watney,97,-.533
65,66,66,Rickie Fowler,84,-.526
66,67,67,Webb Simpson,77,-.524
67,68,68,John Senden,81,-.517
68,T69,T69,Stephen Ames,54,-.500
69,T69,T69,Mark Anderson,75,-.500
70,T69,T69,Ricky Barnes,92,-.500
71,T69,T69,K.J. Choi,71,-.500
72,T69,T69,Brian Gay,91,-.500
73,T69,T69,Danny Lee,74,-.500
74,T69,T69,Bill Lunde,83,-.500
75,T69,T69,William McGirt,96,-.500
76,T69,T69,Bryce Molder,83,-.500
77,T69,T69,Jeff Overton,101,-.500
78,T69,T69,Tom Pernice Jr.,62,-.500
79,T69,T69,Rory Sabbatini,84,-.500
80,T69,T69,Adam Scott,59,-.500
81,T69,T69,Josh Teater,97,-.500
82,T69,T69,Kyle Thompson,51,-.500
83,T69,T69,Johnson Wagner,88,-.500
84,85,85,Bill Haas,79,-.480
85,86,86,Sergio Garcia,57,-.474
86,87,87,Mark Wilson,84,-.467
87,T88,T88,D.A. Points,88,-.462
88,T88,T88,Kyle Reifers,86,-.462
89,T88,T88,Kevin Streelman,89,-.462
90,T88,T88,Daniel Summerhays,81,-.462
91,92,92,Marc Leishman,84,-.455
92,T93,T93,Brandt Snedeker,81,-.450
93,T93,T93,Cameron Tringale,88,-.450
94,T93,T93,Boo Weekley,74,-.450
95,T96,T96,Freddie Jacobson,61,-.444
96,T96,T96,George McNeill,85,-.444
97,T96,T96,Kyle Stanley,86,-.444
98,T96,T96,D.J. Trahan,73,-.444
99,100,100,John Huh,99,-.435
100,T101,T101,Chris Couch,61,-.429
101,T101,T101,Rocco Mediate,70,-.429
102,T101,T101,Phil Mickelson,79,-.429
103,T101,T101,Ian Poulter,57,-.429
104,T101,T101,Dicky Pride,62,-.429
105,T106,T106,Brian Davis,91,-.417
106,T106,T106,Ryuji Imada,78,-.417
107,T106,T106,Sung Kang,75,-.417
108,T106,T106,John Merrick,83,-.417
109,T110,T110,Matt Every,80,-.412
110,T110,T110,Martin Flores,95,-.412
111,T110,T110,J.J. Killeen,101,-.412
112,T110,T110,Louis Oosthuizen,65,-.412
113,T114,T114,Stuart Appleby,75,-.400
114,T114,T114,Jim Furyk,85,-.400
115,T114,T114,Trevor Immelman,76,-.400
116,117,117,Brendon de Jonge,115,-.389
117,T118,T118,Brandt Jobe,57,-.385
118,T118,T118,Zach Johnson,95,-.385
119,T118,T118,Gary Woodland,70,-.385
120,121,121,Rod Pampling,88,-.381
121,T122,T122,Tommy Biershenk,74,-.375
122,T122,T122,Jonas Blixt,72,-.375
123,T122,T122,Ángel Cabrera,54,-.375
124,T122,T122,Russell Knox,72,-.375
125,126,126,Charl Schwartzel,56,-.364
126,127,127,Camilo Villegas,79,-.357
127,128,128,Vijay Singh,99,-.346
128,T129,T129,Cameron Beckman,81,-.333
129,T129,T129,Marco Dawson,60,-.333
130,T129,T129,Stephen Gangluff,57,-.333
131,T129,T129,Mathew Goggin,65,-.333
132,T129,T129,Billy Hurley III,70,-.333
133,T129,T129,Troy Matteson,100,-.333
134,T129,T129,Chez Reavie,83,-.333
135,T129,T129,David Toms,60,-.333
136,T129,T129,Lee Westwood,60,-.333
137,138,138,James Driscoll,83,-.318
138,T139,T139,Billy Mayfair,90,-.316
139,T139,T139,Kevin Na,80,-.316
140,141,141,Ben Crane,73,-.313
141,T142,T142,Matt Bettencourt,80,-.308
142,T142,T142,Chad Campbell,84,-.308
143,144,144,Bob Estes,78,-.300
144,145,145,Henrik Stenson,51,-.294
145,T146,T146,John Daly,50,-.286
146,T146,T146,Martin Laird,77,-.286
147,T146,T146,Ryan Moore,89,-.286
148,T146,T146,Justin Rose,69,-.286
149,T146,T146,Jhonattan Vegas,77,-.286
150,151,151,Y.E. Yang,64,-.273
151,T152,T152,Spencer Levin,81,-.267
152,T152,T152,Hunter Mahan,88,-.267
153,154,154,Charley Hoffman,88,-.261
154,T155,T155,Bobby Gates,87,-.250
155,T155,T155,Garth Mulroy,59,-.250
156,T157,T157,David Mathis,83,-.231
157,T157,T157,Kevin Stadler,85,-.231
158,T157,T157,Chris Stroud,86,-.231
159,160,160,Chris DiMarco,83,-.222
160,T161,T161,Stewart Cink,71,-.200
161,T161,T161,Kevin Kisner,69,-.200
162,T161,T161,Steve Wheatcroft,56,-.200
163,164,164,Hunter Haas,69,-.188
164,T165,T165,Jerry Kelly,84,-.182
165,T165,T165,Sean O'Hair,84,-.182
166,T165,T165,Brendan Steele,77,-.182
167,168,168,Seung-Yul Noh,105,-.176
168,169,169,Will Claxton,99,-.174
169,T170,T170,Jason Kokrak,79,-.167
170,T170,T170,Ryan Palmer,81,-.167
171,172,172,John Rollins,81,-.133
172,T173,T173,Erik Compton,81,-.125
173,T173,T173,David Hearn,95,-.125
174,T173,T173,Alexandre Rocha,62,-.125
175,T173,T173,Andres Romero,68,-.125
176,T173,T173,Jimmy Walker,101,-.125
177,178,178,Scott Brown,65,-.100
178,T179,T179,Arjun Atwal,79,-.091
179,T179,T179,J.J. Henry,93,-.091
180,T181,T181,Jason Bohn,81,E
181,T181,T181,Michael Bradley,63,E
182,T181,T181,Scott Dunlap,57,E
183,T181,T181,Harrison Frazar,56,E
184,T181,T181,Ryo Ishikawa,54,E
185,T181,T181,Troy Kelly,68,E
186,T181,T181,Colt Knost,79,E
187,T181,T181,John Mallinger,74,E
188,T181,T181,Graeme McDowell,55,E
189,T181,T181,Roland Thatcher,55,E
190,191,191,Justin Leonard,79,+.400
