,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
0,1,1,Kyle Thompson,51,97.1,67,69,-0.45
1,2,2,Richard Lee,71,95.0,114,120,-0.53
2,3,3,K.J. Choi,71,94.92,112,118,-0.59
3,4,4,Roberto Castro,92,94.51,172,182,-0.55
4,5,5,Bryce Molder,83,93.64,103,110,-0.59
5,6,6,Bob Estes,78,93.46,100,107,-0.59
6,7,7,Gary Woodland,70,93.29,153,164,-0.65
7,8,8,Scott Stallings,78,92.78,180,194,-0.59
8,9,9,Robert Garrigus,89,92.76,205,221,-0.58
9,T10,T10,Louis Oosthuizen,65,92.74,115,124,-0.74
10,T10,T10,Nick Watney,97,92.74,166,179,-0.67
11,12,12,Henrik Stenson,51,92.66,101,109,-0.54
12,13,13,Justin Rose,69,92.25,119,129,-0.61
13,14,14,Sean O'Hair,84,92.13,199,216,-0.61
14,15,15,Tiger Woods,69,92.04,104,113,-0.71
15,16,16,Mark Wilson,84,92.03,127,138,-0.58
16,17,17,Jonas Blixt,72,92.0,138,150,-0.72
17,18,18,John Merrick,83,91.88,147,160,-0.59
18,T19,T19,Will Claxton,99,91.84,180,196,-0.56
19,T19,T19,John Mallinger,74,91.84,90,98,-0.63
20,21,21,Tim Herron,88,91.56,141,154,-0.62
21,22,22,Bill Lunde,83,91.5,140,153,-0.62
22,23,23,D.A. Points,88,91.4,170,186,-0.55
23,24,24,Ernie Els,80,91.3,126,138,-0.64
24,25,25,Rory Sabbatini,84,91.28,178,195,-0.59
25,26,26,Bud Cauley,99,91.16,196,215,-0.64
26,27,27,Kyle Stanley,86,91.13,185,203,-0.64
27,28,28,Tom Pernice Jr.,62,91.11,82,90,-0.63
28,29,29,Martin Flores,95,91.01,172,189,-0.62
29,30,30,Zach Johnson,95,90.97,131,144,-0.66
30,T31,T31,Gary Christian,91,90.91,120,132,-0.58
31,T31,T31,Rory McIlroy,60,90.91,100,110,-0.75
32,T31,T31,Dicky Pride,62,90.91,80,88,-0.6
33,T34,T34,Rickie Fowler,84,90.8,158,174,-0.65
34,T34,T34,John Rollins,81,90.8,158,174,-0.59
35,36,36,Webb Simpson,77,90.66,165,182,-0.62
36,T37,T37,Chad Campbell,84,90.6,135,149,-0.5
37,T37,T37,Trevor Immelman,76,90.6,106,117,-0.57
38,39,39,Stuart Appleby,75,90.55,115,127,-0.62
39,40,40,D.J. Trahan,73,90.51,124,137,-0.56
40,41,41,David Hearn,95,90.48,133,147,-0.64
41,42,42,Harris English,98,90.43,189,209,-0.6
42,43,43,Greg Owen,90,90.37,169,187,-0.6
43,44,44,Ben Curtis,62,90.36,75,83,-0.65
44,45,45,Nathan Green,73,90.3,121,134,-0.6
45,46,46,Jeff Overton,101,90.28,223,247,-0.58
46,47,47,Robert Karlsson,54,90.27,102,113,-0.62
47,48,48,Hunter Mahan,88,90.24,148,164,-0.48
48,49,49,Jim Furyk,85,90.2,92,102,-0.62
49,50,50,Josh Teater,97,90.17,211,234,-0.62
50,51,51,Scott Brown,65,90.16,110,122,-0.5
51,52,52,Charles Howell III,98,90.12,155,172,-0.74
52,T53,T53,Kevin Chappell,91,90.0,153,170,-0.63
53,T53,T53,Chris DiMarco,83,90.0,117,130,-0.61
54,T53,T53,John Senden,81,90.0,162,180,-0.57
55,56,56,William McGirt,96,89.93,134,149,-0.61
56,T57,T57,Sergio Garcia,57,89.92,107,119,-0.65
57,T57,T57,Rocco Mediate,70,89.92,116,129,-0.58
58,T59,T59,Brian Davis,91,89.86,133,148,-0.61
59,T59,T59,Charley Hoffman,88,89.86,195,217,-0.63
60,61,61,Brendon de Jonge,115,89.82,203,226,-0.69
61,62,62,James Driscoll,83,89.77,158,176,-0.67
62,63,63,Boo Weekley,74,89.76,114,127,-0.6
63,64,64,Rod Pampling,88,89.73,131,146,-0.59
64,65,65,Mathew Goggin,65,89.71,122,136,-0.65
65,66,66,Marco Dawson,60,89.66,78,87,-0.62
66,67,67,Jason Dufner,83,89.63,121,135,-0.68
67,68,68,Cameron Beckman,81,89.57,103,115,-0.63
68,69,69,Michael Thompson,80,89.52,94,105,-0.68
69,70,70,Sangmoon Bae,81,89.43,110,123,-0.64
70,71,71,Gavin Coles,72,89.41,76,85,-0.61
71,72,72,Jason Bohn,81,89.38,101,113,-0.55
72,73,73,Tom Gillis,75,89.35,151,169,-0.61
73,74,74,Adam Scott,59,89.32,92,103,-0.67
74,75,75,Padraig Harrington,67,89.11,90,101,-0.67
75,76,76,George McNeill,85,89.09,147,165,-0.62
76,77,77,Blake Adams,107,89.06,171,192,-0.59
77,78,78,Greg Chalmers,88,89.04,130,146,-0.73
78,79,79,Lee Westwood,60,88.99,97,109,-0.67
79,T80,T80,Billy Horschel,63,88.89,104,117,-0.62
80,T80,T80,Edward Loar,59,88.89,96,108,-0.63
81,T80,T80,Daniel Summerhays,81,88.89,128,144,-0.58
82,T80,T80,Johnson Wagner,88,88.89,144,162,-0.62
83,84,84,Ben Crane,73,88.69,149,168,-0.7
84,85,85,Vaughn Taylor,81,88.68,94,106,-0.57
85,86,86,David Toms,60,88.64,78,88,-0.55
86,87,87,Keegan Bradley,90,88.61,179,202,-0.66
87,88,88,Jeff Maggert,83,88.48,146,165,-0.57
88,T89,T89,Brian Gay,91,88.46,92,104,-0.58
89,T89,T89,Vijay Singh,99,88.46,184,208,-0.67
90,91,91,Ryuji Imada,78,88.43,107,121,-0.58
91,92,92,Roland Thatcher,55,88.37,76,86,-0.55
92,93,93,Russell Knox,72,88.35,91,103,-0.77
93,94,94,Camilo Villegas,79,88.2,142,161,-0.63
94,T95,T95,Ricky Barnes,92,88.02,147,167,-0.6
95,T95,T95,Bubba Watson,68,88.02,169,192,-0.69
96,97,97,Matt Jones,53,87.96,95,108,-0.61
97,98,98,Jason Kokrak,79,87.93,153,174,-0.56
98,99,99,Nick O'Hern,78,87.91,80,91,-0.46
99,100,100,Jimmy Walker,101,87.89,196,223,-0.7
100,101,101,John Huh,99,87.76,172,196,-0.68
101,102,102,Hunter Haas,69,87.7,107,122,-0.48
