,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Bubba Watson,68,"46' 9""",327.33299999999997,7,-5
1,2,2,Dustin Johnson,70,"55' 11""",559.5,10,-8
2,3,3,Geoff Ogilvy,73,"58' 0""",579.75,10,-8
3,4,4,Bobby Gates,87,"59' 9""",716.9169999999999,12,-3
4,5,5,William McGirt,96,"60' 9""",486.083,8,-4
5,6,6,Tiger Woods,69,"63' 5""",253.583,4,-4
6,7,7,Robert Garrigus,89,"65' 3""",391.5,6,-4
7,8,8,Luke Donald,63,"66' 9""",667.6669999999999,10,-7
8,9,9,Andres Romero,68,"67' 2""",1074.75,16,-2
9,10,10,Jimmy Walker,101,"67' 4""",1076.667,16,-2
10,11,11,Matt Every,80,"67' 6""",1148.0,17,-7
11,12,12,Aaron Baddeley,73,"68' 5""",547.1669999999999,8,-6
12,13,13,Justin Rose,69,"69' 8""",487.833,7,-2
13,14,14,Adam Scott,59,"70' 1""",560.8330000000001,8,-4
14,15,15,Graham DeLaet,79,"70' 11""",921.5,13,-9
15,16,16,Rory McIlroy,60,"71' 1""",639.5,9,-5
16,17,17,Seung-Yul Noh,105,"71' 2""",1210.0,17,-3
17,18,18,Ricky Barnes,92,"72' 2""",1155.083,16,-8
18,T19,T19,Roberto Castro,92,"72' 8""",1235.75,17,-10
19,T19,T19,Scott Stallings,78,"72' 8""",726.5,10,-7
20,T21,T21,Troy Matteson,100,"72' 11""",1750.5,24,-8
21,T21,T21,Ryan Palmer,81,"72' 11""",437.583,6,-1
22,23,23,Vaughn Taylor,81,"73' 7""",220.75,3,-3
23,24,24,Mark Anderson,75,"73' 11""",739.25,10,-5
24,25,25,Brandt Jobe,57,"74' 1""",962.9169999999999,13,-5
25,26,26,Roland Thatcher,55,"74' 2""",519.0,7,E
26,27,27,Michael Bradley,63,"74' 6""",745.0830000000001,10,E
27,28,28,Jonas Blixt,72,"74' 11""",599.4169999999999,8,-3
