,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,1,Charlie Beljan,61,"39' 0""",5733.5830000000005,147,+3
1,2,2,Dustin Johnson,70,"40' 1""",8061.1669999999995,201,E
2,3,3,Troy Kelly,68,"40' 10""",8118.0,199,+11
3,4,4,Boo Weekley,74,"41' 5""",6749.1669999999995,163,+9
4,5,5,Bo Van Pelt,84,"41' 7""",7980.9169999999995,192,+4
5,6,6,Kyle Stanley,86,"41' 8""",10826.167,260,+3
6,7,7,Jonathan Byrd,69,"41' 10""",8332.5,199,+17
7,8,8,Louis Oosthuizen,65,"42' 0""",6422.9169999999995,153,+4
8,T9,T9,Jonas Blixt,72,"42' 1""",9723.833,231,+13
9,T9,T9,Garth Mulroy,59,"42' 1""",6023.75,143,+6
10,T11,T11,Jason Dufner,83,"42' 2""",8051.75,191,+19
11,T11,T11,Webb Simpson,77,"42' 2""",9692.333,230,-6
12,13,13,Roland Thatcher,55,"42' 3""",5369.5830000000005,127,+25
13,14,14,Ángel Cabrera,54,"42' 5""",4966.0,117,+8
14,15,15,Vijay Singh,99,"42' 6""",11177.667,263,+22
15,16,16,Robert Allenby,76,"42' 9""",9498.833,222,+51
16,17,17,Kyle Thompson,51,"42' 10""",5272.8330000000005,123,+19
17,18,18,Bubba Watson,68,"43' 0""",7700.0,179,-7
18,19,19,Daniel Chopra,55,"43' 2""",8121.25,188,+19
19,20,20,Ricky Barnes,92,"43' 3""",12919.667,299,+48
20,21,21,Josh Teater,97,"43' 4""",11484.333,265,+28
21,T22,T22,John Mallinger,74,"43' 5""",7602.8330000000005,175,+37
22,T22,T22,Rory McIlroy,60,"43' 5""",7515.0830000000005,173,+3
23,T22,T22,Charl Schwartzel,56,"43' 5""",5205.5,120,+3
24,25,25,Carl Pettersson,92,"43' 7""",11328.0,260,+29
25,T26,T26,Miguel Angel Carballo,73,"43' 8""",8648.083,198,+32
26,T26,T26,Graeme McDowell,55,"43' 8""",3844.5,88,+13
27,T26,T26,Chez Reavie,83,"43' 8""",7723.25,177,+40
28,T29,T29,Gavin Coles,72,"43' 9""",7439.5830000000005,170,+21
29,T29,T29,Greg Owen,90,"43' 9""",11209.333,256,+29
30,T29,T29,Steve Stricker,73,"43' 9""",6993.5830000000005,160,+2
31,T32,T32,Ben Curtis,62,"43' 10""",6179.6669999999995,141,+15
32,T32,T32,Trevor Immelman,76,"43' 10""",8859.75,202,+20
33,34,34,Heath Slocum,93,"43' 11""",7560.1669999999995,172,+39
