,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
84,T84,T84,Andres Romero,68,"24' 11""",597.9169999999999,24,E
85,T86,T86,Daniel Chopra,55,"25' 0""",600.0830000000001,24,+3
86,T86,T86,Ben Curtis,62,"25' 0""",475.083,19,+6
87,T86,T86,Russell Knox,72,"25' 0""",374.583,15,+5
88,T86,T86,Heath Slocum,93,"25' 0""",550.0,22,+7
89,T86,T86,Brendon Todd,78,"25' 0""",700.8330000000001,28,+9
90,91,91,Graham DeLaet,79,"25' 2""",804.9169999999999,32,+1
91,T92,T92,Mark Anderson,75,"25' 3""",681.9169999999999,27,E
92,T92,T92,Tommy Gainey,98,"25' 3""",884.5,35,+10
93,T92,T92,J.B. Holmes,90,"25' 3""",1690.75,67,-2
94,T95,T95,Kevin Chappell,91,"25' 4""",862.5,34,+12
95,T95,T95,Martin Laird,77,"25' 4""",632.5830000000001,25,+3
96,T95,T95,Webb Simpson,77,"25' 4""",734.1669999999999,29,-4
97,T95,T95,Bubba Watson,68,"25' 4""",1064.583,42,-1
98,99,99,Stephen Ames,54,"25' 5""",558.4169999999999,22,+4
99,T100,T100,Jimmy Walker,101,"25' 6""",687.5,27,+6
100,T100,T100,Boo Weekley,74,"25' 6""",535.8330000000001,21,+6
101,102,102,Cameron Beckman,81,"25' 7""",536.8330000000001,21,+6
102,T103,T103,Jason Dufner,83,"25' 8""",411.25,16,+6
103,T103,T103,Rory McIlroy,60,"25' 8""",462.0,18,+1
104,105,105,Roberto Castro,92,"25' 9""",850.9169999999999,33,+1
105,106,106,Robert Garrigus,89,"25' 11""",648.5,25,+4
106,T107,T107,Stuart Appleby,75,"26' 1""",625.5,24,+4
107,T107,T107,John Daly,50,"26' 1""",677.25,26,-2
108,T107,T107,James Driscoll,83,"26' 1""",600.3330000000001,23,+4
109,110,110,Zach Johnson,95,"26' 2""",653.3330000000001,25,+6
110,T111,T111,Jonathan Byrd,69,"26' 3""",840.9169999999999,32,+5
111,T111,T111,Hunter Mahan,88,"26' 3""",683.3330000000001,26,+10
112,T111,T111,John Senden,81,"26' 3""",524.8330000000001,20,-3
113,114,114,Seung-Yul Noh,105,"26' 4""",1054.417,40,+8
114,T115,T115,Bob Estes,78,"26' 5""",660.5830000000001,25,+8
115,T115,T115,Scott Stallings,78,"26' 5""",1002.4169999999999,38,+10
116,T115,T115,D.J. Trahan,73,"26' 5""",528.5830000000001,20,E
117,T118,T118,Ryuji Imada,78,"26' 6""",822.6669999999999,31,+11
118,T118,T118,Troy Kelly,68,"26' 6""",608.8330000000001,23,+16
119,T118,T118,Jhonattan Vegas,77,"26' 6""",1058.917,40,-2
120,121,121,Michael Thompson,80,"26' 8""",559.5830000000001,21,+5
121,T122,T122,Hunter Haas,69,"26' 9""",614.75,23,+7
122,T122,T122,Mark Wilson,84,"26' 9""",507.5,19,E
123,T124,T124,Aaron Baddeley,73,"26' 10""",913.0830000000001,34,+6
124,T124,T124,Gary Woodland,70,"26' 10""",644.8330000000001,24,+7
125,126,126,John Merrick,83,"26' 11""",591.3330000000001,22,+4
126,127,127,Gavin Coles,72,"27' 0""",756.9169999999999,28,+5
127,128,128,Davis Love III,64,"27' 1""",595.6669999999999,22,+6
128,T129,T129,Sergio Garcia,57,"27' 3""",299.58299999999997,11,+4
129,T129,T129,Billy Hurley III,70,"27' 3""",953.1669999999999,35,+13
130,131,131,Jason Kokrak,79,"27' 4""",901.9169999999999,33,+5
131,132,132,Trevor Immelman,76,"27' 6""",605.6669999999999,22,+9
132,133,133,Lee Westwood,60,"27' 7""",386.333,14,+6
133,T134,T134,Patrick Sheehan,58,"27' 11""",530.8330000000001,19,+2
134,T134,T134,Kevin Stadler,85,"27' 11""",558.25,20,+6
135,136,136,Rod Pampling,88,"28' 0""",868.5,31,+13
136,T137,T137,Matt Bettencourt,80,"28' 1""",927.4169999999999,33,+5
137,T137,T137,Michael Bradley,63,"28' 1""",1068.083,38,+7
138,T137,T137,Chad Campbell,84,"28' 1""",842.8330000000001,30,+11
139,T137,T137,Ken Duke,104,"28' 1""",673.6669999999999,24,E
140,T141,T141,Jonas Blixt,72,"28' 2""",930.0,33,+7
141,T141,T141,Tim Clark,60,"28' 2""",535.1669999999999,19,-2
142,T141,T141,Will Claxton,99,"28' 2""",675.0,24,+6
143,144,144,Robert Allenby,76,"28' 3""",593.75,21,+16
144,T145,T145,Chris Couch,61,"28' 4""",679.8330000000001,24,+5
145,T145,T145,Brendan Steele,77,"28' 4""",651.75,23,+1
146,147,147,Sean O'Hair,84,"28' 6""",1140.75,40,+9
147,148,148,Billy Mayfair,90,"28' 9""",891.5830000000001,31,+7
148,149,149,Bobby Gates,87,"28' 10""",1038.75,36,+3
149,150,150,Kyle Reifers,86,"28' 11""",1099.75,38,+16
150,151,151,Tommy Biershenk,74,"29' 1""",1192.667,41,+24
151,152,152,Billy Horschel,63,"29' 3""",409.083,14,-2
152,T153,T153,Nick O'Hern,78,"29' 4""",792.5,27,+11
153,T153,T153,Kyle Stanley,86,"29' 4""",792.5830000000001,27,+6
154,T155,T155,Martin Flores,95,"29' 5""",1618.3329999999999,55,+13
155,T155,T155,Mathew Goggin,65,"29' 5""",706.3330000000001,24,-4
156,T155,T155,Bo Van Pelt,84,"29' 5""",677.3330000000001,23,+8
157,T158,T158,Arjun Atwal,79,"29' 7""",769.0,26,+11
158,T158,T158,Gary Christian,91,"29' 7""",681.25,23,+12
159,160,160,Kevin Na,80,"29' 8""",593.3330000000001,20,+7
160,T161,T161,Marco Dawson,60,"29' 9""",743.0,25,+8
161,T161,T161,Ryo Ishikawa,54,"29' 9""",772.4169999999999,26,+2
162,163,163,Troy Matteson,100,"29' 10""",1460.5,49,+15
163,164,164,Steve Wheatcroft,56,"30' 1""",812.5,27,+11
164,165,165,Ryan Moore,89,"30' 3""",1029.667,34,+12
165,166,166,Harris English,98,"30' 4""",970.3330000000001,32,+10
166,T167,T167,John Huh,99,"30' 5""",700.0830000000001,23,+9
167,T167,T167,Vijay Singh,99,"30' 5""",1154.583,38,+11
168,T169,T169,Brandt Jobe,57,"30' 6""",488.083,16,E
169,T169,T169,Colt Knost,79,"30' 6""",884.8330000000001,29,+16
170,171,171,George McNeill,85,"30' 7""",947.0830000000001,31,+13
171,172,172,Chris Stroud,86,"30' 8""",951.5830000000001,31,+3
172,T173,T173,Pat Perez,81,"30' 10""",616.6669999999999,20,+3
173,T173,T173,Scott Piercy,95,"30' 10""",1078.667,35,+8
174,175,175,Ricky Barnes,92,"30' 11""",896.6669999999999,29,+13
175,T176,T176,J.J. Henry,93,"31' 1""",1055.417,34,+14
176,T176,T176,Edward Loar,59,"31' 1""",1025.833,33,+9
177,T178,T178,David Hearn,95,"31' 2""",1091.917,35,+7
178,T178,T178,Graeme McDowell,55,"31' 2""",561.3330000000001,18,+6
179,T178,T178,Tiger Woods,69,"31' 2""",405.083,13,+4
180,181,181,Sangmoon Bae,81,"31' 3""",811.9169999999999,26,+7
181,182,182,John Mallinger,74,"31' 5""",722.1669999999999,23,+10
182,183,183,Ryan Palmer,81,"31' 8""",918.5830000000001,29,+9
183,184,184,Miguel Angel Carballo,73,"32' 6""",908.8330000000001,28,+14
184,185,185,Alexandre Rocha,62,"32' 8""",522.25,16,+10
185,186,186,Ian Poulter,57,"33' 11""",474.833,14,+1
186,187,187,Kris Blanks,65,"36' 7""",988.4169999999999,27,+5
187,188,188,Y.E. Yang,64,"36' 9""",478.0,13,+6
188,189,189,Adam Scott,59,"37' 0""",518.0830000000001,14,+1
189,190,190,Tom Gillis,75,"38' 3""",573.25,15,+8
190,191,191,Jason Bohn,81,"42' 10""",813.4169999999999,19,+9
