,Approaches_from_250-275_yards_Rgh_RANK THIS WEEK,Approaches_from_250-275_yards_Rgh_RANK LAST WEEK,Approaches_from_250-275_yards_Rgh_PLAYER NAME,Approaches_from_250-275_yards_Rgh_ROUNDS,Approaches_from_250-275_yards_Rgh_AVG,Approaches_from_250-275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_250-275_yards_Rgh_# OF ATTEMPTS,Approaches_from_250-275_yards_Rgh_RELATIVE TO PAR
0,1,1,Freddie Jacobson,61,"38' 7""",38.583,1,E
1,2,2,Dustin Johnson,70,"44' 3""",132.833,3,-3
2,3,3,Graeme McDowell,55,"44' 4""",44.333,1,-1
3,4,4,Kyle Thompson,51,"49' 4""",98.583,2,-1
4,5,5,Padraig Harrington,67,"49' 8""",198.5,4,-4
5,6,6,Bill Haas,79,"51' 9""",258.83299999999997,5,-2
6,7,7,John Daly,50,"52' 7""",105.083,2,-1
7,8,8,William McGirt,96,"53' 9""",322.66700000000003,6,-4
8,9,9,Ernie Els,80,"54' 8""",164.0,3,-1
9,10,10,Brendon Todd,78,"55' 7""",222.417,4,E
10,11,11,Jonas Blixt,72,"56' 1""",392.75,7,-5
11,12,12,Keegan Bradley,90,"56' 7""",283.08299999999997,5,-4
12,13,13,Tim Clark,60,"57' 5""",114.833,2,-1
13,14,14,Rickie Fowler,84,"57' 7""",345.667,6,-3
14,15,15,Robert Karlsson,54,"58' 4""",233.333,4,-3
15,16,16,Graham DeLaet,79,"60' 8""",424.833,7,-2
16,17,17,David Mathis,83,"62' 1""",248.417,4,-3
17,18,18,Andres Romero,68,"62' 6""",812.0830000000001,13,-5
18,19,19,Roberto Castro,92,"62' 7""",375.25,6,-4
19,20,20,Ryan Palmer,81,"62' 8""",501.333,8,-6
20,21,21,Charlie Beljan,61,"63' 10""",383.083,6,-2
21,22,22,Kyle Reifers,86,"64' 0""",255.833,4,-1
22,23,23,Dicky Pride,62,"64' 11""",454.167,7,-5
23,24,24,Josh Teater,97,"65' 6""",393.0,6,-2
24,25,25,Adam Scott,59,"65' 10""",263.16700000000003,4,-1
25,T26,T26,Garth Mulroy,59,"66' 0""",198.0,3,-1
26,T26,T26,Sean O'Hair,84,"66' 0""",264.0,4,-2
27,28,28,J.B. Holmes,90,"66' 1""",462.417,7,-1
28,29,29,Seung-Yul Noh,105,"66' 4""",795.6669999999999,12,-10
29,30,30,James Driscoll,83,"66' 7""",932.6669999999999,14,-7
30,31,31,Rory McIlroy,60,"67' 3""",336.333,5,-2
31,32,32,Stewart Cink,71,"67' 6""",607.5,9,-4
32,33,33,Harris English,98,"68' 3""",886.8330000000001,13,-9
33,34,34,J.J. Henry,93,"68' 7""",68.583,1,E
34,35,35,Louis Oosthuizen,65,"68' 8""",274.5,4,-2
35,36,36,Blake Adams,107,"68' 9""",618.4169999999999,9,-5
36,37,37,Brian Davis,91,"69' 1""",483.417,7,-4
37,38,38,Brendon de Jonge,115,"69' 2""",829.6669999999999,12,-4
38,39,39,Jason Day,57,"69' 3""",761.8330000000001,11,-6
39,40,40,Vaughn Taylor,81,"69' 6""",625.6669999999999,9,-6
40,41,41,Jonathan Byrd,69,"69' 8""",766.0830000000001,11,-3
41,42,42,Billy Hurley III,70,"69' 9""",418.333,6,-2
42,43,43,Charl Schwartzel,56,"70' 1""",280.16700000000003,4,-2
43,T44,T44,Vijay Singh,99,"70' 7""",282.41700000000003,4,+2
44,T44,T44,Scott Stallings,78,"70' 7""",353.083,5,-1
45,46,46,Sergio Garcia,57,"71' 7""",501.0,7,-4
46,47,47,Bubba Watson,68,"71' 8""",573.1669999999999,8,-5
47,T48,T48,Roland Thatcher,55,"71' 9""",358.833,5,E
48,T48,T48,Gary Woodland,70,"71' 9""",645.4169999999999,9,+2
49,50,50,Matt Bettencourt,80,"72' 10""",509.583,7,+1
50,51,51,Aaron Baddeley,73,"73' 2""",658.5,9,-4
51,52,52,Troy Matteson,100,"73' 10""",1107.75,15,-1
52,53,53,Chez Reavie,83,"73' 11""",295.5,4,-2
53,54,54,Sangmoon Bae,81,"74' 0""",666.1669999999999,9,-4
54,T55,T55,Mathew Goggin,65,"74' 6""",670.3330000000001,9,E
55,T55,T55,Tim Herron,88,"74' 6""",298.0,4,-2
56,T57,T57,Matt Every,80,"74' 7""",670.9169999999999,9,-5
57,T57,T57,Jeff Overton,101,"74' 7""",1193.917,16,-7
58,59,59,Boo Weekley,74,"74' 10""",149.667,2,-1
59,60,60,J.J. Killeen,101,"74' 11""",898.5830000000001,12,-5
60,61,61,Brian Gay,91,"75' 2""",225.5,3,+4
61,62,62,Harrison Frazar,56,"75' 5""",301.75,4,-1
