,Approaches__275_yards-Rgh_RTP_RANK THIS WEEK,Approaches__275_yards-Rgh_RTP_RANK LAST WEEK,Approaches__275_yards-Rgh_RTP_PLAYER NAME,Approaches__275_yards-Rgh_RTP_ROUNDS,Approaches__275_yards-Rgh_RTP_AVG RTP
0,T1,T1,Stephen Ames,54,-1.000
1,T1,T1,Mark Anderson,75,-1.000
2,T1,T1,Sangmoon Bae,81,-1.000
3,T1,T1,Ricky Barnes,92,-1.000
4,T1,T1,Matt Bettencourt,80,-1.000
5,T1,T1,Jonas Blixt,72,-1.000
6,T1,T1,Miguel Angel Carballo,73,-1.000
7,T1,T1,Bud Cauley,99,-1.000
8,T1,T1,Ben Curtis,62,-1.000
9,T1,T1,Marco Dawson,60,-1.000
10,T1,T1,Ken Duke,104,-1.000
11,T1,T1,Scott Dunlap,57,-1.000
12,T1,T1,Harris English,98,-1.000
13,T1,T1,Stephen Gangluff,57,-1.000
14,T1,T1,Trevor Immelman,76,-1.000
15,T1,T1,Ryo Ishikawa,54,-1.000
16,T1,T1,Zach Johnson,95,-1.000
17,T1,T1,Russell Knox,72,-1.000
18,T1,T1,Jason Kokrak,79,-1.000
19,T1,T1,Martin Laird,77,-1.000
20,T1,T1,Richard Lee,71,-1.000
21,T1,T1,Bill Lunde,83,-1.000
22,T1,T1,David Mathis,83,-1.000
23,T1,T1,Bryce Molder,83,-1.000
24,T1,T1,Rod Pampling,88,-1.000
25,T1,T1,Webb Simpson,77,-1.000
26,T1,T1,Kyle Stanley,86,-1.000
27,T1,T1,Steve Stricker,73,-1.000
28,T1,T1,Brendon Todd,78,-1.000
29,T1,T1,Mark Wilson,84,-1.000
30,T1,T1,Gary Woodland,70,-1.000
31,T32,T32,Jonathan Byrd,69,-.833
32,T32,T32,Greg Chalmers,88,-.833
33,34,34,Kevin Na,80,-.800
34,35,35,Pat Perez,81,-.750
35,T36,T36,Blake Adams,107,-.667
36,T36,T36,Ángel Cabrera,54,-.667
37,T36,T36,Stewart Cink,71,-.667
38,T36,T36,Ben Crane,73,-.667
39,T36,T36,John Daly,50,-.667
40,T36,T36,Jason Day,57,-.667
41,T36,T36,Graham DeLaet,79,-.667
42,T36,T36,Freddie Jacobson,61,-.667
43,T36,T36,Robert Karlsson,54,-.667
44,T36,T36,Marc Leishman,84,-.667
45,T36,T36,Billy Mayfair,90,-.667
46,T36,T36,John Merrick,83,-.667
47,T36,T36,Garth Mulroy,59,-.667
48,T36,T36,D.A. Points,88,-.667
49,T36,T36,Patrick Sheehan,58,-.667
50,T51,T51,Brendon de Jonge,115,-.571
51,T51,T51,Vijay Singh,99,-.571
52,53,53,Scott Piercy,95,-.556
53,T54,T54,Michael Bradley,63,-.500
54,T54,T54,K.J. Choi,71,-.500
55,T54,T54,Erik Compton,81,-.500
56,T54,T54,Matt Every,80,-.500
57,T54,T54,Jim Furyk,85,-.500
58,T54,T54,Charley Hoffman,88,-.500
59,T54,T54,Ryuji Imada,78,-.500
60,T54,T54,Matt Jones,53,-.500
61,T54,T54,Rocco Mediate,70,-.500
