,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
0,1,1,Steve Stricker,73,"12' 2""",934.4169999999999,77,-0.18
1,2,2,Padraig Harrington,67,"13' 4""",600.0,45,-0.13
2,3,3,Bo Van Pelt,84,"13' 6""",808.5,60,-0.10
3,4,4,Nick O'Hern,78,"13' 7""",1003.5830000000001,74,-0.32
4,5,5,Roland Thatcher,55,"13' 8""",547.5830000000001,40,-0.08
5,6,6,Webb Simpson,77,"13' 10""",801.75,58,-0.22
6,T7,T7,Marc Leishman,84,"13' 11""",1113.667,80,-0.16
7,T7,T7,Graeme McDowell,55,"13' 11""",725.75,52,-0.27
8,9,9,Martin Laird,77,"14' 1""",943.0830000000001,67,-0.28
9,10,10,Brian Gay,91,"14' 2""",1945.75,137,-0.24
10,T11,T11,Ryuji Imada,78,"14' 3""",1080.25,76,-0.18
11,T11,T11,Henrik Stenson,51,"14' 3""",471.5,33,+0.03
12,13,13,Justin Rose,69,"14' 5""",835.4169999999999,58,-0.22
13,T14,T14,Luke Donald,63,"14' 6""",811.8330000000001,56,-0.21
14,T14,T14,Billy Mayfair,90,"14' 6""",868.0,60,-0.18
15,T14,T14,Garth Mulroy,59,"14' 6""",594.9169999999999,41,-0.02
16,T14,T14,David Toms,60,"14' 6""",973.6669999999999,67,+0.04
17,18,18,Rickie Fowler,84,"14' 8""",1128.333,77,-0.08
18,19,19,Matt Kuchar,86,"14' 9""",1372.25,93,-0.10
19,T20,T20,Jonathan Byrd,69,"14' 10""",902.9169999999999,61,-0.30
20,T20,T20,Brandt Snedeker,81,"14' 10""",1009.75,68,-0.22
21,T22,T22,Brian Davis,91,"14' 11""",1777.1670000000001,119,-0.13
22,T22,T22,Josh Teater,97,"14' 11""",1615.4170000000001,108,-0.11
23,T24,T24,Justin Leonard,79,"15' 0""",1438.5,96,-0.15
24,T24,T24,John Senden,81,"15' 0""",944.75,63,-0.14
25,T26,T26,Michael Bradley,63,"15' 1""",1007.8330000000001,67,-0.09
