,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
52,53,53,Steve Stricker,73,77.21,481,623
53,54,54,Chris Kirk,93,77.18,575,745
54,55,55,Bo Van Pelt,84,77.17,578,749
55,56,56,Martin Laird,77,77.15,466,604
56,57,57,Tiger Woods,69,77.13,462,599
57,58,58,Hunter Mahan,88,77.09,599,777
58,59,59,Cameron Tringale,88,77.06,608,789
59,60,60,Matt Kuchar,86,76.99,572,743
60,61,61,Mark Anderson,75,76.98,388,504
61,62,62,Scott Brown,65,76.97,381,495
62,63,63,J.B. Holmes,90,76.92,480,624
63,64,64,Keegan Bradley,90,76.9,586,762
64,65,65,Charley Hoffman,88,76.8,586,763
65,66,66,Webb Simpson,77,76.76,502,654
66,67,67,Seung-Yul Noh,105,76.74,617,804
67,68,68,Brandt Snedeker,81,76.71,504,657
68,T69,T69,Gary Christian,91,76.62,626,817
69,T69,T69,Robert Karlsson,54,76.62,308,402
70,71,71,Daniel Summerhays,81,76.61,511,667
71,72,72,Richard Lee,71,76.6,478,624
72,73,73,Graham DeLaet,79,76.58,484,632
73,T74,T74,Trevor Immelman,76,76.5,485,634
74,T74,T74,Pat Perez,81,76.5,524,685
75,76,76,Charles Howell III,98,76.47,572,748
76,77,77,Johnson Wagner,88,76.46,588,769
77,78,78,Graeme McDowell,55,76.42,405,530
78,T79,T79,Heath Slocum,93,76.38,650,851
79,T79,T79,Steve Wheatcroft,56,76.38,333,436
80,81,81,Bob Estes,78,76.36,504,660
81,82,82,Ryan Moore,89,76.35,623,816
82,83,83,Jim Furyk,85,76.33,632,828
83,84,84,Cameron Beckman,81,76.32,506,663
84,85,85,Kevin Streelman,89,76.31,570,747
85,86,86,Marco Dawson,60,76.3,322,422
86,87,87,William McGirt,96,76.29,592,776
87,88,88,Garth Mulroy,59,76.2,365,479
88,89,89,Freddie Jacobson,61,76.18,371,487
89,T90,T90,Edward Loar,59,76.14,316,415
90,T90,T90,Rod Pampling,88,76.14,533,700
91,T92,T92,John Mallinger,74,76.1,503,661
92,T92,T92,Chris Stroud,86,76.1,570,749
93,T92,T92,D.J. Trahan,73,76.1,449,590
94,T95,T95,Dustin Johnson,70,76.09,401,527
95,T95,T95,Gary Woodland,70,76.09,401,527
96,97,97,Ryan Palmer,81,76.07,499,656
97,98,98,Vaughn Taylor,81,76.06,483,635
98,99,99,Davis Love III,64,75.99,402,529
99,100,100,Kevin Stadler,85,75.89,532,701
100,101,101,Brendan Steele,77,75.81,492,649
101,102,102,Patrick Sheehan,58,75.74,331,437
102,T103,T103,Jason Bohn,81,75.66,513,678
103,T103,T103,Mathew Goggin,65,75.66,373,493
104,105,105,Dicky Pride,62,75.65,351,464
105,T106,T106,Matt Bettencourt,80,75.62,397,525
106,T106,T106,Jason Day,57,75.62,304,402
107,108,108,Charlie Beljan,61,75.58,325,430
108,109,109,D.A. Points,88,75.5,601,796
109,110,110,Alexandre Rocha,62,75.45,375,497
110,111,111,Matt Every,80,75.39,487,646
111,112,112,Michael Thompson,80,75.38,499,662
112,T113,T113,Blake Adams,107,75.37,713,946
113,T113,T113,Hunter Haas,69,75.37,410,544
114,115,115,Rickie Fowler,84,75.27,563,748
115,116,116,Jonas Blixt,72,75.17,433,576
116,117,117,Bryce Molder,83,75.15,511,680
117,118,118,Henrik Stenson,51,75.12,317,422
118,119,119,Kevin Chappell,91,75.11,516,687
119,120,120,Kris Blanks,65,75.09,440,586
120,T121,T121,John Daly,50,75.07,268,357
121,T121,T121,Troy Matteson,100,75.07,518,690
122,123,123,David Toms,60,75.04,424,565
123,T124,T124,Miguel Angel Carballo,73,74.86,393,525
124,T124,T124,Martin Flores,95,74.86,521,696
125,126,126,Tom Gillis,75,74.78,516,690
126,127,127,Troy Kelly,68,74.73,340,455
127,128,128,Danny Lee,74,74.67,395,529
128,129,129,Arjun Atwal,79,74.56,463,621
129,130,130,Stewart Cink,71,74.55,372,499
130,131,131,Spencer Levin,81,74.53,471,632
131,132,132,Brian Davis,91,74.48,607,815
132,133,133,James Driscoll,83,74.47,420,564
133,134,134,"Ted Potter, Jr.",77,74.46,487,654
134,135,135,Rocco Mediate,70,74.41,413,555
135,136,136,Jeff Maggert,83,74.39,578,777
136,137,137,Marc Leishman,84,74.19,480,647
137,138,138,Ken Duke,104,74.1,678,915
138,139,139,Erik Compton,81,73.95,440,595
139,140,140,Brian Gay,91,73.94,556,752
140,141,141,Stuart Appleby,75,73.92,479,648
141,142,142,Charl Schwartzel,56,73.87,342,463
142,143,143,Andres Romero,68,73.86,339,459
143,144,144,Tim Clark,60,73.83,443,600
144,145,145,Zach Johnson,95,73.69,661,897
145,146,146,John Huh,99,73.68,700,950
146,147,147,Nick O'Hern,78,73.66,481,653
147,148,148,Chez Reavie,83,73.61,583,792
148,149,149,Rory Sabbatini,84,73.6,527,716
149,150,150,George McNeill,85,73.58,507,689
150,151,151,Derek Lamely,64,73.56,331,450
151,152,152,Ian Poulter,57,73.53,375,510
152,153,153,Padraig Harrington,67,73.52,386,525
153,T154,T154,Geoff Ogilvy,73,73.47,457,622
154,T154,T154,Brendon Todd,78,73.47,421,573
155,156,156,Ben Crane,73,73.38,477,650
156,157,157,Luke Donald,63,73.36,413,563
157,158,158,Tommy Gainey,98,73.32,558,761
158,159,159,Ryuji Imada,78,73.28,436,595
159,160,160,Brandt Jobe,57,73.22,339,463
160,161,161,Stephen Ames,54,72.99,327,448
161,162,162,Jerry Kelly,84,72.85,593,814
162,163,163,Jonathan Byrd,69,72.6,400,551
163,164,164,Mark Wilson,84,72.59,543,748
164,165,165,Colt Knost,79,72.37,529,731
165,166,166,Billy Mayfair,90,72.29,566,783
166,167,167,Kyle Thompson,51,72.26,297,411
167,168,168,Gavin Coles,72,72.17,433,600
168,169,169,Harrison Frazar,56,72.05,299,415
169,170,170,Ryo Ishikawa,54,71.99,257,357
170,171,171,Brian Harman,101,71.91,663,922
171,172,172,K.J. Choi,71,71.82,451,628
172,173,173,Scott Dunlap,57,71.8,331,461
173,174,174,Stephen Gangluff,57,71.63,255,356
174,T175,T175,J.J. Killeen,101,71.43,520,728
175,T175,T175,Justin Leonard,79,71.43,450,630
176,T177,T177,Tommy Biershenk,74,71.27,387,543
177,T177,T177,Charlie Wi,86,71.27,526,738
178,179,179,Aaron Baddeley,73,71.04,390,549
179,180,180,Kevin Kisner,69,70.77,368,520
180,181,181,Chris Couch,61,70.76,380,537
181,182,182,Ángel Cabrera,54,70.6,281,398
182,183,183,Sangmoon Bae,81,70.42,438,622
183,184,184,Kevin Na,80,70.29,511,727
184,T185,T185,Greg Chalmers,88,69.95,526,752
185,T185,T185,Sung Kang,75,69.95,398,569
186,187,187,Tom Pernice Jr.,62,69.7,345,495
187,188,188,David Mathis,83,69.51,472,679
188,189,189,Chris DiMarco,83,68.99,525,761
189,190,190,Y.E. Yang,64,68.87,365,530
190,191,191,Billy Hurley III,70,67.98,380,559
