,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
0,1,1,Robert Garrigus,89,82.31,577,701
1,2,2,Chad Campbell,84,81.59,576,706
2,3,3,Michael Bradley,63,81.54,349,428
3,4,4,Lee Westwood,60,81.49,383,470
4,5,5,Boo Weekley,74,81.33,488,600
5,6,6,Sean O'Hair,84,80.17,566,706
6,7,7,John Merrick,83,79.89,568,711
7,8,8,Brendon de Jonge,115,79.86,785,983
8,9,9,Justin Rose,69,79.81,498,624
9,10,10,Nick Watney,97,79.72,617,774
10,11,11,Scott Stallings,78,79.69,506,635
11,12,12,Robert Allenby,76,79.65,501,629
12,13,13,J.J. Henry,93,79.55,595,748
13,14,14,Bubba Watson,68,79.49,434,546
14,T15,T15,Adam Scott,59,79.34,384,484
15,T15,T15,Roland Thatcher,55,79.34,338,426
16,17,17,Jason Dufner,83,79.32,606,764
17,18,18,Rory McIlroy,60,79.21,339,428
18,19,19,Matt Jones,53,79.16,300,379
19,20,20,Ben Curtis,62,79.15,448,566
20,21,21,Camilo Villegas,79,79.13,527,666
21,22,22,Greg Owen,90,79.07,597,755
22,23,23,Louis Oosthuizen,65,79.01,433,548
23,24,24,Kyle Reifers,86,78.84,555,704
24,T25,T25,Bill Haas,79,78.74,548,696
25,T25,T25,Josh Teater,97,78.74,626,795
26,27,27,Jhonattan Vegas,77,78.67,439,558
27,28,28,Will Claxton,99,78.41,679,866
28,T29,T29,Bud Cauley,99,78.37,652,832
29,T29,T29,Jason Kokrak,79,78.37,442,564
30,31,31,Kyle Stanley,86,78.25,547,699
31,32,32,John Senden,81,78.21,560,716
32,33,33,Billy Horschel,63,78.13,400,512
33,34,34,Ernie Els,80,78.12,482,617
34,T35,T35,Sergio Garcia,57,77.99,372,477
35,T35,T35,Russell Knox,72,77.99,482,618
36,T37,T37,Roberto Castro,92,77.96,612,785
37,T37,T37,Phil Mickelson,79,77.96,467,599
38,39,39,Bobby Gates,87,77.88,528,678
39,40,40,Tim Herron,88,77.85,573,736
40,41,41,Daniel Chopra,55,77.74,262,337
41,42,42,Scott Piercy,95,77.72,579,745
42,43,43,Jeff Overton,101,77.66,650,837
43,44,44,Bill Lunde,83,77.63,479,617
44,45,45,Nathan Green,73,77.61,416,536
45,46,46,Carl Pettersson,92,77.57,574,740
46,47,47,David Hearn,95,77.48,640,826
47,48,48,Vijay Singh,99,77.44,659,851
48,49,49,Harris English,98,77.37,629,813
49,50,50,Jimmy Walker,101,77.36,574,742
50,51,51,Ricky Barnes,92,77.31,552,714
51,52,52,John Rollins,81,77.25,533,690
