,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,K.J. Choi,71,88.61,249,281,-0.41
1,2,2,Roberto Castro,92,87.66,341,389,-0.43
2,3,3,Jason Bohn,81,87.58,268,306,-0.4
3,4,4,Daniel Summerhays,81,86.72,320,369,-0.38
4,5,5,Will Claxton,99,86.7,404,466,-0.45
5,6,6,Nick Watney,97,86.62,343,396,-0.49
6,7,7,Richard Lee,71,86.28,239,277,-0.38
7,8,8,Rickie Fowler,84,86.09,291,338,-0.48
8,9,9,Rocco Mediate,70,85.96,251,292,-0.41
9,10,10,Ben Crane,73,85.88,292,340,-0.51
10,11,11,Nathan Green,73,85.82,236,275,-0.46
11,12,12,David Hearn,95,85.68,353,412,-0.41
12,13,13,Ernie Els,80,85.67,281,328,-0.42
13,14,14,Gary Woodland,70,85.58,279,326,-0.41
14,15,15,Brian Davis,91,85.53,331,387,-0.44
15,16,16,Kyle Thompson,51,85.41,158,185,-0.3
16,17,17,William McGirt,96,85.31,331,388,-0.44
17,18,18,Hunter Mahan,88,85.29,290,340,-0.39
18,T19,T19,Bryce Molder,83,85.27,272,319,-0.45
19,T19,T19,D.J. Trahan,73,85.27,272,319,-0.39
20,21,21,Jason Dufner,83,85.25,289,339,-0.47
21,22,22,Lee Westwood,60,85.19,184,216,-0.48
22,23,23,Robert Garrigus,89,85.16,373,438,-0.4
23,24,24,Scott Stallings,78,85.1,337,396,-0.44
24,25,25,John Merrick,83,85.0,289,340,-0.45
25,26,26,Mathew Goggin,65,84.97,243,286,-0.48
26,27,27,Camilo Villegas,79,84.94,327,385,-0.44
27,28,28,Rod Pampling,88,84.92,304,358,-0.41
28,T29,T29,Ben Curtis,62,84.9,208,245,-0.44
29,T29,T29,Charley Hoffman,88,84.9,371,437,-0.45
30,T31,T31,Billy Horschel,63,84.85,224,264,-0.42
31,T31,T31,Justin Leonard,79,84.85,252,297,-0.37
32,T31,T31,John Mallinger,74,84.85,224,264,-0.4
33,34,34,David Toms,60,84.82,190,224,-0.38
