,Approach_175-200_yards_RTP_Score_RANK THIS WEEK,Approach_175-200_yards_RTP_Score_RANK LAST WEEK,Approach_175-200_yards_RTP_Score_PLAYER NAME,Approach_175-200_yards_RTP_Score_ROUNDS,Approach_175-200_yards_RTP_Score_AVG RTP
0,1,1,Bubba Watson,68,-.152
1,2,2,Rory McIlroy,60,-.138
2,3,3,Ryan Palmer,81,-.098
3,4,4,Jason Dufner,83,-.096
4,5,5,Phil Mickelson,79,-.092
5,6,6,Edward Loar,59,-.077
6,7,7,Robert Garrigus,89,-.070
7,8,8,Brandt Snedeker,81,-.069
8,9,9,Steve Stricker,73,-.068
9,10,10,Freddie Jacobson,61,-.066
10,11,11,Luke Donald,63,-.064
11,12,12,John Senden,81,-.063
12,13,13,Jason Day,57,-.058
13,14,14,Adam Scott,59,-.051
14,T15,T15,Derek Lamely,64,-.049
15,T15,T15,John Mallinger,74,-.049
16,17,17,Scott Piercy,95,-.047
17,18,18,Geoff Ogilvy,73,-.046
18,19,19,Tim Herron,88,-.042
19,20,20,Harrison Frazar,56,-.037
20,21,21,Dustin Johnson,70,-.036
21,T22,T22,Sergio Garcia,57,-.027
22,T22,T22,Nick Watney,97,-.027
23,24,24,Johnson Wagner,88,-.025
24,25,25,Charles Howell III,98,-.023
25,26,26,Andres Romero,68,-.022
26,T27,T27,Keegan Bradley,90,-.019
27,T27,T27,Ben Crane,73,-.019
28,29,29,Graeme McDowell,55,-.018
29,30,30,Chris Kirk,93,-.017
30,31,31,Tiger Woods,69,-.016
31,32,32,Rocco Mediate,70,-.013
32,33,33,Bob Estes,78,-.010
33,T34,T34,Seung-Yul Noh,105,-.009
34,T34,T34,Charl Schwartzel,56,-.009
35,36,36,Billy Horschel,63,-.008
36,T37,T37,Stewart Cink,71,-.007
37,T37,T37,Ben Curtis,62,-.007
38,T37,T37,Padraig Harrington,67,-.007
39,40,40,J.B. Holmes,90,-.006
40,41,41,Carl Pettersson,92,-.005
41,T42,T42,Jonas Blixt,72,E
42,T42,T42,Brendon de Jonge,115,E
43,T42,T42,Trevor Immelman,76,E
44,T42,T42,Martin Laird,77,E
45,T42,T42,Richard Lee,71,E
46,T42,T42,Davis Love III,64,E
47,T42,T42,Ian Poulter,57,E
48,T42,T42,Rory Sabbatini,84,E
49,T42,T42,Vijay Singh,99,E
50,T42,T42,Chris Stroud,86,E
51,52,52,Jeff Overton,101,+.004
52,T53,T53,Greg Chalmers,88,+.005
53,T53,T53,Graham DeLaet,79,+.005
54,T53,T53,Matt Kuchar,86,+.005
55,T53,T53,Pat Perez,81,+.005
56,57,57,Justin Rose,69,+.006
57,T58,T58,Brian Davis,91,+.009
58,T58,T58,Zach Johnson,95,+.009
59,T58,T58,Jerry Kelly,84,+.009
60,T58,T58,David Toms,60,+.009
61,T62,T62,Jeff Maggert,83,+.010
62,T62,T62,Kevin Stadler,85,+.010
63,T62,T62,Gary Woodland,70,+.010
64,65,65,Bo Van Pelt,84,+.012
65,66,66,William McGirt,96,+.014
66,67,67,Roberto Castro,92,+.016
67,T68,T68,Bud Cauley,99,+.017
68,T68,T68,Rickie Fowler,84,+.017
69,T68,T68,J.J. Henry,93,+.017
70,T68,T68,Henrik Stenson,51,+.017
71,72,72,Matt Every,80,+.018
72,73,73,Billy Hurley III,70,+.019
73,T74,T74,Sangmoon Bae,81,+.020
74,T74,T74,Martin Flores,95,+.020
75,76,76,Tom Gillis,75,+.021
76,77,77,David Hearn,95,+.022
77,78,78,Daniel Chopra,55,+.023
78,T79,T79,Sung Kang,75,+.024
79,T79,T79,Louis Oosthuizen,65,+.024
80,T81,T81,Ken Duke,104,+.025
81,T81,T81,Jim Furyk,85,+.025
82,83,83,John Merrick,83,+.026
83,T84,T84,Ryan Moore,89,+.027
84,T84,T84,Kyle Reifers,86,+.027
85,T86,T86,James Driscoll,83,+.028
86,T86,T86,Bill Haas,79,+.028
87,T86,T86,Brian Harman,101,+.028
88,T86,T86,Dicky Pride,62,+.028
89,90,90,Michael Bradley,63,+.029
90,91,91,Nick O'Hern,78,+.030
91,92,92,Chad Campbell,84,+.031
92,93,93,Chez Reavie,83,+.032
93,94,94,Nathan Green,73,+.033
94,T95,T95,Aaron Baddeley,73,+.034
95,T95,T95,Matt Jones,53,+.034
96,97,97,Kevin Streelman,89,+.037
97,98,98,Brandt Jobe,57,+.040
98,T99,T99,Harris English,98,+.041
99,T99,T99,Jhonattan Vegas,77,+.041
100,101,101,Will Claxton,99,+.042
101,102,102,Greg Owen,90,+.043
102,103,103,Brian Gay,91,+.044
103,104,104,Heath Slocum,93,+.045
104,T105,T105,Gary Christian,91,+.046
105,T105,T105,Jason Kokrak,79,+.046
106,T105,T105,John Rollins,81,+.046
107,T108,T108,Mark Anderson,75,+.047
108,T108,T108,Billy Mayfair,90,+.047
109,T110,T110,Ricky Barnes,92,+.048
110,T110,T110,Gavin Coles,72,+.048
111,112,112,Charlie Wi,86,+.050
112,T113,T113,Mathew Goggin,65,+.054
113,T113,T113,Bryce Molder,83,+.054
114,T115,T115,Bobby Gates,87,+.055
115,T115,T115,Garth Mulroy,59,+.055
116,117,117,Ernie Els,80,+.057
117,118,118,Daniel Summerhays,81,+.059
118,119,119,Jimmy Walker,101,+.060
119,T120,T120,Arjun Atwal,79,+.061
120,T120,T120,Kevin Chappell,91,+.061
121,T120,T120,Hunter Haas,69,+.061
122,123,123,Chris DiMarco,83,+.062
123,T124,T124,D.A. Points,88,+.063
124,T124,T124,Roland Thatcher,55,+.063
125,126,126,Robert Karlsson,54,+.064
126,T127,T127,K.J. Choi,71,+.065
127,T127,T127,George McNeill,85,+.065
128,T127,T127,Webb Simpson,77,+.065
129,T130,T130,John Huh,99,+.066
130,T130,T130,Bill Lunde,83,+.066
131,132,132,Jason Bohn,81,+.067
132,133,133,Chris Couch,61,+.068
133,T134,T134,Erik Compton,81,+.069
134,T134,T134,Michael Thompson,80,+.069
135,T136,T136,Sean O'Hair,84,+.073
136,T136,T136,Rod Pampling,88,+.073
137,T138,T138,Vaughn Taylor,81,+.074
138,T138,T138,Y.E. Yang,64,+.074
139,T140,T140,Charlie Beljan,61,+.075
140,T140,T140,Tommy Gainey,98,+.075
141,T140,T140,Steve Wheatcroft,56,+.075
142,143,143,Colt Knost,79,+.077
143,T144,T144,Jonathan Byrd,69,+.080
144,T144,T144,Tim Clark,60,+.080
145,146,146,Camilo Villegas,79,+.081
146,147,147,Scott Brown,65,+.083
147,T148,T148,John Daly,50,+.084
148,T148,T148,Kyle Stanley,86,+.084
149,150,150,Troy Kelly,68,+.085
150,151,151,Danny Lee,74,+.086
151,152,152,Scott Stallings,78,+.087
152,153,153,Kevin Na,80,+.088
153,T154,T154,Hunter Mahan,88,+.089
154,T154,T154,Mark Wilson,84,+.089
155,156,156,Tom Pernice Jr.,62,+.090
156,T157,T157,J.J. Killeen,101,+.097
157,T157,T157,Russell Knox,72,+.097
158,159,159,Cameron Tringale,88,+.099
159,160,160,Josh Teater,97,+.100
160,161,161,Scott Dunlap,57,+.101
161,162,162,Kris Blanks,65,+.102
162,163,163,Troy Matteson,100,+.103
163,164,164,Robert Allenby,76,+.106
164,165,165,Patrick Sheehan,58,+.108
165,T166,T166,Tommy Biershenk,74,+.109
166,T166,T166,Justin Leonard,79,+.109
167,T166,T166,Brendan Steele,77,+.109
168,169,169,Kevin Kisner,69,+.110
169,170,170,Stephen Ames,54,+.113
170,171,171,Lee Westwood,60,+.115
171,172,172,Blake Adams,107,+.118
172,173,173,Spencer Levin,81,+.119
173,T174,T174,Stuart Appleby,75,+.121
174,T174,T174,Cameron Beckman,81,+.121
175,176,176,Kyle Thompson,51,+.122
176,177,177,Ángel Cabrera,54,+.123
177,178,178,Marc Leishman,84,+.124
178,179,179,D.J. Trahan,73,+.134
179,180,180,Ryo Ishikawa,54,+.135
180,181,181,Charley Hoffman,88,+.138
181,182,182,Marco Dawson,60,+.140
182,183,183,Ryuji Imada,78,+.141
183,184,184,Brendon Todd,78,+.146
184,185,185,Matt Bettencourt,80,+.147
185,186,186,Alexandre Rocha,62,+.148
186,187,187,David Mathis,83,+.162
187,T188,T188,Miguel Angel Carballo,73,+.194
188,T188,T188,Stephen Gangluff,57,+.194
189,190,190,Boo Weekley,74,+.203
190,191,191,"Ted Potter, Jr.",77,+.213
