,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Seung-Yul Noh,105,-.519
1,T2,T2,Charlie Beljan,61,-.500
2,T2,T2,Louis Oosthuizen,65,-.500
3,4,4,Webb Simpson,77,-.472
4,5,5,Chris Couch,61,-.462
5,6,6,John Daly,50,-.450
6,T7,T7,Daniel Chopra,55,-.375
7,T7,T7,Jason Kokrak,79,-.375
8,T7,T7,Charl Schwartzel,56,-.375
9,10,10,Bubba Watson,68,-.371
10,11,11,Graeme McDowell,55,-.364
11,T12,T12,Ángel Cabrera,54,-.360
12,T12,T12,Robert Karlsson,54,-.360
13,14,14,Ben Crane,73,-.350
14,15,15,Dustin Johnson,70,-.333
15,16,16,John Huh,99,-.326
16,17,17,Kyle Stanley,86,-.313
17,18,18,Davis Love III,64,-.303
18,19,19,Garth Mulroy,59,-.294
19,20,20,Lee Westwood,60,-.290
20,21,21,Scott Stallings,78,-.289
21,22,22,Rory McIlroy,60,-.286
22,23,23,Bo Van Pelt,84,-.280
23,24,24,Harris English,98,-.264
24,25,25,Marco Dawson,60,-.261
25,26,26,Josh Teater,97,-.244
26,27,27,Charles Howell III,98,-.226
27,28,28,Ian Poulter,57,-.222
28,29,29,Jason Day,57,-.220
29,T30,T30,J.B. Holmes,90,-.217
30,T30,T30,Boo Weekley,74,-.217
31,32,32,Rickie Fowler,84,-.216
32,T33,T33,Aaron Baddeley,73,-.200
33,T33,T33,Tim Herron,88,-.200
34,T33,T33,Bill Lunde,83,-.200
35,36,36,Phil Mickelson,79,-.196
36,37,37,Keegan Bradley,90,-.194
37,38,38,Greg Owen,90,-.182
38,39,39,Jonathan Byrd,69,-.175
39,40,40,Luke Donald,63,-.171
40,T41,T41,Sean O'Hair,84,-.170
41,T41,T41,Nick Watney,97,-.170
42,T43,T43,Tommy Biershenk,74,-.167
43,T43,T43,Jeff Overton,101,-.167
44,T43,T43,Brendan Steele,77,-.167
45,46,46,Scott Piercy,95,-.164
46,47,47,George McNeill,85,-.163
47,48,48,Mark Anderson,75,-.150
48,49,49,Graham DeLaet,79,-.143
49,T50,T50,Matt Jones,53,-.133
50,T50,T50,Steve Wheatcroft,56,-.133
51,52,52,Robert Garrigus,89,-.129
52,53,53,Andres Romero,68,-.128
53,T54,T54,Kevin Chappell,91,-.125
54,T54,T54,Charley Hoffman,88,-.125
55,56,56,Steve Stricker,73,-.120
56,T57,T57,Tommy Gainey,98,-.111
57,T57,T57,Edward Loar,59,-.111
58,59,59,Tiger Woods,69,-.107
59,60,60,Vijay Singh,99,-.104
60,61,61,Troy Kelly,68,-.100
61,62,62,Jason Bohn,81,-.098
62,T63,T63,Zach Johnson,95,-.095
63,T63,T63,Jimmy Walker,101,-.095
64,65,65,Martin Laird,77,-.086
65,66,66,Ryo Ishikawa,54,-.080
66,67,67,Billy Mayfair,90,-.078
67,68,68,Adam Scott,59,-.071
68,T69,T69,Sergio Garcia,57,-.069
69,T69,T69,Troy Matteson,100,-.069
70,71,71,Rod Pampling,88,-.068
71,72,72,Kevin Kisner,69,-.067
72,73,73,Matt Every,80,-.064
73,74,74,Martin Flores,95,-.062
74,75,75,Will Claxton,99,-.058
75,T76,T76,Kevin Na,80,-.057
76,T76,T76,Kyle Reifers,86,-.057
77,T78,T78,Roberto Castro,92,-.056
78,T78,T78,Kevin Stadler,85,-.056
79,80,80,Jonas Blixt,72,-.053
80,81,81,Blake Adams,107,-.051
81,82,82,Roland Thatcher,55,-.050
82,T83,T83,Ernie Els,80,-.043
83,T83,T83,Johnson Wagner,88,-.043
84,T83,T83,Gary Woodland,70,-.043
85,86,86,Russell Knox,72,-.038
86,87,87,Padraig Harrington,67,-.030
87,88,88,J.J. Killeen,101,-.029
88,89,89,Danny Lee,74,-.027
89,90,90,Pat Perez,81,-.024
90,91,91,William McGirt,96,-.023
91,92,92,Bobby Gates,87,-.022
92,93,93,Ryan Palmer,81,-.021
93,T94,T94,Sangmoon Bae,81,E
94,T94,T94,Scott Brown,65,E
95,T94,T94,Miguel Angel Carballo,73,E
96,T94,T94,Bud Cauley,99,E
97,T94,T94,Erik Compton,81,E
98,T94,T94,Brendon de Jonge,115,E
99,T94,T94,David Hearn,95,E
100,T94,T94,Hunter Mahan,88,E
101,T94,T94,Ryan Moore,89,E
102,T94,T94,Justin Rose,69,E
103,T94,T94,John Senden,81,E
104,T94,T94,Kevin Streelman,89,E
105,T94,T94,David Toms,60,E
106,T94,T94,D.J. Trahan,73,E
107,T94,T94,Jhonattan Vegas,77,E
108,109,109,Chris Kirk,93,+.016
109,110,110,D.A. Points,88,+.019
110,T111,T111,Greg Chalmers,88,+.020
111,T111,T111,Stewart Cink,71,+.020
112,113,113,Michael Bradley,63,+.023
113,114,114,Cameron Tringale,88,+.024
114,T115,T115,Vaughn Taylor,81,+.026
115,T115,T115,Brendon Todd,78,+.026
116,117,117,K.J. Choi,71,+.029
117,118,118,Kris Blanks,65,+.031
118,119,119,Matt Kuchar,86,+.032
119,120,120,Freddie Jacobson,61,+.033
120,121,121,James Driscoll,83,+.035
121,122,122,Henrik Stenson,51,+.037
122,123,123,Camilo Villegas,79,+.043
123,124,124,Sung Kang,75,+.044
124,T125,T125,Billy Horschel,63,+.045
125,T125,T125,Brandt Snedeker,81,+.045
126,127,127,John Merrick,83,+.055
127,T128,T128,Justin Leonard,79,+.056
128,T128,T128,Spencer Levin,81,+.056
129,130,130,Jim Furyk,85,+.057
130,131,131,Geoff Ogilvy,73,+.059
131,132,132,Ricky Barnes,92,+.061
132,T133,T133,Chad Campbell,84,+.067
133,T133,T133,Scott Dunlap,57,+.067
134,T135,T135,Ken Duke,104,+.069
135,T135,T135,Dicky Pride,62,+.069
136,137,137,Bob Estes,78,+.070
137,138,138,Stuart Appleby,75,+.071
138,139,139,Rocco Mediate,70,+.077
139,140,140,Trevor Immelman,76,+.079
140,141,141,Mathew Goggin,65,+.088
141,142,142,Marc Leishman,84,+.091
142,T143,T143,Billy Hurley III,70,+.094
143,T143,T143,John Mallinger,74,+.094
144,145,145,Brian Harman,101,+.095
145,146,146,Ryuji Imada,78,+.100
146,147,147,Rory Sabbatini,84,+.102
147,148,148,Hunter Haas,69,+.104
148,149,149,Mark Wilson,84,+.111
149,150,150,"Ted Potter, Jr.",77,+.114
150,151,151,Arjun Atwal,79,+.119
151,152,152,Charlie Wi,86,+.121
152,T153,T153,David Mathis,83,+.125
153,T153,T153,Bryce Molder,83,+.125
154,T153,T153,Alexandre Rocha,62,+.125
155,T153,T153,Chris Stroud,86,+.125
156,157,157,Bill Haas,79,+.129
157,T158,T158,Ben Curtis,62,+.133
158,T158,T158,Tom Pernice Jr.,62,+.133
159,160,160,Harrison Frazar,56,+.147
160,161,161,Chez Reavie,83,+.156
161,162,162,Nathan Green,73,+.159
162,163,163,Cameron Beckman,81,+.162
163,164,164,Stephen Gangluff,57,+.167
164,165,165,Chris DiMarco,83,+.171
165,166,166,Tom Gillis,75,+.176
166,167,167,Kyle Thompson,51,+.185
167,168,168,Matt Bettencourt,80,+.186
168,169,169,Jason Dufner,83,+.188
169,170,170,J.J. Henry,93,+.192
170,171,171,Gavin Coles,72,+.205
171,172,172,Patrick Sheehan,58,+.212
172,173,173,Gary Christian,91,+.216
173,174,174,Jeff Maggert,83,+.219
174,175,175,Nick O'Hern,78,+.226
175,T176,T176,Richard Lee,71,+.235
176,T176,T176,Carl Pettersson,92,+.235
177,T176,T176,Y.E. Yang,64,+.235
178,179,179,Stephen Ames,54,+.250
179,180,180,Brandt Jobe,57,+.273
180,181,181,Colt Knost,79,+.278
181,182,182,John Rollins,81,+.281
182,183,183,Michael Thompson,80,+.286
183,184,184,Robert Allenby,76,+.290
184,185,185,Daniel Summerhays,81,+.314
185,186,186,Derek Lamely,64,+.326
186,187,187,Heath Slocum,93,+.348
187,188,188,Tim Clark,60,+.364
188,189,189,Brian Davis,91,+.405
189,190,190,Brian Gay,91,+.426
190,191,191,Jerry Kelly,84,+.538
