,Approach_50-75_yards_RTP_Score_RANK THIS WEEK,Approach_50-75_yards_RTP_Score_RANK LAST WEEK,Approach_50-75_yards_RTP_Score_PLAYER NAME,Approach_50-75_yards_RTP_Score_ROUNDS,Approach_50-75_yards_RTP_Score_AVG RTP
0,1,1,Martin Laird,77,-.750
1,2,2,Nick O'Hern,78,-.529
2,3,3,Charley Hoffman,88,-.478
3,4,4,Justin Rose,69,-.471
4,5,5,Graeme McDowell,55,-.429
5,6,6,Bill Lunde,83,-.412
6,T7,T7,Nathan Green,73,-.400
7,T7,T7,Kevin Kisner,69,-.400
8,T7,T7,David Mathis,83,-.400
9,10,10,Sean O'Hair,84,-.391
10,11,11,D.A. Points,88,-.385
11,12,12,Camilo Villegas,79,-.375
12,13,13,Greg Owen,90,-.368
13,14,14,Ian Poulter,57,-.333
14,15,15,Aaron Baddeley,73,-.318
15,16,16,Ricky Barnes,92,-.316
16,17,17,Jonas Blixt,72,-.313
17,T18,T18,Cameron Beckman,81,-.308
18,T18,T18,Bob Estes,78,-.308
19,T18,T18,Tom Pernice Jr.,62,-.308
20,21,21,Russell Knox,72,-.300
21,22,22,Rod Pampling,88,-.286
22,T23,T23,Brian Gay,91,-.280
23,T23,T23,Phil Mickelson,79,-.280
24,25,25,Jim Furyk,85,-.273
25,26,26,Louis Oosthuizen,65,-.267
26,T27,T27,Billy Hurley III,70,-.261
27,T27,T27,William McGirt,96,-.261
28,T29,T29,Ben Curtis,62,-.250
29,T29,T29,Matt Every,80,-.250
30,31,31,Bubba Watson,68,-.235
31,32,32,Zach Johnson,95,-.231
32,33,33,Freddie Jacobson,61,-.222
33,34,34,Kevin Streelman,89,-.217
34,T35,T35,Luke Donald,63,-.214
35,T35,T35,Mathew Goggin,65,-.214
36,T35,T35,Daniel Summerhays,81,-.214
37,38,38,Martin Flores,95,-.211
38,39,39,John Merrick,83,-.208
39,T40,T40,Matt Bettencourt,80,-.200
40,T40,T40,Steve Stricker,73,-.200
41,42,42,Gavin Coles,72,-.190
42,43,43,Pat Perez,81,-.182
43,T44,T44,Bill Haas,79,-.176
44,T44,T44,Webb Simpson,77,-.176
45,T46,T46,Stuart Appleby,75,-.167
46,T46,T46,Brian Davis,91,-.167
47,48,48,Mark Wilson,84,-.156
48,49,49,John Daly,50,-.154
49,50,50,Tim Clark,60,-.152
50,T51,T51,Rocco Mediate,70,-.150
51,T51,T51,"Ted Potter, Jr.",77,-.150
52,T53,T53,Ángel Cabrera,54,-.143
53,T53,T53,Richard Lee,71,-.143
54,55,55,Ryan Palmer,81,-.138
55,56,56,Will Claxton,99,-.130
56,T57,T57,Troy Kelly,68,-.125
57,T57,T57,Vaughn Taylor,81,-.125
58,T57,T57,Kyle Thompson,51,-.125
59,T57,T57,Steve Wheatcroft,56,-.125
60,T61,T61,Chris DiMarco,83,-.121
61,T61,T61,J.B. Holmes,90,-.121
62,63,63,Ryuji Imada,78,-.120
63,64,64,John Huh,99,-.115
64,T65,T65,Jason Day,57,-.111
65,T65,T65,Matt Kuchar,86,-.111
66,67,67,Rickie Fowler,84,-.107
67,T68,T68,Jonathan Byrd,69,-.100
68,T68,T68,Robert Garrigus,89,-.100
69,T68,T68,George McNeill,85,-.100
70,T68,T68,Kevin Na,80,-.100
71,T68,T68,Chez Reavie,83,-.100
72,T68,T68,Rory Sabbatini,84,-.100
73,74,74,Miguel Angel Carballo,73,-.095
74,T75,T75,Hunter Haas,69,-.091
75,T75,T75,Brandt Snedeker,81,-.091
76,T75,T75,Cameron Tringale,88,-.091
77,T78,T78,Billy Mayfair,90,-.087
78,T78,T78,Nick Watney,97,-.087
79,T80,T80,Ryo Ishikawa,54,-.083
80,T80,T80,John Rollins,81,-.083
81,T80,T80,Heath Slocum,93,-.083
82,T83,T83,K.J. Choi,71,-.077
83,T83,T83,Scott Stallings,78,-.077
84,T85,T85,Alexandre Rocha,62,-.071
85,T85,T85,Bo Van Pelt,84,-.071
86,87,87,Seung-Yul Noh,105,-.069
87,T88,T88,Marc Leishman,84,-.063
88,T88,T88,Kyle Stanley,86,-.063
89,90,90,Andres Romero,68,-.059
90,91,91,Geoff Ogilvy,73,-.056
91,92,92,Harris English,98,-.053
92,93,93,Jeff Maggert,83,-.050
93,94,94,John Senden,81,-.045
94,95,95,Charlie Wi,86,-.043
95,96,96,Ben Crane,73,-.038
96,T97,T97,Robert Allenby,76,E
97,T97,T97,Charlie Beljan,61,E
98,T97,T97,Roberto Castro,92,E
99,T97,T97,Daniel Chopra,55,E
100,T97,T97,Gary Christian,91,E
101,T97,T97,Graham DeLaet,79,E
102,T97,T97,Jason Dufner,83,E
103,T97,T97,Stephen Gangluff,57,E
104,T97,T97,Padraig Harrington,67,E
105,T97,T97,David Hearn,95,E
