,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Rory McIlroy,60,-.336
1,2,2,Geoff Ogilvy,73,-.329
2,3,3,Tiger Woods,69,-.306
3,4,4,Henrik Stenson,51,-.282
4,5,5,Louis Oosthuizen,65,-.273
5,T6,T6,Keegan Bradley,90,-.269
6,T6,T6,Chris Couch,61,-.269
7,8,8,Brendon de Jonge,115,-.266
8,9,9,Charles Howell III,98,-.237
9,10,10,Adam Scott,59,-.234
10,11,11,Jimmy Walker,101,-.233
11,T12,T12,Justin Rose,69,-.232
12,T12,T12,Michael Thompson,80,-.232
13,14,14,Tom Gillis,75,-.231
14,15,15,Rickie Fowler,84,-.230
15,16,16,Dustin Johnson,70,-.227
16,17,17,Bill Lunde,83,-.225
17,18,18,Phil Mickelson,79,-.223
18,19,19,Bo Van Pelt,84,-.221
19,20,20,Jason Dufner,83,-.217
20,21,21,Cameron Tringale,88,-.216
21,22,22,Kyle Stanley,86,-.212
22,23,23,Josh Teater,97,-.211
23,T24,T24,Bud Cauley,99,-.210
24,T24,T24,Martin Laird,77,-.210
25,T24,T24,Steve Stricker,73,-.210
26,27,27,John Rollins,81,-.209
27,28,28,Padraig Harrington,67,-.206
28,29,29,Boo Weekley,74,-.205
29,T30,T30,Kris Blanks,65,-.203
30,T30,T30,Webb Simpson,77,-.203
31,32,32,Brian Harman,101,-.202
32,T33,T33,Jonas Blixt,72,-.199
33,T33,T33,Mathew Goggin,65,-.199
34,T35,T35,Jason Day,57,-.198
35,T35,T35,Robert Garrigus,89,-.198
36,T35,T35,Gary Woodland,70,-.198
37,38,38,Kevin Streelman,89,-.197
38,T39,T39,Matt Kuchar,86,-.196
39,T39,T39,John Senden,81,-.196
40,T41,T41,John Daly,50,-.188
41,T41,T41,Zach Johnson,95,-.188
42,43,43,Rory Sabbatini,84,-.187
43,44,44,Luke Donald,63,-.186
44,T45,T45,Robert Karlsson,54,-.185
45,T45,T45,Ryan Palmer,81,-.185
46,T45,T45,Lee Westwood,60,-.185
47,48,48,Scott Piercy,95,-.184
48,T49,T49,Charlie Beljan,61,-.183
49,T49,T49,Kevin Na,80,-.183
50,51,51,Billy Horschel,63,-.182
51,52,52,James Driscoll,83,-.181
52,53,53,Kevin Kisner,69,-.180
53,54,54,Gary Christian,91,-.179
54,55,55,Roberto Castro,92,-.177
