,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
55,56,56,Jeff Overton,101,-.176
56,57,57,Ernie Els,80,-.175
57,58,58,Brandt Snedeker,81,-.174
58,T59,T59,Tim Herron,88,-.172
59,T59,T59,Charl Schwartzel,56,-.172
60,61,61,John Huh,99,-.170
61,62,62,Sean O'Hair,84,-.169
62,63,63,Russell Knox,72,-.168
63,64,64,Greg Chalmers,88,-.167
64,65,65,Harris English,98,-.166
65,66,66,Pat Perez,81,-.163
66,T67,T67,Chad Campbell,84,-.162
67,T67,T67,Nathan Green,73,-.162
68,T69,T69,Ken Duke,104,-.161
69,T69,T69,Bill Haas,79,-.161
70,T69,T69,Charley Hoffman,88,-.161
71,T69,T69,Scott Stallings,78,-.161
72,T69,T69,Nick Watney,97,-.161
73,74,74,Kevin Chappell,91,-.159
74,75,75,Graham DeLaet,79,-.157
75,T76,T76,Ben Crane,73,-.156
76,T76,T76,Billy Mayfair,90,-.156
77,T76,T76,Ryan Moore,89,-.156
78,T76,T76,Rod Pampling,88,-.156
79,80,80,Dicky Pride,62,-.149
80,T81,T81,Stuart Appleby,75,-.148
81,T81,T81,John Merrick,83,-.148
82,83,83,Camilo Villegas,79,-.147
83,T84,T84,Martin Flores,95,-.145
84,T84,T84,Matt Jones,53,-.145
85,T84,T84,Carl Pettersson,92,-.145
86,T87,T87,Brian Davis,91,-.144
87,T87,T87,Jim Furyk,85,-.144
88,T87,T87,Troy Matteson,100,-.144
89,90,90,Bubba Watson,68,-.143
90,T91,T91,Chris Kirk,93,-.140
91,T91,T91,Ian Poulter,57,-.140
92,T93,T93,J.B. Holmes,90,-.139
93,T93,T93,Seung-Yul Noh,105,-.139
94,95,95,Blake Adams,107,-.138
95,96,96,Charlie Wi,86,-.136
96,97,97,Sergio Garcia,57,-.135
97,T98,T98,Trevor Immelman,76,-.133
98,T98,T98,Vijay Singh,99,-.133
99,T98,T98,Jhonattan Vegas,77,-.133
100,T101,T101,Mark Anderson,75,-.132
101,T101,T101,Harrison Frazar,56,-.132
102,T101,T101,George McNeill,85,-.132
103,104,104,Kevin Stadler,85,-.131
104,105,105,Richard Lee,71,-.129
105,T106,T106,K.J. Choi,71,-.127
106,T106,T106,Hunter Mahan,88,-.127
107,108,108,Garth Mulroy,59,-.126
108,T109,T109,Bobby Gates,87,-.122
109,T109,T109,Brandt Jobe,57,-.122
110,111,111,Tommy Biershenk,74,-.120
111,T112,T112,Ricky Barnes,92,-.119
112,T112,T112,David Hearn,95,-.119
113,T114,T114,Jonathan Byrd,69,-.118
114,T114,T114,Johnson Wagner,88,-.118
115,T116,T116,Ángel Cabrera,54,-.117
116,T116,T116,Daniel Summerhays,81,-.117
117,T118,T118,Scott Brown,65,-.116
118,T118,T118,Will Claxton,99,-.116
119,120,120,Freddie Jacobson,61,-.112
120,T121,T121,Spencer Levin,81,-.110
121,T121,T121,Davis Love III,64,-.110
122,123,123,Aaron Baddeley,73,-.109
123,124,124,Mark Wilson,84,-.108
124,T125,T125,J.J. Henry,93,-.107
125,T125,T125,Chris Stroud,86,-.107
126,T127,T127,Jason Kokrak,79,-.104
127,T127,T127,D.A. Points,88,-.104
128,T127,T127,Brendan Steele,77,-.104
129,130,130,Tom Pernice Jr.,62,-.103
130,131,131,Y.E. Yang,64,-.102
131,T132,T132,Cameron Beckman,81,-.100
132,T132,T132,Edward Loar,59,-.100
133,T132,T132,Jeff Maggert,83,-.100
134,135,135,Marco Dawson,60,-.099
135,T136,T136,Bob Estes,78,-.098
136,T136,T136,D.J. Trahan,73,-.098
137,138,138,Ben Curtis,62,-.097
138,T139,T139,Stephen Ames,54,-.096
139,T139,T139,Andres Romero,68,-.096
140,141,141,Miguel Angel Carballo,73,-.095
141,142,142,Rocco Mediate,70,-.094
142,143,143,Greg Owen,90,-.091
143,T144,T144,Troy Kelly,68,-.089
144,T144,T144,Kyle Reifers,86,-.089
145,T146,T146,Arjun Atwal,79,-.083
146,T146,T146,Jerry Kelly,84,-.083
147,T148,T148,Colt Knost,79,-.079
148,T148,T148,David Toms,60,-.079
149,T150,T150,Sangmoon Bae,81,-.076
150,T150,T150,Tim Clark,60,-.076
151,152,152,Ryo Ishikawa,54,-.075
152,T153,T153,Stewart Cink,71,-.070
153,T153,T153,Scott Dunlap,57,-.070
154,155,155,Marc Leishman,84,-.069
155,T156,T156,Matt Every,80,-.068
156,T156,T156,Tommy Gainey,98,-.068
157,158,158,Bryce Molder,83,-.065
158,159,159,Jason Bohn,81,-.064
159,T160,T160,Danny Lee,74,-.058
160,T160,T160,Steve Wheatcroft,56,-.058
161,162,162,Vaughn Taylor,81,-.057
162,T163,T163,William McGirt,96,-.056
163,T163,T163,Alexandre Rocha,62,-.056
164,T165,T165,Robert Allenby,76,-.054
165,T165,T165,Ryuji Imada,78,-.054
166,T165,T165,Chez Reavie,83,-.054
167,168,168,Stephen Gangluff,57,-.052
168,169,169,Graeme McDowell,55,-.051
169,170,170,Brendon Todd,78,-.048
170,171,171,Roland Thatcher,55,-.047
171,172,172,Matt Bettencourt,80,-.038
172,T173,T173,Gavin Coles,72,-.035
173,T173,T173,John Mallinger,74,-.035
174,175,175,Patrick Sheehan,58,-.034
175,176,176,Brian Gay,91,-.032
176,177,177,Erik Compton,81,-.031
177,178,178,Derek Lamely,64,-.027
178,179,179,Heath Slocum,93,-.026
179,180,180,Chris DiMarco,83,-.020
180,181,181,Hunter Haas,69,-.014
181,182,182,David Mathis,83,-.010
182,183,183,Michael Bradley,63,E
183,184,184,J.J. Killeen,101,+.009
184,185,185,Daniel Chopra,55,+.028
185,186,186,"Ted Potter, Jr.",77,+.041
186,187,187,Kyle Thompson,51,+.045
187,188,188,Justin Leonard,79,+.050
188,189,189,Billy Hurley III,70,+.079
189,190,190,Sung Kang,75,+.098
190,191,191,Nick O'Hern,78,+.101
