,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
40,41,41,D.J. Trahan,73,88.3,166,188,-0.46
41,42,42,Gary Christian,91,88.27,173,196,-0.51
42,43,43,Webb Simpson,77,88.11,200,227,-0.6
43,44,44,Rod Pampling,88,88.1,185,210,-0.54
44,45,45,John Mallinger,74,88.08,133,151,-0.5
45,46,46,Matt Jones,53,88.03,125,142,-0.54
46,47,47,Justin Rose,69,88.0,154,175,-0.56
47,48,48,Jimmy Walker,101,87.97,256,291,-0.61
48,49,49,Stuart Appleby,75,87.94,175,199,-0.52
49,50,50,Camilo Villegas,79,87.88,203,231,-0.56
50,51,51,Robert Karlsson,54,87.82,137,156,-0.53
51,52,52,Charley Hoffman,88,87.76,251,286,-0.56
52,53,53,James Driscoll,83,87.74,186,212,-0.63
53,54,54,Tommy Biershenk,74,87.7,164,187,-0.54
54,55,55,Jason Dufner,83,87.69,171,195,-0.58
55,56,56,Billy Horschel,63,87.57,148,169,-0.53
56,57,57,Boo Weekley,74,87.56,169,193,-0.47
57,58,58,Ben Crane,73,87.5,203,232,-0.6
58,59,59,Mathew Goggin,65,87.43,160,183,-0.56
59,60,60,Bud Cauley,99,87.38,270,309,-0.55
60,61,61,Lee Westwood,60,87.31,117,134,-0.61
61,62,62,Kevin Chappell,91,87.29,206,236,-0.54
62,63,63,Harris English,98,87.28,247,283,-0.51
63,64,64,Michael Thompson,80,87.27,144,165,-0.61
64,65,65,Mark Wilson,84,87.24,171,196,-0.51
65,66,66,Keegan Bradley,90,87.22,232,266,-0.59
66,67,67,Kyle Stanley,86,87.21,225,258,-0.57
67,68,68,Roland Thatcher,55,87.1,108,124,-0.5
68,69,69,Jeff Maggert,83,87.01,201,231,-0.52
69,70,70,Andres Romero,68,86.86,152,175,-0.55
70,71,71,Russell Knox,72,86.84,132,152,-0.61
71,T72,T72,Daniel Summerhays,81,86.83,178,205,-0.48
72,T72,T72,Johnson Wagner,88,86.83,211,243,-0.54
73,74,74,Sergio Garcia,57,86.81,125,144,-0.61
74,75,75,Vijay Singh,99,86.76,249,287,-0.55
75,76,76,Bob Estes,78,86.59,155,179,-0.48
76,77,77,Padraig Harrington,67,86.52,122,141,-0.6
77,78,78,John Huh,99,86.48,211,244,-0.6
78,T79,T79,Gavin Coles,72,86.47,115,133,-0.44
79,T79,T79,Tom Pernice Jr.,62,86.47,115,133,-0.57
80,81,81,Greg Owen,90,86.42,229,265,-0.52
81,82,82,Bubba Watson,68,86.35,234,271,-0.58
82,83,83,Ricky Barnes,92,86.34,196,227,-0.52
83,84,84,William McGirt,96,86.25,207,240,-0.53
84,85,85,Zach Johnson,95,86.22,194,225,-0.62
85,86,86,Robert Allenby,76,86.16,137,159,-0.42
86,87,87,Jerry Kelly,84,86.15,168,195,-0.47
87,88,88,Rory McIlroy,60,86.13,118,137,-0.7
88,89,89,Ryuji Imada,78,86.11,155,180,-0.52
89,90,90,Tom Gillis,75,86.09,198,230,-0.54
90,91,91,Charlie Wi,86,86.06,179,208,-0.55
91,92,92,Adam Scott,59,86.01,123,143,-0.58
92,T93,T93,Kevin Kisner,69,85.88,152,177,-0.53
93,T93,T93,Steve Stricker,73,85.88,152,177,-0.59
94,95,95,Arjun Atwal,79,85.87,158,184,-0.49
95,96,96,Seung-Yul Noh,105,85.86,249,290,-0.55
96,97,97,Chris DiMarco,83,85.79,169,197,-0.53
97,T98,T98,Brian Gay,91,85.71,186,217,-0.49
98,T98,T98,Kyle Reifers,86,85.71,204,238,-0.48
99,100,100,Jonas Blixt,72,85.65,185,216,-0.62
100,101,101,Danny Lee,74,85.64,173,202,-0.51
101,T102,T102,Chris Couch,61,85.34,163,191,-0.56
102,T102,T102,Bobby Gates,87,85.34,227,266,-0.54
103,104,104,Martin Laird,77,85.33,192,225,-0.6
104,105,105,Troy Matteson,100,85.3,238,279,-0.52
105,T106,T106,Ben Curtis,62,85.29,116,136,-0.55
106,T106,T106,Brian Harman,101,85.29,261,306,-0.51
107,108,108,Chris Kirk,93,85.27,249,292,-0.49
108,109,109,Tim Clark,60,85.21,144,169,-0.44
109,110,110,J.J. Henry,93,85.2,167,196,-0.42
110,111,111,Marco Dawson,60,85.19,115,135,-0.49
111,112,112,George McNeill,85,85.07,188,221,-0.54
112,113,113,Billy Mayfair,90,85.04,199,234,-0.5
113,114,114,Ken Duke,104,85.02,227,267,-0.53
114,115,115,Blake Adams,107,84.95,237,279,-0.53
115,116,116,Jim Furyk,85,84.88,146,172,-0.51
116,117,117,Brandt Snedeker,81,84.83,151,178,-0.61
117,T118,T118,Stewart Cink,71,84.81,134,158,-0.52
118,T118,T118,Brendon Todd,78,84.81,134,158,-0.57
119,120,120,Vaughn Taylor,81,84.75,150,177,-0.51
120,121,121,Chez Reavie,83,84.66,149,176,-0.46
121,122,122,Ryan Palmer,81,84.64,226,267,-0.53
122,T123,T123,Dustin Johnson,70,84.62,176,208,-0.63
123,T123,T123,Ryan Moore,89,84.62,198,234,-0.53
124,125,125,Sung Kang,75,84.52,142,168,-0.52
125,126,126,Garth Mulroy,59,84.46,125,148,-0.55
126,127,127,Phil Mickelson,79,84.32,199,236,-0.58
127,128,128,Kevin Streelman,89,84.31,215,255,-0.47
128,129,129,Greg Chalmers,88,84.23,187,222,-0.61
129,130,130,Daniel Chopra,55,84.21,112,133,-0.53
130,131,131,John Daly,50,84.15,138,164,-0.55
131,132,132,Trevor Immelman,76,84.12,143,170,-0.48
132,133,133,Pat Perez,81,84.08,169,201,-0.66
133,134,134,Patrick Sheehan,58,84.03,100,119,-0.43
134,135,135,Spencer Levin,81,83.96,178,212,-0.55
135,136,136,Sangmoon Bae,81,83.95,136,162,-0.54
136,137,137,Bill Haas,79,83.93,188,224,-0.54
137,138,138,Erik Compton,81,83.89,177,211,-0.51
138,139,139,Heath Slocum,93,83.87,182,217,-0.49
139,140,140,Jonathan Byrd,69,83.82,171,204,-0.57
140,141,141,Scott Dunlap,57,83.8,119,142,-0.32
141,142,142,Luke Donald,63,83.72,108,129,-0.68
142,143,143,Cameron Beckman,81,83.7,154,184,-0.52
143,144,144,Alexandre Rocha,62,83.69,118,141,-0.43
144,145,145,Matt Kuchar,86,83.57,178,213,-0.53
145,146,146,Davis Love III,64,83.54,132,158,-0.49
146,147,147,Jason Kokrak,79,83.47,202,242,-0.49
147,148,148,Geoff Ogilvy,73,83.42,161,193,-0.56
148,149,149,Chris Stroud,86,83.4,196,235,-0.52
149,T150,T150,Hunter Haas,69,83.33,145,174,-0.44
150,T150,T150,Brandt Jobe,57,83.33,110,132,-0.53
151,152,152,Jason Day,57,83.13,133,160,-0.6
152,153,153,Steve Wheatcroft,56,83.1,118,142,-0.44
153,154,154,Cameron Tringale,88,83.03,225,271,-0.55
154,155,155,Matt Every,80,83.02,176,212,-0.53
155,156,156,Jhonattan Vegas,77,83.0,210,253,-0.53
156,T157,T157,Mark Anderson,75,82.91,165,199,-0.53
157,T157,T157,Graham DeLaet,79,82.91,194,234,-0.58
158,T157,T157,Scott Piercy,95,82.91,262,316,-0.58
159,160,160,J.B. Holmes,90,82.9,286,345,-0.56
160,161,161,Colt Knost,79,82.88,121,146,-0.49
161,162,162,Marc Leishman,84,82.87,208,251,-0.52
162,163,163,Carl Pettersson,92,82.85,198,239,-0.57
163,164,164,Michael Bradley,63,82.66,143,173,-0.41
164,T165,T165,Miguel Angel Carballo,73,82.63,157,190,-0.48
165,T165,T165,Brendan Steele,77,82.63,176,213,-0.48
166,167,167,Kevin Stadler,85,82.33,177,215,-0.46
167,168,168,Kris Blanks,65,82.32,149,181,-0.54
168,169,169,Bo Van Pelt,84,82.13,170,207,-0.65
169,170,170,Edward Loar,59,81.93,136,166,-0.52
170,171,171,Matt Bettencourt,80,81.5,141,173,-0.55
171,172,172,Tommy Gainey,98,81.48,220,270,-0.57
172,173,173,Ángel Cabrera,54,81.4,105,129,-0.58
173,174,174,Freddie Jacobson,61,81.38,118,145,-0.46
174,175,175,Charlie Beljan,61,81.36,144,177,-0.54
175,176,176,Kevin Na,80,81.25,169,208,-0.53
176,177,177,Troy Kelly,68,81.21,121,149,-0.53
177,178,178,Derek Lamely,64,80.84,135,167,-0.47
178,179,179,Charl Schwartzel,56,80.74,109,135,-0.58
179,180,180,Stephen Gangluff,57,80.67,96,119,-0.49
180,181,181,Stephen Ames,54,80.61,79,98,-0.51
181,182,182,"Ted Potter, Jr.",77,80.56,145,180,-0.43
182,183,183,Ryo Ishikawa,54,80.18,89,111,-0.62
183,184,184,Graeme McDowell,55,80.16,101,126,-0.54
184,185,185,J.J. Killeen,101,80.0,220,275,-0.47
185,186,186,David Mathis,83,79.66,141,177,-0.49
186,187,187,Y.E. Yang,64,79.37,100,126,-0.48
187,188,188,Harrison Frazar,56,79.27,153,193,-0.5
188,189,189,Ian Poulter,57,78.95,90,114,-0.52
189,190,190,Aaron Baddeley,73,78.87,168,213,-0.57
190,191,191,Billy Hurley III,70,78.4,127,162,-0.46
