,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
0,1,1,Robert Garrigus,89,"41' 3""",8956.0,217,-43
1,T2,T2,Rory McIlroy,60,"42' 3""",4897.667,116,-39
2,T2,T2,Tiger Woods,69,"42' 3""",6760.4169999999995,160,-49
3,4,4,Michael Thompson,80,"42' 9""",8118.0,190,-44
4,5,5,Charlie Beljan,61,"44' 2""",5075.917,115,-21
5,6,6,Jim Furyk,85,"44' 4""",9221.25,208,-30
6,7,7,Geoff Ogilvy,73,"44' 5""",7417.6669999999995,167,-55
7,8,8,Gary Woodland,70,"44' 10""",7938.0830000000005,177,-35
8,9,9,Dustin Johnson,70,"45' 1""",6941.8330000000005,154,-35
9,10,10,Steve Stricker,73,"45' 4""",7981.0,176,-37
10,11,11,Seung-Yul Noh,105,"45' 6""",10830.833,238,-33
11,12,12,Russell Knox,72,"45' 7""",7881.5,173,-29
12,13,13,Andres Romero,68,"45' 8""",8086.8330000000005,177,-17
13,14,14,Jeff Maggert,83,"45' 9""",10987.833,240,-24
14,T15,T15,Davis Love III,64,"46' 1""",7091.0,154,-17
15,T15,T15,Scott Stallings,78,"46' 1""",9445.667,205,-33
16,T15,T15,Kyle Stanley,86,"46' 1""",9349.333,203,-43
17,T18,T18,Brendon de Jonge,115,"46' 2""",14070.75,305,-81
18,T18,T18,Harris English,98,"46' 2""",11410.417,247,-41
19,T20,T20,Justin Rose,69,"46' 3""",8562.917,185,-43
20,T20,T20,Roland Thatcher,55,"46' 3""",5876.3330000000005,127,-6
21,22,22,Tom Gillis,75,"46' 4""",10844.833,234,-54
22,23,23,Stewart Cink,71,"46' 5""",6587.25,142,-10
23,T24,T24,Charl Schwartzel,56,"46' 6""",6233.0,134,-23
24,T24,T24,Adam Scott,59,"46' 6""",5951.75,128,-30
25,T26,T26,Keegan Bradley,90,"46' 7""",10392.333,223,-60
26,T26,T26,Sean O'Hair,84,"46' 7""",11040.167,237,-40
27,T28,T28,Graham DeLaet,79,"46' 8""",8626.75,185,-29
