,Average_Distance_after_Going_for_it_Shot_RANK THIS WEEK,Average_Distance_after_Going_for_it_Shot_RANK LAST WEEK,Average_Distance_after_Going_for_it_Shot_PLAYER NAME,Average_Distance_after_Going_for_it_Shot_ROUNDS,Average_Distance_after_Going_for_it_Shot_AVG,Average_Distance_after_Going_for_it_Shot_TOTAL DIST AFTER GFG SHOT,Average_Distance_after_Going_for_it_Shot_TOTAL GFG SHOTS
64,T63,T63,Greg Owen,90,23.3,123957.0,148
65,T63,T63,Scott Stallings,78,23.3,140134.0,167
66,T63,T63,Jhonattan Vegas,77,23.3,139071.0,166
67,T68,T68,Sangmoon Bae,81,23.4,91059.0,108
68,T68,T68,Chad Campbell,84,23.4,110963.0,132
69,T68,T68,Pat Perez,81,23.4,114713.0,136
70,T68,T68,Alexandre Rocha,62,23.4,59713.0,71
71,T72,T72,Harris English,98,23.5,160500.0,190
72,T72,T72,Jeff Overton,101,23.5,170989.0,202
73,T72,T72,Kyle Reifers,86,23.5,96419.0,114
74,T72,T72,Kevin Streelman,89,23.5,130042.0,154
75,T76,T76,James Driscoll,83,23.7,133108.0,156
76,T76,T76,J.B. Holmes,90,23.7,163911.0,192
77,T76,T76,Troy Matteson,100,23.7,153778.0,180
78,T76,T76,Kyle Thompson,51,23.7,51267.0,60
79,T80,T80,Blake Adams,107,23.8,146541.0,171
80,T80,T80,Trevor Immelman,76,23.8,83185.0,97
81,T80,T80,Johnson Wagner,88,23.8,120056.0,140
82,T83,T83,Stewart Cink,71,23.9,82629.0,96
83,T83,T83,Bob Estes,78,23.9,76716.0,89
84,T83,T83,Chez Reavie,83,23.9,91142.0,106
85,T83,T83,Kevin Stadler,85,23.9,127419.0,148
86,T87,T87,Gary Christian,91,24.0,103885.0,120
87,T87,T87,Billy Horschel,63,24.0,80400.0,93
88,T87,T87,Danny Lee,74,24.0,95035.0,110
89,T87,T87,Seung-Yul Noh,105,24.0,160881.0,186
90,T87,T87,Henrik Stenson,51,24.0,84783.0,98
91,T87,T87,Lee Westwood,60,24.0,87208.0,101
92,T93,T93,Aaron Baddeley,73,24.1,100809.0,116
93,T93,T93,Hunter Mahan,88,24.1,115576.0,133
94,T93,T93,Garth Mulroy,59,24.1,80773.0,93
95,T96,T96,Ricky Barnes,92,24.2,123701.0,142
96,T96,T96,Kris Blanks,65,24.2,98556.0,113
97,T96,T96,Michael Bradley,63,24.2,74980.0,86
98,T96,T96,K.J. Choi,71,24.2,88731.0,102
99,T96,T96,Ben Curtis,62,24.2,58354.0,67
100,T96,T96,Billy Mayfair,90,24.2,133228.0,153
101,T102,T102,Stephen Ames,54,24.4,43099.0,49
102,T102,T102,Jason Bohn,81,24.4,83591.0,95
103,T102,T102,Kevin Kisner,69,24.4,80865.0,92
104,T102,T102,Ryan Moore,89,24.4,124988.0,142
105,T106,T106,Scott Brown,65,24.5,96030.0,109
106,T106,T106,Kevin Chappell,91,24.5,130590.0,148
107,T106,T106,Will Claxton,99,24.5,145770.0,165
108,T106,T106,Rickie Fowler,84,24.5,132951.0,151
109,T106,T106,Martin Laird,77,24.5,127258.0,144
110,T106,T106,Edward Loar,59,24.5,79255.0,90
111,T106,T106,Bryce Molder,83,24.5,68709.0,78
112,T113,T113,Daniel Chopra,55,24.6,67281.0,76
113,T113,T113,Marc Leishman,84,24.6,126484.0,143
114,T115,T115,Chris Couch,61,24.7,116677.0,131
115,T115,T115,Bill Haas,79,24.7,133190.0,150
116,T115,T115,Tim Herron,88,24.7,108650.0,122
117,T115,T115,John Mallinger,74,24.7,72892.0,82
118,T115,T115,Steve Stricker,73,24.7,86303.0,97
119,T115,T115,Cameron Tringale,88,24.7,150042.0,169
120,T121,T121,Matt Bettencourt,80,24.8,95563.0,107
121,T121,T121,Gavin Coles,72,24.8,51874.0,58
122,T121,T121,David Hearn,95,24.8,117005.0,131
123,T121,T121,Troy Kelly,68,24.8,81085.0,91
124,T121,T121,Chris Kirk,93,24.8,158110.0,177
125,T121,T121,Rory Sabbatini,84,24.8,145550.0,163
126,T127,T127,Mark Anderson,75,24.9,105608.0,118
127,T127,T127,Stephen Gangluff,57,24.9,66464.0,74
128,T127,T127,Matt Jones,53,24.9,78758.0,88
129,T127,T127,John Rollins,81,24.9,134713.0,150
130,T131,T131,Jonathan Byrd,69,25.0,114255.0,127
131,T131,T131,Bobby Gates,87,25.0,155021.0,172
132,T131,T131,Graeme McDowell,55,25.0,57657.0,64
133,134,134,Stuart Appleby,75,25.1,87759.0,97
134,T135,T135,Robert Allenby,76,25.2,95321.0,105
135,T135,T135,Robert Karlsson,54,25.2,89008.0,98
136,T135,T135,Jason Kokrak,79,25.2,130471.0,144
137,T138,T138,Chris DiMarco,83,25.3,86411.0,95
138,T138,T138,Scott Piercy,95,25.3,188669.0,207
139,T138,T138,Brendon Todd,78,25.3,71844.0,79
140,T141,T141,Nathan Green,73,25.4,109568.0,120
141,T141,T141,Bill Lunde,83,25.4,111456.0,122
142,T141,T141,Jeff Maggert,83,25.4,122735.0,134
143,T144,T144,Arjun Atwal,79,25.5,111166.0,121
144,T144,T144,Charlie Wi,86,25.5,114923.0,125
145,T146,T146,Jason Day,57,25.6,93239.0,101
146,T146,T146,Tommy Gainey,98,25.6,157675.0,171
147,T146,T146,Kevin Na,80,25.6,126113.0,137
148,T149,T149,Tim Clark,60,25.7,60988.0,66
149,T149,T149,Chris Stroud,86,25.7,113042.0,122
150,T151,T151,John Huh,99,25.8,160811.0,173
151,T151,T151,Rocco Mediate,70,25.8,93710.0,101
152,T151,T151,Phil Mickelson,79,25.8,132123.0,142
153,T151,T151,Heath Slocum,93,25.8,104905.0,113
154,T155,T155,Ben Crane,73,26.0,123699.0,132
155,T155,T155,Spencer Levin,81,26.0,122685.0,131
156,T157,T157,Patrick Sheehan,58,26.1,60074.0,64
157,T157,T157,Brandt Snedeker,81,26.1,103398.0,110
158,159,159,Steve Wheatcroft,56,26.2,64222.0,68
159,T160,T160,Cameron Beckman,81,26.3,96470.0,102
160,T160,T160,Matt Every,80,26.3,107871.0,114
161,T160,T160,Hunter Haas,69,26.3,107844.0,114
162,163,163,J.J. Henry,93,26.4,102493.0,108
163,T164,T164,Brian Davis,91,26.5,109587.0,115
164,T164,T164,J.J. Killeen,101,26.5,145084.0,152
165,T164,T164,David Toms,60,26.5,60161.0,63
166,T167,T167,Webb Simpson,77,26.6,149363.0,156
167,T167,T167,Daniel Summerhays,81,26.6,117886.0,123
168,169,169,Andres Romero,68,26.8,117816.0,122
169,170,170,D.J. Trahan,73,27.0,121719.0,125
170,171,171,Marco Dawson,60,27.1,69152.0,71
171,172,172,Billy Hurley III,70,27.3,52083.0,53
172,173,173,Scott Dunlap,57,27.4,76981.0,78
173,174,174,"Ted Potter, Jr.",77,27.5,91144.0,92
174,175,175,Miguel Angel Carballo,73,27.6,101230.0,102
175,T176,T176,Sung Kang,75,27.7,100540.0,101
176,T176,T176,Y.E. Yang,64,27.7,72827.0,73
177,178,178,Brendan Steele,77,27.9,130645.0,130
178,179,179,David Mathis,83,28.0,85631.0,85
179,180,180,Tom Pernice Jr.,62,28.2,76142.0,75
180,T181,T181,Jerry Kelly,84,28.4,107171.0,105
181,T181,T181,Mark Wilson,84,28.4,104262.0,102
182,183,183,Brian Gay,91,28.6,78300.0,76
183,184,184,Erik Compton,81,29.1,141418.0,135
184,185,185,Colt Knost,79,29.7,72768.0,68
185,186,186,Nick O'Hern,78,30.0,70092.0,65
186,187,187,Ryuji Imada,78,30.4,101747.0,93
187,188,188,Greg Chalmers,88,31.1,141036.0,126
188,189,189,Vaughn Taylor,81,31.5,104461.0,92
189,190,190,Derek Lamely,64,33.7,122459.0,101
190,191,191,Justin Leonard,79,33.9,95117.0,78
