,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Martin Laird,77,-.864
1,2,2,Marco Dawson,60,-.857
2,T3,T3,Tommy Biershenk,74,-.846
3,T3,T3,Geoff Ogilvy,73,-.846
4,5,5,Rickie Fowler,84,-.833
5,6,6,Harrison Frazar,56,-.818
6,7,7,Charles Howell III,98,-.810
7,T8,T8,Luke Donald,63,-.800
8,T8,T8,Ryo Ishikawa,54,-.800
9,T8,T8,John Rollins,81,-.800
10,T8,T8,Vaughn Taylor,81,-.800
11,T12,T12,Ernie Els,80,-.778
12,T12,T12,Tiger Woods,69,-.778
13,14,14,Jimmy Walker,101,-.774
14,15,15,Steve Stricker,73,-.769
15,16,16,Zach Johnson,95,-.765
16,17,17,Ian Poulter,57,-.750
17,T18,T18,Jonas Blixt,72,-.733
18,T18,T18,Troy Matteson,100,-.733
19,20,20,Blake Adams,107,-.730
20,21,21,Michael Thompson,80,-.722
21,22,22,Pat Perez,81,-.720
22,T23,T23,Tim Herron,88,-.719
23,T23,T23,Charley Hoffman,88,-.719
24,25,25,Freddie Jacobson,61,-.714
25,26,26,Chris Stroud,86,-.710
26,T27,T27,Edward Loar,59,-.706
27,T27,T27,Bryce Molder,83,-.706
28,29,29,Louis Oosthuizen,65,-.700
29,T30,T30,Charlie Beljan,61,-.692
30,T30,T30,Jason Day,57,-.692
31,T32,T32,Bill Lunde,83,-.682
32,T32,T32,Seung-Yul Noh,105,-.682
33,34,34,Jason Dufner,83,-.679
34,T35,T35,Kevin Chappell,91,-.667
35,T35,T35,Brian Davis,91,-.667
36,T35,T35,Kevin Kisner,69,-.667
37,T35,T35,Rory McIlroy,60,-.667
38,T35,T35,Scott Piercy,95,-.667
39,T35,T35,Scott Stallings,78,-.667
40,41,41,Tom Gillis,75,-.655
41,T42,T42,Webb Simpson,77,-.654
42,T42,T42,Boo Weekley,74,-.654
43,T44,T44,Padraig Harrington,67,-.647
44,T44,T44,Y.E. Yang,64,-.647
45,46,46,Chris Couch,61,-.645
46,47,47,Justin Leonard,79,-.643
47,48,48,K.J. Choi,71,-.640
48,49,49,Russell Knox,72,-.636
49,50,50,Cameron Tringale,88,-.628
50,51,51,Graeme McDowell,55,-.625
51,52,52,Brendon de Jonge,115,-.622
52,53,53,Jason Bohn,81,-.621
53,54,54,Daniel Chopra,55,-.615
54,55,55,Brian Harman,101,-.614
55,56,56,John Mallinger,74,-.609
56,57,57,Roberto Castro,92,-.607
57,T58,T58,Stephen Ames,54,-.600
58,T58,T58,Keegan Bradley,90,-.600
59,T58,T58,Jonathan Byrd,69,-.600
60,T58,T58,Phil Mickelson,79,-.600
61,T62,T62,Henrik Stenson,51,-.591
62,T62,T62,Bo Van Pelt,84,-.591
63,64,64,Kris Blanks,65,-.586
64,T65,T65,Aaron Baddeley,73,-.583
65,T65,T65,Sergio Garcia,57,-.583
66,T65,T65,Johnson Wagner,88,-.583
67,68,68,Bobby Gates,87,-.579
68,69,69,Billy Mayfair,90,-.576
69,T70,T70,Ben Crane,73,-.571
70,T70,T70,Tom Pernice Jr.,62,-.571
71,T70,T70,Rory Sabbatini,84,-.571
72,T70,T70,Camilo Villegas,79,-.571
73,T74,T74,Scott Dunlap,57,-.563
74,T74,T74,"Ted Potter, Jr.",77,-.563
75,T74,T74,Brendon Todd,78,-.563
76,77,77,Carl Pettersson,92,-.560
77,78,78,Greg Chalmers,88,-.559
78,79,79,Jeff Overton,101,-.558
79,80,80,James Driscoll,83,-.556
80,81,81,Will Claxton,99,-.552
81,T82,T82,Mark Anderson,75,-.550
82,T82,T82,Hunter Haas,69,-.550
83,T84,T84,Brian Gay,91,-.545
84,T84,T84,John Merrick,83,-.545
85,T84,T84,Rod Pampling,88,-.545
86,T84,T84,Chez Reavie,83,-.545
87,88,88,Vijay Singh,99,-.543
88,T89,T89,Dustin Johnson,70,-.538
89,T89,T89,Greg Owen,90,-.538
90,T89,T89,Charl Schwartzel,56,-.538
91,T92,T92,Hunter Mahan,88,-.536
92,T92,T92,Mark Wilson,84,-.536
93,T94,T94,Billy Horschel,63,-.533
94,T94,T94,Josh Teater,97,-.533
95,T94,T94,Gary Woodland,70,-.533
96,97,97,Brandt Snedeker,81,-.529
97,T98,T98,Ben Curtis,62,-.526
98,T98,T98,Chris DiMarco,83,-.526
99,T98,T98,J.B. Holmes,90,-.526
100,T98,T98,Garth Mulroy,59,-.526
101,T98,T98,Nick O'Hern,78,-.526
102,T98,T98,Ryan Palmer,81,-.526
103,104,104,Jim Furyk,85,-.522
104,105,105,Andres Romero,68,-.520
105,106,106,William McGirt,96,-.516
106,107,107,John Huh,99,-.514
107,T108,T108,Sangmoon Bae,81,-.500
108,T108,T108,Miguel Angel Carballo,73,-.500
109,T108,T108,Ryuji Imada,78,-.500
110,T108,T108,Matt Jones,53,-.500
111,T108,T108,J.J. Killeen,101,-.500
112,T108,T108,Jason Kokrak,79,-.500
113,T108,T108,Matt Kuchar,86,-.500
114,T108,T108,Lee Westwood,60,-.500
115,T116,T116,Stuart Appleby,75,-.480
116,T116,T116,Bud Cauley,99,-.480
117,T116,T116,Justin Rose,69,-.480
118,119,119,D.J. Trahan,73,-.476
119,120,120,Harris English,98,-.474
120,121,121,Bubba Watson,68,-.471
121,122,122,Kevin Na,80,-.469
122,123,123,Heath Slocum,93,-.462
123,T124,T124,Billy Hurley III,70,-.455
124,T124,T124,Sean O'Hair,84,-.455
125,126,126,Spencer Levin,81,-.452
126,T127,T127,Arjun Atwal,79,-.444
127,T127,T127,Gavin Coles,72,-.444
128,T127,T127,Rocco Mediate,70,-.444
129,T127,T127,Jhonattan Vegas,77,-.444
130,T131,T131,Brandt Jobe,57,-.438
131,T131,T131,Troy Kelly,68,-.438
132,T131,T131,John Senden,81,-.438
133,134,134,Charlie Wi,86,-.435
134,T135,T135,Graham DeLaet,79,-.429
135,T135,T135,Colt Knost,79,-.429
136,137,137,David Hearn,95,-.424
137,138,138,Richard Lee,71,-.419
138,139,139,Roland Thatcher,55,-.417
139,T140,T140,Trevor Immelman,76,-.412
140,T140,T140,Robert Karlsson,54,-.412
141,T142,T142,J.J. Henry,93,-.409
142,T142,T142,Danny Lee,74,-.409
143,T144,T144,George McNeill,85,-.407
144,T144,T144,Kevin Streelman,89,-.407
145,T146,T146,Mathew Goggin,65,-.400
146,T146,T146,Marc Leishman,84,-.400
147,T146,T146,Kyle Reifers,86,-.400
148,T146,T146,Adam Scott,59,-.400
149,150,150,Nick Watney,97,-.387
150,T151,T151,Ángel Cabrera,54,-.385
151,T151,T151,Gary Christian,91,-.385
152,T153,T153,Scott Brown,65,-.375
153,T153,T153,Bob Estes,78,-.375
154,T153,T153,Daniel Summerhays,81,-.375
155,156,156,Matt Every,80,-.368
156,T157,T157,Tommy Gainey,98,-.367
157,T157,T157,Chris Kirk,93,-.367
158,T159,T159,Matt Bettencourt,80,-.364
159,T159,T159,Sung Kang,75,-.364
160,161,161,Ryan Moore,89,-.357
161,162,162,Nathan Green,73,-.348
162,163,163,Jerry Kelly,84,-.343
163,164,164,D.A. Points,88,-.341
164,165,165,Ken Duke,104,-.340
165,T166,T166,Stewart Cink,71,-.333
166,T166,T166,Tim Clark,60,-.333
167,T166,T166,Kyle Thompson,51,-.333
168,169,169,Ricky Barnes,92,-.320
169,T170,T170,David Mathis,83,-.316
170,T170,T170,Kyle Stanley,86,-.316
171,172,172,Steve Wheatcroft,56,-.313
