,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
0,1,1,Jason Dufner,83,21.52,51,237
1,2,2,Tiger Woods,69,21.39,43,201
2,3,3,Matt Every,80,20.47,52,254
3,4,4,Ian Poulter,57,20.0,31,155
4,5,5,Robert Allenby,76,19.33,52,269
5,6,6,Brandt Snedeker,81,19.22,49,255
6,7,7,Webb Simpson,77,18.8,47,250
7,8,8,Adam Scott,59,18.75,30,160
8,9,9,Alexandre Rocha,62,18.58,34,183
9,T10,T10,Blake Adams,107,18.5,64,346
10,T10,T10,Gavin Coles,72,18.5,42,227
11,12,12,Jeff Maggert,83,18.42,56,304
12,13,13,Patrick Sheehan,58,18.39,32,174
13,14,14,Sergio Garcia,57,18.38,34,185
14,15,15,Bo Van Pelt,84,18.32,50,273
15,16,16,Lee Westwood,60,18.24,31,170
16,17,17,Chez Reavie,83,18.22,49,269
17,18,18,David Toms,60,18.12,27,149
18,19,19,Tom Gillis,75,18.07,45,249
19,20,20,K.J. Choi,71,18.04,35,194
20,21,21,Daniel Summerhays,81,17.99,43,239
21,22,22,Ryan Moore,89,17.95,56,312
22,23,23,Scott Brown,65,17.87,37,207
23,24,24,D.A. Points,88,17.75,52,293
24,25,25,Jeff Overton,101,17.68,58,328
25,26,26,Chris Kirk,93,17.65,57,323
26,27,27,Nathan Green,73,17.57,39,222
27,28,28,Davis Love III,64,17.54,37,211
28,29,29,Steve Stricker,73,17.53,34,194
29,30,30,Kevin Na,80,17.5,42,240
30,31,31,Troy Matteson,100,17.29,51,295
31,32,32,Cameron Beckman,81,17.09,47,275
32,33,33,"Ted Potter, Jr.",77,17.04,38,223
33,34,34,Keegan Bradley,90,17.02,48,282
34,35,35,John Huh,99,16.97,56,330
35,36,36,Scott Piercy,95,16.96,49,289
36,37,37,Matt Kuchar,86,16.73,42,251
37,T38,T38,Hunter Haas,69,16.67,30,180
38,T38,T38,Zach Johnson,95,16.67,48,288
39,40,40,Brian Harman,101,16.61,53,319
40,41,41,Charlie Beljan,61,16.56,25,151
41,42,42,Kevin Streelman,89,16.55,47,284
42,T43,T43,Jonas Blixt,72,16.53,40,242
43,T43,T43,Hunter Mahan,88,16.53,41,248
44,45,45,Tommy Biershenk,74,16.51,35,212
45,46,46,Louis Oosthuizen,65,16.37,28,171
46,T47,T47,Danny Lee,74,16.3,37,227
47,T47,T47,David Mathis,83,16.3,45,276
48,49,49,Dicky Pride,62,16.23,31,191
49,50,50,Vaughn Taylor,81,16.22,42,259
50,51,51,Charl Schwartzel,56,16.13,25,155
51,52,52,Henrik Stenson,51,16.11,24,149
52,53,53,Jonathan Byrd,69,16.1,33,205
53,54,54,Marco Dawson,60,16.05,26,162
54,55,55,Garth Mulroy,59,16.0,28,175
55,56,56,Brendon de Jonge,115,15.98,66,413
56,57,57,Rory Sabbatini,84,15.97,42,263
57,58,58,Spencer Levin,81,15.94,40,251
58,T59,T59,Bryce Molder,83,15.91,42,264
59,T59,T59,Scott Stallings,78,15.91,42,264
60,61,61,Russell Knox,72,15.81,34,215
61,62,62,Padraig Harrington,67,15.76,29,184
62,63,63,Heath Slocum,93,15.73,45,286
63,64,64,Harris English,98,15.69,51,325
64,65,65,D.J. Trahan,73,15.67,34,217
65,66,66,Justin Rose,69,15.66,31,198
66,67,67,Vijay Singh,99,15.65,49,313
67,68,68,Sean O'Hair,84,15.61,47,301
68,69,69,Ben Curtis,62,15.58,24,154
69,70,70,Bob Estes,78,15.57,38,244
70,71,71,Jim Furyk,85,15.56,40,257
71,72,72,Stewart Cink,71,15.53,34,219
72,73,73,Charley Hoffman,88,15.5,42,271
73,T74,T74,Ryan Palmer,81,15.44,40,259
74,T74,T74,Jhonattan Vegas,77,15.44,40,259
75,76,76,Carl Pettersson,92,15.43,48,311
76,77,77,Jimmy Walker,101,15.41,53,344
77,T78,T78,Trevor Immelman,76,15.38,36,234
78,T78,T78,J.J. Killeen,101,15.38,50,325
79,80,80,Billy Horschel,63,15.34,27,176
80,81,81,Kyle Thompson,51,15.32,19,124
81,82,82,Troy Kelly,68,15.22,28,184
82,83,83,Marc Leishman,84,15.19,41,270
83,84,84,Bud Cauley,99,15.15,55,363
84,85,85,Jerry Kelly,84,15.12,44,291
85,86,86,Nick Watney,97,15.09,43,285
86,87,87,Ken Duke,104,15.07,52,345
87,88,88,Richard Lee,71,14.98,31,207
88,89,89,J.J. Henry,93,14.97,47,314
89,90,90,Kevin Stadler,85,14.87,40,269
90,91,91,Jason Day,57,14.86,26,175
91,T92,T92,Martin Flores,95,14.81,44,297
92,T92,T92,Bill Lunde,83,14.81,36,243
93,94,94,Y.E. Yang,64,14.8,29,196
94,95,95,John Rollins,81,14.75,41,278
95,96,96,Ángel Cabrera,54,14.69,21,143
96,97,97,Billy Hurley III,70,14.68,32,218
97,98,98,David Hearn,95,14.66,50,341
98,99,99,Arjun Atwal,79,14.65,40,273
99,100,100,Jason Bohn,81,14.57,37,254
100,101,101,Martin Laird,77,14.56,30,206
101,102,102,Scott Dunlap,57,14.53,25,172
102,T103,T103,J.B. Holmes,90,14.51,37,255
103,T103,T103,Nick O'Hern,78,14.51,37,255
104,105,105,Phil Mickelson,79,14.48,32,221
105,106,106,George McNeill,85,14.44,40,277
106,107,107,Chris DiMarco,83,14.4,37,257
107,108,108,Tim Clark,60,14.36,28,195
108,T109,T109,Ben Crane,73,14.35,32,223
109,T109,T109,Derek Lamely,64,14.35,30,209
110,111,111,Chad Campbell,84,14.33,45,314
111,112,112,Pat Perez,81,14.29,39,273
112,113,113,Brian Gay,91,14.23,39,274
113,114,114,Graeme McDowell,55,14.19,21,148
114,115,115,Ryuji Imada,78,14.18,37,261
115,T116,T116,Greg Owen,90,14.14,41,290
116,T116,T116,Andres Romero,68,14.14,27,191
117,T118,T118,Harrison Frazar,56,14.1,22,156
118,T118,T118,Robert Karlsson,54,14.1,22,156
119,120,120,John Merrick,83,14.09,41,291
120,121,121,Ernie Els,80,14.04,33,235
121,122,122,Robert Garrigus,89,13.99,34,243
122,123,123,Will Claxton,99,13.98,46,329
123,124,124,Brendon Todd,78,13.89,35,252
124,T125,T125,Seung-Yul Noh,105,13.8,45,326
125,T125,T125,Josh Teater,97,13.8,41,297
126,T127,T127,Justin Leonard,79,13.79,36,261
127,T127,T127,Roland Thatcher,55,13.79,24,174
128,129,129,Erik Compton,81,13.78,35,254
129,130,130,Charles Howell III,98,13.75,44,320
130,131,131,Luke Donald,63,13.74,25,182
131,132,132,Bill Haas,79,13.72,31,226
132,133,133,Jason Kokrak,79,13.59,39,287
133,134,134,Charlie Wi,86,13.58,36,265
134,135,135,Johnson Wagner,88,13.49,39,289
135,136,136,Graham DeLaet,79,13.38,38,284
136,T137,T137,Ricky Barnes,92,13.27,41,309
137,T137,T137,Gary Christian,91,13.27,39,294
138,139,139,Michael Bradley,63,13.21,28,212
139,140,140,Freddie Jacobson,61,13.2,26,197
140,T141,T141,Rory McIlroy,60,13.1,19,145
