,GIR_Percentage_-_125-150_yards_RANK THIS WEEK,GIR_Percentage_-_125-150_yards_RANK LAST WEEK,GIR_Percentage_-_125-150_yards_PLAYER NAME,GIR_Percentage_-_125-150_yards_ROUNDS,GIR_Percentage_-_125-150_yards_%,GIR_Percentage_-_125-150_yards_GREENS HIT,GIR_Percentage_-_125-150_yards_TOTAL HOLES,GIR_Percentage_-_125-150_yards_RELATIVE TO PAR
0,1,1,Graeme McDowell,55,82.52,85,103,-0.25
1,2,2,Lee Westwood,60,81.97,100,122,-0.25
2,3,3,Ben Curtis,62,81.88,113,138,-0.27
3,4,4,Jim Furyk,85,81.32,148,182,-0.3
4,5,5,J.J. Henry,93,81.04,171,211,-0.2
5,6,6,Nick O'Hern,78,80.45,144,179,-0.22
6,7,7,Justin Rose,69,79.62,125,157,-0.16
7,8,8,Camilo Villegas,79,79.13,182,230,-0.21
8,9,9,Alexandre Rocha,62,78.79,130,165,-0.18
9,10,10,Steve Stricker,73,78.74,137,174,-0.3
10,11,11,Richard Lee,71,78.26,144,184,-0.26
11,12,12,Heath Slocum,93,77.59,180,232,-0.21
12,13,13,Michael Thompson,80,77.55,152,196,-0.19
13,14,14,Kyle Thompson,51,77.52,100,129,-0.3
14,15,15,Brendon de Jonge,115,77.5,248,320,-0.21
15,16,16,Davis Love III,64,77.11,128,166,-0.26
16,17,17,Hunter Mahan,88,76.88,133,173,-0.26
17,18,18,Robert Allenby,76,76.41,149,195,-0.17
18,19,19,Zach Johnson,95,76.29,148,194,-0.23
19,20,20,Bryce Molder,83,76.26,151,198,-0.24
20,21,21,Luke Donald,63,76.22,109,143,-0.21
21,22,22,Bud Cauley,99,76.12,204,268,-0.19
22,23,23,Steve Wheatcroft,56,75.94,101,133,-0.18
23,24,24,Adam Scott,59,75.76,100,132,-0.2
24,25,25,Michael Bradley,63,75.66,115,152,-0.17
25,26,26,Vaughn Taylor,81,75.24,155,206,-0.21
26,27,27,Freddie Jacobson,61,75.21,91,121,-0.22
27,T28,T28,Graham DeLaet,79,75.0,159,212,-0.2
28,T28,T28,Sergio Garcia,57,75.0,102,136,-0.23
29,30,30,Ryuji Imada,78,74.89,164,219,-0.23
30,31,31,Stuart Appleby,75,74.87,143,191,-0.13
31,32,32,Tim Clark,60,74.6,94,126,-0.26
32,33,33,Boo Weekley,74,74.5,149,200,-0.23
33,34,34,Scott Dunlap,57,74.47,105,141,-0.3
34,35,35,William McGirt,96,74.26,176,237,-0.15
35,36,36,Will Claxton,99,74.06,197,266,-0.18
36,37,37,Russell Knox,72,74.05,137,185,-0.17
37,38,38,Gavin Coles,72,74.0,111,150,-0.31
38,39,39,Jason Dufner,83,73.85,161,218,-0.2
39,40,40,Mark Wilson,84,73.81,124,168,-0.23
40,41,41,Ricky Barnes,92,73.72,202,274,-0.23
41,T42,T42,D.A. Points,88,73.71,171,232,-0.26
42,T42,T42,Vijay Singh,99,73.71,171,232,-0.19
43,44,44,David Hearn,95,73.7,213,289,-0.15
44,45,45,Sangmoon Bae,81,73.66,137,186,-0.24
45,T46,T46,Blake Adams,107,73.61,198,269,-0.16
46,T46,T46,Rory McIlroy,60,73.61,106,144,-0.37
47,48,48,David Toms,60,73.6,92,125,-0.26
48,49,49,Ken Duke,104,73.59,209,284,-0.33
49,50,50,Roberto Castro,92,73.58,156,212,-0.26
50,51,51,John Merrick,83,73.57,167,227,-0.21
51,52,52,Dicky Pride,62,73.53,100,136,-0.19
52,53,53,Charles Howell III,98,73.33,176,240,-0.15
53,54,54,Matt Kuchar,86,73.3,140,191,-0.2
54,55,55,Brandt Jobe,57,73.28,85,116,-0.16
55,56,56,Bob Estes,78,73.23,145,198,-0.26
56,57,57,David Mathis,83,73.12,136,186,-0.21
57,58,58,Webb Simpson,77,73.06,141,193,-0.25
58,59,59,Martin Laird,77,73.01,119,163,-0.17
59,60,60,Jason Bohn,81,72.99,154,211,-0.21
60,61,61,Kris Blanks,65,72.94,124,170,-0.19
61,62,62,Ernie Els,80,72.91,148,203,-0.18
62,63,63,Jerry Kelly,84,72.81,166,228,-0.21
63,64,64,Rocco Mediate,70,72.78,115,158,-0.22
64,65,65,Robert Garrigus,89,72.76,187,257,-0.26
65,66,66,Tim Herron,88,72.73,184,253,-0.18
66,67,67,Pat Perez,81,72.68,149,205,-0.21
67,68,68,Brian Gay,91,72.65,170,234,-0.31
68,69,69,Greg Owen,90,72.61,175,241,-0.17
69,70,70,Louis Oosthuizen,65,72.53,132,182,-0.14
70,71,71,Arjun Atwal,79,72.51,153,211,-0.22
71,72,72,Marc Leishman,84,72.4,160,221,-0.18
72,T73,T73,Martin Flores,95,72.37,186,257,-0.17
73,T73,T73,Bubba Watson,68,72.37,110,152,-0.2
74,75,75,"Ted Potter, Jr.",77,72.35,123,170,-0.23
75,76,76,Sean O'Hair,84,72.32,162,224,-0.15
76,T77,T77,Rod Pampling,88,72.25,151,209,-0.18
77,T77,T77,Chez Reavie,83,72.25,138,191,-0.25
78,79,79,Nick Watney,97,72.2,174,241,-0.23
79,80,80,Gary Christian,91,72.12,163,226,-0.26
80,81,81,Padraig Harrington,67,72.09,93,129,-0.15
81,82,82,Danny Lee,74,72.04,134,186,-0.16
82,83,83,Chris Kirk,93,72.03,188,261,-0.17
83,T84,T84,Derek Lamely,64,72.02,121,168,-0.21
84,T84,T84,Rory Sabbatini,84,72.02,157,218,-0.21
85,86,86,Kyle Stanley,86,71.97,172,239,-0.22
86,87,87,Johnson Wagner,88,71.82,158,220,-0.17
87,88,88,Erik Compton,81,71.74,132,184,-0.27
88,89,89,Colt Knost,79,71.71,147,205,-0.22
89,90,90,Mathew Goggin,65,71.67,129,180,-0.08
90,91,91,Tom Pernice Jr.,62,71.64,96,134,-0.2
91,92,92,Scott Piercy,95,71.58,199,278,-0.25
92,93,93,Billy Horschel,63,71.43,120,168,-0.18
93,94,94,Chris Stroud,86,71.37,162,227,-0.23
94,95,95,Harrison Frazar,56,71.34,117,164,-0.17
95,96,96,Kevin Streelman,89,71.02,174,245,-0.24
96,97,97,John Huh,99,71.0,191,269,-0.2
97,98,98,Cameron Beckman,81,70.95,149,210,-0.2
98,99,99,Chad Campbell,84,70.94,166,234,-0.19
99,100,100,Garth Mulroy,59,70.92,100,141,-0.22
100,101,101,Rickie Fowler,84,70.77,138,195,-0.21
101,102,102,John Senden,81,70.74,133,188,-0.23
102,103,103,Brian Davis,91,70.69,164,232,-0.22
103,104,104,Jason Day,57,70.63,113,160,-0.24
104,105,105,Jeff Overton,101,70.52,177,251,-0.22
105,106,106,Ryan Palmer,81,70.51,165,234,-0.21
106,107,107,K.J. Choi,71,70.19,113,161,-0.23
107,108,108,Josh Teater,97,70.12,169,241,-0.12
108,T109,T109,Jonas Blixt,72,70.11,129,184,-0.28
109,T109,T109,Bill Haas,79,70.11,129,184,-0.18
110,111,111,Daniel Chopra,55,70.07,96,137,-0.28
111,T112,T112,Ryan Moore,89,70.0,175,250,-0.28
112,T112,T112,Brandt Snedeker,81,70.0,140,200,-0.19
113,114,114,Daniel Summerhays,81,69.95,142,203,-0.14
114,115,115,Roland Thatcher,55,69.93,100,143,-0.18
115,T116,T116,Brian Harman,101,69.92,179,256,-0.22
116,T116,T116,Seung-Yul Noh,105,69.92,186,266,-0.23
117,118,118,Keegan Bradley,90,69.88,174,249,-0.25
118,119,119,Miguel Angel Carballo,73,69.87,109,156,-0.29
119,120,120,Chris DiMarco,83,69.86,146,209,-0.21
120,121,121,Harris English,98,69.85,190,272,-0.22
121,122,122,Bo Van Pelt,84,69.81,148,212,-0.31
122,123,123,Matt Jones,53,69.63,94,135,-0.19
123,124,124,Tiger Woods,69,69.57,112,161,-0.21
124,125,125,Billy Mayfair,90,69.44,175,252,-0.15
125,126,126,George McNeill,85,69.35,129,186,-0.25
126,127,127,Trevor Immelman,76,69.28,106,153,-0.19
127,128,128,Kyle Reifers,86,69.23,162,234,-0.22
128,129,129,Tommy Gainey,98,68.93,193,280,-0.26
129,130,130,Sung Kang,75,68.86,115,167,-0.15
130,131,131,Scott Brown,65,68.82,117,170,-0.21
131,132,132,Cameron Tringale,88,68.75,154,224,-0.24
132,133,133,Phil Mickelson,79,68.68,125,182,-0.26
133,134,134,Carl Pettersson,92,68.6,177,258,-0.29
134,135,135,John Mallinger,74,68.51,124,181,-0.23
135,T136,T136,Mark Anderson,75,68.5,137,200,-0.18
136,T136,T136,James Driscoll,83,68.5,137,200,-0.2
137,138,138,Stephen Ames,54,68.42,78,114,-0.17
138,139,139,Dustin Johnson,70,68.37,134,196,-0.25
139,140,140,Nathan Green,73,68.35,108,158,-0.19
140,141,141,Charl Schwartzel,56,68.29,84,123,-0.25
141,142,142,Bill Lunde,83,68.2,148,217,-0.22
142,143,143,Ian Poulter,57,68.07,81,119,-0.22
143,T144,T144,Edward Loar,59,68.03,83,122,-0.13
144,T144,T144,Jeff Maggert,83,68.03,166,244,-0.17
145,146,146,Kevin Stadler,85,68.0,153,225,-0.22
146,147,147,D.J. Trahan,73,67.96,140,206,-0.11
147,148,148,Hunter Haas,69,67.92,108,159,-0.29
148,149,149,Jimmy Walker,101,67.88,186,274,-0.21
149,150,150,Jason Kokrak,79,67.77,143,211,-0.2
150,151,151,Jhonattan Vegas,77,67.76,145,214,-0.18
151,152,152,Stewart Cink,71,67.72,107,158,-0.21
152,153,153,Charlie Wi,86,67.69,155,229,-0.15
153,154,154,Matt Every,80,67.54,129,191,-0.27
154,155,155,Geoff Ogilvy,73,67.42,120,178,-0.23
155,156,156,Gary Woodland,70,67.38,95,141,-0.17
156,157,157,Scott Stallings,78,67.34,167,248,-0.13
157,158,158,Tom Gillis,75,67.33,136,202,-0.11
158,159,159,Ryo Ishikawa,54,67.27,74,110,-0.24
159,160,160,Troy Kelly,68,67.26,113,168,-0.15
160,161,161,Henrik Stenson,51,67.2,84,125,-0.24
161,162,162,Marco Dawson,60,67.12,98,146,-0.22
162,163,163,Brendan Steele,77,67.01,130,194,-0.16
163,164,164,Bobby Gates,87,66.81,157,235,-0.22
164,165,165,Troy Matteson,100,66.18,182,275,-0.11
165,166,166,Stephen Gangluff,57,66.01,101,153,-0.22
166,167,167,J.B. Holmes,90,66.0,165,250,-0.19
167,168,168,Brendon Todd,78,65.98,128,194,-0.22
