,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,,Louis Oosthuizen,69,46.94,23,49
1,2,,James Hahn,96,41.1,30,73
2,3,,Branden Grace,70,40.91,18,44
3,4,,Kevin Na,86,40.68,24,59
4,5,,Pat Perez,93,40.0,32,80
5,6,,Brian Campbell,55,39.58,19,48
6,7,,Camilo Villegas,76,39.08,34,87
7,8,,Justin Thomas,86,38.81,26,67
8,9,,Roberto Castro,70,38.71,24,62
9,10,,Harold Varner III,101,38.54,37,96
10,11,,Webb Simpson,102,38.33,23,60
11,12,,Brandt Snedeker,53,37.93,22,58
12,13,,Chad Campbell,97,37.84,28,74
13,14,,Fabián Gómez,61,37.74,20,53
14,15,,Zac Blair,105,37.7,23,61
15,T16,,Wesley Bryan,95,37.5,39,104
16,T16,,Gonzalo Fernandez-Castaño,63,37.5,24,64
17,T16,,Brian Stuard,93,37.5,27,72
18,19,,Kevin Kisner,105,37.33,28,75
19,20,,Vaughn Taylor,90,36.59,30,82
20,21,,Steve Wheatcroft,51,36.54,19,52
21,22,,Matt Kuchar,95,35.94,23,64
22,23,,Steven Alker,69,35.85,19,53
23,24,,Paul Casey,94,35.09,20,57
24,25,,K.J. Choi,72,34.78,24,69
25,26,,Brendan Steele,89,34.33,23,67
26,27,,Ryan Palmer,61,34.15,14,41
27,28,,Brian Harman,104,34.04,32,94
28,T29,,Ian Poulter,72,33.9,20,59
29,T29,,Rory Sabbatini,71,33.9,20,59
30,31,,Ben Crane,86,33.8,24,71
31,32,,Zach Johnson,81,33.77,26,77
32,T33,,Alex Cejka,85,33.33,25,75
33,T33,,Stewart Cink,93,33.33,26,78
34,T33,,Jim Furyk,54,33.33,12,36
35,T33,,Emiliano Grillo,90,33.33,20,60
36,T33,,Cameron Percy,71,33.33,22,66
37,38,,Patrick Reed,107,32.94,28,85
38,39,,Julián Etulain,68,32.84,22,67
39,40,,Rickie Fowler,78,32.79,20,61
40,41,,Billy Horschel,88,32.58,29,89
41,T42,,Kevin Streelman,90,32.53,27,83
42,T42,,Nick Taylor,97,32.53,27,83
43,44,,Adam Scott,58,32.5,13,40
44,45,,Adam Hadwin,98,32.47,25,77
45,46,,Martin Laird,83,32.39,23,71
46,47,,Patrick Cantlay,52,32.35,11,34
47,48,,Jamie Lovemark,98,32.29,31,96
48,49,,Tim Wilkinson,64,32.08,17,53
49,50,,Spencer Levin,89,31.94,23,72
50,51,,Morgan Hoffmann,92,31.63,31,98
51,52,,Gary Woodland,94,31.58,18,57
52,53,,Chad Collins,66,31.51,23,73
