,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
53,54,,Robert Streb,98,31.3,36,115
54,55,,Francesco Molinari,75,31.25,15,48
55,56,,Daniel Berger,91,31.17,24,77
56,57,,Chez Reavie,98,31.15,19,61
57,58,,C.T. Pan,88,31.08,23,74
58,T59,,Ricky Barnes,100,30.93,30,97
59,T59,,Charles Howell III,86,30.93,30,97
60,61,,Rod Pampling,71,30.59,26,85
61,62,,Aaron Baddeley,61,30.49,25,82
62,63,,Geoff Ogilvy,80,30.43,21,69
63,64,,Russell Henley,99,30.26,23,76
64,T65,,Brad Fritsch,56,30.19,16,53
65,T65,,Ryan Moore,82,30.19,16,53
66,67,,Nick Watney,75,30.14,22,73
67,68,,Patton Kizzire,84,30.09,34,113
68,69,,Graeme McDowell,56,30.0,15,50
69,70,,Graham DeLaet,82,29.85,20,67
70,71,,Blayne Barber,77,29.76,25,84
71,72,,J.B. Holmes,83,29.73,22,74
72,73,,Jason Bohn,75,29.63,24,81
73,74,,Ben Martin,86,29.58,21,71
74,T75,,Ryan Blaum,100,29.55,26,88
75,T75,,Greg Chalmers,75,29.55,26,88
76,T75,,Charley Hoffman,112,29.55,26,88
77,T78,,Mackenzie Hughes,106,29.41,35,119
78,T78,,Brooks Koepka,88,29.41,25,85
79,80,,Cameron Tringale,89,29.35,27,92
80,81,,Charl Schwartzel,63,29.31,17,58
81,T82,,J.J. Henry,92,29.17,21,72
82,T82,,Hideki Matsuyama,83,29.17,14,48
83,T82,,Sebastián Muñoz,51,29.17,14,48
84,85,,Bill Haas,92,29.03,18,62
85,86,,Jason Dufner,89,28.99,20,69
86,87,,Peter Malnati,91,28.74,25,87
87,T88,,Tony Finau,106,28.57,20,70
88,T88,,Sergio Garcia,65,28.57,10,35
89,T88,,Brandon Hagy,85,28.57,20,70
90,T88,,Rory McIlroy,51,28.57,8,28
91,T88,,Kyle Stanley,104,28.57,18,63
92,T93,,Bryson DeChambeau,91,28.38,21,74
93,T93,,Luke Donald,50,28.38,21,74
94,T93,,Marc Leishman,94,28.38,21,74
95,96,,Matt Jones,64,28.36,19,67
96,97,,Søren Kjeldsen,58,28.21,11,39
97,T98,,Dominic Bozzelli,69,28.17,20,71
98,T98,,Anirban Lahiri,72,28.17,20,71
99,100,,Kyle Reifers,96,28.13,27,96
100,T101,,William McGirt,89,28.07,16,57
101,T101,,Tag Ridings,67,28.07,16,57
102,T101,,Jordan Spieth,85,28.07,16,57
103,104,,Retief Goosen,52,28.0,14,50
104,105,,J.T. Poston,95,27.94,19,68
105,106,,Sean O'Hair,84,27.78,20,72
106,107,,Cody Gribble,79,27.66,26,94
107,108,,Brian Gay,82,27.5,22,80
108,109,,Ken Duke,77,27.45,14,51
109,110,,Jhonattan Vegas,95,27.42,17,62
110,T111,,Carl Pettersson,63,27.27,27,99
111,T111,,Seamus Power,86,27.27,24,88
112,T111,,J.J. Spaun,92,27.27,18,66
113,114,,Martin Flores,88,27.14,19,70
114,115,,Sam Saunders,76,27.12,16,59
115,T116,,Scott Stallings,81,27.03,20,74
116,T116,,Shawn Stefani,72,27.03,20,74
117,T118,,Sung Kang,104,26.97,24,89
118,T118,,Kelly Kraft,75,26.97,24,89
119,120,,Troy Merritt,82,26.92,21,78
120,121,,Xander Schauffele,96,26.87,18,67
121,122,,Bryce Molder,74,26.85,29,108
122,T123,,John Huh,92,26.67,20,75
123,T123,,Shane Lowry,52,26.67,8,30
124,125,,Matt Every,76,26.53,26,98
125,T126,,Mark Anderson,54,26.42,14,53
126,T126,,Bubba Watson,71,26.42,14,53
127,128,,Jason Day,71,26.23,16,61
128,129,,Luke List,102,25.88,22,85
129,130,,Chris Kirk,89,25.84,23,89
130,131,,Daniel Summerhays,100,25.56,23,90
131,132,,Richy Werenski,81,25.49,13,51
132,133,,David Hearn,93,25.32,20,79
133,T134,,Harris English,84,25.3,21,83
134,T134,,Phil Mickelson,85,25.3,21,83
135,T136,,Ryan Armour,63,25.0,10,40
136,T136,,Keegan Bradley,104,25.0,19,76
137,T136,,Jon Rahm,90,25.0,11,44
138,T136,,Patrick Rodgers,76,25.0,20,80
139,T136,,Brett Stegmaier,78,25.0,21,84
140,141,,Kevin Tway,96,24.72,22,89
141,142,,Kevin Chappell,95,24.69,20,81
142,143,,Johnson Wagner,71,24.62,16,65
143,144,,Rafa Cabrera Bello,63,24.56,14,57
144,145,,Miguel Angel Carballo,63,24.53,13,53
145,146,,Dustin Johnson,77,24.44,11,45
146,147,,Scott Brown,95,24.42,21,86
147,148,,D.A. Points,68,24.14,14,58
148,149,,Seung-Yul Noh,91,24.11,27,112
149,150,,Billy Hurley III,80,23.96,23,96
150,151,,Hunter Mahan,73,23.88,16,67
151,152,,Jonas Blixt,74,23.75,19,80
152,153,,Andrew Loupe,55,23.68,18,76
153,154,,Russell Knox,75,23.53,12,51
154,T155,,Tom Hoge,54,23.26,10,43
155,T155,,Whee Kim,74,23.26,20,86
156,157,,Derek Fathauer,81,23.23,23,99
157,158,,Si Woo Kim,80,23.17,19,82
158,159,,Steven Bowditch,59,23.01,26,113
159,160,,Robert Garrigus,78,22.95,14,61
160,161,,Justin Rose,66,22.92,11,48
161,T162,,Andres Gonzales,73,22.86,16,70
162,T162,,Ryo Ishikawa,56,22.86,16,70
163,T164,,Bud Cauley,92,22.73,15,66
164,T164,,Chris Stroud,67,22.73,10,44
165,T166,,Brett Drewitt,57,22.22,10,45
166,T166,,Michael Kim,94,22.22,22,99
167,168,,Lucas Glover,93,21.92,16,73
168,169,,Ollie Schniederjans,92,21.84,19,87
169,170,,Cameron Smith,86,21.79,17,78
170,171,,Ryan Brehm,83,21.62,16,74
171,172,,Ernie Els,52,21.43,9,42
172,173,,Byeong Hun An,77,21.13,15,71
173,T174,,Danny Lee,93,21.05,16,76
174,T174,,David Lingmerth,79,21.05,16,76
175,T174,,Tyrone Van Aswegen,105,21.05,20,95
176,177,,Michael Thompson,60,20.97,13,62
177,178,,Smylie Kaufman,76,20.27,15,74
178,T179,,Mark Hubbard,81,20.0,13,65
179,T179,,Boo Weekley,75,20.0,10,50
180,181,,Jimmy Walker,68,19.67,12,61
181,182,,Jason Kokrak,95,18.92,14,74
182,183,,Scott Piercy,70,18.75,9,48
183,184,,Trey Mullinax,88,18.67,14,75
184,185,,Hudson Swafford,94,18.18,14,77
185,T186,,Rick Lamb,54,17.65,6,34
186,T186,,Jonathan Randolph,68,17.65,9,51
187,T188,,Nicholas Lindheim,58,16.67,10,60
188,T188,,Grayson Murray,94,16.67,18,108
189,190,,Jim Herman,77,16.36,9,55
