,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
0,1,,Seung-Yul Noh,91,0.217,166,36.0
1,2,,Ian Poulter,72,0.223,130,29.0
2,3,,Brian Gay,82,0.231,186,43.0
3,4,,Matt Jones,64,0.243,152,37.0
4,5,,Marc Leishman,94,0.244,176,43.0
5,6,,Justin Rose,66,0.24600000000000002,130,32.0
6,7,,Seamus Power,86,0.259,193,50.0
7,8,,Matt Kuchar,95,0.272,195,53.0
8,T9,,Bill Haas,92,0.275,182,50.0
9,T9,,Michael Thompson,60,0.275,131,36.0
10,T11,,Pat Perez,93,0.27899999999999997,179,50.0
11,T11,,Brandt Snedeker,53,0.27899999999999997,86,24.0
12,T13,,Zac Blair,105,0.28,250,70.0
13,T13,,Jonas Blixt,74,0.28,175,49.0
14,15,,Gonzalo Fernandez-Castaño,63,0.282,124,35.0
15,16,,Andres Gonzales,73,0.285,137,39.0
16,17,,Louis Oosthuizen,69,0.28600000000000003,119,34.0
17,T18,,Whee Kim,74,0.287,178,51.0
18,T18,,Bryce Molder,74,0.287,171,49.0
19,20,,Mark Hubbard,81,0.289,159,46.0
20,21,,Chad Campbell,97,0.29,210,61.0
21,T22,,Billy Hurley III,80,0.29100000000000004,182,53.0
22,T22,,Tim Wilkinson,64,0.29100000000000004,127,37.0
23,24,,Cameron Tringale,89,0.292,168,49.0
24,T25,,Luke Donald,50,0.293,116,34.0
25,T25,,Jamie Lovemark,98,0.293,191,56.0
26,T25,,Rory McIlroy,51,0.293,92,27.0
27,28,,Charles Howell III,86,0.294,163,48.0
28,29,,Jon Rahm,90,0.29600000000000004,152,45.0
29,30,,Retief Goosen,52,0.297,118,35.0
30,31,,Mark Anderson,54,0.298,121,36.0
31,32,,Jim Furyk,54,0.3,110,33.0
32,T33,,Ryan Blaum,100,0.301,216,65.0
33,T33,,Chad Collins,66,0.301,173,52.0
34,T33,,Mackenzie Hughes,106,0.301,269,81.0
35,T33,,Cameron Smith,86,0.301,209,63.0
36,T37,,Steven Alker,69,0.302,139,42.0
37,T37,,Ricky Barnes,100,0.302,212,64.0
38,T37,,Kevin Kisner,105,0.302,172,52.0
39,T40,,Brian Harman,104,0.304,237,72.0
40,T40,,Justin Thomas,86,0.304,148,45.0
41,T42,,Harris English,84,0.307,176,54.0
42,T42,,Michael Kim,94,0.307,212,65.0
43,44,,John Huh,92,0.308,208,64.0
44,T45,,Rickie Fowler,78,0.313,147,46.0
45,T45,,David Lingmerth,79,0.313,176,55.0
46,T47,,Steven Bowditch,59,0.314,137,43.0
47,T47,,K.J. Choi,72,0.314,156,49.0
48,T47,,Jason Day,71,0.314,153,48.0
49,T47,,David Hearn,93,0.314,210,66.0
50,T47,,Martin Laird,83,0.314,185,58.0
51,T52,,Webb Simpson,102,0.315,213,67.0
52,T52,,Shawn Stefani,72,0.315,162,51.0
53,54,,Branden Grace,70,0.316,117,37.0
54,55,,Jordan Spieth,85,0.317,145,46.0
55,56,,Kevin Tway,96,0.318,214,68.0
56,T57,,Ryo Ishikawa,56,0.319,119,38.0
57,T57,,Peter Malnati,91,0.319,213,68.0
58,59,,Miguel Angel Carballo,63,0.32,128,41.0
59,60,,Zach Johnson,81,0.32299999999999995,167,54.0
60,61,,Brett Drewitt,57,0.325,123,40.0
61,62,,Rafa Cabrera Bello,63,0.326,135,44.0
62,T63,,Adam Hadwin,98,0.332,211,70.0
63,T63,,Robert Streb,98,0.332,229,76.0
64,65,,Roberto Castro,70,0.33299999999999996,129,43.0
65,T66,,Ernie Els,52,0.336,110,37.0
66,T66,,Steve Wheatcroft,51,0.336,119,40.0
67,68,,Daniel Berger,91,0.337,169,57.0
68,T69,,Aaron Baddeley,61,0.33799999999999997,130,44.0
69,T69,,Graeme McDowell,56,0.33799999999999997,154,52.0
70,T69,,Francesco Molinari,75,0.33799999999999997,142,48.0
71,72,,Camilo Villegas,76,0.341,170,58.0
72,T73,,Xander Schauffele,96,0.34299999999999997,181,62.0
73,T73,,Nick Watney,75,0.34299999999999997,169,58.0
74,75,,Carl Pettersson,63,0.344,131,45.0
75,T76,,Brian Campbell,55,0.345,113,39.0
76,T76,,Patrick Cantlay,52,0.345,113,39.0
77,78,,Morgan Hoffmann,92,0.34600000000000003,240,83.0
78,T79,,Dominic Bozzelli,69,0.349,172,60.0
79,T79,,Tom Hoge,54,0.349,86,30.0
80,T81,,Greg Chalmers,75,0.35100000000000003,191,67.0
81,T81,,J.J. Henry,92,0.35100000000000003,202,71.0
82,T83,,Paul Casey,94,0.35200000000000004,159,56.0
83,T83,,James Hahn,96,0.35200000000000004,219,77.0
84,T83,,Kevin Streelman,90,0.35200000000000004,199,70.0
85,T86,,Bud Cauley,92,0.353,232,82.0
86,T86,,Stewart Cink,93,0.353,184,65.0
87,88,,Adam Scott,58,0.35700000000000004,115,41.0
88,89,,Wesley Bryan,95,0.358,226,81.0
89,T90,,Brandon Hagy,85,0.359,192,69.0
90,T90,,Spencer Levin,89,0.359,195,70.0
91,T90,,Patrick Reed,107,0.359,220,79.0
92,93,,Dustin Johnson,77,0.36,125,45.0
93,T94,,Troy Merritt,82,0.361,183,66.0
94,T94,,Kevin Na,86,0.361,155,56.0
95,T96,,Jonathan Randolph,68,0.36200000000000004,141,51.0
96,T96,,Tyrone Van Aswegen,105,0.36200000000000004,224,81.0
97,T98,,Geoff Ogilvy,80,0.363,190,69.0
98,T98,,Richy Werenski,81,0.363,168,61.0
99,T100,,Ryan Brehm,83,0.364,140,51.0
100,T100,,Chris Stroud,67,0.364,132,48.0
101,T102,,Keegan Bradley,104,0.366,227,83.0
102,T102,,Si Woo Kim,80,0.366,175,64.0
103,T102,,Kyle Reifers,96,0.366,202,74.0
104,T105,,Hideki Matsuyama,83,0.36700000000000005,128,47.0
105,T105,,Jhonattan Vegas,95,0.36700000000000005,180,66.0
106,T107,,Sergio Garcia,65,0.368,114,42.0
107,T107,,D.A. Points,68,0.368,152,56.0
108,T107,,Chez Reavie,98,0.368,212,78.0
109,T107,,Patrick Rodgers,76,0.368,171,63.0
