,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
110,T107,,Nick Taylor,97,0.368,212,78.0
111,112,,Sam Saunders,76,0.369,176,65.0
112,113,,Hunter Mahan,73,0.37,165,61.0
113,114,,Cameron Percy,71,0.371,124,46.0
114,T115,,Jason Bohn,75,0.373,161,60.0
115,T115,,Trey Mullinax,88,0.373,177,66.0
116,117,,Jim Herman,77,0.375,176,66.0
117,118,,Vaughn Taylor,90,0.376,189,71.0
118,T119,,Charley Hoffman,112,0.37799999999999995,222,84.0
119,T119,,J.T. Poston,95,0.37799999999999995,185,70.0
120,121,,Ben Martin,86,0.379,182,69.0
121,T122,,Charl Schwartzel,63,0.381,139,53.0
122,T122,,Daniel Summerhays,100,0.381,226,86.0
123,124,,Søren Kjeldsen,58,0.382,110,42.0
124,125,,C.T. Pan,88,0.38299999999999995,193,74.0
125,T126,,Cody Gribble,79,0.385,182,70.0
126,T126,,Phil Mickelson,85,0.385,192,74.0
127,T128,,Lucas Glover,93,0.386,207,80.0
128,T128,,Sung Kang,104,0.386,228,88.0
129,T128,,Ryan Palmer,61,0.386,132,51.0
130,T128,,Ollie Schniederjans,92,0.386,215,83.0
131,132,,Jimmy Walker,68,0.389,126,49.0
132,133,,Nicholas Lindheim,58,0.39,105,41.0
133,T134,,Scott Brown,95,0.391,215,84.0
134,T134,,Kyle Stanley,104,0.391,197,77.0
135,T136,,Bryson DeChambeau,91,0.392,186,73.0
136,T136,,J.B. Holmes,83,0.392,158,62.0
137,T136,,Brendan Steele,89,0.392,176,69.0
138,139,,Martin Flores,88,0.39299999999999996,145,57.0
139,140,,Ben Crane,86,0.395,195,77.0
140,T141,,Chris Kirk,89,0.397,174,69.0
141,T141,,Danny Lee,93,0.397,194,77.0
142,T143,,Russell Henley,99,0.39799999999999996,206,82.0
143,T143,,Smylie Kaufman,76,0.39799999999999996,166,66.0
144,145,,Emiliano Grillo,90,0.4,155,62.0
145,146,,Blayne Barber,77,0.401,152,61.0
146,147,,Ryan Moore,82,0.402,179,72.0
147,148,,Shane Lowry,52,0.405,84,34.0
148,T149,,Byeong Hun An,77,0.406,138,56.0
149,T149,,Julián Etulain,68,0.406,138,56.0
150,151,,Patton Kizzire,84,0.408,184,75.0
151,152,,Rory Sabbatini,71,0.409,137,56.0
152,153,,Derek Fathauer,81,0.41100000000000003,158,65.0
153,154,,Alex Cejka,85,0.414,169,70.0
154,T155,,Jason Kokrak,95,0.415,217,90.0
155,T155,,Andrew Loupe,55,0.415,123,51.0
156,157,,Scott Stallings,81,0.41600000000000004,161,67.0
157,158,,Russell Knox,75,0.41700000000000004,139,58.0
158,T159,,Kevin Chappell,95,0.418,170,71.0
159,T159,,Anirban Lahiri,72,0.418,182,76.0
160,T161,,Brian Stuard,93,0.42,188,79.0
161,T161,,Johnson Wagner,71,0.42,138,58.0
162,T161,,Bubba Watson,71,0.42,119,50.0
163,164,,Grayson Murray,94,0.42100000000000004,221,93.0
164,165,,Brooks Koepka,88,0.423,163,69.0
165,T166,,Tony Finau,106,0.429,219,94.0
166,T166,,Sebastián Muñoz,51,0.429,84,36.0
167,T166,,Rod Pampling,71,0.429,168,72.0
168,T169,,William McGirt,89,0.431,160,69.0
169,T169,,Tag Ridings,67,0.431,130,56.0
170,T169,,Harold Varner III,101,0.431,209,90.0
171,172,,Ken Duke,77,0.43200000000000005,190,82.0
172,173,,Gary Woodland,94,0.433,157,68.0
173,174,,Hudson Swafford,94,0.434,175,76.0
174,175,,Jason Dufner,89,0.435,184,80.0
175,176,,Sean O'Hair,84,0.436,163,71.0
176,177,,Graham DeLaet,82,0.442,165,73.0
177,T178,,Fabián Gómez,61,0.447,152,68.0
178,T178,,Rick Lamb,54,0.447,103,46.0
179,180,,Brett Stegmaier,78,0.45399999999999996,152,69.0
180,181,,J.J. Spaun,92,0.457,197,90.0
181,182,,Kelly Kraft,75,0.46399999999999997,183,85.0
182,T183,,Robert Garrigus,78,0.466,133,62.0
183,T183,,Boo Weekley,75,0.466,146,68.0
184,185,,Luke List,102,0.469,207,97.0
185,186,,Ryan Armour,63,0.47600000000000003,124,59.0
186,187,,Billy Horschel,88,0.47700000000000004,176,84.0
187,188,,Brad Fritsch,56,0.484,126,61.0
188,189,,Scott Piercy,70,0.48700000000000004,119,58.0
189,190,,Matt Every,76,0.514,179,92.0
