,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
0,1,,Ian Poulter,72,75.38,98,130
1,2,,Seung-Yul Noh,91,75.3,125,166
2,3,,Brian Gay,82,74.19,138,186
3,4,,Gonzalo Fernandez-Castaño,63,73.39,91,124
4,5,,Pat Perez,93,72.07,129,179
5,6,,Seamus Power,86,72.02,139,193
6,7,,Jonas Blixt,74,72.0,126,175
7,8,,Mark Hubbard,81,71.7,114,159
8,9,,Chad Collins,66,71.68,124,173
9,10,,Marc Leishman,94,71.59,126,176
10,11,,Zac Blair,105,71.2,178,250
11,12,,Chad Campbell,97,70.95,149,210
12,13,,Brandt Snedeker,53,70.93,61,86
13,14,,Jim Furyk,54,70.91,78,110
14,15,,Tim Wilkinson,64,70.87,90,127
15,16,,Cameron Smith,86,70.81,148,209
16,T17,,Matt Kuchar,95,70.77,138,195
17,T17,,Justin Rose,66,70.77,92,130
18,19,,Louis Oosthuizen,69,70.59,84,119
19,20,,Matt Jones,64,70.39,107,152
20,21,,Michael Thompson,60,70.23,92,131
21,22,,Whee Kim,74,70.22,125,178
22,23,,Webb Simpson,102,69.95,149,213
23,T24,,Steven Alker,69,69.78,97,139
24,T24,,Bill Haas,92,69.78,127,182
25,26,,Ryo Ishikawa,56,69.75,83,119
26,27,,Bryce Molder,74,69.59,119,171
27,28,,Rory McIlroy,51,69.57,64,92
28,29,,Ryan Blaum,100,69.44,150,216
29,T30,,Steven Bowditch,59,69.34,95,137
30,T30,,Andres Gonzales,73,69.34,95,137
31,T30,,Michael Kim,94,69.34,147,212
32,T33,,Branden Grace,70,69.23,81,117
33,T33,,John Huh,92,69.23,144,208
34,35,,Luke Donald,50,68.97,80,116
35,36,,Mackenzie Hughes,106,68.77,185,269
36,37,,Charles Howell III,86,68.71,112,163
37,38,,Billy Hurley III,80,68.68,125,182
38,39,,Martin Laird,83,68.65,127,185
39,40,,Retief Goosen,52,68.64,81,118
40,T41,,Mark Anderson,54,68.6,83,121
41,T41,,Kevin Kisner,105,68.6,118,172
42,43,,K.J. Choi,72,68.59,107,156
43,44,,Jon Rahm,90,68.42,104,152
44,45,,Ricky Barnes,100,68.4,145,212
45,46,,Brian Harman,104,68.35,162,237
46,47,,Jordan Spieth,85,68.28,99,145
47,48,,Zach Johnson,81,68.26,114,167
48,49,,Justin Thomas,86,68.24,101,148
49,50,,Rafa Cabrera Bello,63,68.15,92,135
50,51,,Peter Malnati,91,68.08,145,213
51,52,,Steve Wheatcroft,51,68.07,81,119
52,53,,Jamie Lovemark,98,68.06,130,191
53,54,,Daniel Berger,91,68.05,115,169
54,55,,Rickie Fowler,78,68.03,100,147
55,56,,Miguel Angel Carballo,63,67.97,87,128
56,57,,Paul Casey,94,67.92,108,159
57,58,,Cameron Tringale,89,67.86,114,168
58,59,,Adam Hadwin,98,67.77,143,211
59,60,,David Hearn,93,67.62,142,210
60,61,,Morgan Hoffmann,92,67.5,162,240
61,62,,Roberto Castro,70,67.44,87,129
62,63,,Shawn Stefani,72,67.28,109,162
63,64,,Robert Streb,98,67.25,154,229
64,65,,David Lingmerth,79,67.05,118,176
65,66,,Brett Drewitt,57,66.67,82,123
66,67,,Harris English,84,66.48,117,176
67,68,,Patrick Cantlay,52,66.37,75,113
68,69,,Kevin Tway,96,66.36,142,214
69,70,,Si Woo Kim,80,66.29,116,175
70,71,,Tom Hoge,54,66.28,57,86
71,72,,Graeme McDowell,56,66.23,102,154
72,73,,Hunter Mahan,73,66.06,109,165
73,74,,Jason Day,71,66.01,101,153
74,75,,Patrick Reed,107,65.91,145,220
75,T76,,Blayne Barber,77,65.79,100,152
76,T76,,D.A. Points,68,65.79,100,152
77,78,,Xander Schauffele,96,65.75,119,181
78,79,,Nicholas Lindheim,58,65.71,69,105
79,80,,Dustin Johnson,77,65.6,82,125
80,81,,Martin Flores,88,65.52,95,145
81,82,,Francesco Molinari,75,65.49,93,142
82,83,,Charl Schwartzel,63,65.47,91,139
83,T84,,Greg Chalmers,75,65.45,125,191
84,T84,,Ernie Els,52,65.45,72,110
85,86,,Aaron Baddeley,61,65.38,85,130
86,87,,Chris Stroud,67,65.15,86,132
87,T88,,James Hahn,96,64.84,142,219
88,T88,,Hideki Matsuyama,83,64.84,83,128
89,T90,,Jim Herman,77,64.77,114,176
90,T90,,C.T. Pan,88,64.77,125,193
91,92,,Camilo Villegas,76,64.71,110,170
92,93,,Bud Cauley,92,64.66,150,232
93,94,,Spencer Levin,89,64.62,126,195
94,95,,Brian Campbell,55,64.6,73,113
95,96,,Adam Scott,58,64.35,74,115
96,97,,Richy Werenski,81,64.29,108,168
97,98,,Nick Taylor,97,64.15,136,212
98,99,,Carl Pettersson,63,64.12,84,131
99,100,,Brandon Hagy,85,64.06,123,192
100,101,,Sung Kang,104,64.04,146,228
101,102,,Vaughn Taylor,90,64.02,121,189
102,103,,Keegan Bradley,104,63.88,145,227
103,104,,Kevin Streelman,90,63.82,127,199
104,105,,Daniel Summerhays,100,63.72,144,226
105,106,,Cameron Percy,71,63.71,79,124
106,107,,Geoff Ogilvy,80,63.68,121,190
107,108,,Tyrone Van Aswegen,105,63.39,142,224
108,T109,,Dominic Bozzelli,69,63.37,109,172
109,T109,,Kyle Reifers,96,63.37,128,202
110,111,,Nick Watney,75,63.31,107,169
111,112,,Lucas Glover,93,63.29,131,207
112,113,,Wesley Bryan,95,63.27,143,226
113,114,,J.T. Poston,95,63.24,117,185
114,115,,Chris Kirk,89,63.22,110,174
115,116,,Sergio Garcia,65,63.16,72,114
116,117,,Ryan Moore,82,63.13,113,179
117,118,,Jonathan Randolph,68,63.12,89,141
118,119,,Shane Lowry,52,63.1,53,84
119,120,,Phil Mickelson,85,63.02,121,192
120,121,,Ryan Palmer,61,62.88,83,132
121,122,,Ryan Brehm,83,62.86,88,140
122,123,,Scott Brown,95,62.79,135,215
123,124,,Jhonattan Vegas,95,62.78,113,180
124,125,,Rory Sabbatini,71,62.77,86,137
125,126,,Derek Fathauer,81,62.66,99,158
126,127,,Ben Martin,86,62.64,114,182
127,T128,,Stewart Cink,93,62.5,115,184
128,T128,,Brendan Steele,89,62.5,110,176
129,130,,J.J. Henry,92,62.38,126,202
130,131,,Bryson DeChambeau,91,62.37,116,186
131,132,,Chez Reavie,98,62.26,132,212
132,133,,Charley Hoffman,112,62.16,138,222
133,134,,Trey Mullinax,88,62.15,110,177
134,135,,Rick Lamb,54,62.14,64,103
135,136,,Ben Crane,86,62.05,121,195
136,137,,Patrick Rodgers,76,61.99,106,171
137,138,,Patton Kizzire,84,61.96,114,184
138,139,,Sam Saunders,76,61.93,109,176
139,140,,Jimmy Walker,68,61.9,78,126
140,141,,Søren Kjeldsen,58,61.82,68,110
141,142,,Brian Stuard,93,61.7,116,188
142,143,,Byeong Hun An,77,61.59,85,138
143,T144,,Alex Cejka,85,61.54,104,169
144,T144,,Cody Gribble,79,61.54,112,182
145,146,,Jason Bohn,75,61.49,99,161
146,147,,Smylie Kaufman,76,61.45,102,166
147,T148,,Jason Kokrak,95,61.29,133,217
148,T148,,Kevin Na,86,61.29,95,155
149,150,,Troy Merritt,82,61.2,112,183
150,151,,Kevin Chappell,95,61.18,104,170
151,152,,Sebastián Muñoz,51,60.71,51,84
152,153,,Emiliano Grillo,90,60.65,94,155
153,154,,Hudson Swafford,94,60.57,106,175
154,155,,Ollie Schniederjans,92,60.47,130,215
155,156,,Anirban Lahiri,72,60.44,110,182
156,157,,Jason Dufner,89,60.33,111,184
157,158,,Andrew Loupe,55,60.16,74,123
158,159,,Sean O'Hair,84,60.12,98,163
159,160,,Grayson Murray,94,59.73,132,221
160,161,,Scott Stallings,81,59.63,96,161
161,162,,J.B. Holmes,83,59.49,94,158
162,163,,Johnson Wagner,71,59.42,82,138
163,164,,Kyle Stanley,104,59.39,117,197
164,165,,Danny Lee,93,59.28,115,194
165,166,,Gary Woodland,94,59.24,93,157
166,167,,Russell Henley,99,59.22,122,206
167,168,,Brooks Koepka,88,58.9,96,163
168,169,,William McGirt,89,58.75,94,160
169,170,,Julián Etulain,68,57.97,80,138
170,T171,,Ken Duke,77,57.89,110,190
171,T171,,Brett Stegmaier,78,57.89,88,152
172,T171,,Harold Varner III,101,57.89,121,209
173,174,,J.J. Spaun,92,57.87,114,197
174,175,,Russell Knox,75,57.55,80,139
175,176,,Tony Finau,106,57.53,126,219
176,177,,Rod Pampling,71,57.14,96,168
177,178,,Kelly Kraft,75,56.83,104,183
178,179,,Fabián Gómez,61,56.58,86,152
179,180,,Robert Garrigus,78,56.39,75,133
180,181,,Billy Horschel,88,55.68,98,176
181,182,,Bubba Watson,71,55.46,66,119
182,183,,Tag Ridings,67,55.38,72,130
183,184,,Graham DeLaet,82,55.15,91,165
184,185,,Ryan Armour,63,54.84,68,124
185,T186,,Luke List,102,54.11,112,207
186,T186,,Boo Weekley,75,54.11,79,146
187,188,,Brad Fritsch,56,53.97,68,126
188,189,,Scott Piercy,70,53.78,64,119
189,190,,Matt Every,76,51.4,92,179
