,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,,J.J. Spaun,92,93.75,90,96
1,2,,J.B. Holmes,83,92.5,74,80
2,3,,Sergio Garcia,65,92.16,47,51
3,4,,Webb Simpson,102,92.04,104,113
4,5,,Seung-Yul Noh,91,91.95,80,87
5,6,,Brad Fritsch,56,91.84,45,49
6,T7,,J.J. Henry,92,91.67,55,60
7,T7,,Matt Kuchar,95,91.67,77,84
8,9,,Gonzalo Fernandez-Castaño,63,91.53,54,59
9,10,,David Hearn,93,91.49,86,94
10,11,,Chris Stroud,67,91.38,53,58
11,12,,Gary Woodland,94,91.18,62,68
12,13,,Julián Etulain,68,91.07,51,56
13,14,,Ian Poulter,72,91.03,71,78
14,T15,,Aaron Baddeley,61,90.91,40,44
15,T15,,James Hahn,96,90.91,80,88
16,17,,Charles Howell III,86,90.7,78,86
17,18,,Sebastián Muñoz,51,90.57,48,53
18,19,,Patrick Reed,107,90.55,115,127
19,T20,,Adam Hadwin,98,90.53,86,95
20,T20,,Jamie Lovemark,98,90.53,86,95
21,T22,,Jonas Blixt,74,90.28,65,72
22,T22,,Whee Kim,74,90.28,65,72
23,T24,,Andres Gonzales,73,90.14,64,71
24,T24,,Tag Ridings,67,90.14,64,71
25,T26,,Harris English,84,90.11,82,91
26,T26,,Lucas Glover,93,90.11,82,91
27,T28,,Cameron Smith,86,90.0,72,80
28,T28,,Johnson Wagner,71,90.0,63,70
29,30,,John Huh,92,89.72,96,107
30,31,,Cameron Percy,71,89.66,52,58
31,32,,Brian Harman,104,89.62,95,106
32,33,,Phil Mickelson,85,89.58,86,96
33,34,,Bryce Molder,74,89.47,68,76
34,35,,Daniel Summerhays,100,89.25,83,93
35,36,,Charl Schwartzel,63,89.19,66,74
36,37,,Martin Laird,83,89.16,74,83
37,38,,Kevin Kisner,105,89.08,106,119
38,39,,Peter Malnati,91,89.0,89,100
39,T40,,Billy Hurley III,80,88.73,63,71
40,T40,,William McGirt,89,88.73,63,71
41,42,,Brandt Snedeker,53,88.68,47,53
42,43,,Kyle Stanley,104,88.62,109,123
43,44,,Bubba Watson,71,88.61,70,79
44,T45,,Rickie Fowler,78,88.41,61,69
45,T45,,Shawn Stefani,72,88.41,61,69
46,T47,,Alex Cejka,85,88.24,75,85
47,T47,,Brian Gay,82,88.24,75,85
48,T47,,Matt Jones,64,88.24,60,68
49,50,,Blayne Barber,77,88.16,67,76
50,T51,,Mark Anderson,54,88.14,52,59
51,T51,,Chad Collins,66,88.14,52,59
52,53,,Brian Stuard,93,88.04,81,92
53,54,,Ryan Brehm,83,88.0,66,75
54,T55,,Retief Goosen,52,87.93,51,58
55,T55,,Chez Reavie,98,87.93,102,116
56,T57,,Zach Johnson,81,87.91,80,91
57,T57,,Vaughn Taylor,90,87.91,80,91
58,59,,Brendan Steele,89,87.84,65,74
59,60,,Jon Rahm,90,87.65,71,81
60,61,,Camilo Villegas,76,87.63,85,97
61,62,,Ollie Schniederjans,92,87.62,92,105
62,T63,,Wesley Bryan,95,87.5,91,104
63,T63,,Tyrone Van Aswegen,105,87.5,84,96
64,65,,Graham DeLaet,82,87.23,82,94
65,T66,,Rafa Cabrera Bello,63,87.1,54,62
66,T66,,Jason Day,71,87.1,54,62
67,T66,,Bryson DeChambeau,91,87.1,81,93
68,69,,Michael Thompson,60,86.96,40,46
69,70,,Michael Kim,94,86.87,86,99
70,71,,Tom Hoge,54,86.76,59,68
71,T72,,Robert Streb,98,86.67,78,90
72,T72,,Jhonattan Vegas,95,86.67,78,90
73,T74,,Roberto Castro,70,86.59,71,82
74,T74,,Dustin Johnson,77,86.59,71,82
75,T74,,Sean O'Hair,84,86.59,71,82
76,77,,Ernie Els,52,86.54,45,52
77,78,,Francesco Molinari,75,86.49,64,74
78,T79,,Seamus Power,86,86.42,70,81
79,T79,,Kyle Reifers,96,86.42,70,81
80,81,,Kevin Streelman,90,86.41,89,103
81,T82,,Tony Finau,106,86.36,95,110
82,T82,,Trey Mullinax,88,86.36,76,88
83,84,,Cameron Tringale,89,86.3,63,73
84,85,,Daniel Berger,91,86.21,75,87
85,86,,Russell Knox,75,86.11,62,72
86,87,,Steven Bowditch,59,86.0,43,50
87,88,,Fabián Gómez,61,85.94,55,64
88,89,,Brett Drewitt,57,85.92,61,71
89,90,,Sam Saunders,76,85.9,67,78
90,T91,,Kevin Tway,96,85.88,73,85
91,T91,,Nick Watney,75,85.88,73,85
92,93,,Russell Henley,99,85.87,79,92
93,94,,Kevin Chappell,95,85.86,85,99
94,95,,Smylie Kaufman,76,85.71,72,84
95,96,,C.T. Pan,88,85.54,71,83
96,97,,Brandon Hagy,85,85.53,65,76
97,T98,,Stewart Cink,93,85.42,82,96
98,T98,,Luke Donald,50,85.42,41,48
99,100,,Mark Hubbard,81,85.39,76,89
100,101,,Bill Haas,92,85.37,70,82
101,T102,,Billy Horschel,88,85.33,64,75
102,T102,,Marc Leishman,94,85.33,64,75
103,104,,Xander Schauffele,96,85.14,63,74
104,105,,Troy Merritt,82,85.11,80,94
105,106,,Scott Brown,95,85.09,97,114
106,T107,,Miguel Angel Carballo,63,85.0,34,40
107,T107,,Morgan Hoffmann,92,85.0,85,100
108,109,,Nick Taylor,97,84.96,96,113
109,110,,David Lingmerth,79,84.91,90,106
110,111,,Mackenzie Hughes,106,84.85,84,99
111,112,,Tim Wilkinson,64,84.75,50,59
112,113,,Byeong Hun An,77,84.72,61,72
113,T114,,Søren Kjeldsen,58,84.62,33,39
114,T114,,Geoff Ogilvy,80,84.62,66,78
115,116,,Steve Wheatcroft,51,84.51,60,71
116,117,,Rory McIlroy,51,84.44,38,45
117,118,,Robert Garrigus,78,84.27,75,89
118,119,,Ben Martin,86,84.09,74,88
119,120,,Branden Grace,70,83.93,47,56
120,121,,Cody Gribble,79,83.87,78,93
121,122,,Graeme McDowell,56,83.82,57,68
122,T123,,Spencer Levin,89,83.75,67,80
123,T123,,Richy Werenski,81,83.75,67,80
124,T125,,Bud Cauley,92,83.72,72,86
125,T125,,Jim Furyk,54,83.72,36,43
126,T125,,Adam Scott,58,83.72,36,43
127,T128,,Ryo Ishikawa,56,83.64,46,55
128,T128,,Jimmy Walker,68,83.64,46,55
129,130,,Ryan Armour,63,83.58,56,67
130,131,,Jason Bohn,75,83.52,76,91
131,T132,,Dominic Bozzelli,69,83.33,55,66
132,T132,,Greg Chalmers,75,83.33,85,102
133,T132,,Emiliano Grillo,90,83.33,80,96
134,135,,Jason Dufner,89,83.12,64,77
135,136,,Andrew Loupe,55,83.1,59,71
136,137,,Louis Oosthuizen,69,83.08,54,65
137,T138,,Jason Kokrak,95,82.98,78,94
138,T138,,Luke List,102,82.98,78,94
139,140,,Matt Every,76,82.89,63,76
140,T141,,Chad Campbell,97,82.86,87,105
141,T141,,Martin Flores,88,82.86,58,70
142,T141,,Brooks Koepka,88,82.86,87,105
143,144,,Justin Rose,66,82.81,53,64
144,145,,Ryan Blaum,100,82.73,91,110
145,146,,Jordan Spieth,85,82.72,67,81
146,147,,Rick Lamb,54,82.69,43,52
147,148,,Carl Pettersson,63,82.61,57,69
148,149,,Ben Crane,86,82.5,66,80
149,150,,Nicholas Lindheim,58,82.46,47,57
150,T151,,Jonathan Randolph,68,82.19,60,73
151,T151,,Patrick Rodgers,76,82.19,60,73
152,153,,Pat Perez,93,82.14,69,84
153,154,,Hunter Mahan,73,82.09,55,67
154,155,,Danny Lee,93,82.05,96,117
155,T156,,Ricky Barnes,100,81.82,72,88
156,T156,,Kevin Na,86,81.82,72,88
157,158,,Patrick Cantlay,52,81.67,49,60
158,159,,Keegan Bradley,104,81.58,93,114
159,160,,Charley Hoffman,112,81.15,99,122
160,161,,Anirban Lahiri,72,81.01,64,79
161,162,,Paul Casey,94,80.85,76,94
162,163,,Justin Thomas,86,80.82,59,73
163,T164,,Zac Blair,105,80.53,91,113
164,T164,,J.T. Poston,95,80.53,91,113
165,166,,Ken Duke,77,80.52,62,77
166,167,,Rory Sabbatini,71,80.28,57,71
167,168,,Jim Herman,77,80.25,65,81
168,T169,,Steven Alker,69,80.0,52,65
169,T169,,Si Woo Kim,80,80.0,64,80
170,171,,Derek Fathauer,81,79.55,70,88
171,172,,Sung Kang,104,79.38,77,97
172,173,,Scott Stallings,81,79.35,73,92
173,174,,Patton Kizzire,84,79.31,69,87
174,175,,Grayson Murray,94,79.07,102,129
175,176,,D.A. Points,68,78.87,56,71
176,177,,Hudson Swafford,94,78.85,82,104
177,178,,Chris Kirk,89,78.65,70,89
178,179,,Ryan Palmer,61,78.46,51,65
179,180,,Harold Varner III,101,78.3,83,106
180,181,,Kelly Kraft,75,77.91,67,86
181,182,,Boo Weekley,75,77.88,81,104
182,183,,K.J. Choi,72,77.46,55,71
183,T184,,Rod Pampling,71,77.42,48,62
184,T184,,Scott Piercy,70,77.42,48,62
185,186,,Ryan Moore,82,76.84,73,95
186,187,,Hideki Matsuyama,83,76.25,61,80
187,188,,Brian Campbell,55,75.0,42,56
188,189,,Shane Lowry,52,70.83,34,48
189,190,,Brett Stegmaier,78,70.0,42,60
