,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
0,1,,Cameron Tringale,89,72.73,32,44
1,2,,Steven Bowditch,59,70.83,34,48
2,3,,Charl Schwartzel,63,69.77,30,43
3,4,,Hunter Mahan,73,68.75,44,64
4,5,,Ian Poulter,72,68.29,28,41
5,T6,,Jonas Blixt,74,68.0,51,75
6,T6,,Webb Simpson,102,68.0,51,75
7,8,,Seung-Yul Noh,91,67.8,40,59
8,9,,Ben Crane,86,67.61,48,71
9,10,,Michael Thompson,60,66.67,28,42
10,11,,Rory McIlroy,51,65.22,15,23
11,12,,Louis Oosthuizen,69,65.12,28,43
12,13,,Jon Rahm,90,64.91,37,57
13,14,,Gonzalo Fernandez-Castaño,63,64.71,22,34
14,T15,,Seamus Power,86,64.29,36,56
15,T15,,Rory Sabbatini,71,64.29,27,42
16,T15,,Brandt Snedeker,53,64.29,18,28
17,18,,Retief Goosen,52,64.1,25,39
18,19,,Nicholas Lindheim,58,63.89,23,36
19,20,,Rickie Fowler,78,63.79,37,58
20,21,,Brian Campbell,55,63.33,19,30
21,22,,Martin Flores,88,63.27,31,49
22,23,,John Huh,92,63.16,48,76
23,24,,Jordan Spieth,85,63.04,29,46
24,25,,David Lingmerth,79,62.69,42,67
25,26,,Mark Anderson,54,62.5,25,40
26,27,,Brandon Hagy,85,62.12,41,66
27,28,,Tim Wilkinson,64,61.9,26,42
28,T29,,Kevin Kisner,105,61.11,33,54
29,T29,,Tyrone Van Aswegen,105,61.11,44,72
30,31,,Marc Leishman,94,61.04,47,77
31,32,,Matt Kuchar,95,60.94,39,64
32,T33,,Brian Gay,82,60.71,34,56
33,T33,,Brian Harman,104,60.71,51,84
34,T35,,Matt Jones,64,60.38,32,53
35,T35,,Sam Saunders,76,60.38,32,53
36,37,,Adam Hadwin,98,60.23,53,88
37,T38,,Martin Laird,83,60.0,30,50
38,T38,,Geoff Ogilvy,80,60.0,39,65
39,T38,,Vaughn Taylor,90,60.0,39,65
40,41,,Aaron Baddeley,61,59.52,25,42
41,42,,Ernie Els,52,59.38,19,32
42,T43,,Chad Collins,66,59.18,29,49
43,T43,,Luke Donald,50,59.18,29,49
44,T43,,Nick Watney,75,59.18,29,49
45,46,,Gary Woodland,94,58.93,33,56
46,47,,Si Woo Kim,80,58.82,30,51
47,T48,,Ryan Blaum,100,58.73,37,63
48,T48,,Wesley Bryan,95,58.73,37,63
49,50,,Mackenzie Hughes,106,58.67,44,75
50,51,,Blayne Barber,77,58.62,34,58
51,52,,Jamie Lovemark,98,58.57,41,70
52,53,,Graeme McDowell,56,58.0,29,50
53,54,,Ryan Moore,82,57.97,40,69
54,55,,Miguel Angel Carballo,63,57.89,22,38
55,56,,Jason Day,71,57.69,30,52
56,57,,Cody Gribble,79,57.53,42,73
57,58,,Morgan Hoffmann,92,57.5,46,80
58,T59,,Zac Blair,105,57.35,39,68
59,T59,,Michael Kim,94,57.35,39,68
60,61,,David Hearn,93,57.33,43,75
61,T62,,Ben Martin,86,57.32,47,82
62,T62,,Patrick Reed,107,57.32,47,82
63,T64,,Whee Kim,74,57.14,28,49
64,T64,,Spencer Levin,89,57.14,28,49
65,T64,,Sean O'Hair,84,57.14,36,63
66,T67,,Justin Rose,66,56.9,33,58
67,T67,,Xander Schauffele,96,56.9,33,58
68,69,,Zach Johnson,81,56.6,30,53
69,70,,Greg Chalmers,75,56.58,43,76
70,T71,,Andres Gonzales,73,56.52,26,46
71,T71,,C.T. Pan,88,56.52,39,69
72,73,,Jimmy Walker,68,56.36,31,55
73,74,,Bryce Molder,74,56.34,40,71
74,T75,,Harris English,84,56.25,36,64
75,T75,,Trey Mullinax,88,56.25,36,64
76,77,,Shane Lowry,52,56.0,14,25
77,78,,Rick Lamb,54,55.88,19,34
78,T79,,Mark Hubbard,81,55.74,34,61
79,T79,,Pat Perez,93,55.74,34,61
80,81,,Emiliano Grillo,90,55.56,30,54
81,T82,,Ricky Barnes,100,55.36,31,56
82,T82,,Kevin Na,86,55.36,31,56
83,T82,,Johnson Wagner,71,55.36,31,56
84,85,,Tony Finau,106,55.26,42,76
85,86,,Tom Hoge,54,55.17,16,29
86,87,,Patton Kizzire,84,54.55,36,66
87,88,,Danny Lee,93,54.24,32,59
88,T89,,Patrick Cantlay,52,54.17,26,48
89,T89,,Chris Kirk,89,54.17,26,48
90,91,,James Hahn,96,54.1,33,61
91,92,,Hideki Matsuyama,83,53.85,28,52
92,T93,,Byeong Hun An,77,53.7,29,54
93,T93,,Rafa Cabrera Bello,63,53.7,29,54
94,95,,K.J. Choi,72,53.66,22,41
95,T96,,Robert Garrigus,78,53.57,30,56
96,T96,,Charles Howell III,86,53.57,30,56
97,98,,Chez Reavie,98,53.52,38,71
98,99,,Brett Drewitt,57,53.33,16,30
99,100,,Cameron Smith,86,53.23,33,62
100,101,,Ollie Schniederjans,92,53.19,50,94
101,102,,Kyle Reifers,96,53.09,43,81
102,103,,Kevin Streelman,90,52.94,36,68
103,104,,Peter Malnati,91,52.86,37,70
104,T105,,Steven Alker,69,52.38,22,42
105,T105,,Lucas Glover,93,52.38,44,84
106,107,,J.J. Spaun,92,52.24,35,67
107,108,,Phil Mickelson,85,52.05,38,73
108,T109,,Anirban Lahiri,72,52.0,39,75
109,T109,,Patrick Rodgers,76,52.0,26,50
110,T111,,Chad Campbell,97,51.61,32,62
111,T111,,Bill Haas,92,51.61,32,62
112,T111,,Brooks Koepka,88,51.61,32,62
113,114,,Søren Kjeldsen,58,51.22,21,41
114,115,,Shawn Stefani,72,51.11,23,45
115,116,,William McGirt,89,50.94,27,53
116,T117,,Smylie Kaufman,76,50.82,31,61
117,T117,,Hudson Swafford,94,50.82,31,61
118,119,,Rod Pampling,71,50.77,33,65
119,120,,Ken Duke,77,50.7,36,71
120,121,,Charley Hoffman,112,50.56,45,89
121,T122,,Keegan Bradley,104,50.0,45,90
122,T122,,Branden Grace,70,50.0,21,42
123,T122,,Cameron Percy,71,50.0,14,28
124,T122,,Chris Stroud,67,50.0,22,44
125,126,,Scott Brown,95,49.43,43,87
126,127,,Grayson Murray,94,49.41,42,85
127,128,,Derek Fathauer,81,49.28,34,69
128,129,,Kevin Chappell,95,49.18,30,61
129,130,,Jason Dufner,89,49.12,28,57
130,131,,Justin Thomas,86,48.98,24,49
131,132,,Bud Cauley,92,48.75,39,80
132,T133,,Ryan Brehm,83,48.65,18,37
133,T133,,Robert Streb,98,48.65,36,74
134,135,,Julián Etulain,68,48.57,17,35
135,136,,Sebastián Muñoz,51,48.39,15,31
136,137,,Daniel Summerhays,100,48.1,38,79
137,138,,Jim Furyk,54,48.0,12,25
138,T139,,Dustin Johnson,77,47.83,22,46
139,T139,,Sung Kang,104,47.83,33,69
140,T141,,Ryo Ishikawa,56,47.73,21,44
141,T141,,Troy Merritt,82,47.73,21,44
142,143,,Jim Herman,77,47.46,28,59
143,144,,Bryson DeChambeau,91,47.27,26,55
144,145,,Billy Hurley III,80,47.17,25,53
145,T146,,Harold Varner III,101,47.06,32,68
146,T146,,Camilo Villegas,76,47.06,24,51
147,148,,Kevin Tway,96,46.15,30,65
148,T149,,Fabián Gómez,61,45.76,27,59
149,T149,,Nick Taylor,97,45.76,27,59
150,151,,Matt Every,76,45.59,31,68
151,152,,Scott Stallings,81,45.28,24,53
152,153,,Kyle Stanley,104,45.0,36,80
153,154,,Paul Casey,94,44.9,22,49
154,T155,,Brad Fritsch,56,44.74,17,38
155,T155,,Carl Pettersson,63,44.74,17,38
156,T155,,Jonathan Randolph,68,44.74,17,38
157,T158,,Andrew Loupe,55,44.68,21,47
158,T158,,Ryan Palmer,61,44.68,21,47
159,160,,Adam Scott,58,44.44,16,36
160,161,,J.T. Poston,95,44.26,27,61
161,162,,Daniel Berger,91,44.23,23,52
162,163,,Tag Ridings,67,44.19,19,43
163,164,,J.J. Henry,92,44.07,26,59
164,165,,Sergio Garcia,65,44.0,22,50
165,166,,Brian Stuard,93,43.55,27,62
166,167,,Alex Cejka,85,43.4,23,53
167,168,,Jhonattan Vegas,95,43.1,25,58
168,169,,Luke List,102,43.02,37,86
169,T170,,D.A. Points,68,42.86,18,42
170,T170,,Boo Weekley,75,42.86,18,42
171,172,,Stewart Cink,93,42.62,26,61
172,173,,J.B. Holmes,83,42.55,20,47
173,T174,,Dominic Bozzelli,69,42.31,22,52
174,T174,,Steve Wheatcroft,51,42.31,22,52
175,176,,Russell Henley,99,42.19,27,64
176,177,,Billy Horschel,88,41.94,26,62
177,178,,Roberto Castro,70,41.67,15,36
178,179,,Ryan Armour,63,40.63,13,32
179,180,,Graham DeLaet,82,40.35,23,57
180,T181,,Francesco Molinari,75,40.0,14,35
181,T181,,Scott Piercy,70,40.0,16,40
182,183,,Bubba Watson,71,39.53,17,43
183,184,,Brett Stegmaier,78,38.71,12,31
184,185,,Jason Kokrak,95,37.31,25,67
185,186,,Kelly Kraft,75,36.84,21,57
186,187,,Richy Werenski,81,36.73,18,49
187,188,,Brendan Steele,89,35.85,19,53
188,189,,Russell Knox,75,34.55,19,55
189,190,,Jason Bohn,75,34.09,15,44
