,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
0,1,,Camilo Villegas,76,"2' 4""",271.41700000000003,115,29
1,T2,,Sergio Garcia,65,"2' 8""",173.417,66,39
2,T2,,Bill Haas,92,"2' 8""",256.75,97,18
3,4,,Ben Crane,86,"2' 9""",299.08299999999997,109,93
4,T5,,Chad Collins,66,"2' 10""",215.583,77,19
5,T5,,Adam Hadwin,98,"2' 10""",345.75,122,12
6,T5,,J.J. Henry,92,"2' 10""",197.25,70,145
7,T5,,Brandt Snedeker,53,"2' 10""",169.083,60,8
8,T5,,Gary Woodland,94,"2' 10""",272.41700000000003,96,118
9,T10,,Alex Cejka,85,"2' 11""",317.33299999999997,108,44
10,T10,,Kevin Chappell,95,"2' 11""",363.333,126,147
11,T10,,Rory McIlroy,51,"2' 11""",169.167,58,17
12,T10,,Seung-Yul Noh,91,"2' 11""",327.33299999999997,112,87
13,T10,,Webb Simpson,102,"2' 11""",390.667,135,4
14,T10,,Cameron Smith,86,"2' 11""",297.0,102,103
15,T16,,Wesley Bryan,95,"3' 0""",407.25,134,37
16,T16,,Stewart Cink,93,"3' 0""",351.917,118,108
17,T16,,Bryson DeChambeau,91,"3' 0""",364.917,121,128
18,T16,,Jamie Lovemark,98,"3' 0""",349.417,118,67
19,T16,,Bryce Molder,74,"3' 0""",296.75,98,88
20,T16,,Ian Poulter,72,"3' 0""",291.0,97,1
21,T22,,Mark Anderson,54,"3' 1""",235.25,77,42
22,T22,,Andres Gonzales,73,"3' 1""",276.75,89,33
23,T22,,Ryo Ishikawa,56,"3' 1""",235.667,77,123
24,T22,,Kevin Kisner,105,"3' 1""",448.5,144,28
25,T22,,Brendan Steele,89,"3' 1""",299.66700000000003,97,55
26,T22,,Johnson Wagner,71,"3' 1""",259.08299999999997,83,161
27,T28,,Byeong Hun An,77,"3' 2""",334.417,106,158
28,T28,,Lucas Glover,93,"3' 2""",364.333,114,66
29,T28,,Brian Harman,104,"3' 2""",428.0,134,25
30,T28,,J.B. Holmes,83,"3' 2""",335.583,105,156
31,T28,,Geoff Ogilvy,80,"3' 2""",322.58299999999997,101,49
32,T28,,Jimmy Walker,68,"3' 2""",237.583,75,122
33,T28,,Steve Wheatcroft,51,"3' 2""",267.83299999999997,85,11
34,T35,,Roberto Castro,70,"3' 3""",306.0,95,63
35,T35,,Graham DeLaet,82,"3' 3""",395.167,121,149
36,T35,,Ken Duke,77,"3' 3""",305.66700000000003,94,150
37,T35,,Harris English,84,"3' 3""",390.5,120,75
38,T35,,Gonzalo Fernandez-Castaño,63,"3' 3""",254.833,78,7
39,T35,,Brian Gay,82,"3' 3""",334.0,102,30
40,T35,,David Hearn,93,"3' 3""",410.917,125,33
41,T35,,Russell Knox,75,"3' 3""",298.0,91,130
42,T35,,Matt Kuchar,95,"3' 3""",373.417,114,2
43,T35,,David Lingmerth,79,"3' 3""",498.417,153,108
44,T35,,Ollie Schniederjans,92,"3' 3""",417.417,127,102
45,T46,,Ryan Blaum,100,"3' 4""",448.583,136,71
46,T46,,Chad Campbell,97,"3' 4""",418.333,124,5
47,T46,,Matt Every,76,"3' 4""",380.083,114,190
48,T46,,Robert Garrigus,78,"3' 4""",364.583,110,171
49,T46,,Tom Hoge,54,"3' 4""",303.08299999999997,90,63
50,T46,,Charles Howell III,86,"3' 4""",361.083,107,26
51,T46,,Mackenzie Hughes,106,"3' 4""",440.75,131,103
52,T46,,Billy Hurley III,80,"3' 4""",313.0,95,99
53,T46,,Francesco Molinari,75,"3' 4""",288.25,87,20
54,T46,,Seamus Power,86,"3' 4""",378.667,115,13
55,T46,,Kyle Reifers,96,"3' 4""",325.08299999999997,97,114
56,T46,,J.J. Spaun,92,"3' 4""",435.75,131,88
57,T46,,Cameron Tringale,89,"3' 4""",341.083,102,97
58,T46,,Tyrone Van Aswegen,105,"3' 4""",401.5,119,95
59,T46,,Bubba Watson,71,"3' 4""",320.83299999999997,96,162
60,T61,,Paul Casey,94,"3' 5""",390.333,113,6
61,T61,,Jason Day,71,"3' 5""",291.66700000000003,86,91
62,T61,,James Hahn,96,"3' 5""",370.25,109,52
63,T61,,Anirban Lahiri,72,"3' 5""",378.333,111,170
64,T61,,Rick Lamb,54,"3' 5""",256.5,76,178
65,T61,,Peter Malnati,91,"3' 5""",436.0,128,37
66,T61,,Sebastián Muñoz,51,"3' 5""",248.5,73,139
67,T61,,Kevin Na,86,"3' 5""",348.667,103,32
68,T61,,Pat Perez,93,"3' 5""",379.25,112,14
69,T61,,Brian Stuard,93,"3' 5""",386.5,114,121
70,T61,,Jhonattan Vegas,95,"3' 5""",405.25,120,119
71,T61,,Nick Watney,75,"3' 5""",369.75,109,94
72,T73,,Aaron Baddeley,61,"3' 6""",221.583,64,73
73,T73,,Tony Finau,106,"3' 6""",488.667,141,81
74,T73,,Jim Furyk,54,"3' 6""",204.667,58,45
75,T73,,Retief Goosen,52,"3' 6""",254.75,73,60
76,T73,,Morgan Hoffmann,92,"3' 6""",488.833,139,63
77,T73,,Marc Leishman,94,"3' 6""",353.75,101,46
78,T73,,Nicholas Lindheim,58,"3' 6""",250.417,71,146
79,T73,,Graeme McDowell,56,"3' 6""",299.58299999999997,85,111
80,T73,,Trey Mullinax,88,"3' 6""",424.333,120,159
81,T73,,Rod Pampling,71,"3' 6""",314.41700000000003,89,184
82,T73,,Scott Piercy,70,"3' 6""",266.0,76,189
83,T73,,Jon Rahm,90,"3' 6""",350.25,101,9
84,T73,,Tag Ridings,67,"3' 6""",302.66700000000003,87,126
85,T86,,Blayne Barber,77,"3' 7""",364.25,101,160
86,T86,,Daniel Berger,91,"3' 7""",400.833,112,23
87,T86,,Keegan Bradley,104,"3' 7""",507.833,142,79
88,T86,,Ryan Brehm,83,"3' 7""",356.167,99,132
89,T86,,Greg Chalmers,75,"3' 7""",460.25,128,84
90,T86,,Julián Etulain,68,"3' 7""",303.0,85,105
