,Proximity_to_Hole_from_10-20_yards_RANK THIS WEEK,Proximity_to_Hole_from_10-20_yards_RANK LAST WEEK,Proximity_to_Hole_from_10-20_yards_PLAYER NAME,Proximity_to_Hole_from_10-20_yards_ROUNDS,Proximity_to_Hole_from_10-20_yards_AVG DTP,Proximity_to_Hole_from_10-20_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_10-20_yards_# OF SHOTS,Proximity_to_Hole_from_10-20_yards_SCRAMBLING RANK
0,1,,Steven Alker,69,"5' 4""",803.8330000000001,150,76
1,2,,Ian Poulter,72,"5' 6""",795.0830000000001,145,1
2,T3,,Jason Day,71,"5' 8""",1018.4169999999999,180,91
3,T3,,Si Woo Kim,80,"5' 8""",1140.333,200,169
4,T5,,Jim Furyk,54,"5' 11""",690.25,117,45
5,T5,,Pat Perez,93,"5' 11""",1199.417,203,14
6,T5,,Justin Thomas,86,"5' 11""",1038.333,175,53
7,T8,,Dominic Bozzelli,69,"6' 0""",1167.5,195,125
8,T8,,Chad Campbell,97,"6' 0""",1403.0829999999999,234,5
9,T8,,Gonzalo Fernandez-Castaño,63,"6' 0""",845.4169999999999,140,7
10,T8,,Jordan Spieth,85,"6' 0""",1208.833,201,36
11,T8,,Cameron Tringale,89,"6' 0""",1120.667,188,97
12,T13,,Chad Collins,66,"6' 1""",1112.25,183,19
13,T13,,Seamus Power,86,"6' 1""",1302.25,213,13
14,T15,,Aaron Baddeley,61,"6' 2""",922.1669999999999,150,73
15,T15,,Andres Gonzales,73,"6' 2""",971.0830000000001,157,33
16,T15,,Branden Grace,70,"6' 2""",856.25,138,40
17,T15,,Peter Malnati,91,"6' 2""",1421.0,230,37
18,T15,,Seung-Yul Noh,91,"6' 2""",1232.917,201,87
19,T15,,Ryan Palmer,61,"6' 2""",994.9169999999999,161,124
20,T15,,Robert Streb,98,"6' 2""",1595.3329999999999,260,96
21,T22,,Patrick Cantlay,52,"6' 3""",894.9169999999999,143,62
22,T22,,Paul Casey,94,"6' 3""",1200.5,191,6
23,T22,,Mark Hubbard,81,"6' 3""",1163.833,186,106
24,T22,,Zach Johnson,81,"6' 3""",1167.417,188,69
25,T22,,Matt Jones,64,"6' 3""",1134.5,182,16
26,T22,,Michael Kim,94,"6' 3""",1460.9170000000001,235,98
27,T22,,Chris Kirk,89,"6' 3""",1283.75,206,174
28,T22,,Phil Mickelson,85,"6' 3""",1323.6670000000001,212,71
29,T22,,Carl Pettersson,63,"6' 3""",914.8330000000001,146,179
30,T22,,Cameron Smith,86,"6' 3""",1476.6670000000001,237,103
31,T22,,Jimmy Walker,68,"6' 3""",985.6669999999999,157,122
32,T33,,Sergio Garcia,65,"6' 4""",871.8330000000001,137,39
33,T33,,Charles Howell III,86,"6' 4""",1139.667,181,26
34,T33,,Bryce Molder,74,"6' 4""",1210.5,190,88
35,T33,,Francesco Molinari,75,"6' 4""",1078.333,171,20
36,T33,,Tim Wilkinson,64,"6' 4""",911.5,143,24
37,T38,,Zac Blair,105,"6' 5""",1794.75,281,3
38,T38,,Steven Bowditch,59,"6' 5""",1068.75,166,185
39,T38,,Greg Chalmers,75,"6' 5""",1412.9170000000001,219,84
40,T38,,Brian Gay,82,"6' 5""",1376.3329999999999,215,30
41,T38,,Whee Kim,74,"6' 5""",1239.25,193,31
42,T38,,Hideki Matsuyama,83,"6' 5""",1012.0,157,41
43,T38,,Shawn Stefani,72,"6' 5""",1190.083,185,78
44,T45,,Roberto Castro,70,"6' 6""",944.8330000000001,146,63
45,T45,,Bill Haas,92,"6' 6""",1315.4170000000001,203,18
46,T45,,Matt Kuchar,95,"6' 6""",1408.0,216,2
47,T45,,Kevin Na,86,"6' 6""",1151.0,178,32
48,T45,,Webb Simpson,102,"6' 6""",1642.4170000000001,252,4
49,T50,,Blayne Barber,77,"6' 7""",1202.5,182,160
50,T50,,Daniel Berger,91,"6' 7""",1330.75,203,23
51,T50,,Luke Donald,50,"6' 7""",852.4169999999999,130,74
52,T50,,Rickie Fowler,78,"6' 7""",1231.25,187,22
53,T50,,John Huh,92,"6' 7""",1549.5829999999999,236,10
54,T50,,Billy Hurley III,80,"6' 7""",1341.0829999999999,204,99
55,T50,,Dustin Johnson,77,"6' 7""",1097.083,166,26
56,T50,,Marc Leishman,94,"6' 7""",1426.0829999999999,216,46
57,T50,,Rory McIlroy,51,"6' 7""",778.6669999999999,119,17
58,T50,,Louis Oosthuizen,69,"6' 7""",916.25,140,21
59,T50,,Jon Rahm,90,"6' 7""",1195.083,182,9
60,T50,,Nick Taylor,97,"6' 7""",1540.25,234,35
61,T50,,Gary Woodland,94,"6' 7""",1314.1670000000001,200,118
62,T63,,Brian Campbell,55,"6' 8""",849.0,127,144
63,T63,,Miguel Angel Carballo,63,"6' 8""",983.4169999999999,148,175
64,T63,,Brandon Hagy,85,"6' 8""",1549.4170000000001,231,61
65,T63,,Patton Kizzire,84,"6' 8""",1445.5,217,177
66,T63,,Jason Kokrak,95,"6' 8""",1699.3329999999999,255,172
67,T63,,Jamie Lovemark,98,"6' 8""",1604.4170000000001,242,67
68,T63,,Sebastián Muñoz,51,"6' 8""",658.25,99,139
69,T63,,Kevin Streelman,90,"6' 8""",1505.0829999999999,225,70
70,T63,,Chris Stroud,67,"6' 8""",1000.25,150,82
71,T72,,Harris English,84,"6' 9""",1334.1670000000001,198,75
72,T72,,Sung Kang,104,"6' 9""",1713.9170000000001,255,136
73,T72,,Martin Laird,83,"6' 9""",1456.4170000000001,215,47
74,T72,,D.A. Points,68,"6' 9""",1149.75,170,162
75,T72,,Sam Saunders,76,"6' 9""",1256.333,187,113
76,T72,,Camilo Villegas,76,"6' 9""",1255.083,186,29
77,T78,,Ryan Blaum,100,"6' 10""",1641.6670000000001,240,71
78,T78,,Bud Cauley,92,"6' 10""",1898.4170000000001,278,86
79,T78,,Bryson DeChambeau,91,"6' 10""",1513.75,221,128
80,T78,,Ernie Els,52,"6' 10""",849.9169999999999,124,157
81,T78,,Retief Goosen,52,"6' 10""",911.5830000000001,134,60
82,T78,,Ryo Ishikawa,56,"6' 10""",954.0,139,123
