,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
0,1,,Nick Watney,75,100.0,4.0,4
1,2,,Seung-Yul Noh,91,88.89,8.0,9
2,3,,Luke Donald,50,80.0,4.0,5
3,4,,Gary Woodland,94,75.0,6.0,8
4,5,,Patrick Cantlay,52,71.43,5.0,7
5,6,,Rickie Fowler,78,70.0,7.0,10
6,7,,Cameron Percy,71,64.29,9.0,14
7,T8,,Brian Harman,104,60.0,9.0,15
8,T8,,Sebastián Muñoz,51,60.0,3.0,5
9,T8,,Webb Simpson,102,60.0,9.0,15
10,11,,Sung Kang,104,58.33,7.0,12
11,12,,Smylie Kaufman,76,57.14,4.0,7
12,T13,,Zac Blair,105,55.56,5.0,9
13,T13,,Jimmy Walker,68,55.56,5.0,9
14,15,,Justin Rose,66,54.55,6.0,11
15,T16,,Brian Campbell,55,50.0,3.0,6
16,T16,,Stewart Cink,93,50.0,5.0,10
17,T16,,Martin Flores,88,50.0,8.0,16
18,T16,,Fabián Gómez,61,50.0,9.0,18
19,T16,,Emiliano Grillo,90,50.0,5.0,10
20,T16,,Morgan Hoffmann,92,50.0,9.0,18
21,T16,,J.B. Holmes,83,50.0,3.0,6
22,T16,,Dustin Johnson,77,50.0,3.0,6
23,T16,,Michael Kim,94,50.0,7.0,14
24,T16,,Anirban Lahiri,72,50.0,4.0,8
25,T16,,Francesco Molinari,75,50.0,5.0,10
26,T16,,Grayson Murray,94,50.0,8.0,16
27,T16,,Jon Rahm,90,50.0,4.0,8
28,T29,,Ricky Barnes,100,47.06,8.0,17
29,T29,,Scott Brown,95,47.06,8.0,17
30,T31,,Brian Gay,82,46.15,6.0,13
31,T31,,James Hahn,96,46.15,6.0,13
32,T31,,Brandt Snedeker,53,46.15,6.0,13
33,T31,,Brian Stuard,93,46.15,6.0,13
34,T35,,Chad Campbell,97,45.45,5.0,11
35,T35,,Matt Kuchar,95,45.45,5.0,11
36,T35,,Patrick Reed,107,45.45,10.0,22
37,38,,Pat Perez,93,45.0,9.0,20
38,T39,,Brad Fritsch,56,44.44,4.0,9
39,T39,,Ian Poulter,72,44.44,8.0,18
40,T39,,Sam Saunders,76,44.44,4.0,9
41,T39,,Jordan Spieth,85,44.44,4.0,9
42,T39,,Daniel Summerhays,100,44.44,8.0,18
43,T39,,Justin Thomas,86,44.44,4.0,9
44,T45,,Lucas Glover,93,43.75,7.0,16
45,T45,,Adam Hadwin,98,43.75,7.0,16
46,T47,,Miguel Angel Carballo,63,42.86,3.0,7
47,T47,,Robert Garrigus,78,42.86,3.0,7
48,T47,,Cody Gribble,79,42.86,3.0,7
49,T47,,Ben Martin,86,42.86,6.0,14
50,T47,,Hideki Matsuyama,83,42.86,3.0,7
51,T47,,Ollie Schniederjans,92,42.86,3.0,7
52,T47,,Vaughn Taylor,90,42.86,6.0,14
