,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,,Fabián Gómez,61,66.07,37,56
1,2,,Bill Haas,92,65.28,47,72
2,3,,Wesley Bryan,95,64.04,57,89
3,4,,Luke Donald,50,63.93,39,61
4,5,,Spencer Levin,89,63.16,48,76
5,6,,Kevin Na,86,62.69,42,67
6,7,,Ollie Schniederjans,92,62.5,50,80
7,8,,K.J. Choi,72,62.12,41,66
8,9,,Aaron Baddeley,61,62.0,31,50
9,10,,Rafa Cabrera Bello,63,61.36,27,44
10,T11,,Hideki Matsuyama,83,60.87,28,46
11,T11,,Boo Weekley,75,60.87,28,46
12,13,,Phil Mickelson,85,60.81,45,74
13,14,,Rickie Fowler,78,60.38,32,53
14,15,,Jimmy Walker,68,60.34,35,58
15,16,,Paul Casey,94,60.32,38,63
16,T17,,Ryan Armour,63,60.0,24,40
17,T17,,Pat Perez,93,60.0,51,85
18,T17,,Ian Poulter,72,60.0,51,85
19,20,,Chad Collins,66,59.7,40,67
20,T21,,Keegan Bradley,104,59.46,44,74
21,T21,,Xander Schauffele,96,59.46,44,74
22,23,,Francesco Molinari,75,59.42,41,69
23,T24,,Greg Chalmers,75,59.38,57,96
24,T24,,Adam Hadwin,98,59.38,57,96
25,26,,Julián Etulain,68,59.26,32,54
26,27,,Alex Cejka,85,59.18,29,49
27,T28,,Whee Kim,74,59.09,39,66
28,T28,,Steve Wheatcroft,51,59.09,26,44
29,30,,Brandon Hagy,85,58.76,57,97
30,31,,Geoff Ogilvy,80,58.67,44,75
31,32,,Brian Harman,104,58.59,58,99
32,33,,Charles Howell III,86,58.57,41,70
33,34,,Louis Oosthuizen,69,58.54,24,41
34,35,,Troy Merritt,82,58.33,42,72
35,36,,Harold Varner III,101,58.24,53,91
36,37,,Jason Dufner,89,58.23,46,79
37,38,,Ricky Barnes,100,58.1,61,105
38,39,,Chez Reavie,98,57.89,44,76
39,40,,C.T. Pan,88,57.83,48,83
40,41,,Jon Rahm,90,57.81,37,64
41,42,,Tag Ridings,67,57.69,30,52
42,43,,Sean O'Hair,84,57.53,42,73
43,44,,Kyle Reifers,96,57.5,46,80
44,45,,Bryce Molder,74,57.14,56,98
45,46,,Kevin Streelman,90,56.98,49,86
46,T47,,Gonzalo Fernandez-Castaño,63,56.9,33,58
47,T47,,Matt Jones,64,56.9,33,58
48,49,,Mark Anderson,54,56.82,25,44
49,50,,Harris English,84,56.63,47,83
50,T51,,David Hearn,93,56.25,45,80
51,T51,,Brandt Snedeker,53,56.25,18,32
52,T51,,Nick Taylor,97,56.25,54,96
53,54,,Brooks Koepka,88,56.14,32,57
54,55,,Webb Simpson,102,56.12,55,98
55,56,,Hunter Mahan,73,56.1,46,82
56,T57,,Ryan Brehm,83,56.06,37,66
57,T57,,Seamus Power,86,56.06,37,66
58,59,,Adam Scott,58,56.0,28,50
59,60,,Luke List,102,55.79,53,95
60,61,,Tim Wilkinson,64,55.74,34,61
61,62,,Matt Kuchar,95,55.68,49,88
62,T63,,Sergio Garcia,65,55.56,20,36
63,T63,,Scott Stallings,81,55.56,40,72
64,65,,Billy Horschel,88,55.42,46,83
65,66,,Scott Brown,95,55.41,41,74
66,T67,,Billy Hurley III,80,55.29,47,85
67,T67,,Marc Leishman,94,55.29,47,85
68,T67,,Kevin Tway,96,55.29,47,85
69,T70,,Lucas Glover,93,55.07,38,69
70,T70,,Brendan Steele,89,55.07,38,69
71,T72,,Dustin Johnson,77,55.0,22,40
72,T72,,Danny Lee,93,55.0,44,80
73,74,,Richy Werenski,81,54.93,39,71
74,T75,,Ken Duke,77,54.55,36,66
75,T75,,Rod Pampling,71,54.55,54,99
76,77,,Kevin Chappell,95,54.43,43,79
77,T78,,Jason Day,71,54.39,31,57
78,T78,,Ryo Ishikawa,56,54.39,31,57
79,T78,,Jordan Spieth,85,54.39,31,57
80,T78,,Johnson Wagner,71,54.39,31,57
81,T82,,Andres Gonzales,73,54.35,25,46
82,T82,,Peter Malnati,91,54.35,50,92
83,84,,John Huh,92,54.22,45,83
84,85,,Russell Henley,99,54.17,52,96
85,86,,Daniel Berger,91,54.1,33,61
86,87,,Stewart Cink,93,53.66,44,82
87,88,,Grayson Murray,94,53.41,47,88
88,T89,,Bud Cauley,92,53.25,41,77
89,T89,,J.T. Poston,95,53.25,41,77
90,T89,,Vaughn Taylor,90,53.25,41,77
91,92,,Justin Thomas,86,53.23,33,62
92,93,,Cameron Tringale,89,53.19,50,94
93,94,,Smylie Kaufman,76,53.03,35,66
94,95,,Camilo Villegas,76,53.01,44,83
