,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
0,T1,,Russell Knox,75,"1' 11""",63.75,34,130
1,T1,,Steve Wheatcroft,51,"1' 11""",63.917,33,11
2,T3,,Bill Haas,92,"2' 0""",90.833,45,18
3,T3,,Dustin Johnson,77,"2' 0""",69.417,35,26
4,T3,,Bryce Molder,74,"2' 0""",99.333,49,88
5,T3,,Shawn Stefani,72,"2' 0""",88.25,44,78
6,T3,,Camilo Villegas,76,"2' 0""",97.833,49,29
7,T8,,Ryan Palmer,61,"2' 1""",91.0,44,124
8,T8,,Ollie Schniederjans,92,"2' 1""",139.0,67,102
9,T10,,Greg Chalmers,75,"2' 2""",132.417,60,84
10,T10,,Luke Donald,50,"2' 2""",37.5,17,74
11,T10,,Tom Hoge,54,"2' 2""",76.833,35,63
12,T10,,Hideki Matsuyama,83,"2' 2""",66.0,31,41
13,T14,,Byeong Hun An,77,"2' 3""",95.167,42,158
14,T14,,Patrick Cantlay,52,"2' 3""",54.833,24,62
15,T14,,Ben Crane,86,"2' 3""",138.0,62,93
16,T14,,Charley Hoffman,112,"2' 3""",153.0,69,141
17,T18,,Brian Harman,104,"2' 4""",152.75,66,25
18,T18,,Charles Howell III,86,"2' 4""",147.417,63,26
19,T18,,Zach Johnson,81,"2' 4""",126.25,54,69
20,T18,,David Lingmerth,79,"2' 4""",137.0,59,108
21,T18,,Tim Wilkinson,64,"2' 4""",74.167,32,24
22,T23,,Brian Campbell,55,"2' 5""",73.417,30,144
23,T23,,Harris English,84,"2' 5""",131.333,55,75
24,T23,,Søren Kjeldsen,58,"2' 5""",57.083,24,186
25,T23,,Phil Mickelson,85,"2' 5""",117.667,48,71
26,T23,,Tag Ridings,67,"2' 5""",86.083,36,126
27,T23,,Brendan Steele,89,"2' 5""",99.5,41,55
28,T29,,Brett Drewitt,57,"2' 6""",65.0,26,85
29,T29,,Rickie Fowler,78,"2' 6""",91.083,36,22
30,T29,,John Huh,92,"2' 6""",139.583,56,10
31,T29,,Matt Jones,64,"2' 6""",115.917,46,16
32,T29,,Geoff Ogilvy,80,"2' 6""",86.25,35,49
33,T29,,Hudson Swafford,94,"2' 6""",140.167,57,164
34,T35,,Ryan Armour,63,"2' 7""",95.917,37,117
35,T35,,Ryan Blaum,100,"2' 7""",160.75,63,71
36,T35,,Wesley Bryan,95,"2' 7""",144.5,56,37
37,T35,,Kevin Chappell,95,"2' 7""",153.0,59,147
38,T35,,Bryson DeChambeau,91,"2' 7""",155.25,60,128
39,T35,,Derek Fathauer,81,"2' 7""",137.5,54,180
40,T35,,Lucas Glover,93,"2' 7""",135.5,52,66
41,T35,,Andres Gonzales,73,"2' 7""",131.167,50,33
42,T35,,Sung Kang,104,"2' 7""",147.0,57,136
43,T35,,Brooks Koepka,88,"2' 7""",123.583,48,154
44,T35,,Kelly Kraft,75,"2' 7""",120.167,47,183
45,T35,,Sean O'Hair,84,"2' 7""",111.583,43,129
46,T35,,Brian Stuard,93,"2' 7""",146.417,57,121
47,T35,,Jimmy Walker,68,"2' 7""",102.25,39,122
48,T49,,Zac Blair,105,"2' 8""",194.417,72,3
49,T49,,Martin Flores,88,"2' 8""",109.5,41,135
50,T49,,Mackenzie Hughes,106,"2' 8""",152.25,57,103
51,T49,,Ben Martin,86,"2' 8""",148.5,56,108
52,T49,,Ryan Moore,82,"2' 8""",157.167,59,143
53,T49,,Charl Schwartzel,63,"2' 8""",85.083,32,56
54,T55,,Alex Cejka,85,"2' 9""",124.583,45,44
55,T55,,Robert Garrigus,78,"2' 9""",114.417,41,171
56,T55,,Russell Henley,99,"2' 9""",145.167,53,131
57,T55,,Chris Kirk,89,"2' 9""",113.75,41,174
58,T55,,Matt Kuchar,95,"2' 9""",113.917,42,2
59,T55,,Carl Pettersson,63,"2' 9""",103.0,37,179
60,T55,,Brandt Snedeker,53,"2' 9""",68.417,25,8
61,T55,,J.J. Spaun,92,"2' 9""",158.5,57,88
62,T55,,Chris Stroud,67,"2' 9""",116.25,42,82
63,T55,,Vaughn Taylor,90,"2' 9""",136.75,49,54
64,T55,,Justin Thomas,86,"2' 9""",120.5,44,53
65,T55,,Cameron Tringale,89,"2' 9""",136.75,49,97
66,T67,,Paul Casey,94,"2' 10""",126.583,45,6
67,T67,,Graham DeLaet,82,"2' 10""",186.667,66,149
68,T67,,Ken Duke,77,"2' 10""",140.083,50,150
69,T67,,Jim Furyk,54,"2' 10""",81.25,29,45
70,T67,,David Hearn,93,"2' 10""",129.333,46,33
71,T67,,Hunter Mahan,73,"2' 10""",129.417,46,120
72,T67,,Graeme McDowell,56,"2' 10""",128.75,46,111
73,T67,,Rod Pampling,71,"2' 10""",84.583,30,184
74,T67,,Sam Saunders,76,"2' 10""",157.5,56,113
75,T67,,Tyrone Van Aswegen,105,"2' 10""",180.167,63,95
76,T67,,Boo Weekley,75,"2' 10""",169.083,59,153
77,T78,,Jonas Blixt,74,"2' 11""",105.25,36,107
78,T78,,Jason Bohn,75,"2' 11""",153.917,53,133
79,T78,,Keegan Bradley,104,"2' 11""",210.083,73,79
80,T78,,K.J. Choi,72,"2' 11""",115.333,40,57
81,T78,,Stewart Cink,93,"2' 11""",208.0,72,108
82,T78,,Matt Every,76,"2' 11""",146.333,50,190
83,T78,,Tony Finau,106,"2' 11""",169.75,58,81
84,T78,,Sergio Garcia,65,"2' 11""",90.083,31,39
85,T78,,Adam Hadwin,98,"2' 11""",176.417,61,12
86,T78,,Smylie Kaufman,76,"2' 11""",149.25,51,168
87,T78,,Martin Laird,83,"2' 11""",131.25,45,47
88,T78,,Peter Malnati,91,"2' 11""",185.917,63,37
89,T78,,Grayson Murray,94,"2' 11""",190.25,65,181
90,T78,,Seung-Yul Noh,91,"2' 11""",170.75,58,87
91,T78,,Ian Poulter,72,"2' 11""",140.417,48,1
92,T78,,Patrick Reed,107,"2' 11""",169.25,58,48
93,T78,,Justin Rose,66,"2' 11""",123.833,42,80
94,T78,,Michael Thompson,60,"2' 11""",112.167,39,100
95,T78,,Harold Varner III,101,"2' 11""",174.417,59,138
96,T78,,Richy Werenski,81,"2' 11""",155.25,53,51
97,T98,,Ricky Barnes,100,"3' 0""",127.417,43,68
98,T98,,Chad Campbell,97,"3' 0""",175.25,58,5
99,T98,,Gonzalo Fernandez-Castaño,63,"3' 0""",127.25,43,7
100,T98,,Ryo Ishikawa,56,"3' 0""",110.417,37,123
101,T98,,Patton Kizzire,84,"3' 0""",141.583,47,177
102,T98,,William McGirt,89,"3' 0""",128.167,43,134
103,T98,,Francesco Molinari,75,"3' 0""",129.833,43,20
104,T98,,Trey Mullinax,88,"3' 0""",176.167,59,159
105,T98,,Cameron Percy,71,"3' 0""",140.917,47,59
106,T98,,Patrick Rodgers,76,"3' 0""",144.667,48,182
107,T98,,Webb Simpson,102,"3' 0""",180.417,60,4
108,T98,,Kyle Stanley,104,"3' 0""",202.25,68,116
109,T98,,Nick Watney,75,"3' 0""",166.0,55,94
110,T111,,Chad Collins,66,"3' 1""",126.667,41,19
111,T111,,Jason Dufner,89,"3' 1""",134.0,44,127
112,T111,,Cody Gribble,79,"3' 1""",140.583,46,173
113,T111,,Emiliano Grillo,90,"3' 1""",152.25,50,148
114,T111,,James Hahn,96,"3' 1""",168.417,54,52
115,T111,,Morgan Hoffmann,92,"3' 1""",188.167,61,63
116,T111,,Billy Horschel,88,"3' 1""",167.583,55,176
117,T111,,Michael Kim,94,"3' 1""",167.833,54,98
118,T111,,Kevin Na,86,"3' 1""",156.083,51,32
119,T111,,Louis Oosthuizen,69,"3' 1""",79.583,26,21
120,T111,,J.T. Poston,95,"3' 1""",211.417,68,77
121,T111,,Jordan Spieth,85,"3' 1""",159.667,52,36
122,T111,,Daniel Summerhays,100,"3' 1""",210.75,69,142
123,T111,,Kevin Tway,96,"3' 1""",166.083,54,92
124,T125,,Blayne Barber,77,"3' 2""",214.333,68,160
125,T125,,Kevin Kisner,105,"3' 2""",208.667,66,28
126,T125,,Jason Kokrak,95,"3' 2""",209.333,66,172
127,T125,,Scott Piercy,70,"3' 2""",131.25,41,189
128,T125,,Jon Rahm,90,"3' 2""",134.5,43,9
129,T125,,Xander Schauffele,96,"3' 2""",132.917,42,137
130,T125,,Adam Scott,58,"3' 2""",92.167,29,83
131,T125,,Cameron Smith,86,"3' 2""",163.0,52,103
132,T125,,Johnson Wagner,71,"3' 2""",148.667,47,161
133,T134,,Aaron Baddeley,61,"3' 3""",140.833,43,73
134,T134,,Daniel Berger,91,"3' 3""",167.667,51,23
135,T134,,Branden Grace,70,"3' 3""",130.333,40,40
136,T134,,Spencer Levin,89,"3' 3""",206.667,64,43
137,T134,,Rory McIlroy,51,"3' 3""",112.75,35,17
138,T134,,Troy Merritt,82,"3' 3""",205.583,63,112
139,T134,,C.T. Pan,88,"3' 3""",178.333,55,58
140,T134,,Seamus Power,86,"3' 3""",212.417,66,13
141,T142,,Ryan Brehm,83,"3' 4""",183.917,55,132
142,T142,,Rafa Cabrera Bello,63,"3' 4""",84.083,25,50
143,T142,,Jason Day,71,"3' 4""",121.333,36,91
144,T142,,Brad Fritsch,56,"3' 4""",107.833,32,151
145,T142,,Retief Goosen,52,"3' 4""",129.917,39,60
146,T142,,J.B. Holmes,83,"3' 4""",96.333,29,156
147,T142,,Whee Kim,74,"3' 4""",177.333,53,31
148,T142,,Si Woo Kim,80,"3' 4""",130.833,39,169
149,T142,,Jamie Lovemark,98,"3' 4""",206.0,62,67
150,T142,,D.A. Points,68,"3' 4""",142.333,43,162
151,T142,,Jonathan Randolph,68,"3' 4""",122.75,37,140
152,T142,,Robert Streb,98,"3' 4""",179.083,54,96
153,T142,,Nick Taylor,97,"3' 4""",194.417,59,35
154,T155,,Dominic Bozzelli,69,"3' 5""",131.25,38,125
155,T155,,Ernie Els,52,"3' 5""",115.5,34,157
156,T155,,Fabián Gómez,61,"3' 5""",149.667,44,101
157,T155,,Marc Leishman,94,"3' 5""",162.417,47,46
158,T155,,Sebastián Muñoz,51,"3' 5""",74.667,22,139
159,T155,,Pat Perez,93,"3' 5""",161.833,47,14
160,T155,,Chez Reavie,98,"3' 5""",181.25,53,15
161,T155,,Brett Stegmaier,78,"3' 5""",149.75,44,188
162,T155,,Kevin Streelman,90,"3' 5""",213.833,62,70
163,T155,,Bubba Watson,71,"3' 5""",130.333,38,162
164,T165,,Steven Alker,69,"3' 6""",105.0,30,76
165,T165,,J.J. Henry,92,"3' 6""",173.083,49,145
166,T165,,Jim Herman,77,"3' 6""",177.583,51,155
167,T165,,Luke List,102,"3' 6""",211.167,60,152
168,T165,,Jhonattan Vegas,95,"3' 6""",202.417,58,119
169,T170,,Julián Etulain,68,"3' 7""",148.333,41,105
170,T170,,Brian Gay,82,"3' 7""",191.083,53,30
171,T170,,Mark Hubbard,81,"3' 7""",198.25,55,106
172,T170,,Gary Woodland,94,"3' 7""",100.167,28,118
173,T174,,Steven Bowditch,59,"3' 8""",131.25,36,185
174,T174,,Danny Lee,93,"3' 8""",235.75,64,167
175,T176,,Scott Brown,95,"3' 9""",218.083,58,90
176,T176,,Roberto Castro,70,"3' 9""",160.25,43,63
177,T176,,Billy Hurley III,80,"3' 9""",186.667,50,99
178,T176,,Scott Stallings,81,"3' 9""",166.25,44,165
179,T180,,Andrew Loupe,55,"3' 10""",129.833,34,187
180,T180,,Kyle Reifers,96,"3' 10""",165.75,43,114
181,182,,Bud Cauley,92,"4' 0""",232.833,58,86
182,T183,,Brandon Hagy,85,"4' 2""",197.333,47,61
183,T183,,Anirban Lahiri,72,"4' 2""",158.417,38,170
184,185,,Mark Anderson,54,"4' 3""",130.667,31,42
185,186,,Rory Sabbatini,71,"4' 4""",146.167,34,115
186,187,,Rick Lamb,54,"4' 6""",126.083,28,178
187,188,,Miguel Angel Carballo,63,"4' 9""",142.417,30,175
188,189,,Nicholas Lindheim,58,"4' 10""",169.833,35,146
189,190,,Shane Lowry,52,"5' 4""",85.5,16,165
