,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
129,T129,,Stewart Cink,93,"7' 7""",3744.917,494,108
130,T129,,Bryson DeChambeau,91,"7' 7""",3927.083,519,128
131,T129,,Derek Fathauer,81,"7' 7""",3392.667,445,180
132,T129,,Robert Garrigus,78,"7' 7""",3030.917,400,171
133,T129,,J.B. Holmes,83,"7' 7""",3314.75,438,156
134,T129,,Sung Kang,104,"7' 7""",4412.083,584,136
135,T129,,Martin Laird,83,"7' 7""",3583.583,475,47
136,T129,,Sean O'Hair,84,"7' 7""",3545.083,465,129
137,T129,,Carl Pettersson,63,"7' 7""",2948.25,390,179
138,T129,,Nick Watney,75,"7' 7""",3085.667,405,94
139,T140,,Julián Etulain,68,"7' 8""",2802.0,367,105
140,T140,,Matt Every,76,"7' 8""",3526.083,462,190
141,T140,,Brooks Koepka,88,"7' 8""",3905.333,510,154
142,T140,,Sebastián Muñoz,51,"7' 8""",2111.417,275,139
143,T140,,Brandt Snedeker,53,"7' 8""",2036.0,266,8
144,T140,,Kyle Stanley,104,"7' 8""",4644.5,608,116
145,T140,,Brett Stegmaier,78,"7' 8""",2943.333,383,188
146,T140,,Daniel Summerhays,100,"7' 8""",4339.5,568,142
147,T148,,Ryan Blaum,100,"7' 9""",4462.083,576,71
148,T148,,Ryan Brehm,83,"7' 9""",3166.167,407,132
149,T148,,Scott Brown,95,"7' 9""",4417.917,571,90
150,T148,,James Hahn,96,"7' 9""",4393.083,567,52
151,T148,,Graeme McDowell,56,"7' 9""",2777.917,359,111
152,T148,,Patrick Rodgers,76,"7' 9""",3722.917,478,182
153,T148,,Adam Scott,58,"7' 9""",2206.25,286,83
154,T148,,Vaughn Taylor,90,"7' 9""",3827.25,493,54
155,T148,,Harold Varner III,101,"7' 9""",4417.083,571,138
156,T148,,Richy Werenski,81,"7' 9""",3192.333,414,51
157,T158,,Steven Bowditch,59,"7' 10""",2948.75,376,185
158,T158,,Rafa Cabrera Bello,63,"7' 10""",2593.75,331,50
159,T158,,Brian Campbell,55,"7' 10""",2346.0,299,144
160,T158,,Cody Gribble,79,"7' 10""",4138.167,529,173
161,T158,,Mackenzie Hughes,106,"7' 10""",5357.4169999999995,686,103
162,T158,,Smylie Kaufman,76,"7' 10""",3530.167,453,168
163,T158,,Ben Martin,86,"7' 10""",3642.333,467,108
164,T158,,Grayson Murray,94,"7' 10""",5119.167,655,181
165,T158,,Scott Piercy,70,"7' 10""",2479.25,316,189
166,T158,,J.J. Spaun,92,"7' 10""",3842.667,493,88
167,T158,,Johnson Wagner,71,"7' 10""",2862.083,367,161
168,T158,,Boo Weekley,75,"7' 10""",3108.083,395,153
169,T170,,Jason Kokrak,95,"7' 11""",4382.333,554,172
170,T170,,Chez Reavie,98,"7' 11""",4193.583,527,15
171,T170,,Xander Schauffele,96,"7' 11""",3746.0,474,137
172,T170,,Hudson Swafford,94,"7' 11""",3841.583,487,164
173,T174,,Søren Kjeldsen,58,"8' 0""",2058.25,258,186
174,T174,,Shane Lowry,52,"8' 0""",1791.3329999999999,224,165
175,T174,,William McGirt,89,"8' 0""",3650.083,456,134
176,T174,,Trey Mullinax,88,"8' 0""",3718.25,466,159
177,T174,,Rod Pampling,71,"8' 0""",3888.583,484,184
178,T174,,Cameron Percy,71,"8' 0""",2747.833,345,59
179,T174,,Kevin Streelman,90,"8' 0""",4308.5,536,70
180,T181,,Graham DeLaet,82,"8' 1""",3526.333,437,149
181,T181,,J.J. Henry,92,"8' 1""",3808.417,470,145
182,T181,,Bubba Watson,71,"8' 1""",3086.25,380,162
183,T184,,Martin Flores,88,"8' 2""",3376.083,414,135
184,T184,,Nicholas Lindheim,58,"8' 2""",2429.25,298,146
185,T186,,Jim Herman,77,"8' 3""",3780.083,457,155
186,T186,,Andrew Loupe,55,"8' 3""",2882.333,349,187
187,T188,,Billy Horschel,88,"8' 5""",4069.083,482,176
188,T188,,Hunter Mahan,73,"8' 5""",3701.583,440,120
189,190,,Kelly Kraft,75,"8' 10""",4313.25,489,183
