,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
70,T68,,Bryson DeChambeau,91,"12' 1""",686.4169999999999,57,128
71,T72,,Ryan Brehm,83,"12' 2""",644.0830000000001,53,132
72,T72,,Brian Campbell,55,"12' 2""",486.0,40,144
73,T72,,Harris English,84,"12' 2""",668.0,55,75
74,T72,,Louis Oosthuizen,69,"12' 2""",498.5,41,21
75,T72,,Kyle Reifers,96,"12' 2""",866.75,71,114
76,T77,,Mackenzie Hughes,106,"12' 3""",1140.583,93,103
77,T77,,Matt Jones,64,"12' 3""",711.0,58,16
78,T77,,Kelly Kraft,75,"12' 3""",786.3330000000001,64,183
79,T80,,Jason Dufner,89,"12' 4""",592.0830000000001,48,127
80,T80,,Retief Goosen,52,"12' 4""",395.5,32,60
81,T80,,Whee Kim,74,"12' 4""",751.4169999999999,61,31
82,T80,,Danny Lee,93,"12' 4""",655.75,53,167
83,T84,,Sergio Garcia,65,"12' 5""",409.083,33,39
84,T84,,Bill Haas,92,"12' 5""",645.0830000000001,52,18
85,T84,,J.B. Holmes,83,"12' 5""",657.3330000000001,53,156
86,T84,,Billy Horschel,88,"12' 5""",781.4169999999999,63,176
87,T84,,Peter Malnati,91,"12' 5""",646.5830000000001,52,37
88,T84,,D.A. Points,68,"12' 5""",659.25,53,162
89,90,,Brendan Steele,89,"12' 6""",725.0830000000001,58,55
90,T91,,Troy Merritt,82,"12' 7""",803.75,64,112
91,T91,,Sebastián Muñoz,51,"12' 7""",454.333,36,139
92,T91,,Cameron Smith,86,"12' 7""",803.8330000000001,64,103
93,T94,,Miguel Angel Carballo,63,"12' 8""",494.0,39,175
94,T94,,Kevin Chappell,95,"12' 8""",721.6669999999999,57,147
95,T94,,Julián Etulain,68,"12' 8""",722.25,57,105
96,T94,,Cameron Percy,71,"12' 8""",696.9169999999999,55,59
97,T94,,Brian Stuard,93,"12' 8""",683.9169999999999,54,121
98,T94,,Kevin Tway,96,"12' 8""",785.5,62,92
99,T94,,Gary Woodland,94,"12' 8""",593.5,47,118
100,T101,,Ryo Ishikawa,56,"12' 9""",598.25,47,123
101,T101,,Geoff Ogilvy,80,"12' 9""",674.75,53,49
102,T101,,Tyrone Van Aswegen,105,"12' 9""",826.25,65,95
103,T104,,Graham DeLaet,82,"12' 10""",512.1669999999999,40,149
104,T104,,Tony Finau,106,"12' 10""",1040.167,81,81
105,T104,,Lucas Glover,93,"12' 10""",820.1669999999999,64,66
106,T104,,Shawn Stefani,72,"12' 10""",678.0830000000001,53,78
107,T104,,Vaughn Taylor,90,"12' 10""",858.0830000000001,67,54
108,T104,,Harold Varner III,101,"12' 10""",808.3330000000001,63,138
109,T110,,Greg Chalmers,75,"12' 11""",763.25,59,84
110,T110,,Robert Garrigus,78,"12' 11""",659.1669999999999,51,171
111,T110,,J.J. Henry,92,"12' 11""",762.0830000000001,59,145
112,T110,,Spencer Levin,89,"12' 11""",800.75,62,43
113,T114,,Kevin Kisner,105,"13' 0""",858.3330000000001,66,28
114,T114,,Matt Kuchar,95,"13' 0""",686.8330000000001,53,2
115,T114,,David Lingmerth,79,"13' 0""",651.8330000000001,50,108
116,T114,,Rod Pampling,71,"13' 0""",963.25,74,184
117,T118,,Russell Henley,99,"13' 1""",984.25,75,131
118,T118,,Sung Kang,104,"13' 1""",823.3330000000001,63,136
119,T118,,Sean O'Hair,84,"13' 1""",813.25,62,129
120,T118,,Brandt Snedeker,53,"13' 1""",628.5830000000001,48,8
121,T118,,Scott Stallings,81,"13' 1""",562.9169999999999,43,165
122,T118,,Michael Thompson,60,"13' 1""",378.333,29,100
123,124,,K.J. Choi,72,"13' 2""",593.9169999999999,45,57
124,T125,,Adam Hadwin,98,"13' 3""",714.5,54,12
125,T125,,Smylie Kaufman,76,"13' 3""",743.4169999999999,56,168
126,T125,,Chris Kirk,89,"13' 3""",832.4169999999999,63,174
127,T125,,Nicholas Lindheim,58,"13' 3""",528.75,40,146
128,T125,,William McGirt,89,"13' 3""",662.25,50,134
129,T125,,Patrick Rodgers,76,"13' 3""",924.9169999999999,70,182
130,131,,Steven Bowditch,59,"13' 4""",679.1669999999999,51,185
131,T132,,Gonzalo Fernandez-Castaño,63,"13' 5""",669.0830000000001,50,7
132,T132,,Brad Fritsch,56,"13' 5""",428.083,32,151
133,T134,,Jason Day,71,"13' 6""",594.1669999999999,44,91
134,T134,,Mark Hubbard,81,"13' 6""",568.3330000000001,42,106
135,T134,,John Huh,92,"13' 6""",1067.083,79,10
136,T134,,Ryan Moore,82,"13' 6""",798.3330000000001,59,143
137,T134,,Jon Rahm,90,"13' 6""",662.9169999999999,49,9
138,T139,,Aaron Baddeley,61,"13' 7""",758.3330000000001,56,73
139,T139,,Marc Leishman,94,"13' 7""",909.0830000000001,67,46
140,T139,,Ryan Palmer,61,"13' 7""",434.667,32,124
141,T139,,Sam Saunders,76,"13' 7""",720.8330000000001,53,113
142,T139,,Kyle Stanley,104,"13' 7""",773.3330000000001,57,116
143,T144,,Scott Brown,95,"13' 8""",1081.333,79,90
144,T144,,Ollie Schniederjans,92,"13' 8""",888.8330000000001,65,102
145,T144,,Bubba Watson,71,"13' 8""",640.5830000000001,47,162
146,T147,,Jason Bohn,75,"13' 9""",701.6669999999999,51,133
147,T147,,Webb Simpson,102,"13' 9""",522.4169999999999,38,4
148,T149,,Byeong Hun An,77,"13' 10""",830.0830000000001,60,158
149,T149,,Graeme McDowell,56,"13' 10""",525.1669999999999,38,111
150,T149,,Johnson Wagner,71,"13' 10""",538.8330000000001,39,161
151,T149,,Jimmy Walker,68,"13' 10""",497.417,36,122
152,T153,,Ken Duke,77,"13' 11""",611.4169999999999,44,150
153,T153,,Grayson Murray,94,"13' 11""",1070.667,77,181
154,T153,,Jonathan Randolph,68,"13' 11""",542.3330000000001,39,140
155,T156,,Brandon Hagy,85,"14' 0""",758.0,54,61
156,T156,,Xander Schauffele,96,"14' 0""",879.75,63,137
157,T156,,Richy Werenski,81,"14' 0""",602.75,43,51
158,T159,,Søren Kjeldsen,58,"14' 1""",393.833,28,186
159,T159,,Daniel Summerhays,100,"14' 1""",1029.333,73,142
160,T159,,Hudson Swafford,94,"14' 1""",828.5,59,164
161,T162,,Zach Johnson,81,"14' 2""",820.9169999999999,58,69
162,T162,,Pat Perez,93,"14' 2""",992.3330000000001,70,14
163,T162,,Brett Stegmaier,78,"14' 2""",582.0830000000001,41,188
164,T165,,Daniel Berger,91,"14' 4""",871.8330000000001,61,23
165,T165,,Trey Mullinax,88,"14' 4""",760.0,53,159
166,167,,Jim Furyk,54,"14' 5""",287.91700000000003,20,45
167,T168,,Keegan Bradley,104,"14' 6""",1002.0,69,79
168,T168,,Rafa Cabrera Bello,63,"14' 6""",478.25,33,50
169,T170,,Ryan Blaum,100,"14' 7""",1256.417,86,71
170,T170,,Boo Weekley,75,"14' 7""",613.1669999999999,42,153
171,T172,,Charles Howell III,86,"14' 8""",1023.8330000000001,70,26
172,T172,,J.J. Spaun,92,"14' 8""",1026.917,70,88
173,T174,,Bryce Molder,74,"14' 9""",901.0,61,88
174,T174,,Carl Pettersson,63,"14' 9""",854.3330000000001,58,179
175,176,,Scott Piercy,70,"14' 10""",475.833,32,189
176,177,,Andrew Loupe,55,"15' 0""",495.333,33,187
177,T178,,Martin Flores,88,"15' 1""",767.25,51,135
178,T178,,Steve Wheatcroft,51,"15' 1""",604.1669999999999,40,11
179,T180,,Jason Kokrak,95,"15' 2""",1092.833,72,172
180,T180,,Hunter Mahan,73,"15' 2""",834.5,55,120
181,T180,,Ben Martin,86,"15' 2""",712.3330000000001,47,108
182,T183,,Dustin Johnson,77,"15' 8""",611.5830000000001,39,26
183,T183,,Kevin Streelman,90,"15' 8""",1178.0,75,70
184,T185,,Shane Lowry,52,"15' 9""",378.333,24,165
185,T185,,Francesco Molinari,75,"15' 9""",677.0,43,20
186,187,,Adam Scott,58,"15' 11""",541.9169999999999,34,83
187,188,,Jim Herman,77,"16' 2""",971.4169999999999,60,155
188,189,,Tom Hoge,54,"16' 5""",524.0,32,63
189,190,,Chez Reavie,98,"17' 11""",932.8330000000001,52,15
