,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
49,T45,,Phil Mickelson,85,"7' 6""",1489.1670000000001,199,71
50,T45,,Kyle Reifers,96,"7' 6""",1406.4170000000001,187,114
51,T45,,Rory Sabbatini,71,"7' 6""",1012.0,135,115
52,T45,,Jimmy Walker,68,"7' 6""",875.75,117,122
53,T54,,Wesley Bryan,95,"7' 7""",1462.4170000000001,193,37
54,T54,,Kevin Chappell,95,"7' 7""",1516.5,201,147
55,T54,,K.J. Choi,72,"7' 7""",1216.583,161,57
56,T54,,Zach Johnson,81,"7' 7""",1200.583,158,69
57,T54,,Anirban Lahiri,72,"7' 7""",1180.417,155,170
58,T54,,Chez Reavie,98,"7' 7""",1385.5829999999999,182,15
59,T54,,Tyrone Van Aswegen,105,"7' 7""",1288.083,169,95
60,T61,,Jason Dufner,89,"7' 8""",1246.333,163,127
61,T61,,Bill Haas,92,"7' 8""",1322.9170000000001,173,18
62,T61,,Si Woo Kim,80,"7' 8""",1370.75,179,169
63,T61,,Kevin Kisner,105,"7' 8""",1299.333,169,28
64,T61,,Peter Malnati,91,"7' 8""",1527.4170000000001,200,37
65,T61,,Tag Ridings,67,"7' 8""",1009.5830000000001,132,126
66,T61,,Justin Rose,66,"7' 8""",954.0830000000001,124,80
67,T61,,Nick Taylor,97,"7' 8""",1630.4170000000001,213,35
68,T69,,Chad Campbell,97,"7' 9""",1400.8329999999999,180,5
69,T69,,Branden Grace,70,"7' 9""",769.25,99,40
70,T69,,Mackenzie Hughes,106,"7' 9""",2153.083,278,103
71,T69,,Søren Kjeldsen,58,"7' 9""",841.4169999999999,109,186
72,T69,,Luke List,102,"7' 9""",1785.4170000000001,231,152
73,T69,,Kevin Na,86,"7' 9""",1152.833,149,32
74,T69,,Sean O'Hair,84,"7' 9""",1341.9170000000001,174,129
75,T69,,Cameron Percy,71,"7' 9""",1058.917,137,59
76,T69,,Seamus Power,86,"7' 9""",1423.6670000000001,184,13
77,T69,,Patrick Rodgers,76,"7' 9""",1243.583,161,182
78,T69,,J.J. Spaun,92,"7' 9""",1240.833,160,88
79,T80,,Byeong Hun An,77,"7' 10""",1134.583,145,158
80,T80,,Patrick Cantlay,52,"7' 10""",984.0,126,62
81,T80,,Ben Crane,86,"7' 10""",1211.25,154,93
82,T80,,Brett Drewitt,57,"7' 10""",1055.0,135,85
83,T80,,Gonzalo Fernandez-Castaño,63,"7' 10""",943.0,121,7
84,T80,,Fabián Gómez,61,"7' 10""",831.75,106,101
85,T80,,Michael Kim,94,"7' 10""",1692.5,217,98
86,T80,,David Lingmerth,79,"7' 10""",1405.75,180,108
87,T80,,Grayson Murray,94,"7' 10""",1949.9170000000001,250,181
88,T80,,Charl Schwartzel,63,"7' 10""",1237.0,158,56
89,T80,,Jhonattan Vegas,95,"7' 10""",1676.5,214,119
90,T91,,Mark Anderson,54,"7' 11""",856.5,108,42
91,T91,,Jason Bohn,75,"7' 11""",1260.417,159,133
92,T91,,Retief Goosen,52,"7' 11""",946.8330000000001,119,60
93,T91,,Whee Kim,74,"7' 11""",1172.167,148,31
94,T91,,Bryce Molder,74,"7' 11""",1065.5,135,88
95,T91,,Carl Pettersson,63,"7' 11""",1213.0,153,179
96,T91,,Jon Rahm,90,"7' 11""",1303.667,164,9
97,T91,,Cameron Smith,86,"7' 11""",1547.0829999999999,196,103
98,T91,,Camilo Villegas,76,"7' 11""",1496.6670000000001,190,29
99,T100,,Rafa Cabrera Bello,63,"8' 0""",950.75,119,50
100,T100,,Julián Etulain,68,"8' 0""",1121.417,140,105
101,T100,,Matt Every,76,"8' 0""",1443.5829999999999,181,190
102,T100,,Brad Fritsch,56,"8' 0""",871.3330000000001,109,151
103,T100,,Russell Henley,99,"8' 0""",1484.25,185,131
104,T100,,Charley Hoffman,112,"8' 0""",1935.3329999999999,242,141
105,T100,,Ryo Ishikawa,56,"8' 0""",1073.667,134,123
106,T100,,Matt Jones,64,"8' 0""",1128.25,141,16
107,T100,,Jamie Lovemark,98,"8' 0""",1495.1670000000001,187,67
108,T100,,Rod Pampling,71,"8' 0""",1443.4170000000001,180,184
109,T100,,Scott Piercy,70,"8' 0""",859.75,108,189
110,T100,,Ollie Schniederjans,92,"8' 0""",1618.25,203,102
111,T100,,Robert Streb,98,"8' 0""",1606.0,200,96
112,T100,,Brian Stuard,93,"8' 0""",1220.583,152,121
113,T114,,Blayne Barber,77,"8' 1""",1047.083,129,160
114,T114,,Luke Donald,50,"8' 1""",816.1669999999999,101,74
115,T114,,Tony Finau,106,"8' 1""",2114.917,262,81
116,T114,,Emiliano Grillo,90,"8' 1""",1192.167,148,148
117,T114,,Brandt Snedeker,53,"8' 1""",773.8330000000001,96,8
118,T114,,Daniel Summerhays,100,"8' 1""",1694.0,210,142
119,T120,,Brian Campbell,55,"8' 2""",1072.75,131,144
120,T120,,Adam Hadwin,98,"8' 2""",1652.8329999999999,202,12
121,T120,,Tom Hoge,54,"8' 2""",859.0830000000001,105,63
122,T120,,Danny Lee,93,"8' 2""",1647.3329999999999,201,167
123,T120,,Sebastián Muñoz,51,"8' 2""",877.5,107,139
124,T120,,Louis Oosthuizen,69,"8' 2""",980.6669999999999,120,21
125,T120,,Ryan Palmer,61,"8' 2""",916.1669999999999,112,124
126,T127,,Andres Gonzales,73,"8' 3""",1176.917,142,33
127,T127,,Brian Harman,104,"8' 3""",1604.5829999999999,194,25
128,T127,,Morgan Hoffmann,92,"8' 3""",1663.4170000000001,201,63
129,T127,,Graeme McDowell,56,"8' 3""",901.9169999999999,109,111
130,T127,,Jonathan Randolph,68,"8' 3""",1174.167,142,140
131,T127,,Shawn Stefani,72,"8' 3""",1240.167,151,78
132,T127,,Kevin Tway,96,"8' 3""",1866.75,227,92
133,T134,,Dominic Bozzelli,69,"8' 4""",1378.9170000000001,166,125
134,T134,,Keegan Bradley,104,"8' 4""",1699.6670000000001,203,79
135,T134,,Bud Cauley,92,"8' 4""",1618.75,195,86
136,T134,,Harris English,84,"8' 4""",1436.5,173,75
137,T134,,Jim Herman,77,"8' 4""",1406.9170000000001,169,155
138,T134,,Charles Howell III,86,"8' 4""",1298.333,156,26
139,T134,,Smylie Kaufman,76,"8' 4""",1547.9170000000001,186,168
140,T134,,Ben Martin,86,"8' 4""",1373.4170000000001,165,108
141,T134,,Vaughn Taylor,90,"8' 4""",1279.75,154,54
142,T134,,Bubba Watson,71,"8' 4""",1281.083,154,162
143,T134,,Steve Wheatcroft,51,"8' 4""",956.9169999999999,115,11
144,T145,,J.B. Holmes,83,"8' 5""",1637.0,194,156
145,T145,,Shane Lowry,52,"8' 5""",699.9169999999999,83,165
146,T145,,Francesco Molinari,75,"8' 5""",1218.583,145,20
147,T145,,Johnson Wagner,71,"8' 5""",966.5,115,161
148,T149,,Ryan Blaum,100,"8' 6""",1989.0829999999999,234,71
149,T149,,Scott Brown,95,"8' 6""",1670.25,196,90
150,T149,,John Huh,92,"8' 6""",1234.917,146,10
151,T149,,Dustin Johnson,77,"8' 6""",1375.25,162,26
152,T149,,Marc Leishman,94,"8' 6""",1483.75,174,46
153,T149,,Boo Weekley,75,"8' 6""",1000.0830000000001,118,153
154,T155,,Greg Chalmers,75,"8' 7""",1574.1670000000001,184,84
155,T155,,Bryson DeChambeau,91,"8' 7""",1828.4170000000001,213,128
156,T155,,J.J. Henry,92,"8' 7""",1283.167,150,145
157,T155,,Andrew Loupe,55,"8' 7""",1090.083,127,187
158,T155,,Kevin Streelman,90,"8' 7""",1630.8329999999999,190,70
159,T155,,Richy Werenski,81,"8' 7""",1293.75,151,51
160,T161,,Graham DeLaet,82,"8' 8""",1381.8329999999999,160,149
161,T161,,Derek Fathauer,81,"8' 8""",1139.083,132,180
162,T161,,Cody Gribble,79,"8' 8""",1827.8329999999999,211,173
163,T161,,Mark Hubbard,81,"8' 8""",1294.667,149,106
164,T161,,Russell Knox,75,"8' 8""",983.0830000000001,113,130
165,T161,,Spencer Levin,89,"8' 8""",1433.0,165,43
166,T161,,Trey Mullinax,88,"8' 8""",1679.6670000000001,194,159
167,T161,,Kyle Stanley,104,"8' 8""",1839.3329999999999,213,116
168,T161,,Chris Stroud,67,"8' 8""",1078.75,124,82
169,T161,,Hudson Swafford,94,"8' 8""",1578.1670000000001,182,164
170,T171,,Aaron Baddeley,61,"8' 9""",1003.9169999999999,115,73
171,T171,,Kelly Kraft,75,"8' 9""",1623.5829999999999,185,183
172,T171,,Xander Schauffele,96,"8' 9""",1766.1670000000001,201,137
173,T174,,Seung-Yul Noh,91,"8' 10""",1784.0829999999999,202,87
174,T174,,C.T. Pan,88,"8' 10""",1366.5,155,58
175,T174,,Adam Scott,58,"8' 10""",1014.25,115,83
176,T177,,James Hahn,96,"8' 11""",1851.0,207,52
177,T177,,Sung Kang,104,"8' 11""",1992.0829999999999,223,136
178,T177,,Nicholas Lindheim,58,"8' 11""",977.1669999999999,110,146
179,T177,,Sam Saunders,76,"8' 11""",1447.6670000000001,163,113
180,181,,Brooks Koepka,88,"9' 0""",1735.75,192,154
181,T182,,Rick Lamb,54,"9' 2""",832.0,91,178
182,T182,,Harold Varner III,101,"9' 2""",1762.1670000000001,193,138
183,184,,Martin Flores,88,"9' 3""",1640.3329999999999,178,135
184,185,,Steven Bowditch,59,"9' 4""",1346.0,144,185
185,186,,William McGirt,89,"9' 5""",1474.5,157,134
186,T187,,Billy Horschel,88,"9' 6""",1532.4170000000001,161,176
187,T187,,Jason Kokrak,95,"9' 6""",1875.3329999999999,197,172
188,189,,Hunter Mahan,73,"9' 7""",1395.9170000000001,146,120
189,190,,Ryan Brehm,83,"10' 2""",1320.6670000000001,130,132
