,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,,Fabián Gómez,61,0.321,56,18.0
1,2,,Luke Donald,50,0.344,61,21.0
2,3,,Bill Haas,92,0.34700000000000003,72,25.0
3,4,,Francesco Molinari,75,0.36200000000000004,69,25.0
4,T5,,Hideki Matsuyama,83,0.37,46,17.0
5,T5,,Boo Weekley,75,0.37,46,17.0
6,7,,Rickie Fowler,78,0.377,53,20.0
7,8,,Paul Casey,94,0.381,63,24.0
8,9,,Rafa Cabrera Bello,63,0.386,44,17.0
9,T10,,Ian Poulter,72,0.38799999999999996,85,33.0
10,T10,,Ollie Schniederjans,92,0.38799999999999996,80,31.0
11,12,,Wesley Bryan,95,0.39299999999999996,89,35.0
12,13,,Brian Harman,104,0.39399999999999996,99,39.0
13,14,,Aaron Baddeley,61,0.4,50,20.0
14,15,,Spencer Levin,89,0.408,76,31.0
15,16,,K.J. Choi,72,0.409,66,27.0
16,17,,Harris English,84,0.41,83,34.0
17,18,,Pat Perez,93,0.41200000000000003,85,35.0
18,19,,Charles Howell III,86,0.414,70,29.0
19,20,,Greg Chalmers,75,0.41700000000000004,96,40.0
20,T21,,Chad Collins,66,0.418,67,28.0
21,T21,,Jason Dufner,89,0.418,79,33.0
22,T21,,Webb Simpson,102,0.418,98,41.0
23,T21,,Harold Varner III,101,0.418,91,38.0
24,25,,Phil Mickelson,85,0.419,74,31.0
25,26,,Ryan Armour,63,0.425,40,17.0
26,27,,Geoff Ogilvy,80,0.42700000000000005,75,32.0
27,T28,,Gonzalo Fernandez-Castaño,63,0.431,58,25.0
28,T28,,Troy Merritt,82,0.431,72,31.0
29,T28,,Scott Stallings,81,0.431,72,31.0
30,T31,,Keegan Bradley,104,0.43200000000000005,74,32.0
31,T31,,Xander Schauffele,96,0.43200000000000005,74,32.0
32,T31,,Steve Wheatcroft,51,0.43200000000000005,44,19.0
33,T34,,Brandon Hagy,85,0.433,97,42.0
34,T34,,Kevin Na,86,0.433,67,29.0
35,36,,C.T. Pan,88,0.434,83,36.0
36,37,,Jon Rahm,90,0.43799999999999994,64,28.0
37,T38,,Jason Day,71,0.439,57,25.0
38,T38,,Bryce Molder,74,0.439,98,43.0
39,T38,,Louis Oosthuizen,69,0.439,41,18.0
40,T38,,Seamus Power,86,0.439,66,29.0
41,42,,Kevin Chappell,95,0.44299999999999995,79,35.0
42,T43,,Julián Etulain,68,0.444,54,24.0
43,T43,,Rod Pampling,71,0.444,99,44.0
44,T45,,Marc Leishman,94,0.447,85,38.0
45,T45,,Chez Reavie,98,0.447,76,34.0
46,T47,,Ricky Barnes,100,0.44799999999999995,105,47.0
47,T47,,Matt Jones,64,0.44799999999999995,58,26.0
48,T47,,Nick Taylor,97,0.44799999999999995,96,43.0
49,T47,,Jimmy Walker,68,0.44799999999999995,58,26.0
50,T51,,Alex Cejka,85,0.449,49,22.0
51,T51,,Lucas Glover,93,0.449,69,31.0
52,T51,,Brendan Steele,89,0.449,69,31.0
53,T54,,Dustin Johnson,77,0.45,40,18.0
54,T54,,Kyle Reifers,96,0.45,80,36.0
55,56,,Sean O'Hair,84,0.452,73,33.0
56,T57,,Ryan Brehm,83,0.455,66,30.0
57,T57,,Whee Kim,74,0.455,66,30.0
58,T59,,Ryo Ishikawa,56,0.456,57,26.0
59,T59,,Jordan Spieth,85,0.456,57,26.0
60,61,,Peter Malnati,91,0.457,92,42.0
61,62,,Billy Hurley III,80,0.45899999999999996,85,39.0
62,63,,Adam Scott,58,0.46,50,23.0
63,64,,Tag Ridings,67,0.462,52,24.0
64,T65,,Stewart Cink,93,0.46299999999999997,82,38.0
65,T65,,David Hearn,93,0.46299999999999997,80,37.0
66,T65,,Danny Lee,93,0.46299999999999997,80,37.0
67,T65,,Hunter Mahan,73,0.46299999999999997,82,38.0
68,69,,Matt Kuchar,95,0.466,88,41.0
69,70,,Charley Hoffman,112,0.469,96,45.0
70,T71,,Ken Duke,77,0.47,66,31.0
71,T71,,Billy Horschel,88,0.47,83,39.0
72,73,,Kevin Tway,96,0.47100000000000003,85,40.0
73,74,,Sergio Garcia,65,0.47200000000000003,36,17.0
74,75,,Scott Brown,95,0.473,74,35.0
75,T76,,Brooks Koepka,88,0.474,57,27.0
76,T76,,Luke List,102,0.474,95,45.0
77,T78,,Russell Knox,75,0.475,59,28.0
78,T78,,Tim Wilkinson,64,0.475,61,29.0
79,T80,,Mark Anderson,54,0.47700000000000004,44,21.0
80,T80,,Daniel Summerhays,100,0.47700000000000004,88,42.0
81,T82,,Adam Hadwin,98,0.479,96,46.0
82,T82,,Russell Henley,99,0.479,96,46.0
83,84,,Graeme McDowell,56,0.48,50,24.0
84,85,,Seung-Yul Noh,91,0.48200000000000004,110,53.0
85,86,,Justin Thomas,86,0.484,62,30.0
86,87,,Kevin Kisner,105,0.485,68,33.0
87,88,,Kevin Streelman,90,0.488,86,42.0
88,T89,,Grayson Murray,94,0.489,88,43.0
89,T89,,Cameron Tringale,89,0.489,94,46.0
90,91,,Nicholas Lindheim,58,0.491,57,28.0
91,92,,Richy Werenski,81,0.493,71,35.0
92,T93,,Bud Cauley,92,0.494,77,38.0
93,T93,,John Huh,92,0.494,83,41.0
94,T93,,J.T. Poston,95,0.494,77,38.0
