,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
51,T50,,Ryan Palmer,61,"8' 11""",569.9169999999999,64,124
52,T50,,Jordan Spieth,85,"8' 11""",650.6669999999999,73,36
53,T54,,Greg Chalmers,75,"9' 0""",1127.75,125,84
54,T54,,Adam Hadwin,98,"9' 0""",1192.833,133,12
55,T54,,Brian Harman,104,"9' 0""",1353.5,150,25
56,T54,,Sebastián Muñoz,51,"9' 0""",502.917,56,139
57,T54,,Rory Sabbatini,71,"9' 0""",704.9169999999999,78,115
58,T59,,Paul Casey,94,"9' 1""",756.9169999999999,83,6
59,T59,,J.B. Holmes,83,"9' 1""",655.3330000000001,72,156
60,T59,,Zach Johnson,81,"9' 1""",837.0,92,69
61,T59,,Dustin Johnson,77,"9' 1""",582.0,64,26
62,T59,,Grayson Murray,94,"9' 1""",1212.5,133,181
63,T59,,Rod Pampling,71,"9' 1""",1070.583,118,184
64,T59,,Carl Pettersson,63,"9' 1""",709.9169999999999,78,179
65,T59,,Charl Schwartzel,63,"9' 1""",652.1669999999999,72,56
66,T67,,Bud Cauley,92,"9' 2""",1063.333,116,86
67,T67,,Luke Donald,50,"9' 2""",735.1669999999999,80,74
68,T67,,Retief Goosen,52,"9' 2""",487.417,53,60
69,T67,,James Hahn,96,"9' 2""",1037.083,113,52
70,T67,,Si Woo Kim,80,"9' 2""",903.4169999999999,99,169
71,T67,,Kevin Streelman,90,"9' 2""",1086.0,118,70
72,T67,,Jimmy Walker,68,"9' 2""",794.3330000000001,87,122
73,T74,,Jason Dufner,89,"9' 3""",930.8330000000001,101,127
74,T74,,Brandon Hagy,85,"9' 3""",992.5830000000001,107,61
75,T74,,D.A. Points,68,"9' 3""",711.9169999999999,77,162
76,T74,,Tyrone Van Aswegen,105,"9' 3""",1093.167,118,95
77,T78,,Keegan Bradley,104,"9' 4""",1265.167,135,79
78,T78,,Brett Drewitt,57,"9' 4""",446.917,48,85
79,T78,,Tony Finau,106,"9' 4""",1098.0,118,81
80,T78,,Charles Howell III,86,"9' 4""",870.4169999999999,93,26
81,T78,,Matt Jones,64,"9' 4""",763.0,82,16
82,T78,,Ben Martin,86,"9' 4""",1165.333,125,108
83,T78,,Xander Schauffele,96,"9' 4""",875.8330000000001,94,137
84,T78,,Chris Stroud,67,"9' 4""",749.0,80,82
85,T78,,Brian Stuard,93,"9' 4""",964.75,103,121
86,T78,,Jhonattan Vegas,95,"9' 4""",923.4169999999999,99,119
87,T78,,Camilo Villegas,76,"9' 4""",852.25,91,29
88,T89,,Mark Anderson,54,"9' 5""",546.1669999999999,58,42
89,T89,,Brian Campbell,55,"9' 5""",459.75,49,144
90,T89,,C.T. Pan,88,"9' 5""",1162.667,124,58
91,T89,,Kevin Tway,96,"9' 5""",1078.167,115,92
92,T93,,Jonas Blixt,74,"9' 6""",1258.25,133,107
93,T93,,Marc Leishman,94,"9' 6""",1149.333,121,46
94,T93,,Hideki Matsuyama,83,"9' 6""",781.25,82,41
95,T93,,Bryce Molder,74,"9' 6""",1184.25,125,88
96,T93,,Francesco Molinari,75,"9' 6""",627.6669999999999,66,20
97,T98,,Gonzalo Fernandez-Castaño,63,"9' 7""",585.4169999999999,61,7
98,T98,,Chris Kirk,89,"9' 7""",954.8330000000001,100,174
99,T98,,Scott Stallings,81,"9' 7""",882.0830000000001,92,165
100,T101,,Byeong Hun An,77,"9' 8""",862.1669999999999,89,158
101,T101,,Fabián Gómez,61,"9' 8""",908.25,94,101
102,T101,,David Hearn,93,"9' 8""",1205.917,125,33
103,T101,,Søren Kjeldsen,58,"9' 8""",636.5,66,186
104,T101,,Patrick Reed,107,"9' 8""",1388.25,144,48
105,T101,,Kyle Stanley,104,"9' 8""",1493.8329999999999,155,116
106,T101,,Nick Watney,75,"9' 8""",635.25,66,94
107,T108,,Alex Cejka,85,"9' 9""",829.25,85,44
108,T108,,Martin Flores,88,"9' 9""",841.0,86,135
109,T108,,Russell Knox,75,"9' 9""",846.75,87,130
110,T108,,Louis Oosthuizen,69,"9' 9""",695.0830000000001,71,21
111,T112,,Dominic Bozzelli,69,"9' 10""",787.4169999999999,80,125
112,T112,,Miguel Angel Carballo,63,"9' 10""",590.0,60,175
113,T112,,Russell Henley,99,"9' 10""",1126.917,115,131
114,T112,,Ryo Ishikawa,56,"9' 10""",667.1669999999999,68,123
115,T112,,Michael Thompson,60,"9' 10""",650.25,66,100
116,T117,,Daniel Summerhays,100,"9' 11""",1322.1670000000001,133,142
117,T117,,Nick Taylor,97,"9' 11""",1211.417,122,35
118,T119,,Bryson DeChambeau,91,"10' 0""",1121.333,112,128
119,T119,,Ernie Els,52,"10' 0""",589.0830000000001,59,157
120,T119,,Whee Kim,74,"10' 0""",779.6669999999999,78,31
121,T119,,Anirban Lahiri,72,"10' 0""",1013.8330000000001,101,170
122,T119,,Harold Varner III,101,"10' 0""",1199.583,120,138
123,T124,,Ryan Blaum,100,"10' 1""",1089.667,108,71
124,T124,,Rafa Cabrera Bello,63,"10' 1""",789.3330000000001,78,50
125,T124,,Cody Gribble,79,"10' 1""",1095.333,109,173
126,T124,,Morgan Hoffmann,92,"10' 1""",1325.0,131,63
127,T124,,Hudson Swafford,94,"10' 1""",1091.833,108,164
128,T124,,Justin Thomas,86,"10' 1""",886.5,88,53
129,T130,,Branden Grace,70,"10' 2""",724.75,71,40
130,T130,,Charley Hoffman,112,"10' 2""",1602.9170000000001,158,141
131,T132,,Brooks Koepka,88,"10' 3""",1067.833,104,154
132,T132,,Jason Kokrak,95,"10' 3""",1192.0,116,172
133,T134,,Daniel Berger,91,"10' 4""",875.9169999999999,85,23
134,T134,,Roberto Castro,70,"10' 4""",619.1669999999999,60,63
135,T134,,Robert Garrigus,78,"10' 4""",834.3330000000001,81,171
136,T134,,Billy Hurley III,80,"10' 4""",926.8330000000001,90,99
137,T134,,Smylie Kaufman,76,"10' 4""",939.3330000000001,91,168
138,T134,,Robert Streb,98,"10' 4""",1408.25,136,96
139,T140,,K.J. Choi,72,"10' 5""",762.3330000000001,73,57
140,T140,,Mark Hubbard,81,"10' 5""",924.5830000000001,89,106
141,T140,,Trey Mullinax,88,"10' 5""",926.0,89,159
142,T140,,Pat Perez,93,"10' 5""",1236.083,119,14
143,T140,,Johnson Wagner,71,"10' 5""",906.75,87,161
144,T145,,Hunter Mahan,73,"10' 6""",1136.417,108,120
145,T145,,Tag Ridings,67,"10' 6""",735.4169999999999,70,126
146,T145,,Brandt Snedeker,53,"10' 6""",651.75,62,8
147,T148,,Kevin Chappell,95,"10' 7""",1023.8330000000001,97,147
148,T148,,Matt Every,76,"10' 7""",1026.0,97,190
149,T148,,Graeme McDowell,56,"10' 7""",876.8330000000001,83,111
150,T148,,Ryan Moore,82,"10' 7""",1123.917,106,143
151,T148,,J.T. Poston,95,"10' 7""",1087.75,103,77
152,T153,,Derek Fathauer,81,"10' 8""",1240.667,116,180
153,T153,,Lucas Glover,93,"10' 8""",1429.25,134,66
154,T153,,Kevin Kisner,105,"10' 8""",1002.0,94,28
155,T153,,William McGirt,89,"10' 8""",991.1669999999999,93,134
156,T153,,Sean O'Hair,84,"10' 8""",1126.833,106,129
157,T153,,Cameron Percy,71,"10' 8""",684.5830000000001,64,59
158,T153,,Patrick Rodgers,76,"10' 8""",1064.583,100,182
159,T153,,Steve Wheatcroft,51,"10' 8""",791.0830000000001,74,11
160,T161,,Patton Kizzire,84,"10' 9""",1117.583,104,177
161,T161,,Spencer Levin,89,"10' 9""",1040.333,97,43
162,T161,,Chez Reavie,98,"10' 9""",1251.75,116,15
163,164,,Tom Hoge,54,"10' 10""",530.0,49,63
164,165,,Ryan Brehm,83,"10' 11""",787.0,72,132
165,T166,,Ryan Armour,63,"11' 1""",653.8330000000001,59,117
166,T166,,Brendan Steele,89,"11' 1""",894.5,81,55
167,T168,,Billy Horschel,88,"11' 2""",1131.25,101,176
168,T168,,Nicholas Lindheim,58,"11' 2""",736.5,66,146
169,T170,,Shane Lowry,52,"11' 3""",483.583,43,165
170,T170,,Shawn Stefani,72,"11' 3""",924.75,82,78
171,172,,Troy Merritt,82,"11' 4""",1057.833,93,112
172,173,,Jim Herman,77,"11' 5""",1255.917,110,155
173,T174,,Graham DeLaet,82,"11' 6""",980.75,85,149
174,T174,,Scott Piercy,70,"11' 6""",894.0,78,189
175,T174,,J.J. Spaun,92,"11' 6""",1243.25,108,88
176,177,,Brett Stegmaier,78,"11' 7""",695.4169999999999,60,188
177,178,,Bubba Watson,71,"11' 8""",860.6669999999999,74,162
178,179,,Jonathan Randolph,68,"11' 9""",750.5830000000001,64,140
179,T180,,Mackenzie Hughes,106,"11' 11""",1456.75,122,103
180,T180,,Martin Laird,83,"11' 11""",1164.0,98,47
181,182,,Andrew Loupe,55,"12' 0""",914.75,76,187
182,T183,,J.J. Henry,92,"12' 1""",1279.667,106,145
183,T183,,Richy Werenski,81,"12' 1""",968.8330000000001,80,51
184,T185,,Julián Etulain,68,"12' 2""",828.0830000000001,68,105
185,T185,,Boo Weekley,75,"12' 2""",1013.25,83,153
186,187,,Jason Bohn,75,"12' 3""",821.25,67,133
187,T188,,Jim Furyk,54,"12' 6""",537.25,43,45
188,T188,,Kelly Kraft,75,"12' 6""",1484.6670000000001,119,183
189,190,,Stewart Cink,93,"13' 3""",1362.5,103,108
