,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
568,T559,T559,Andy Zullo,1,19,1.0
569,T570,T570,Jim Benepe,1,18,18.0
570,T570,T570,Dave Cook,1,18,18.0
571,T570,T570,Joe Cordani,1,18,17.0
572,T570,T570,Josh Cupp,1,18,11.0
573,T570,T570,Rod Curl,1,18,18.0
574,T570,T570,Joe Daley,1,18,18.0
575,T570,T570,Robert Jackson,1,18,
576,T570,T570,Barry Jaeckel,1,18,18.0
577,T570,T570,Mike Johnson,1,18,17.0
578,T570,T570,Michael Lord,1,18,16.0
579,T570,T570,Jedd McLuen,1,18,
580,T570,T570,Michael Muehr,1,18,18.0
581,T570,T570,Jay Overton,1,18,18.0
582,T570,T570,Jerry Pate,1,18,12.0
583,T570,T570,Tommy Roddy,1,18,2.0
584,T570,T570,Tony Sills,1,18,18.0
585,T570,T570,Jim Sobb,1,18,2.0
586,T570,T570,Chris Winkel,1,18,1.0
587,T570,T570,Ron Won,1,18,1.0
588,T570,T570,Karl Zoller,1,18,3.0
589,T590,T590,Carl Cooper,1,17,4.0
590,T590,T590,Sungyoon Kim,1,17,8.0
591,T590,T590,Steve Madsen,1,17,
592,T590,T590,Mike Malizia,1,17,5.0
593,T590,T590,Roger Maltbie,2,17,1.0
594,T590,T590,Wes Martin,1,17,4.0
595,T590,T590,Dan Monday,1,17,4.0
596,T590,T590,Mamo Osanai,1,17,17.0
597,T590,T590,Luc Rochefort,1,17,17.0
598,T590,T590,Zoran Zorkic,1,17,17.0
599,T600,T600,Jamie Broce,1,16,16.0
600,T600,T600,Mike Gill,1,16,15.0
601,T600,T600,Stan Stopa,1,16,2.0
602,T603,T603,Kyle Blackman,1,15,2.0
603,T603,T603,Josh Habig,1,15,15.0
604,T603,T603,Chris Kaufman,1,15,15.0
605,T603,T603,Cliff Kresge,1,15,1.0
606,T603,T603,Han Lee,1,15,15.0
607,T603,T603,Clark Renner,1,15,15.0
608,T603,T603,Wes Smith,1,15,12.0
609,T610,T610,Blair Buttar,1,14,2.0
610,T610,T610,Billy Casper,1,14,14.0
611,T610,T610,David Hutsell,1,14,11.0
612,T610,T610,Nick Napoleon,1,14,
613,T610,T610,Javier Sanchez,1,14,14.0
614,T610,T610,Bill Skorheim,1,14,6.0
615,T616,T616,Tom Eubank,1,13,
616,T616,T616,James McClean,1,13,8.0
617,T616,T616,Greg Meyer,1,13,13.0
618,T616,T616,Jake Reeves,1,13,4.0
619,T620,T620,Kevin Barker,1,12,12.0
620,T620,T620,Mike Borich,1,12,12.0
621,T620,T620,Wes Heffernan,1,12,2.0
622,T620,T620,Gene Holland,1,12,12.0
623,T620,T620,Rick Osberg,1,12,12.0
624,T620,T620,Jason Tyska,1,12,2.0
625,T626,T626,George McNeill,1,11,11.0
626,T626,T626,Michael Muranyi,1,11,2.0
627,T626,T626,Vaughn Taylor,1,11,10.0
628,629,629,Tsuyoshi Yoneyama,2,10,9.0
629,630,630,Paul Heflin,1,6,4.0
630,631,631,Tim Loustalot,1,5,2.0
631,632,632,Doug Ford,1,4,4.0
