,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,Chris Perry,31,42,
1,2,2,Scott Verplank,28,40,
2,T3,T3,Joe Durant,28,37,2.0
3,T3,T3,Pete Jordan,31,37,
4,T3,T3,Corey Pavin,25,37,
5,6,6,Olin Browne,31,34,12.0
6,T7,T7,Russ Cochran,25,33,9.0
7,T7,T7,John Maginnes,32,33,7.0
8,T7,T7,Jerry Smith,32,33,3.0
9,T7,T7,Mark Wiebe,28,33,2.0
10,T11,T11,Scott Gump,36,32,10.0
11,T11,T11,Rocco Mediate,24,32,
12,T11,T11,Loren Roberts,24,32,2.0
13,14,14,Joe Ozaki,18,30,
14,15,15,Craig Parry,22,29,
15,T16,T16,Bob Estes,21,28,2.0
16,T16,T16,Brent Geiberger,24,28,
17,T16,T16,Lee Janzen,27,28,2.0
18,T16,T16,Greg Norman,12,28,1.0
19,T16,T16,Kirk Triplett,28,28,2.0
20,T21,T21,Rich Beem,29,27,4.0
21,T21,T21,Notah Begay III,24,27,3.0
22,T21,T21,Mark Carnevale,7,27,2.0
23,T21,T21,Larry Mize,21,27,8.0
24,25,25,D.A. Weibring,14,26,5.0
25,T26,T26,Jay Don Blake,29,25,3.0
26,T26,T26,Mark Brooks,29,25,3.0
27,T26,T26,Tom Byrum,27,25,
28,T26,T26,Scott Dunlap,30,25,2.0
29,T26,T26,Wayne Grady,15,25,
30,T26,T26,Jonathan Kaye,34,25,7.0
31,T26,T26,Scott McCarron,30,25,
32,T26,T26,Shaun Micheel,31,25,1.0
33,T26,T26,Nick Price,18,25,
34,T26,T26,Esteban Toledo,35,25,4.0
35,T36,T36,Brad Elder,34,24,11.0
36,T36,T36,Jim Furyk,25,24,7.0
37,T36,T36,Jimmy Green,27,24,2.0
38,T36,T36,Len Mattiace,31,24,12.0
39,T36,T36,Mark McCumber,10,24,2.0
40,T36,T36,Jeff Sluman,32,24,6.0
41,T42,T42,Robert Allenby,26,23,
42,T42,T42,Mark Calcavecchia,28,23,1.0
43,T42,T42,Michael Clark II,28,23,6.0
44,T42,T42,Harrison Frazar,24,23,
45,T42,T42,Scott Hoch,29,23,1.0
46,T42,T42,Shingo Katayama,4,23,3.0
47,T42,T42,Craig Stevens,1,23,
48,T49,T49,Stephen Ames,31,22,3.0
49,T49,T49,Woody Austin,32,22,
50,T49,T49,Bart Bryant,25,22,3.0
51,T49,T49,Brandel Chamblee,21,22,
52,T49,T49,Paul Curry,25,22,4.0
53,T49,T49,David Edwards,15,22,4.0
54,T49,T49,Joel Edwards,29,22,1.0
55,T49,T49,Fred Funk,32,22,8.0
56,T49,T49,Miguel Angel Jiménez,11,22,2.0
57,T49,T49,Franklin Langham,28,22,2.0
58,T49,T49,Justin Leonard,28,22,
59,T49,T49,Carl Paulson,33,22,5.0
60,T49,T49,Hal Sutton,25,22,1.0
61,T49,T49,Jay Williamson,32,22,
62,T63,T63,Fulton Allem,25,21,1.0
63,T63,T63,Craig Bowden,25,21,8.0
64,T63,T63,Brian Claar,8,21,15.0
65,T63,T63,Glen Day,28,21,3.0
66,T63,T63,Chris DiMarco,33,21,6.0
67,T63,T63,Bob Friend,32,21,1.0
68,T63,T63,Brian Gay,33,21,10.0
69,T63,T63,Paul Goydos,30,21,1.0
70,T63,T63,Skip Kendall,32,21,8.0
71,T63,T63,Steve Lowery,30,21,7.0
72,T63,T63,Jeff Maggert,27,21,
73,T63,T63,Tom Pernice Jr.,32,21,2.0
74,T63,T63,David Sutherland,32,21,4.0
75,T63,T63,David Toms,31,21,1.0
76,T63,T63,Ted Tryba,37,21,3.0
77,T63,T63,Omar Uresti,34,21,14.0
