,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Tiger Woods,59,1998050
1,2,2,Ernie Els,24,1999340
2,3,3,Colin Montgomerie,22,1998330
3,4,4,Paul Azinger,18,2000050
4,5,5,Mike Weir,16,2000210
5,6,6,Loren Roberts,15,2000180
6,7,7,Robert Allenby,12,2000230
7,8,8,Sergio Garcia,11,2000150
8,T9,T9,Steve Elkington,9,2000210
9,T9,T9,Steve Flesch,9,2000360
10,T9,T9,Grant Waite,9,2000360
11,T12,T12,Andrew Coltart,8,1998350
12,T12,T12,Scott Verplank,8,2000360
13,T14,T14,Thomas Bjørn,7,2000130
14,T14,T14,Chris DiMarco,7,2000400
15,T14,T14,Carlos Franco,7,2000350
16,T14,T14,Davis Love III,7,2000350
17,T14,T14,Jeff Maggert,7,2000370
18,T14,T14,Phil Mickelson,7,2000310
19,T14,T14,Duffy Waldorf,7,2000350
20,T21,T21,Stewart Cink,6,2000350
21,T21,T21,Darren Clarke,6,2000150
22,T21,T21,Fred Funk,6,2000420
23,T21,T21,Padraig Harrington,6,2000150
24,T21,T21,Skip Kendall,6,2000400
25,T21,T21,Tom Kite,6,2000030
26,T21,T21,Bob May,6,2000410
27,T21,T21,Jesper Parnevik,6,2000310
28,T29,T29,John Cook,5,2000420
29,T29,T29,Tim Herron,5,2000360
30,T29,T29,David Ishii,5,1996070
31,T29,T29,Lee Janzen,5,2000430
32,T29,T29,Sean Murphy,5,2000430
33,T29,T29,Craig Parry,5,2000360
34,T29,T29,David Toms,5,2000430
35,T29,T29,Lee Westwood,5,2000250
36,T37,T37,John Daly,4,2000410
37,T37,T37,Brad Faxon,4,2000440
38,T37,T37,Matt Gogel,4,2000430
39,T37,T37,J.P. Hayes,4,2000420
40,T37,T37,Justin Leonard,4,2000440
41,T37,T37,Steve Lowery,4,2000440
42,T37,T37,Nick Price,4,2000370
43,T37,T37,Doug Tewell,4,1999230
44,T45,T45,Stuart Appleby,3,2000460
45,T45,T45,Tommy Armour III,3,2000455
46,T45,T45,Woody Austin,3,2000440
47,T45,T45,Todd Barranger,3,2000290
48,T45,T45,Doug Barron,3,2000455
49,T45,T45,Tom Byrum,3,2000430
50,T45,T45,Jeff Coston,3,1989360
51,T45,T45,Scott Dunlap,3,2000430
52,T45,T45,David Duval,3,2000420
53,T45,T45,Edward Fryatt,3,2000440
54,T45,T45,Pierre Fulke,3,1999290
55,T45,T45,Brent Geiberger,3,2000420
56,T45,T45,Retief Goosen,3,2000370
57,T45,T45,Dudley Hart,3,2000440
58,T45,T45,Brian Henninger,3,2000440
59,T45,T45,Scott Hoch,3,2000460
60,T45,T45,Miguel Angel Jiménez,3,2000350
61,T45,T45,Greg Kraft,3,2000455
62,T45,T45,Bernhard Langer,3,2000310
63,T45,T45,Franklin Langham,3,2000460
64,T45,T45,Tom Lehman,3,2000370
65,T45,T45,Scott McCarron,3,2000410
66,T45,T45,Larry Mize,3,2000420
67,T45,T45,Yoshinori Mizumaki,3,2000360
68,T45,T45,Frank Nobilo,3,2000420
69,T45,T45,José María Olazábal,3,2000350
70,T45,T45,Chris Perry,3,2000460
71,T45,T45,Dan Pohl,3,2000300
72,T45,T45,Jeff Roth,3,1998320
73,T45,T45,Bob Shearer,3,1984320
74,T45,T45,Vijay Singh,3,2000460
75,T45,T45,Jeff Sluman,3,2000440
76,T45,T45,Mike Sposa,3,2000430
77,T45,T45,Paul Stankowski,3,2000390
78,T45,T45,Hidemichi Tanaka,3,2000350
79,T45,T45,Esteban Toledo,3,2000455
80,T45,T45,Tom Watson,3,2000250
81,T45,T45,Brian Watts,3,2000455
82,T83,T83,Steve Allan,2,1999250
83,T83,T83,Ronnie Black,2,2000460
84,T83,T83,Gordon Brand Jr.,2,1998295
85,T83,T83,Jason Buha,2,2000460
86,T83,T83,Ángel Cabrera,2,2000350
87,T83,T83,Mark Calcavecchia,2,2000480
88,T83,T83,Michael Campbell,2,2000370
89,T83,T83,Jim Carter,2,2000460
90,T83,T83,Brandel Chamblee,2,2000440
91,T83,T83,Fred Couples,2,2000440
92,T83,T83,Paul Curry,2,2000455
93,T83,T83,Glen Day,2,2000460
94,T83,T83,Doug Dunakey,2,2000460
95,T83,T83,Nick Faldo,2,2000350
96,T83,T83,Keiichiro Fukabori,2,2000390
97,T83,T83,Jim Furyk,2,2000430
98,T83,T83,Jeff Gallagher,2,2000170
99,T83,T83,Bill Glasson,2,2000460
100,T83,T83,Joey Gullion,2,2000290
101,T83,T83,Jay Haas,2,2000455
102,T83,T83,Glen Hnatiuk,2,2000460
103,T83,T83,Ryan Howison,2,2000455
