,Consecutive_Birdies_Streak_RANK THIS WEEK,Consecutive_Birdies_Streak_RANK LAST WEEK,Consecutive_Birdies_Streak_PLAYER NAME,Consecutive_Birdies_Streak_EVENTS,Consecutive_Birdies_Streak_NUMBER OF HOLES
0,1,1,Edward Fryatt,32,8
1,T2,T2,Jerry Kelly,32,7
2,T2,T2,Rocco Mediate,24,7
3,T4,T4,Stephen Ames,31,6
4,T4,T4,Mike Brisky,31,6
5,T4,T4,Tom Byrum,27,6
6,T4,T4,Brent Geiberger,24,6
7,T4,T4,Brian Henninger,29,6
8,T4,T4,David Howser,1,6
9,T4,T4,Bradley Hughes,33,6
10,T4,T4,Casey Martin,29,6
11,T4,T4,Mike Weir,28,6
12,T13,T13,Woody Austin,32,5
13,T13,T13,Craig Barlow,31,5
14,T13,T13,Rich Beem,29,5
15,T13,T13,Jay Don Blake,29,5
16,T13,T13,Olin Browne,31,5
17,T13,T13,Jim Carter,30,5
18,T13,T13,Barry Cheesman,35,5
19,T13,T13,Stewart Cink,27,5
20,T13,T13,Bobby Cochran,30,5
21,T13,T13,Paul Curry,25,5
22,T13,T13,Robert Damron,28,5
23,T13,T13,Chris DiMarco,33,5
24,T13,T13,Trevor Dodds,29,5
25,T13,T13,Joe Durant,28,5
26,T13,T13,David Duval,19,5
27,T13,T13,R.W. Eaks,1,5
28,T13,T13,Carlos Franco,24,5
29,T13,T13,Harrison Frazar,24,5
30,T13,T13,Keiichiro Fukabori,3,5
31,T13,T13,Fred Funk,32,5
32,T13,T13,Brian Gay,33,5
33,T13,T13,Matt Gogel,30,5
34,T13,T13,Steve Gotsche,32,5
35,T13,T13,Jeff Gove,31,5
36,T13,T13,Paul Goydos,30,5
37,T13,T13,Glen Hnatiuk,30,5
38,T13,T13,Scott Hoch,29,5
39,T13,T13,Kazuhiko Hosokawa,14,5
40,T13,T13,Peter Jacobsen,22,5
41,T13,T13,Lee Janzen,27,5
42,T13,T13,Pete Jordan,31,5
43,T13,T13,Greg Kraft,29,5
44,T13,T13,Frank Lickliter II,31,5
45,T13,T13,Davis Love III,25,5
46,T13,T13,Steve Lowery,30,5
47,T13,T13,Bob May,26,5
48,T13,T13,Billy Mayfair,29,5
49,T13,T13,Blaine McCallister,30,5
50,T13,T13,Phil Mickelson,23,5
51,T13,T13,Jesper Parnevik,20,5
52,T13,T13,Craig Parry,22,5
53,T13,T13,Carl Paulson,33,5
54,T13,T13,Corey Pavin,25,5
55,T13,T13,David Peoples,28,5
56,T13,T13,Charles Raulerson,32,5
57,T13,T13,Mike Reid,23,5
58,T13,T13,Chris Riley,28,5
59,T13,T13,Mike Springer,31,5
60,T13,T13,Paul Stankowski,22,5
61,T13,T13,David Sutherland,32,5
