,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Tiger Woods,47
1,2,2,Phil Mickelson,26
2,3,3,Bill Glasson,24
3,4,4,Lee Janzen,18
4,T5,T5,Brad Faxon,17
5,T5,T5,Steve Flesch,17
6,T7,T7,Joel Edwards,15
7,T7,T7,Skip Kendall,15
8,T7,T7,Rocco Mediate,15
9,T7,T7,Vijay Singh,15
10,T7,T7,Grant Waite,15
11,T7,T7,Mike Weir,15
12,T13,T13,Stephen Ames,14
13,T13,T13,Ronnie Black,14
14,T13,T13,Russ Cochran,14
15,T13,T13,Brent Geiberger,14
16,T13,T13,Frank Lickliter II,14
17,T13,T13,Davis Love III,14
18,T13,T13,Joe Ogilvie,14
19,T13,T13,Chris Riley,14
20,T13,T13,Paul Stankowski,14
21,T13,T13,Kirk Triplett,14
22,T13,T13,Jean Van de Velde,14
23,T24,T24,Robert Allenby,13
24,T24,T24,Woody Austin,13
25,T24,T24,Craig Barlow,13
26,T24,T24,Doug Barron,13
27,T24,T24,Thomas Bjørn,13
28,T24,T24,Olin Browne,13
29,T24,T24,Mathew Goggin,13
30,T24,T24,Bob May,13
31,T24,T24,Jesper Parnevik,13
32,T24,T24,Craig Parry,13
33,T24,T24,Kenny Perry,13
34,T24,T24,Brett Quigley,13
35,T24,T24,Jeff Sluman,13
36,T24,T24,Jerry Smith,13
37,T24,T24,Hal Sutton,13
38,T24,T24,David Toms,13
39,T24,T24,Richard Zokol,13
40,T41,T41,Paul Azinger,12
41,T41,T41,Mark Brooks,12
42,T41,T41,Greg Chalmers,12
43,T41,T41,Brian Gay,12
44,T41,T41,John Huston,12
45,T41,T41,Steve Jones,12
46,T41,T41,Franklin Langham,12
47,T41,T41,Justin Leonard,12
48,T41,T41,Rory Sabbatini,12
49,T41,T41,Kevin Sutherland,12
50,T51,T51,Mike Brisky,11
51,T51,T51,Mark Calcavecchia,11
52,T51,T51,Stewart Cink,11
53,T51,T51,Chris DiMarco,11
54,T51,T51,David Duval,11
55,T51,T51,Carlos Franco,11
56,T51,T51,Paul Goydos,11
57,T51,T51,Jimmy Green,11
58,T51,T51,Glen Hnatiuk,11
59,T51,T51,Bradley Hughes,11
60,T51,T51,Jerry Kelly,11
61,T51,T51,J.L. Lewis,11
62,T51,T51,Tom Pernice Jr.,11
63,T51,T51,Nick Price,11
64,T51,T51,Larry Rinker,11
65,T51,T51,Loren Roberts,11
66,T51,T51,Jeff Roth,11
67,T51,T51,Steve Stricker,11
68,T51,T51,Ted Tryba,11
69,T51,T51,Bob Tway,11
70,T71,T71,Stuart Appleby,10
71,T71,T71,Todd Barranger,10
72,T71,T71,Jim Carter,10
73,T71,T71,Brandel Chamblee,10
74,T71,T71,John Cook,10
75,T71,T71,Ernie Els,10
76,T71,T71,Jim Furyk,10
77,T71,T71,Sergio Garcia,10
78,T71,T71,Scott Hoch,10
79,T71,T71,Jonathan Kaye,10
80,T71,T71,Neal Lancaster,10
81,T71,T71,Jeff Maggert,10
82,T71,T71,Shigeki Maruyama,10
83,T71,T71,Billy Mayfair,10
84,T71,T71,Scott McCarron,10
85,T71,T71,Jim McGovern,10
86,T71,T71,David Peoples,10
87,T71,T71,Chris Perry,10
88,T71,T71,Joey Sindelar,10
89,T71,T71,Esteban Toledo,10
90,T91,T91,Tommy Armour III,9
91,T91,T91,Rich Beem,9
92,T91,T91,Notah Begay III,9
93,T91,T91,Tom Byrum,9
94,T91,T91,John Daly,9
95,T91,T91,Brad Elder,9
96,T91,T91,Dan Forsman,9
97,T91,T91,Harrison Frazar,9
98,T91,T91,Fred Funk,9
99,T91,T91,Robert Gamez,9
100,T91,T91,Steve Gotsche,9
101,T91,T91,Jeff Gove,9
102,T91,T91,Scott Gump,9
103,T91,T91,Brian Henninger,9
104,T91,T91,Tim Herron,9
105,T91,T91,Gabriel Hjertstedt,9
106,T91,T91,Bruce Lietzke,9
107,T91,T91,Steve Lowery,9
108,T91,T91,Shaun Micheel,9
109,T91,T91,Larry Mize,9
110,T91,T91,Sean Murphy,9
111,T91,T91,Craig Perks,9
112,T91,T91,Dan Pohl,9
113,T91,T91,Tom Purtzer,9
114,T91,T91,Craig Stadler,9
115,T91,T91,David Sutherland,9
116,T91,T91,Omar Uresti,9
117,T91,T91,Scott Verplank,9
118,T91,T91,Duffy Waldorf,9
119,T91,T91,Kevin Wentworth,9
120,T121,T121,Jay Don Blake,8
121,T121,T121,Michael Bradley,8
122,T121,T121,Jason Buha,8
123,T121,T121,K.J. Choi,8
124,T121,T121,Brian Claar,8
125,T121,T121,Fred Couples,8
126,T121,T121,Robert Damron,8
127,T121,T121,Glen Day,8
128,T121,T121,Jay Delsing,8
129,T121,T121,Trevor Dodds,8
130,T121,T121,Scott Dunlap,8
131,T121,T121,Joe Durant,8
132,T121,T121,Rick Fehr,8
133,T121,T121,Robin Freeman,8
134,T121,T121,Dudley Hart,8
135,T121,T121,Brandt Jobe,8
136,T121,T121,Greg Kraft,8
137,T121,T121,Andrew Magee,8
138,T121,T121,Len Mattiace,8
139,T121,T121,David Morland IV,8
140,T121,T121,David Ogrin,8
141,T121,T121,Carl Paulson,8
142,T121,T121,Corey Pavin,8
143,T121,T121,Dicky Pride,8
144,T121,T121,Mike Standly,8
145,T121,T121,Jay Williamson,8
146,T147,T147,Andy Bean,7
147,T147,T147,Cameron Beckman,7
148,T147,T147,Michael Campbell,7
149,T147,T147,Steve Elkington,7
150,T147,T147,Bob Friend,7
151,T147,T147,Edward Fryatt,7
152,T147,T147,Bob Gilder,7
153,T147,T147,Matt Gogel,7
154,T147,T147,J.P. Hayes,7
155,T147,T147,Mike Hulbert,7
156,T147,T147,John Inman,7
157,T147,T147,John Maginnes,7
158,T147,T147,Casey Martin,7
159,T147,T147,Blaine McCallister,7
160,T147,T147,Keith Nolan,7
161,T147,T147,Steve Pate,7
162,T147,T147,Tom Scherrer,7
163,T147,T147,Mike Sposa,7
164,T147,T147,"Dave Stockton, Jr.",7
165,T147,T147,Tommy Tolles,7
166,T147,T147,Mark Wiebe,7
167,T168,T168,Fulton Allem,6
168,T168,T168,Billy Andrade,6
169,T168,T168,Ben Bates,6
170,T168,T168,Eric Booker,6
171,T168,T168,Craig Bowden,6
172,T168,T168,Bob Burns,6
