,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,1,1,Tiger Woods,11
1,T2,T2,Steve Flesch,10
2,T2,T2,Grant Waite,10
3,T4,T4,Notah Begay III,9
4,T4,T4,Phil Mickelson,9
5,T4,T4,Jesper Parnevik,9
6,T4,T4,Hal Sutton,9
7,T8,T8,Robert Allenby,8
8,T8,T8,Doug Barron,8
9,T8,T8,Chris DiMarco,8
10,T8,T8,David Duval,8
11,T8,T8,Greg Kraft,8
12,T8,T8,Loren Roberts,8
13,T8,T8,Scott Verplank,8
14,T15,T15,Ernie Els,7
15,T15,T15,Sergio Garcia,7
16,T15,T15,Rocco Mediate,7
17,T15,T15,Rory Sabbatini,7
18,T19,T19,Paul Azinger,6
19,T19,T19,Ronnie Black,6
20,T19,T19,Fred Couples,6
21,T19,T19,John Huston,6
22,T19,T19,Lee Janzen,6
23,T19,T19,Frank Lickliter II,6
24,T19,T19,Davis Love III,6
25,T19,T19,Andrew Magee,6
26,T19,T19,Blaine McCallister,6
27,T19,T19,Chris Riley,6
28,T19,T19,Craig Stadler,6
29,T19,T19,Paul Stankowski,6
30,T19,T19,Kevin Sutherland,6
31,T19,T19,Esteban Toledo,6
32,T33,T33,Billy Andrade,5
33,T33,T33,Stuart Appleby,5
34,T33,T33,Thomas Bjørn,5
35,T33,T33,Olin Browne,5
36,T33,T33,Jason Buha,5
37,T33,T33,Mark Calcavecchia,5
38,T33,T33,Greg Chalmers,5
39,T33,T33,Brandel Chamblee,5
40,T33,T33,Stewart Cink,5
41,T33,T33,Glen Day,5
42,T33,T33,Joe Durant,5
43,T33,T33,Joel Edwards,5
44,T33,T33,Bob Estes,5
45,T33,T33,Jim Furyk,5
46,T33,T33,J.P. Hayes,5
47,T33,T33,Gabriel Hjertstedt,5
