,YTD_Consecutive_Cuts_RANK THIS WEEK,YTD_Consecutive_Cuts_RANK LAST WEEK,YTD_Consecutive_Cuts_PLAYER NAME,YTD_Consecutive_Cuts_NUMBER OF CUTS
0,1,1,Tiger Woods,20
1,2,2,Ernie Els,19
2,3,3,Paul Azinger,18
3,4,4,Mike Weir,16
4,5,5,Loren Roberts,15
5,6,6,Robert Allenby,12
6,7,7,Sergio Garcia,11
7,T8,T8,Steve Elkington,9
8,T8,T8,Steve Flesch,9
9,T8,T8,Colin Montgomerie,9
10,T8,T8,Grant Waite,9
11,12,12,Scott Verplank,8
12,T13,T13,Thomas Bjørn,7
13,T13,T13,Chris DiMarco,7
14,T13,T13,Carlos Franco,7
15,T13,T13,Davis Love III,7
16,T13,T13,Jeff Maggert,7
17,T13,T13,Phil Mickelson,7
18,T13,T13,Duffy Waldorf,7
19,T20,T20,Stewart Cink,6
20,T20,T20,Darren Clarke,6
21,T20,T20,Fred Funk,6
22,T20,T20,Padraig Harrington,6
23,T20,T20,Skip Kendall,6
24,T20,T20,Tom Kite,6
25,T20,T20,Bob May,6
26,T20,T20,Jesper Parnevik,6
27,T28,T28,John Cook,5
28,T28,T28,Tim Herron,5
29,T28,T28,Lee Janzen,5
30,T28,T28,Sean Murphy,5
31,T28,T28,Craig Parry,5
32,T28,T28,David Toms,5
33,T28,T28,Lee Westwood,5
34,T35,T35,Andrew Coltart,4
35,T35,T35,John Daly,4
36,T35,T35,Brad Faxon,4
37,T35,T35,Matt Gogel,4
38,T35,T35,J.P. Hayes,4
39,T35,T35,Justin Leonard,4
40,T35,T35,Steve Lowery,4
41,T35,T35,Nick Price,4
42,T43,T43,Stuart Appleby,3
43,T43,T43,Tommy Armour III,3
44,T43,T43,Woody Austin,3
45,T43,T43,Todd Barranger,3
46,T43,T43,Doug Barron,3
47,T43,T43,Tom Byrum,3
48,T43,T43,Scott Dunlap,3
49,T43,T43,David Duval,3
50,T43,T43,Edward Fryatt,3
51,T43,T43,Brent Geiberger,3
52,T43,T43,Retief Goosen,3
53,T43,T43,Dudley Hart,3
54,T43,T43,Brian Henninger,3
55,T43,T43,Scott Hoch,3
56,T43,T43,Miguel Angel Jiménez,3
57,T43,T43,Greg Kraft,3
58,T43,T43,Bernhard Langer,3
59,T43,T43,Franklin Langham,3
60,T43,T43,Tom Lehman,3
61,T43,T43,Scott McCarron,3
62,T43,T43,Larry Mize,3
63,T43,T43,Yoshinori Mizumaki,3
64,T43,T43,Frank Nobilo,3
65,T43,T43,José María Olazábal,3
66,T43,T43,Chris Perry,3
67,T43,T43,Dan Pohl,3
68,T43,T43,Vijay Singh,3
69,T43,T43,Jeff Sluman,3
70,T43,T43,Mike Sposa,3
71,T43,T43,Paul Stankowski,3
72,T43,T43,Hidemichi Tanaka,3
73,T43,T43,Esteban Toledo,3
74,T43,T43,Tom Watson,3
75,T43,T43,Brian Watts,3
76,T77,T77,Ronnie Black,2
77,T77,T77,Jason Buha,2
78,T77,T77,Ángel Cabrera,2
79,T77,T77,Mark Calcavecchia,2
80,T77,T77,Michael Campbell,2
81,T77,T77,Jim Carter,2
82,T77,T77,Brandel Chamblee,2
83,T77,T77,Jeff Coston,2
84,T77,T77,Fred Couples,2
85,T77,T77,Paul Curry,2
86,T77,T77,Glen Day,2
87,T77,T77,Doug Dunakey,2
88,T77,T77,Nick Faldo,2
89,T77,T77,Keiichiro Fukabori,2
90,T77,T77,Pierre Fulke,2
91,T77,T77,Jim Furyk,2
92,T77,T77,Jeff Gallagher,2
93,T77,T77,Bill Glasson,2
94,T77,T77,Joey Gullion,2
95,T77,T77,Jay Haas,2
96,T77,T77,Glen Hnatiuk,2
97,T77,T77,Ryan Howison,2
98,T77,T77,Bradley Hughes,2
99,T77,T77,Brandt Jobe,2
100,T77,T77,J.L. Lewis,2
101,T77,T77,Paul McGinley,2
102,T77,T77,David Morland IV,2
103,T77,T77,Gary Orr,2
104,T77,T77,Masashi Jumbo Ozaki,2
105,T77,T77,Lucas Parsons,2
106,T77,T77,Phillip Price,2
107,T77,T77,Dicky Pride,2
108,T77,T77,Tom Purtzer,2
109,T77,T77,Chris Riley,2
110,T77,T77,Rory Sabbatini,2
111,T77,T77,Jarmo Sandelin,2
112,T77,T77,Peter Senior,2
113,T77,T77,Craig Stadler,2
114,T77,T77,David Sutherland,2
115,T77,T77,Kevin Sutherland,2
116,T77,T77,Tommy Tolles,2
117,T77,T77,Kirk Triplett,2
