,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,T1,T1,Scott Hoch,12,5.0,
1,T1,T1,Mark O'Meara,12,2.0,
2,T3,T3,David Edwards,11,2.0,
3,T3,T3,Bruce Lietzke,11,3.0,
4,T3,T3,Mark McCumber,11,,
5,T3,T3,Jerry Pate,11,,
6,T3,T3,Tiger Woods,11,11.0,
7,T8,T8,Fred Couples,10,6.0,
8,T8,T8,Steve Flesch,10,10.0,
9,T8,T8,David Frost,10,3.0,
10,T8,T8,Corey Pavin,10,3.0,
11,T8,T8,Mike Reid,10,3.0,
12,T8,T8,Gene Sauers,10,1.0,
13,T8,T8,Tom Sieckmann,10,,
14,T8,T8,Chris Smith,10,,
15,T8,T8,Grant Waite,10,10.0,
16,T17,T17,Billy Andrade,9,5.0,
17,T17,T17,Notah Begay III,9,9.0,
18,T17,T17,Brad Bryant,9,2.0,
19,T17,T17,Mark Calcavecchia,9,5.0,
20,T17,T17,Stewart Cink,9,5.0,
21,T17,T17,Lennie Clements,9,,
22,T17,T17,Fred Funk,9,4.0,
23,T17,T17,Jay Haas,9,2.0,
24,T17,T17,Davis Love III,9,6.0,
25,T17,T17,Blaine McCallister,9,6.0,
26,T17,T17,Phil Mickelson,9,9.0,
27,T17,T17,Gil Morgan,9,,
28,T17,T17,Greg Norman,9,2.0,
29,T17,T17,Jesper Parnevik,9,9.0,
30,T17,T17,Chris Perry,9,4.0,
31,T17,T17,Loren Roberts,9,8.0,
32,T17,T17,Payne Stewart,9,,
33,T17,T17,Hal Sutton,9,9.0,
34,T17,T17,Kirk Triplett,9,4.0,
35,T17,T17,Bob Tway,9,3.0,
36,T17,T17,Scott Verplank,9,8.0,
37,T38,T38,John Adams,8,,
38,T38,T38,Robert Allenby,8,8.0,
39,T38,T38,Paul Azinger,8,6.0,
40,T38,T38,Doug Barron,8,8.0,
41,T38,T38,Andy Bean,8,2.0,
42,T38,T38,Bill Britton,8,,
43,T38,T38,Rex Caldwell,8,,
44,T38,T38,Bobby Clampett,8,1.0,
45,T38,T38,Russ Cochran,8,4.0,
46,T38,T38,John Cook,8,4.0,
47,T38,T38,Chris DiMarco,8,8.0,
48,T38,T38,David Duval,8,8.0,
49,T38,T38,Jim Furyk,8,5.0,
50,T38,T38,Bob Gilder,8,3.0,
51,T38,T38,Bill Glasson,8,4.0,
52,T38,T38,Hubert Green,8,,
53,T38,T38,Ken Green,8,1.0,
54,T38,T38,Donnie Hammond,8,2.0,
55,T38,T38,Dudley Hart,8,3.0,
56,T38,T38,Mark Hayes,8,1.0,
57,T38,T38,Mike Hulbert,8,2.0,
58,T38,T38,John Huston,8,6.0,
59,T38,T38,Hale Irwin,8,1.0,
60,T38,T38,Steve Jones,8,3.0,
61,T38,T38,Tom Kite,8,3.0,
62,T38,T38,Greg Kraft,8,8.0,
63,T38,T38,Tom Lehman,8,3.0,
64,T38,T38,Larry Mize,8,2.0,
65,T38,T38,Calvin Peete,8,,
66,T38,T38,David Peoples,8,4.0,
67,T38,T38,Kenny Perry,8,4.0,
68,T38,T38,Nick Price,8,4.0,
69,T38,T38,Jeff Sluman,8,5.0,
70,T38,T38,Craig Stadler,8,6.0,
71,T38,T38,Curtis Strange,8,3.0,
72,T38,T38,Jim Thorpe,8,,
73,T38,T38,Bobby Wadkins,8,,
74,T38,T38,D.A. Weibring,8,3.0,
75,T38,T38,Robert Wrenn,8,,
76,T77,T77,Patrick Burke,7,,
77,T77,T77,Tom Byrum,7,4.0,
78,T77,T77,Rod Curl,7,,
79,T77,T77,Joe Durant,7,5.0,
80,T77,T77,Ernie Els,7,7.0,
81,T77,T77,Bob Estes,7,5.0,
82,T77,T77,"Jim Gallagher, Jr.",7,3.0,
83,T77,T77,Sergio Garcia,7,7.0,
84,T77,T77,Brent Geiberger,7,3.0,
85,T77,T77,Kelly Gibson,7,3.0,
86,T77,T77,Gary Hallberg,7,2.0,
87,T77,T77,Lon Hinkle,7,,
88,T77,T77,Peter Jacobsen,7,3.0,
89,T77,T77,Brian Kamm,7,,
90,T77,T77,Jonathan Kaye,7,4.0,
91,T77,T77,Kenny Knox,7,,
92,T77,T77,Gary Koch,7,,
93,T77,T77,Bernhard Langer,7,2.0,
94,T77,T77,Wayne Levi,7,1.0,
95,T77,T77,J.L. Lewis,7,3.0,
96,T77,T77,Sandy Lyle,7,2.0,
97,T77,T77,Andrew Magee,7,6.0,
98,T77,T77,Jeff Maggert,7,4.0,
99,T77,T77,John Maginnes,7,4.0,
100,T77,T77,John Mahaffey,7,,
101,T77,T77,Roger Maltbie,7,,
102,T77,T77,Rocco Mediate,7,7.0,
103,T77,T77,Larry Nelson,7,,
104,T77,T77,Don Pooley,7,1.0,
105,T77,T77,Jack Renner,7,,
106,T77,T77,Clarence Rose,7,1.0,
107,T77,T77,Rory Sabbatini,7,7.0,
108,T77,T77,Tony Sills,7,,
109,T77,T77,Scott Simpson,7,,
110,T77,T77,Vijay Singh,7,4.0,
111,T77,T77,Mike Springer,7,2.0,
112,T77,T77,Paul Stankowski,7,6.0,
113,T77,T77,"Dave Stockton, Jr.",7,3.0,
114,T77,T77,Kevin Sutherland,7,6.0,
115,T77,T77,Lance Ten Broeck,7,,
116,T77,T77,Lee Trevino,7,,
117,T77,T77,Howard Twitty,7,,
118,T77,T77,Lanny Wadkins,7,2.0,
119,T77,T77,Duffy Waldorf,7,5.0,
120,T77,T77,Tom Watson,7,2.0,
121,T77,T77,Mark Wiebe,7,3.0,
122,T77,T77,Fuzzy Zoeller,7,1.0,
123,T77,T77,Richard Zokol,7,3.0,
124,T125,T125,Fulton Allem,6,2.0,
125,T125,T125,Tommy Armour III,6,4.0,
126,T125,T125,Woody Austin,6,4.0,
127,T125,T125,Dave Barr,6,3.0,
128,T125,T125,Chip Beck,6,3.0,
129,T125,T125,Ronnie Black,6,6.0,
130,T125,T125,Phil Blackmar,6,2.0,
131,T125,T125,Jay Don Blake,6,3.0,
132,T125,T125,Mike Brisky,6,2.0,
133,T125,T125,Mark Brooks,6,2.0,
134,T125,T125,Olin Browne,6,5.0,
135,T125,T125,Bart Bryant,6,2.0,
136,T125,T125,George Burns,6,,
137,T125,T125,Curt Byrum,6,2.0,
138,T125,T125,Jim Carter,6,4.0,
139,T125,T125,Keith Clearwater,6,1.0,
140,T125,T125,Jim Colbert,6,,
141,T125,T125,Robert Damron,6,3.0,
142,T125,T125,Marco Dawson,6,3.0,
143,T125,T125,Jay Delsing,6,3.0,
144,T125,T125,Danny Edwards,6,,
145,T125,T125,Dave Eichelberger,6,1.0,
146,T125,T125,Steve Elkington,6,4.0,
147,T125,T125,Rick Fehr,6,3.0,
148,T125,T125,Ed Fiori,6,2.0,
149,T125,T125,Bruce Fleisher,6,,
150,T125,T125,Dan Forsman,6,4.0,
151,T125,T125,Robin Freeman,6,3.0,
152,T125,T125,Paul Goydos,6,4.0,
153,T125,T125,Dan Halldorson,6,,
154,T125,T125,Morris Hatalsky,6,,
155,T125,T125,Vance Heafner,6,,
156,T125,T125,Mike Heinen,6,1.0,
157,T125,T125,Nolan Henke,6,2.0,
158,T125,T125,Joe Inman,6,,
159,T125,T125,John Inman,6,1.0,
160,T125,T125,Barry Jaeckel,6,,
161,T125,T125,Lee Janzen,6,6.0,
162,T125,T125,Tom Jenkins,6,,
163,T125,T125,Pete Jordan,6,4.0,
164,T125,T125,Steve Jurgensen,6,,
165,T125,T125,Skip Kendall,6,4.0,
166,T125,T125,Frank Lickliter II,6,6.0,
167,T125,T125,Bob Lohr,6,1.0,
168,T125,T125,Steve Lowery,6,5.0,
169,T125,T125,Doug Martin,6,,
170,T125,T125,Billy Mayfair,6,4.0,
171,T125,T125,Jim McGovern,6,4.0,
172,T125,T125,Johnny Miller,6,,
173,T125,T125,Perry Moss,6,2.0,
174,T125,T125,Tim Norris,6,,
175,T125,T125,David Ogrin,6,2.0,
176,T125,T125,Craig Parry,6,4.0,
177,T125,T125,Steve Pate,6,2.0,
178,T125,T125,Tom Pernice Jr.,6,4.0,
179,T125,T125,Mark Pfeil,6,,
180,T125,T125,Dan Pohl,6,2.0,
181,T125,T125,Sam Randolph,6,2.0,
182,T125,T125,Chris Riley,6,6.0,
183,T125,T125,Lee Rinker,6,,
184,T125,T125,Bill Rogers,6,,
185,T125,T125,Dave Rummells,6,,
186,T125,T125,Bill Sander,6,,
187,T125,T125,Ted Schulz,6,1.0,
188,T125,T125,Tim Simpson,6,,
189,T125,T125,Joey Sindelar,6,3.0,
190,T125,T125,Steve Stricker,6,4.0,
191,T125,T125,Phil Tataurangi,6,,
192,T125,T125,Brian Tennyson,6,,
193,T125,T125,Leonard Thompson,6,,
194,T125,T125,Esteban Toledo,6,6.0,
195,T125,T125,David Toms,6,4.0,
196,T125,T125,Ted Tryba,6,4.0,
197,T125,T125,Fred Wadsworth,6,,
198,T125,T125,Denis Watson,6,,
199,T125,T125,Mike Weir,6,4.0,
200,T125,T125,Lee Westwood,6,4.0,
201,T125,T125,Willie Wood,6,1.0,
202,T203,T203,Stephen Ames,5,4.0,
203,T203,T203,Isao Aoki,5,,
204,T203,T203,Stuart Appleby,5,5.0,
205,T203,T203,Emlyn Aubrey,5,2.0,
206,T203,T203,Seve Ballesteros,5,1.0,
207,T203,T203,Thomas Bjørn,5,5.0,
208,T203,T203,Guy Boros,5,1.0,
209,T203,T203,Bob Boyd,5,,
210,T203,T203,Michael Bradley,5,2.0,
211,T203,T203,Billy Ray Brown,5,,
212,T203,T203,Ken Brown,5,,
213,T203,T203,Jason Buha,5,5.0,
214,T203,T203,Bob Burns,5,3.0,
215,T203,T203,George Cadle,5,,
216,T203,T203,Greg Chalmers,5,5.0,
217,T203,T203,Brandel Chamblee,5,5.0,
218,T203,T203,Barry Cheesman,5,3.0,
219,T203,T203,Brian Claar,5,3.0,
220,T203,T203,Frank Conner,5,,
221,T203,T203,Ben Crenshaw,5,,
222,T203,T203,John Daly,5,2.0,
223,T203,T203,Glen Day,5,5.0,
224,T203,T203,Clark Dennis,5,,
225,T203,T203,Jim Dent,5,,
226,T203,T203,Mike Donald,5,1.0,
227,T203,T203,Ed Dougherty,5,,
228,T203,T203,Joel Edwards,5,5.0,
229,T203,T203,Lee Elder,5,,
230,T203,T203,Brad Fabel,5,2.0,
231,T203,T203,Nick Faldo,5,2.0,
232,T203,T203,Brad Faxon,5,4.0,
233,T203,T203,Keith Fergus,5,1.0,
234,T203,T203,Raymond Floyd,5,1.0,
235,T203,T203,Carlos Franco,5,4.0,
236,T203,T203,Robert Gamez,5,4.0,
237,T203,T203,Wayne Grady,5,2.0,
238,T203,T203,David Graham,5,,
239,T203,T203,J.P. Hayes,5,5.0,
240,T203,T203,Tim Herron,5,4.0,
241,T203,T203,Gabriel Hjertstedt,5,5.0,
242,T203,T203,Bradley Hughes,5,5.0,
243,T203,T203,Billy Kratzert,5,,
244,T203,T203,Franklin Langham,5,4.0,
245,T203,T203,Justin Leonard,5,4.0,
246,T203,T203,Dick Mast,5,2.0,
247,T203,T203,Len Mattiace,5,3.0,
248,T203,T203,Bob May,5,5.0,
249,T203,T203,Scott McCarron,5,4.0,
250,T203,T203,Pat McGowan,5,,
251,T203,T203,Mark McNulty,5,1.0,
252,T203,T203,Steve Melnyk,5,,
253,T203,T203,Shaun Micheel,5,5.0,
254,T203,T203,Jodie Mudd,5,,
255,T203,T203,Bob Murphy,5,,
256,T203,T203,Sean Murphy,5,3.0,
257,T203,T203,Mac O'Grady,5,,
258,T203,T203,Brett Ogle,5,,
259,T203,T203,Joe Ozaki,5,3.0,
260,T203,T203,Dennis Paulson,5,3.0,
261,T203,T203,Carl Paulson,5,3.0,
262,T203,T203,Greg Powers,5,,
263,T203,T203,Tom Purtzer,5,2.0,
264,T203,T203,Charles Raulerson,5,3.0,
265,T203,T203,Hugh Royer III,5,,
266,T203,T203,Mike Schuchart,5,,
267,T203,T203,Tom Shaw,5,,
268,T203,T203,Bob Shearer,5,,
269,T203,T203,Jim Simons,5,,
270,T203,T203,Mike Smith,5,,
271,T203,T203,J.C. Snead,5,,
272,T203,T203,Ron Streck,5,,
273,T203,T203,Mike Sullivan,5,1.0,
274,T203,T203,Doug Tewell,5,,
275,T203,T203,Robert Thompson,5,2.0,
276,T203,T203,Tommy Tolles,5,3.0,
277,T203,T203,Greg Twiggs,5,1.0,
278,T203,T203,Brett Upper,5,,
279,T203,T203,Stan Utley,5,1.0,
280,T203,T203,Jean Van de Velde,5,5.0,
281,T203,T203,Brian Watts,5,4.0,
282,T203,T203,Tom Weiskopf,5,,
283,T284,T284,"Joe Acosta, Jr.",4,,
284,T284,T284,Michael Allen,4,1.0,
285,T284,T284,Ty Armstrong,4,,
286,T284,T284,Perry Arthur,4,,
287,T284,T284,Ben Bates,4,3.0,
288,T284,T284,Cameron Beckman,4,4.0,
289,T284,T284,Rich Beem,4,3.0,
290,T284,T284,Brad Bell,4,,
291,T284,T284,Jim Benepe,4,,
292,T284,T284,Shane Bertsch,4,,
293,T284,T284,Craig Bowden,4,1.0,
294,T284,T284,Kevin Burton,4,,
295,T284,T284,Mark Carnevale,4,1.0,
296,T284,T284,K.J. Choi,4,4.0,
297,T284,T284,Paul Claxton,4,,
298,T284,T284,Tim Conley,4,,
299,T284,T284,Jeff Coston,4,,
300,T284,T284,Rett Crowder,4,,
301,T284,T284,Paul Curry,4,4.0,
302,T284,T284,Bruce Devlin,4,,
303,T284,T284,Terry Diehl,4,,
304,T284,T284,Trevor Dodds,4,2.0,
305,T284,T284,Doug Dunakey,4,4.0,
306,T284,T284,Scott Dunlap,4,4.0,
307,T284,T284,R.W. Eaks,4,1.0,
308,T284,T284,Bob Eastwood,4,,
309,T284,T284,Forrest Fezler,4,,
310,T284,T284,Harrison Frazar,4,3.0,
311,T284,T284,Bob Friend,4,2.0,
312,T284,T284,Edward Fryatt,4,4.0,
313,T284,T284,Jeff Gallagher,4,1.0,
314,T284,T284,Buddy Gardner,4,,
315,T284,T284,Gibby Gilbert,4,,
316,T284,T284,Matt Gogel,4,4.0,
317,T284,T284,Mathew Goggin,4,4.0,
318,T284,T284,Retief Goosen,4,4.0,
319,T284,T284,Joey Gullion,4,2.0,
320,T284,T284,Scott Gump,4,3.0,
321,T284,T284,Phillip Hancock,4,,
322,T284,T284,Jeff Hart,4,,
323,T284,T284,Brian Henninger,4,3.0,
324,T284,T284,Mike Holland,4,,
325,T284,T284,P.H. Horgan III,4,4.0,
326,T284,T284,Charles Howell III,4,4.0,
327,T284,T284,Don January,4,,
328,T284,T284,Jerry Kelly,4,4.0,
329,T284,T284,Neal Lancaster,4,4.0,
330,T284,T284,Tim Loustalot,4,,
331,T284,T284,Mark Lye,4,,
332,T284,T284,Shigeki Maruyama,4,3.0,
333,T284,T284,Gary McCord,4,,
334,T284,T284,Mike McCullough,4,,
335,T284,T284,Jerry McGee,4,,
336,T284,T284,Allen Miller,4,,
337,T284,T284,Lindy Miller,4,,
338,T284,T284,Jeff Mitchell,4,,
339,T284,T284,Colin Montgomerie,4,3.0,
340,T284,T284,Mike Morley,4,,
341,T284,T284,John Morse,4,,
342,T284,T284,Jim Nelford,4,,
343,T284,T284,Jack Nicklaus,4,,
344,T284,T284,Mike Nicolette,4,1.0,
345,T284,T284,Frank Nobilo,4,3.0,
346,T284,T284,Keith Nolan,4,4.0,
347,T284,T284,Andy North,4,,
348,T284,T284,Joe Ogilvie,4,4.0,
349,T284,T284,José María Olazábal,4,4.0,
350,T284,T284,Peter Oosterhuis,4,,
351,T284,T284,Lee Porter,4,,
352,T284,T284,Phillip Price,4,4.0,
353,T284,T284,Dicky Pride,4,3.0,
354,T284,T284,Brett Quigley,4,4.0,
355,T284,T284,John Riegger,4,,
356,T284,T284,Larry Rinker,4,2.0,
357,T284,T284,Brian Rowell,4,,
358,T284,T284,Charlie Rymer,4,,
359,T284,T284,Ken Schall,4,,
360,T284,T284,Tom Scherrer,4,4.0,
361,T284,T284,Brad Sherfy,4,,
362,T284,T284,Jerry Smith,4,4.0,
363,T284,T284,Ed Sneed,4,,
364,T284,T284,Mike Standly,4,2.0,
365,T284,T284,Ray Stewart,4,1.0,
366,T284,T284,David Sutherland,4,4.0,
367,T284,T284,Omar Uresti,4,3.0,
368,T284,T284,Kevin Wentworth,4,3.0,
369,T284,T284,Jay Williamson,4,3.0,
370,T284,T284,Jeffrey Wilson,4,,
371,T372,T372,Tommy Aaron,3,,
372,T372,T372,Bud Allin,3,,
373,T372,T372,Wally Armstrong,3,,
374,T372,T372,Miller Barber,3,,
375,T372,T372,Craig Barlow,3,3.0,
376,T372,T372,Frank Beard,3,,
377,T372,T372,"David Berganio, Jr.",3,1.0,
378,T372,T372,Woody Blackburn,3,,
379,T372,T372,Danny Briggs,3,2.0,
380,T372,T372,Bob Byman,3,,
381,T372,T372,Michael Campbell,3,1.0,
382,T372,T372,Jon Chaffee,3,,
383,T372,T372,Bob Charles,3,,
384,T372,T372,T.C. Chen,3,,
385,T372,T372,Michael Christie,3,,
386,T372,T372,Michael Clark II,3,3.0,
387,T372,T372,Bobby Cole,3,,
388,T372,T372,Andrew Coltart,3,3.0,
389,T372,T372,Charles Coody,3,,
390,T372,T372,Carl Cooper,3,,
391,T372,T372,Richie Coughlan,3,,
392,T372,T372,Joe Daley,3,1.0,
393,T372,T372,Dale Douglass,3,,
394,T372,T372,Brad Elder,3,3.0,
395,T372,T372,John Elliott,3,,
396,T372,T372,Jim Estes,3,,
397,T372,T372,Tom Eubank,3,,
398,T372,T372,John Fought,3,,
399,T372,T372,Jeff Freeman,3,3.0,
400,T372,T372,Brian Gay,3,3.0,
401,T372,T372,Al Geiberger,3,,
402,T372,T372,Ernie Gonzalez,3,,
403,T372,T372,Steve Gotsche,3,3.0,
404,T372,T372,Jeff Gove,3,3.0,
405,T372,T372,Jimmy Green,3,3.0,
406,T372,T372,Richard Green,3,,
407,T372,T372,Padraig Harrington,3,1.0,
408,T372,T372,Steve Hart,3,1.0,
409,T372,T372,Jerry Heard,3,,
410,T372,T372,Dave Hill,3,,
411,T372,T372,Glen Hnatiuk,3,3.0,
412,T372,T372,Kazuhiko Hosokawa,3,3.0,
413,T372,T372,David Ishii,3,1.0,
414,T372,T372,Miguel Angel Jiménez,3,1.0,
415,T372,T372,Brandt Jobe,3,3.0,
416,T372,T372,Kent Jones,3,,
417,T372,T372,Stephen Keppler,3,,
418,T372,T372,Karl Kimball,3,,
419,T372,T372,Michael Kirk,3,3.0,
420,T372,T372,Pat Lindsey,3,,
