,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,Phil Mickelson,23,39,5.0,1,7,2000440
1,2,2,Joe Durant,28,32,,3,9,2000290
2,3,3,Bob Tway,30,31,1.0,1,7,2000100
3,T4,T4,Kelly Gibson,30,29,2.0,2,3,2000440
4,T4,T4,David Toms,31,29,3.0,3,14,2000010
5,T4,T4,Tiger Woods,20,29,1.0,2,12,2000460
6,7,7,Duffy Waldorf,23,28,,3,3,2000460
7,T8,T8,Danny Briggs,18,27,2.0,2,14,2000320
8,T8,T8,John Cook,28,27,9.0,1,3,2000320
9,T10,T10,Jim Carter,30,26,3.0,1,17,2000470
10,T10,T10,Greg Chalmers,28,26,2.0,1,18,2000390
11,T10,T10,Brian Henninger,29,26,2.0,4,7,2000460
12,T10,T10,Loren Roberts,24,26,2.0,4,10,2000210
13,14,14,Jerry Kelly,32,25,4.0,1,16,2000320
14,T15,T15,Fulton Allem,25,24,,1,4,2000460
15,T15,T15,Paul Azinger,20,24,1.0,3,5,2000340
16,T15,T15,Kazuhiko Hosokawa,14,24,5.0,2,15,2000320
17,T15,T15,Tom Lehman,21,24,5.0,3,14,2000050
18,T15,T15,Casey Martin,29,24,,2,16,2000320
19,T15,T15,Mike Weir,28,24,,4,12,2000430
20,T21,T21,Trevor Dodds,29,23,,3,1,2000440
21,T21,T21,Glen Hnatiuk,30,23,1.0,1,1,2000460
22,T21,T21,Jonathan Kaye,34,23,1.0,2,8,2000060
23,T21,T21,Skip Kendall,32,23,,1,12,2000440
24,T21,T21,Sean Murphy,35,23,,1,18,2000440
25,T21,T21,Jay Williamson,32,23,5.0,1,15,2000460
26,T27,T27,Stephen Ames,31,22,7.0,1,10,2000350
27,T27,T27,Fred Couples,19,22,2.0,4,9,2000440
28,T27,T27,Mathew Goggin,32,22,2.0,2,9,2000290
29,T27,T27,Paul Goydos,30,22,,2,18,2000400
30,T27,T27,Scott Gump,36,22,,3,1,2000440
31,T27,T27,J.P. Hayes,26,22,,4,11,2000060
32,T27,T27,Brandt Jobe,32,22,5.0,1,15,2000030
33,T27,T27,Rocco Mediate,24,22,,1,11,2000340
34,T27,T27,Tom Scherrer,33,22,,1,10,2000470
35,T27,T27,Jeff Sluman,32,22,11.0,1,14,2000100
36,T27,T27,Kevin Sutherland,27,22,2.0,1,18,2000400
37,T27,T27,Scott Verplank,28,22,,3,8,2000440
38,T27,T27,Grant Waite,26,22,2.0,3,10,2000390
39,T40,T40,Joel Edwards,29,21,1.0,3,17,2000460
40,T40,T40,Steve Flesch,32,21,5.0,2,17,2000440
41,T40,T40,Carlos Franco,24,21,,3,9,2000010
42,T40,T40,Shigeki Maruyama,26,21,,3,5,2000350
43,T40,T40,Nick Price,18,21,,1,2,2000140
44,T40,T40,Charles Raulerson,32,21,4.0,3,3,2000440
