,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
50,T31,T31,Brent Schwarzrock,19,9,1.0,4,6,2000420
51,T31,T31,Steve Stricker,21,9,,3,1,2000250
52,T31,T31,David Toms,31,9,,3,14,2000350
53,T31,T31,Jay Williamson,32,9,,2,2,2000290
54,T55,T55,Ronnie Black,28,8,,3,10,2000080
55,T55,T55,Michael Bradley,26,8,4.0,3,9,2000420
56,T55,T55,Barry Cheesman,35,8,,2,13,2000160
57,T55,T55,Brian Claar,8,8,5.0,1,17,2000300
58,T55,T55,John Cook,28,8,1.0,1,9,2000020
59,T55,T55,Fred Couples,19,8,,4,17,2000250
60,T55,T55,John Daly,26,8,1.0,2,11,2000150
61,T55,T55,Steve Flesch,32,8,1.0,4,15,2000210
62,T55,T55,Brian Gay,33,8,2.0,4,8,2000340
63,T55,T55,Paul Goydos,30,8,,4,17,2000340
64,T55,T55,Scott Gump,36,8,,2,1,2000280
65,T55,T55,Scott Hoch,29,8,,4,6,2000160
66,T55,T55,Charles Howell III,13,8,,3,16,2000390
67,T55,T55,Jerry Kelly,32,8,,1,17,2000220
68,T55,T55,Greg Kraft,29,8,,4,10,2000350
69,T55,T55,Tom Lehman,21,8,1.0,1,11,2000160
70,T55,T55,Billy Mayfair,29,8,7.0,1,7,2000030
71,T55,T55,Shaun Micheel,31,8,,1,12,2000390
72,T55,T55,Phil Mickelson,23,8,1.0,2,6,2000280
73,T55,T55,Larry Mize,21,8,1.0,2,14,2000250
74,T55,T55,Gary Nicklaus,30,8,1.0,2,17,2000080
75,T55,T55,Tom Pernice Jr.,32,8,,1,2,2000340
76,T55,T55,Charles Raulerson,32,8,,3,17,2000020
77,T55,T55,Paul Stankowski,22,8,,1,18,2000180
78,T55,T55,Scott Verplank,28,8,1.0,2,8,2000440
79,T55,T55,Brian Watts,29,8,,1,17,2000120
80,T81,T81,Billy Andrade,31,7,1.0,1,2,2000455
81,T81,T81,Emlyn Aubrey,26,7,7.0,2,12,2000430
82,T81,T81,Paul Azinger,20,7,,2,5,2000150
83,T81,T81,Aaron Bengoechea,29,7,1.0,2,9,2000380
84,T81,T81,Thomas Bjørn,9,7,,2,1,2000120
85,T81,T81,Mike Brisky,31,7,,2,5,2000020
86,T81,T81,Curt Byrum,4,7,1.0,3,13,2000320
87,T81,T81,Michael Campbell,6,7,,1,5,2000370
88,T81,T81,Greg Chalmers,28,7,5.0,3,10,2000210
89,T81,T81,Keith Clearwater,13,7,,2,9,2000020
90,T81,T81,Bobby Cochran,30,7,2.0,3,12,2000050
91,T81,T81,Robert Damron,28,7,1.0,4,18,2000220
92,T81,T81,Glen Day,28,7,4.0,3,11,2000260
93,T81,T81,Trevor Dodds,29,7,,2,14,2000070
94,T81,T81,David Duval,19,7,3.0,2,14,2000030
95,T81,T81,David Edwards,15,7,2.0,1,6,2000160
96,T81,T81,Brad Elder,34,7,,1,7,2000280
97,T81,T81,Rick Fehr,24,7,,4,4,2000100
98,T81,T81,Ed Fiori,15,7,2.0,1,7,2000080
99,T81,T81,Harrison Frazar,24,7,,1,1,2000100
100,T81,T81,Fred Funk,32,7,,2,1,2000240
101,T81,T81,Jim Furyk,25,7,3.0,3,6,2000020
102,T81,T81,Bill Glasson,27,7,,2,12,2000280
103,T81,T81,Mathew Goggin,32,7,,1,7,2000290
104,T81,T81,Retief Goosen,13,7,,1,7,2000490
105,T81,T81,Jeff Gove,31,7,,2,10,2000240
106,T81,T81,Jimmy Green,27,7,1.0,4,2,2000210
107,T81,T81,Mathias Grönberg,2,7,,2,17,2000350
108,T81,T81,Padraig Harrington,8,7,2.0,3,12,2000350
109,T81,T81,Dudley Hart,24,7,,1,1,2000110
110,T81,T81,Mike Heinen,3,7,,2,4,2000410
111,T81,T81,Nolan Henke,32,7,1.0,1,6,2000100
112,T81,T81,Gabriel Hjertstedt,29,7,,3,16,2000280
113,T81,T81,Kelly Holmes,1,7,,1,6,2000280
114,T81,T81,Mike Hulbert,34,7,1.0,1,13,2000030
115,T81,T81,Miguel Angel Jiménez,11,7,,2,12,2000340
116,T81,T81,Brandt Jobe,32,7,7.0,1,1,2000460
117,T81,T81,Jeff Maggert,27,7,,3,2,2000460
118,T81,T81,Blaine McCallister,30,7,6.0,1,17,2000100
119,T81,T81,Scott McCarron,30,7,,3,7,2000430
120,T81,T81,Perry Moss,21,7,,1,7,2000080
121,T81,T81,José María Olazábal,12,7,2.0,2,4,2000350
122,T81,T81,Jesper Parnevik,20,7,2.0,1,16,2000020
123,T81,T81,David Peoples,28,7,,4,12,2000440
124,T81,T81,John Restino,18,7,,1,14,2000170
125,T81,T81,Vijay Singh,26,7,1.0,4,7,2000150
126,T81,T81,Jeff Sluman,32,7,,4,12,2000350
127,T81,T81,Craig Spence,31,7,3.0,1,10,2000220
128,T81,T81,Curtis Strange,12,7,1.0,3,8,2000290
129,T81,T81,Kevin Sutherland,27,7,2.0,2,4,2000280
130,T81,T81,Duffy Waldorf,23,7,7.0,2,14,2000460
131,T81,T81,Mike Weir,28,7,,4,10,2000460
132,T81,T81,Mark Wiebe,28,7,1.0,4,1,2000320
133,T81,T81,Jeff Williams,1,7,2.0,1,16,2000080
134,T135,T135,Robert Allenby,26,6,1.0,4,17,2000080
135,T135,T135,Woody Austin,32,6,5.0,3,16,2000280
136,T135,T135,Doug Barron,27,6,1.0,4,7,2000290
137,T135,T135,Ben Bates,35,6,,1,15,2000360
138,T135,T135,Jamie Broce,1,6,6.0,1,11,2000290
139,T135,T135,Mark Brooks,29,6,,1,6,2000280
140,T135,T135,Olin Browne,31,6,2.0,1,9,2000240
141,T135,T135,Jason Caron,29,6,,1,7,2000390
142,T135,T135,Michael Clark II,28,6,2.0,1,12,2000280
143,T135,T135,Jay Delsing,33,6,3.0,1,10,2000420
144,T135,T135,Chris DiMarco,33,6,2.0,2,2,2000455
145,T135,T135,Joel Edwards,29,6,,2,4,2000040
146,T135,T135,Bob Estes,21,6,,1,5,2000210
147,T135,T135,Keith Fergus,7,6,,2,8,2000260
148,T135,T135,Bob Friend,32,6,5.0,1,4,2000170
149,T135,T135,Edward Fryatt,32,6,,1,10,2000420
150,T135,T135,Keiichiro Fukabori,3,6,1.0,1,15,2000020
151,T135,T135,"Jim Gallagher, Jr.",16,6,2.0,3,16,2000380
152,T135,T135,Sergio Garcia,16,6,2.0,3,14,2000350
153,T135,T135,Bob Gilder,14,6,,4,9,2000230
154,T135,T135,Wayne Grady,15,6,5.0,1,3,2000260
155,T135,T135,Dan Halldorson,4,6,,2,4,2000300
156,T135,T135,Brian Henninger,29,6,4.0,1,8,2000440
157,T135,T135,Glen Hnatiuk,30,6,1.0,1,1,2000240
158,T135,T135,Kazuhiko Hosokawa,14,6,1.0,2,5,2000390
159,T135,T135,John Huston,23,6,2.0,4,10,2000260
160,T135,T135,Steve Jones,21,6,1.0,4,4,2000170
161,T135,T135,Bernhard Langer,10,6,,4,16,2000130
162,T135,T135,Wayne Levi,4,6,,3,7,2000270
163,T135,T135,Bruce Lietzke,9,6,1.0,2,8,2000030
164,T135,T135,Davis Love III,25,6,1.0,2,10,2000150
165,T135,T135,Steve Lowery,30,6,,1,11,2000220
166,T135,T135,John Maginnes,32,6,,1,10,2000290
167,T135,T135,Shigeki Maruyama,26,6,,1,18,2000240
168,T135,T135,Bob May,26,6,,3,8,2000190
169,T135,T135,Frank Nobilo,28,6,,2,16,2000390
170,T135,T135,Joe Ogilvie,30,6,3.0,4,3,2000350
171,T135,T135,Joe Ozaki,18,6,6.0,2,14,2000490
172,T135,T135,Corey Pavin,25,6,,1,16,2000400
173,T135,T135,Dicky Pride,35,6,,1,8,2000190
174,T135,T135,Chris Riley,28,6,1.0,4,17,2000240
175,T135,T135,John Rollins,27,6,6.0,2,16,2000455
176,T135,T135,Adam Rushin,1,6,6.0,1,5,2000110
177,T135,T135,Jarmo Sandelin,3,6,,1,8,2000250
178,T135,T135,Gene Sauers,8,6,,1,6,2000390
179,T135,T135,Joey Sindelar,30,6,5.0,3,4,2000280
180,T135,T135,Jerry Smith,32,6,1.0,3,14,2000240
181,T135,T135,Mike Springer,31,6,2.0,2,4,2000280
182,T135,T135,"Dave Stockton, Jr.",31,6,,3,7,2000280
183,T135,T135,David Sutherland,32,6,,2,5,2000440
184,T135,T135,Bob Tway,30,6,2.0,2,4,2000060
185,T135,T135,Omar Uresti,34,6,6.0,2,9,2000440
186,T135,T135,Stan Utley,4,6,3.0,2,16,2000260
187,T135,T135,Jean Van de Velde,22,6,1.0,1,1,2000430
188,T135,T135,Tiger Woods,20,6,1.0,3,8,2000460
189,T135,T135,Richard Zokol,11,6,,1,16,2000400
190,T191,T191,Tommy Armour III,30,5,1.0,1,4,2000390
191,T191,T191,Aaron Baddeley,9,5,2.0,2,7,2000110
192,T191,T191,Chip Beck,21,5,,1,5,2000060
193,T191,T191,Phil Blackmar,15,5,2.0,1,3,2000140
194,T191,T191,Bart Bryant,25,5,5.0,2,6,2000455
195,T191,T191,Jason Buha,29,5,2.0,2,7,2000340
196,T191,T191,Bob Burns,29,5,1.0,3,10,2000390
197,T191,T191,Darren Clarke,10,5,1.0,3,3,2000350
198,T191,T191,Andrew Coltart,4,5,,4,11,2000350
199,T191,T191,Ben Crenshaw,13,5,,1,8,2000190
200,T191,T191,Marco Dawson,11,5,,1,8,2000080
201,T191,T191,Mike Donald,6,5,1.0,1,11,2000300
202,T191,T191,Scott Dunlap,30,5,3.0,2,2,2000100
203,T191,T191,Steve Elkington,17,5,,1,6,2000210
204,T191,T191,Robin Freeman,32,5,,1,17,2000160
205,T191,T191,Jeff Freeman,10,5,,1,14,2000060
206,T191,T191,David Frost,25,5,2.0,1,8,2000430
207,T191,T191,Robert Gamez,26,5,1.0,1,6,2000030
208,T191,T191,Matt Gogel,30,5,3.0,1,16,2000110
209,T191,T191,Joey Gullion,7,5,1.0,1,4,2000290
210,T191,T191,Donnie Hammond,6,5,,2,3,2000030
211,T191,T191,Steve Hart,30,5,,1,3,2000190
212,T191,T191,Bob Heintz,34,5,2.0,1,14,2000030
213,T191,T191,P.H. Horgan III,25,5,1.0,1,12,2000270
214,T191,T191,Pete Jordan,31,5,,2,8,2000455
215,T191,T191,Jonathan Kaye,34,5,,2,7,2000460
216,T191,T191,J.L. Lewis,30,5,1.0,1,13,2000320
217,T191,T191,Mark McCumber,10,5,1.0,2,2,2000110
218,T191,T191,Jim McGovern,18,5,1.0,2,2,2000260
219,T191,T191,David Morland IV,31,5,2.0,4,2,2000460
220,T191,T191,Takao Nogami,1,5,5.0,2,12,2000340
221,T191,T191,Greg Norman,12,5,,3,10,2000240
222,T191,T191,Mark O'Meara,19,5,,2,2,2000120
223,T191,T191,David Ogrin,7,5,,2,6,2000290
224,T191,T191,Kenny Perry,20,5,5.0,1,11,2000460
225,T191,T191,Tom Scherrer,33,5,1.0,2,4,2000420
226,T191,T191,Ted Schulz,6,5,,2,14,2000290
227,T191,T191,Hal Sutton,25,5,,3,17,2000220
228,T191,T191,Esteban Toledo,35,5,4.0,2,10,2000290
229,T191,T191,Tommy Tolles,20,5,,2,1,2000160
230,T191,T191,Kirk Triplett,28,5,,4,10,2000440
231,T191,T191,Tjaart van der Walt,1,5,,1,16,2000490
232,T191,T191,Grant Waite,26,5,,3,7,2000430
233,T191,T191,D.A. Weibring,14,5,1.0,3,2,2000120
234,T191,T191,Fuzzy Zoeller,14,5,,2,11,2000320
235,T236,T236,Stephen Ames,31,4,,1,18,2000280
236,T236,T236,Rich Beem,29,4,2.0,1,11,2000390
237,T236,T236,Craig Bowden,25,4,,2,12,2000190
238,T236,T236,Mark Carnevale,7,4,1.0,1,12,2000260
239,T236,T236,Brandel Chamblee,21,4,3.0,1,11,2000130
240,T236,T236,K.J. Choi,30,4,,4,7,2000360
241,T236,T236,Graham Davidson,1,4,,1,10,2000250
242,T236,T236,Doug Dunakey,27,4,1.0,2,6,2000400
243,T236,T236,Joe Durant,28,4,1.0,5,17,2000440
244,T236,T236,Jeff Gallagher,4,4,4.0,3,16,2000190
245,T236,T236,Brent Geiberger,24,4,1.0,1,7,2000350
246,T236,T236,David Gossett,10,4,,1,16,2000410
247,T236,T236,Hunter Haas,6,4,,1,1,2000210
248,T236,T236,Josh Habig,1,4,,1,2,2000280
249,T236,T236,David Howser,1,4,1.0,1,17,2000260
250,T236,T236,Bradley Hughes,33,4,3.0,1,6,2000420
251,T236,T236,Barry Jaeckel,1,4,4.0,2,3,2000300
252,T236,T236,Tom Kite,6,4,,3,14,2000210
253,T236,T236,Sandy Lyle,18,4,1.0,3,8,2000430
254,T236,T236,Casey Martin,29,4,1.0,2,17,2000280
255,T236,T236,Colin Montgomerie,9,4,,4,14,2000120
256,T236,T236,"Pat Nanney, Jr.",1,4,2.0,1,9,2000260
257,T236,T236,Keith Nolan,23,4,1.0,4,4,2000430
258,T236,T236,Gary Orr,4,4,4.0,4,13,2000490
259,T236,T236,Arnold Palmer,3,4,,2,5,2000030
260,T236,T236,Chris Perry,31,4,,3,4,2000170
261,T236,T236,Don Pooley,7,4,3.0,2,15,2000080
262,T236,T236,Tom Purtzer,21,4,,4,17,2000460
263,T236,T236,Tommy Roddy,1,4,,1,14,2000190
264,T236,T236,Doug Sanders,1,4,,2,17,2000030
265,T236,T236,Andrew Sanders,1,4,,1,12,2000250
266,T236,T236,Adam Scott,6,4,,2,7,2000360
267,T236,T236,Craig Stadler,21,4,,1,16,2000390
268,T236,T236,Mike Standly,13,4,,1,8,2000390
269,T236,T236,Hidemichi Tanaka,3,4,,1,18,2000490
270,T236,T236,Lee Westwood,10,4,1.0,4,2,2000250
271,T236,T236,Brett Wetterich,9,4,1.0,2,13,2000170
272,T236,T236,Willie Wood,14,4,,1,11,2000050
273,T236,T236,Ian Woosnam,5,4,,4,14,2000130
274,T275,T275,Tommy Aaron,1,3,,2,9,2000150
275,T275,T275,Dave Barr,6,3,3.0,2,16,2000390
276,T275,T275,Todd Barranger,5,3,,2,8,2000300
277,T275,T275,"David Berganio, Jr.",4,3,1.0,1,12,2000340
278,T275,T275,John Bermel,1,3,3.0,2,11,2000320
279,T275,T275,James Blair,1,3,3.0,1,7,2000350
280,T275,T275,Jimmie Brothers,1,3,2.0,1,4,2000110
281,T275,T275,Brian Cairns,1,3,3.0,2,4,2000340
282,T275,T275,Russ Cochran,25,3,3.0,1,8,2000470
283,T275,T275,Erik Compton,1,3,,2,15,2000100
284,T275,T275,Joe Cordani,1,3,3.0,2,12,2000270
285,T275,T275,Chip Deason,1,3,3.0,2,2,2000420
286,T275,T275,Paul Delvecchio,1,3,1.0,1,2,2000320
287,T275,T275,Luke Donald,3,3,2.0,4,18,2000220
288,T275,T275,Dave Eichelberger,1,3,,1,14,2000250
289,T275,T275,Nick Faldo,15,3,1.0,3,14,2000350
290,T275,T275,Paul Gow,2,3,,2,6,2000270
291,T275,T275,Gary Hallberg,10,3,,2,15,2000320
292,T275,T275,Morris Hatalsky,2,3,3.0,2,12,2000300
293,T275,T275,Terry Hatch,1,3,,2,11,2000400
294,T275,T275,Kevin Hayashi,1,3,3.0,2,15,2000020
295,T275,T275,Lon Hinkle,1,3,,1,12,2000050
296,T275,T275,John Inman,1,3,3.0,4,12,2000420
297,T275,T275,Hale Irwin,1,3,,2,12,2000250
298,T275,T275,Toshi Izawa,1,3,2.0,1,8,2000350
299,T275,T275,Shingo Katayama,4,3,,2,2,2000350
300,T275,T275,Kenny Knox,2,3,,2,6,2000420
301,T275,T275,Hank Kuehne,6,3,,2,5,2000380
302,T275,T275,Paul Lawrie,8,3,3.0,2,10,2000350
303,T275,T275,Ian Leggatt,2,3,1.0,2,3,2000380
304,T275,T275,Paul McGinley,4,3,2.0,1,5,2000370
305,T275,T275,Andy Miller,2,3,,2,16,2000380
306,T275,T275,Yoshinori Mizumaki,4,3,,1,12,2000380
307,T275,T275,Jack Nicklaus,8,3,,3,8,2000220
308,T275,T275,Mike Nicolette,1,3,3.0,4,1,2000120
309,T275,T275,Masashi Jumbo Ozaki,3,3,,2,2,2000350
310,T275,T275,Sean Pacetti,1,3,1.0,1,4,2000455
311,T275,T275,Steve Pate,28,3,,4,7,2000370
312,T275,T275,Phillip Price,4,3,1.0,2,12,2000350
313,T275,T275,Anthony Rodriguez,1,3,3.0,2,10,2000410
314,T275,T275,Nobuhito Sato,2,3,,2,3,2000490
315,T275,T275,Jeff Schmid,2,3,,2,7,2000280
316,T275,T275,Jim Schuman,1,3,3.0,1,15,2000290
317,T275,T275,Mark Slawter,1,3,,1,9,2000250
318,T275,T275,Mike Smith,1,3,3.0,2,7,2000300
319,T275,T275,Jim Sobb,1,3,,2,2,2000280
320,T275,T275,Vaughn Taylor,1,3,,1,1,2000170
321,T275,T275,Robert Thompson,2,3,3.0,1,7,2000410
322,T275,T275,Chris Toulson,2,3,,1,5,2000110
323,T275,T275,Lanny Wadkins,2,3,1.0,1,3,2000350
324,T275,T275,Kaname Yokoo,5,3,1.0,4,1,2000210
325,T326,T326,John Adams,2,2,,1,10,2000410
326,T326,T326,Carl Alexander,1,2,1.0,2,1,2000240
327,T326,T326,Greg Avant,2,2,2.0,1,18,2000080
328,T326,T326,Seve Ballesteros,2,2,,1,12,2000150
329,T326,T326,Andy Bean,16,2,1.0,2,18,2000390
330,T326,T326,Jorge Benedetti,1,2,,3,15,2000110
331,T326,T326,Jason Bohn,2,2,1.0,1,11,2000390
332,T326,T326,Guy Boros,4,2,,3,12,2000380
333,T326,T326,Leigh Brannan,1,2,2.0,2,16,2000190
334,T326,T326,Billy Ray Brown,4,2,,2,5,2000200
335,T326,T326,Brad Bryant,4,2,,3,4,2000230
336,T326,T326,"Michael Burke, Jr.",1,2,1.0,1,1,2000250
337,T326,T326,Rodney Butcher,2,2,,1,11,2000140
338,T326,T326,Blair Buttar,1,2,1.0,1,2,2000390
339,T326,T326,Jonathan Byrd,1,2,2.0,3,5,2000430
340,T326,T326,Ángel Cabrera,6,2,,2,5,2000490
341,T326,T326,Michael Christie,5,2,2.0,2,9,2000280
342,T326,T326,Bobby Clampett,2,2,,4,2,2000250
343,T326,T326,José Coceres,3,2,,2,12,2000350
344,T326,T326,Michael Combs,2,2,,1,13,2000380
345,T326,T326,Tim Conley,1,2,,1,10,2000140
346,T326,T326,Rod Curl,1,2,2.0,1,16,2000210
347,T326,T326,Clark Dennis,1,2,2.0,1,14,2000300
348,T326,T326,Ryan Dillon,1,2,,1,17,2000170
349,T326,T326,Frank Dobbs,2,2,2.0,4,7,2000350
350,T326,T326,R.W. Eaks,1,2,1.0,1,3,2000300
351,T326,T326,David Faught,1,2,2.0,2,15,2000390
352,T326,T326,Darren Fichardt,3,2,,1,9,2000490
353,T326,T326,Robert Floyd,3,2,2.0,2,10,2000280
354,T326,T326,Angel Franco,3,2,2.0,2,5,2000060
355,T326,T326,Will Frantz,2,2,1.0,1,8,2000120
356,T326,T326,Kent Fukushima,1,2,2.0,2,15,2000380
357,T326,T326,Bobby Gage,3,2,,2,8,2000270
358,T326,T326,Stephen Gangluff,1,2,,2,17,2000230
359,T326,T326,Bob Gaus,1,2,,1,7,2000350
360,T326,T326,Mike Gill,1,2,,2,9,2000350
361,T326,T326,Derek Gillespie,1,2,2.0,3,2,2000390
362,T326,T326,John Godwin,1,2,2.0,1,17,2000420
363,T326,T326,Ernie Gonzalez,1,2,2.0,1,7,2000300
364,T326,T326,Ken Green,3,2,,3,16,2000170
365,T326,T326,Christo Greyling,1,2,2.0,2,12,2000420
366,T326,T326,Kyi Hla Han,2,2,,3,5,2000490
367,T326,T326,Michael Harris,1,2,,1,12,2000250
368,T326,T326,Paul Heflin,1,2,,1,3,2000320
369,T326,T326,Randy Helton,1,2,,1,3,2000260
370,T326,T326,Nic Henning,2,2,,2,9,2000490
371,T326,T326,Bruce Heuchan,1,2,1.0,1,5,2000390
372,T326,T326,Brian Hull,2,2,,1,8,2000080
373,T326,T326,David Ishii,1,2,2.0,4,16,2000020
374,T326,T326,Mike Johnson,1,2,,2,4,2000190
375,T326,T326,Steve Jurgensen,2,2,2.0,2,1,2000050
376,T326,T326,Chris Kaufman,1,2,,1,12,2000250
377,T326,T326,Tony Kelley,2,2,1.0,2,8,2000350
378,T326,T326,Korky Kemp,1,2,,1,6,2000400
379,T326,T326,Darrell Kestner,2,2,,1,4,2000250
380,T326,T326,Michael Kirk,1,2,1.0,2,9,2000440
381,T326,T326,Cliff Kresge,1,2,2.0,2,13,2000420
382,T326,T326,Jean-Louis Lamarre,1,2,,1,17,2000390
383,T326,T326,Han Lee,1,2,,2,11,2000390
384,T326,T326,Edward Loar,5,2,,1,10,2000390
385,T326,T326,Bradley Martin,1,2,2.0,3,2,2000050
386,T326,T326,Wes Martin,1,2,,1,3,2000390
387,T326,T326,Joey Maxon,1,2,,1,8,2000140
388,T326,T326,Shawn McEntee,2,2,,2,8,2000050
389,T326,T326,Jedd McLuen,1,2,2.0,1,11,2000250
390,T326,T326,Rob McMillan,2,2,,2,9,2000380
391,T326,T326,Bryce Molder,1,2,,1,13,2000320
392,T326,T326,Rick Morton,1,2,2.0,2,3,2000350
393,T326,T326,Andy North,1,2,2.0,2,17,2000050
394,T326,T326,Chris O'Connor,1,2,,1,18,2000300
395,T326,T326,Peter O'Malley,1,2,,1,3,2000350
396,T326,T326,Ted Oh,1,2,,2,5,2000050
397,T326,T326,Lucas Parsons,2,2,2.0,2,3,2000490
398,T326,T326,Jerry Pate,1,2,1.0,2,8,2000050
399,T326,T326,Jon Peterson,1,2,,1,7,2000040
400,T326,T326,Mark Pfeil,1,2,2.0,2,8,2000300
401,T326,T326,Gary Player,2,2,2.0,1,17,2000150
402,T326,T326,Dan Pohl,5,2,2.0,4,17,2000320
403,T326,T326,Lee Porter,2,2,2.0,4,4,2000250
404,T326,T326,Jeff Quinney,1,2,2.0,2,1,2000470
405,T326,T326,Jack Renner,3,2,,2,7,2000300
406,T326,T326,Tag Ridings,1,2,,1,6,2000250
407,T326,T326,Greg Robertson,1,2,2.0,1,4,2000070
408,T326,T326,Luc Rochefort,1,2,,1,16,2000390
409,T326,T326,Eduardo Romero,3,2,,1,9,2000350
410,T326,T326,Clarence Rose,7,2,,1,7,2000455
411,T326,T326,Jeff Roth,1,2,1.0,1,13,2000340
412,T326,T326,Brian Rowell,1,2,,1,8,2000410
413,T326,T326,Dave Rummells,1,2,2.0,2,5,2000300
414,T326,T326,Eric Rustand,1,2,,2,13,2000080
415,T326,T326,Charlie Rymer,3,2,1.0,1,15,2000300
416,T326,T326,Victor Schwamkrug,1,2,1.0,1,14,2000190
417,T326,T326,Steve Scott,5,2,1.0,2,6,2000280
418,T326,T326,Peter Senior,2,2,2.0,4,8,2000490
419,T326,T326,Brad Sherfy,1,2,,2,2,2000350
420,T326,T326,Bill Skorheim,1,2,1.0,1,1,2000200
421,T326,T326,Wes Smith,1,2,,1,2,2000110
422,T326,T326,Bruce Smith,1,2,,2,16,2000200
423,T326,T326,Graeme Storm,2,2,1.0,2,9,2000150
424,T326,T326,Mike Sullivan,3,2,,2,1,2000410
425,T326,T326,Bryan Sullivan,2,2,,1,14,2000170
426,T326,T326,James Sullivan,2,2,2.0,2,11,2000430
427,T326,T326,Chris Tidland,3,2,1.0,1,8,2000250
428,T326,T326,Sam Torrance,2,2,2.0,1,5,2000350
429,T326,T326,Alain Trudeau,1,2,,1,13,2000390
430,T326,T326,Greg Turner,1,2,2.0,2,2,2000350
431,T326,T326,Greg Twiggs,2,2,1.0,4,11,2000300
432,T326,T326,Gus Ulrich,1,2,2.0,1,17,2000160
433,T326,T326,Brett Upper,2,2,,2,10,2000080
434,T326,T326,Tom Watson,4,2,,4,6,2000250
435,T326,T326,Chris Wollmann,1,2,2.0,4,7,2000300
436,T326,T326,Steven Young,1,2,,1,1,2000100
437,T438,T438,Michael Allen,1,1,1.0,4,17,2000300
438,T438,T438,Jeremy Anderson,1,1,,1,7,2000440
439,T438,T438,Perry Arthur,1,1,,1,10,2000200
440,T438,T438,Kevin Barker,1,1,1.0,1,17,2000260
